id,scene,question,answer,evidence,qa_type
31,7、EXT. COLEMAN RESIDENCE - DAY,What action does Kate perform in the backyard?,crosses the backyard into the nearby woods,Kate % crosses the backyard into the nearby woods.,detailed description
32,35、EXT. NEIGHBORBOOD' - DAY,"In [35、EXT. NEIGHBORBOOD' - DAY], What is Esther's behavioral state in the scene?",Soaks it all in,Esther soaks it all in,character states
33,49、EXT. COLEMAN RESIDENCE - POOL - NIGHT -,When does Daniel jump into the pool?,After John glances over his shoulder,John distractedly glances over his shoulder at him and Daniel does a huge cannonball into the pool,temporal references
34,31、INT: HOME FOR GIRLS - CHAPEL DAY,What does Kate say about Esther's openness?,"She really did open up with us, didn't she?","KATE She really did open up with us, didn't she?",dialogue/beliefs
35,40、INT. ESTHER'S BEDROOM - NIGHT,When does Esther watch her parents leave?,After they turn out the light and close the door,Then he and Kate turn out the light and close the door. Esther watches them go...,temporal references
36,32、EXT. HOME FOR GIRLS - DAY.,What does Sister Abigail tell Esther before she leaves?,"If you ever need anything, please don't hesitate to call.","SISTER ABIGAIL If you ever need anything, please don't hesitate to call.",dialogue/beliefs
37,11、INT. MUSIC ROOM - DAY | 43、INT. KITCHEN - MORNING ',What does Kate state about the difference between curtains and drapes?,Kate states that knowing the difference between curtains and drapes makes her life seem more exciting.,"She corrects John, saying they’re curtains, not drapes, and remarks on how exciting her life must be now that she knows the difference.",character states
38,19、EXT. HOME FOR GIRLS - ESTABLISHING - DAY - | 32、EXT. HOME FOR GIRLS - DAY.,Why does Sister Abigail stop smiling as the car drives away?,"Sister Abigail stops smiling because she becomes somber and reflective as she watches the car carrying Esther and Kate leave, indicating a sense of loss or emotional weight.","Her smile slowly fades as she watches the car grow smaller in the distance, and she remains fixed on the road long after it has disappeared, suggesting a deep emotional response to their departure.",causal/relational queries
39,20、INT. HOME FOR GIRLS - PLAYROOM - DAY | 32、EXT. HOME FOR GIRLS - DAY.,What does Esther state about why she prefers to paint indoors?,Esther states that she prefers to paint indoors because it is quieter and the colors behave better inside.,She says she likes to stay inside and paint because it’s quieter and the colors behave better indoors.,character states
40,38、INT. COLEMAN RESIDENCE - VARIOUS - DAY | 36、EXT. COLEMAN RESIDENCE - DAY,What does Esther state about her name?,Esther states that her name is Esther.,"Esther signs silently: 'HELLO, MAX. MY NAME IS ESTHER.'",character states
41,16、INT.-LAWYER'S OFFICE -- DAY | 20、INT. HOME FOR GIRLS - PLAYROOM - DAY | 32、EXT. HOME FOR GIRLS - DAY.,What does John state about Esther's talent during the farewell?,John states that Esther has an extraordinary talent.,John looks at Esther and tells Sister Abigail that she has an extraordinary talent.,character states
42,48、INT. KITCHEN - DUSK | 32、EXT. HOME FOR GIRLS - DAY.,How does Kate react when Doris comments that it's a shame it took a crisis for her to get help?,"Kate stops making eye contact, picks up the plate of food, and walks away without responding.","Kate stops making eye contact, picks up the plate of food, and walks away without responding.",character states
43,19、EXT. HOME FOR GIRLS - ESTABLISHING - DAY - | 20、INT. HOME FOR GIRLS - PLAYROOM - DAY | 38、INT. COLEMAN RESIDENCE - VARIOUS - DAY,Why does Sister Abigail's expression tighten when she appears in the doorway?,"Sister Abigail's expression tightens because she observes Esther still holding Kate's hand, which seems to unsettle her.","Sister Abigail watches silently, her expression tightening as she observes Esther still holding Kate’s hand.",causal/relational queries
44,41、INT. UPSTAIRS HALLWAY - NIGHT | 32、EXT. HOME FOR GIRLS - DAY.,What does Esther say when she tugs on Kate's arm as they reach the car?,Esther says they should go.,"As Kate and Esther reach the car, Esther tugs on Kate’s arm and says, 'Come on! Let's go!'",character states
45,30、INT. HOME FOR GIRLS - SISTER ABIGAIL'S OFFICE - DAY - | 32、EXT. HOME FOR GIRLS - DAY.,What does Sister Abigail state about Esther's behavior and past experiences?,"Sister Abigail states that Esther is emotionally distant, rarely speaks, and doesn’t play with other children due to having lost her birth mother to AIDS and her adoptive family in a house fire; she also suspects Esther has been sexually abused, noting Esther’s avoidance of group showers, resistance to being watched in the bathroom, fixation on wearing dresses and ribbons, and violent reaction when the ribbons were removed.","Sister Abigail explains that Esther’s birth mother died of AIDS and the American family who adopted her later perished in a house fire. She says Esther is emotionally distant, rarely speaks, and doesn’t play with the other children. Sister Abigail adds that she suspects Esther has been sexually abused, though there is no record of it. She notes that Esther shows signs of deep trauma—she avoids showering with the other girls, won’t let anyone in the bathroom with her, and is unusually fixated on her appearance, wearing dresses and ribbons every day. When the ribbons were once removed, Esther reacted violently, kicking out two of Sister Francis’ teeth.",character states
46,48、INT. KITCHEN - DUSK | 32、EXT. HOME FOR GIRLS - DAY.,What does Kate state about her reason for leaving Yale?,"Kate states that she left Yale because she couldn't work anymore, not by choice.","Kate replies that she left because she couldn't work anymore, not by choice.",character states
47,20、INT. HOME FOR GIRLS - PLAYROOM - DAY | 38、INT. COLEMAN RESIDENCE - VARIOUS - DAY | 32、EXT. HOME FOR GIRLS - DAY.,What does John say when Daniel comments on Esther's clothing?,John tells Daniel not to be rude.,"Daniel lags back and whispers to John, 'Why is she dressed like that?' John replies, 'Don't be rude.'",character states
48,3、INT. KATE AND JOHN'S BATHROOM - NIGHT | 2、INT. KATE AND JOHN'S BEDROOM - NIGHT | 15、INT. XATB AND JOHN'S BEDROOM - NIGHT | 16、INT.-LAWYER'S OFFICE -- DAY,What does Kate state about her ability to care for children when discussing adoption with John?,Kate states that she cannot even care properly for the children they already have.,"Kate resists, saying she can’t even care properly for the children they have, and that adopting shouldn’t be a solution to loneliness or grief.",character states
49,20、INT. HOME FOR GIRLS - PLAYROOM - DAY | 41、INT. UPSTAIRS HALLWAY - NIGHT | 32、EXT. HOME FOR GIRLS - DAY.,What does Esther say when she tugs on Kate's arm as they reach the car?,Esther says they should go.,"As Kate and Esther reach the car, Esther tugs on Kate’s arm and says, 'Come on! Let's go!'",character states
50,20、INT. HOME FOR GIRLS - PLAYROOM - DAY | 32、EXT. HOME FOR GIRLS - DAY.,What does Sister Abigail say to Kate and Esther before they leave?,Sister Abigail tells them to call if they ever need anything.,Sister Abigail stands by as Kate and Esther prepare to leave. She tells them to call if they ever need anything.,character states
51,20、INT. HOME FOR GIRLS - PLAYROOM - DAY | 32、EXT. HOME FOR GIRLS - DAY.,What does Esther state about Kate's scent when they first meet?,Esther states that Kate smells sweet.,"Esther looks at Kate, then quietly steps forward and presses Kate's hand to her cheek. 'You smell so sweet,' she says.",character states
