id,scene,question,answer,evidence,qa_type
37,11、EXT. ABBEY RUINS - ALTAR AREA - CEREMONY - NIGHT | 13、EXT. ABBEY RUINS - ALTAR AREA - NIGHT | 19、EXT. ABBEY RUINS - ALTAR AREA - NIGHT,What does Grigory do to activate the machine?,Grigory whispers an incantation and flexes his fingers to activate the machine.,"Grigory stands at the top of the altar, cables trailing behind him. He leans over the machine and whispers, 'Ragnarok, Anung Ia Anung.' As he flexes his fingers, the two metal rings surrounding the machine's central axis begin to swing. A sharp TCHINK! echoes, followed by a rising WHIRRR! Steam bursts from the ducts and pipes.",character states
38,11、EXT. ABBEY RUINS - ALTAR AREA - CEREMONY - NIGHT | 13、EXT. ABBEY RUINS - ALTAR AREA - NIGHT | 19、EXT. ABBEY RUINS - ALTAR AREA - NIGHT | 20、EXT. ABBEY RUINS - ALTAR AREA - NIGHT,What does Grigory state about the machine before activating it?,Grigory does not make any statement about the machine; he only whispers an incantation to activate it.,"He leans over the machine and whispers, 'Ragnarok, Anung Ia Anung.'",character states
39,23、EXT. INSIDE CHAPEL RUINS - NIGHT | 21、EXT. INSIDE THE CHURCH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT | 24、EXT. CHAPEL RUINS - NIGHT,What does Broom state about the creature after it takes the candy bar?,"Broom states that the creature is a boy, just a baby boy.","After the creature takes the candy, Broom smiles and says, 'It’s a boy. Just a baby boy.'",character states
40,"29、EXT. HIGH MOUNTAINS (SET), EASTERN EUROPE - DAY | 30、INT. ICE CAVE - SMALL CORRIDOR - DAY | 29、EXT. HIGH MOUNTAINS (SET), EASTERN EUROPE - DAY",What does Figure 1 state about the symbol carved into the rocky ground?,Figure 1 states that the symbol matches an illustration in the leather-bound book.,"Figure 1 stops and notices a symbol carved into the rocky ground. They take out Grigory's leather-bound book and flip through its pages, eventually finding an illustration that matches the symbol.",character states
41,40、INT. B.P.R.D. LOBBY - DAY | 38、EXT. B.P.R.D. COMPLEX - GATE ENTRANCE - DAY | 40、INT. B.P.R.D. LOBBY - DAY,What happens after Myers positions his eye into the eyepiece at the gate system?,"The scanner emits two violet flashes, displays his identification details including badge number, and then the gate unlocks and opens.","A brief pause follows, then two violet flashes illuminate the scanner. His identification details, including badge number, appear on the screen. With a sharp clack, the gate unlocks and swings open.",temporal references
42,6、EXT. DITCH | 21、EXT. INSIDE THE CHURCH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT | 24、EXT. CHAPEL RUINS - NIGHT,What does Broom state about the creature after it takes the candy bar?,Broom states that the creature is a boy and just a baby boy.,"After the creature reaches for the candy and the stone fingers snatch it, Broom smiles and says, 'It’s a boy. Just a baby boy.'",character states
43,"17、EXT. RUINS - IN THE UNDERBRUSH - NIGHT | 18、EXT. RUINS, IN THE UNDERBRUSH - NIGHT | 21、EXT. INSIDE THE CHURCH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT",What does Broom state about the creature after wrapping it in a blanket?,Broom states that the creature is a boy and just a baby boy.,"Broom looks down and says, 'It's a boy. Just a baby boy.'",character states
44,17、EXT. RUINS - IN THE UNDERBRUSH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT,What does Broom state about the creature after it climbs into his arms?,Broom states that the creature is a boy and just a baby boy.,"Broom looks down and says, 'It's a boy. Just a baby boy.'",character states
45,38、EXT. B.P.R.D. COMPLEX - GATE ENTRANCE - DAY | 43、INT. B.P.R.D. - CONCRETE CHAMBER 51 - DUSK | 44、INT. BROOMS OFFICE (FULL AQUARIUM)- DUSK,What does Broom state about the organization's purpose?,"Broom states that the organization confronts supernatural threats, emphasizing that while there are things that go bump in the night, they are the ones who bump back.","Broom adds that there are things that go bump in the night and states, 'We are the ones who bump back.'",character states
46,"17、EXT. RUINS - IN THE UNDERBRUSH - NIGHT | 18、EXT. RUINS, IN THE UNDERBRUSH - NIGHT | 23、EXT. INSIDE CHAPEL RUINS - NIGHT | 24、EXT. CHAPEL RUINS - NIGHT",What does Broom state about the creature after it climbs into his arms?,Broom states that the creature is a boy and just a baby boy.,"Broom looks down and says, 'It's a boy. Just a baby boy.'",character states
