doc_title,chunk_id,fact,scene_context
202、INT. CASINO - CONTINUOUS,doc_201_chunk_0,Carter wins two-hundred thousand dollars in a craps game.,Scene at the craps table with a crowd gathered around Carter.
211、INT. CASINO - CONTINUOUS,doc_210_chunk_5,Carter learns that Ricky Tan is alive.,Scene following explosion: Carter and Lee are behind slot machines in a deserted area.
25、INT. LEE'S OFFICE - CONTINUOUS,doc_24_chunk_0,Carter takes a wad of cash from Lee's desk drawer.,
197、INT. DANCE FLOOR - NIGHT,doc_196_chunk_2,Carter agrees to create a distraction at the craps table to assist Lee.,
197、INT. DANCE FLOOR - NIGHT,doc_196_chunk_2,"Carter commits to keeping security occupied for as long as possible, aiming for five minutes.",
32、INT. TAXI - EVENING,doc_31_chunk_0,Carter provides a wad of cash to the cab driver.,
209、INT. CASINO - CONTINUOUS,doc_208_chunk_1,Carter is recognized by Lee as someone who can help remove the bomb from his mouth.,
209、INT. CASINO - CONTINUOUS,doc_208_chunk_1,Carter becomes Lee's only hope for removing the bomb from his mouth.,
215、INT. PENTHOUSE SUITE - CONTINUOUS,doc_214_chunk_5,Carter participates in subduing Tan by kicking him in the chest alongside Lee.,
215、INT. PENTHOUSE SUITE - CONTINUOUS,doc_214_chunk_5,Carter survives the confrontation with Tan at the window.,
165、INT. REIGN TOWERS HOTEL - CONTINUOUS,doc_164_chunk_1,Carter picks up the bomb after refusing to take turns with Lee.,"Scene: At the bomb location, during evacuation attempt."
165、INT. REIGN TOWERS HOTEL - CONTINUOUS,doc_164_chunk_1,Carter sees an older couple inside the elevator while attempting to dispose of the bomb.,"Scene: In the hallway, approaching the elevator with the bomb."
165、INT. REIGN TOWERS HOTEL - CONTINUOUS,doc_164_chunk_1,Carter throws the bomb to Lee after being directed to use the stairs.,"Scene: In the hallway, after aborting elevator disposal."
220、INT. LAS VEGAS AIRPORT - NIGHT,doc_219_chunk_2,Carter receives the badge belonging to his father from Lee.,
220、INT. LAS VEGAS AIRPORT - NIGHT,doc_219_chunk_2,Carter gives Lee a wad of cash amounting to about fifty thousand dollars.,
31、EXT. HEAVEN ON EARTH MASSAGE PARLOR - AFTERNOON,doc_30_chunk_0,Carter decides to solve the case independently without assistance.,"Scene at the massage parlor: After observing Ricky Tan leave, Carter declares his intent to solve the case himself."
50、INT. CHEAP HOTEL ROOM - DOWNTOWN LA - NIGHT,doc_49_chunk_6,The target character receives the binoculars from Lee after threatening to shoot him.,
214、INT. CASINO - NIGHT,doc_213_chunk_0,Carter is injured in the chest by Hu Li's sword.,Scene involving a confrontation with Hu Li where she stabs him during combat.
214、INT. CASINO - NIGHT,doc_213_chunk_0,Carter uses a roulette wheel as a makeshift shield.,Scene involving a confrontation with Hu Li where he grabs the roulette wheel to defend himself.
178、EXT. LOADING DOCK PLATFORM - REIGN PLAZA - CONTINUOUS,doc_177_chunk_4,Carter decides not to kill Lee and instead allows him to live.,"Scene: At the back of the truck, after Lee is captured by the Workers."
178、EXT. LOADING DOCK PLATFORM - REIGN PLAZA - CONTINUOUS,doc_177_chunk_4,Carter agrees to enter the truck voluntarily without further resistance.,"Scene: At the back of the truck, as Workers approach him."
178、EXT. LOADING DOCK PLATFORM - REIGN PLAZA - CONTINUOUS,doc_177_chunk_4,Carter is struck unconscious by Hu Li immediately after passing her.,"Scene: At the back of the truck, as Carter walks toward it."
209、INT. CASINO - CONTINUOUS,doc_208_chunk_0,Carter is positioned on top of a craps table in the casino.,Casino scene: Carter is seen on top of a craps table while keeping security guards at bay.
209、INT. CASINO - CONTINUOUS,doc_208_chunk_0,Carter uses a croupier stick to keep security guards at bay.,Casino scene: Carter is actively preventing security guards from approaching him using a croupier stick.
43、INT. SHIP'S HALLWAY - CONTINUOUS,doc_42_chunk_0,Carter trips Hu Li during an encounter in a hallway.,
43、INT. SHIP'S HALLWAY - CONTINUOUS,doc_42_chunk_0,Carter demands Hu Li to raise her hands after tripping her.,
64、INT. KITCHEN - CONTINUOUS,doc_63_chunk_6,Carter examines a $100 bill provided by Kenny.,
23、INT. LEE'S OFFICE - DAY,doc_22_chunk_0,Carter retrieves and wears a black Chinese style suit from Lee's closet.,
23、INT. LEE'S OFFICE - DAY,doc_22_chunk_0,Carter states his intention to return to Heaven on Earth to retrieve his passport.,
23、INT. LEE'S OFFICE - DAY,doc_22_chunk_0,Carter asserts that he provided backup to Lee during an operation involving Ricky Tan and bodyguards.,
75、INT. 18-WHEELER - TRUCK BED - CONTINUOUS,doc_74_chunk_1,Carter takes possession of two stacks of superbills from the crate.,
197、INT. DANCE FLOOR - NIGHT,doc_196_chunk_1,Carter confronts Lee about his actions on the dance floor.,"Scene: On the dance floor, after Lee interacts with Isabella."
197、INT. DANCE FLOOR - NIGHT,doc_196_chunk_1,"Carter is attempting to strong-arm Steven Reign, putting his life at risk.","Scene: On the dance floor, during confrontation with Lee."
197、INT. DANCE FLOOR - NIGHT,doc_196_chunk_1,Carter learns from Lee that Isabella provided information about the location of the plates.,"Scene: On the dance floor, after Lee mentions Isabella's message."
8、INT. RAVEN CLUB - CONTINUOUS,doc_7_chunk_3,Carter takes possession of Lee's badge and gun.,
214、INT. CASINO - NIGHT,doc_213_chunk_2,Carter survives a chest injury that initially appears severe.,
214、INT. CASINO - NIGHT,doc_213_chunk_2,Carter possesses a thick wad of cash retrieved from inside his jacket after being injured.,
214、INT. CASINO - NIGHT,doc_213_chunk_2,Carter expresses gratitude toward Benjamin for an action that resulted in his survival or benefit.,
214、INT. CASINO - NIGHT,doc_213_chunk_2,Carter flees the immediate location by running toward an elevator.,
205、INT. CASINO - CONTINUOUS,doc_204_chunk_0,Carter wins a hundred and fifty thousand dollars at the craps table.,Scene at the craps table in the casino with a crowd surrounding Carter.
205、INT. CASINO - CONTINUOUS,doc_204_chunk_0,Carter is approached by Triad soldiers disguised as security guards.,"At the craps table, immediately after Carter's win."
205、INT. CASINO - CONTINUOUS,doc_204_chunk_0,Carter is escorted by the pit boss and security toward the VIP room.,"As Carter leaves the craps table, heading toward the door marked 'VIP ROOM'."
64、INT. KITCHEN - CONTINUOUS,doc_63_chunk_7,Carter receives information about Zing's identity and workplace from Kenny.,
64、INT. KITCHEN - CONTINUOUS,doc_63_chunk_7,Carter releases Kenny from immediate obligation or threat.,
88、INT. CASINO - CONTINUOUS,doc_87_chunk_0,Carter provides a hundred thousand dollars to the craps table for a buy-in.,
57、EXT. REIGN TOWERS HOTEL - ROOF - NIGHT,doc_56_chunk_2,Carter demands to see Isabella's badge after she claims to be an undercover agent for the United States Secret Service.,
57、EXT. REIGN TOWERS HOTEL - ROOF - NIGHT,doc_56_chunk_2,Carter questions the truth of Isabella's claim to be a Secret Service agent.,
68、EXT. LOADING DOCK PLATFORM - REIGN PLAZA - CONTINUOUS,doc_67_chunk_4,Carter decides not to kill Lee and instead allows him to live.,
68、EXT. LOADING DOCK PLATFORM - REIGN PLAZA - CONTINUOUS,doc_67_chunk_4,Carter agrees to enter the truck voluntarily without further resistance.,
207、INT. CASINO - CASHIER,doc_206_chunk_0,Carter is restrained by security guards after Lee crashes through the window.,Casino scene: Immediately after Lee lands on the casino floor following the window crash.
207、INT. CASINO - CASHIER,doc_206_chunk_0,Carter physically attacks the guards by slamming a rack of chips across their faces.,"Casino scene: After being restrained, Carter breaks free and strikes the guards with a rack of chips."
207、INT. CASINO - CASHIER,doc_206_chunk_0,Carter causes the guards to fall to the floor as a result of his attack.,"Casino scene: Following the impact of the chip rack, the guards are knocked down."
92、INT. CASINO - CONTINUOUS,doc_91_chunk_0,Carter wins two-hundred thousand dollars in a craps game.,Scene at the craps table with a crowd gathered around Carter.
87、INT. DANCE FLOOR - NIGHT,doc_86_chunk_2,Carter agrees to create a distraction at the craps table to assist Lee.,
87、INT. DANCE FLOOR - NIGHT,doc_86_chunk_2,"Carter commits to keeping security busy for as long as possible, aiming for five minutes.",
99、INT. CASINO - CONTINUOUS,doc_98_chunk_1,Carter is recognized by Lee as someone who can help remove the bomb from his mouth.,
99、INT. CASINO - CONTINUOUS,doc_98_chunk_1,Carter becomes Lee's only hope to get the bomb out of his mouth.,
50、INT. CHEAP HOTEL ROOM - DOWNTOWN LA - NIGHT,doc_49_chunk_12,Carter identifies Hu Li as the person who delivered the package to Lee's office.,"Inside the hotel room, during the binoculars point-of-view scene."
50、INT. CHEAP HOTEL ROOM - DOWNTOWN LA - NIGHT,doc_49_chunk_12,Carter warns Lee that the package delivered by Hu Li is a bomb.,"Inside the hotel room, during the binoculars point-of-view scene."
50、INT. CHEAP HOTEL ROOM - DOWNTOWN LA - NIGHT,doc_49_chunk_12,Carter flees the room with Lee after realizing the package is a bomb.,"Inside the hotel room, immediately after identifying the bomb threat."
87、INT. DANCE FLOOR - NIGHT,doc_86_chunk_1,Carter confronts Lee about his actions on the dance floor.,Scene: On the dance floor after Lee interacts with Isabella.
87、INT. DANCE FLOOR - NIGHT,doc_86_chunk_1,Carter is informed by Lee that Isabella provided information about the location of the plates.,Scene: On the dance floor after Lee interacts with Isabella.
50、INT. CHEAP HOTEL ROOM - DOWNTOWN LA - NIGHT,doc_49_chunk_8,Carter is a police officer who has taken an oath to perform his duties.,Scene: Observation of Isabella; Carter justifies continuing surveillance by referencing his oath.
50、INT. CHEAP HOTEL ROOM - DOWNTOWN LA - NIGHT,doc_49_chunk_8,Carter resumes surveillance at the window after Lee steps back.,Scene: Observation of Isabella; Carter returns to the window after confrontation with Lee.
50、INT. CHEAP HOTEL ROOM - DOWNTOWN LA - NIGHT,doc_49_chunk_8,Carter observes Isabella hanging up the phone.,Scene: Observation of Isabella; Carter witnesses the end of her phone call.
55、INT. REIGN TOWERS HOTEL - CONTINUOUS,doc_54_chunk_1,Carter picks up the bomb.,Scene: Lee and Carter return to the bomb; Carter takes it upon himself to carry it.
55、INT. REIGN TOWERS HOTEL - CONTINUOUS,doc_54_chunk_1,Carter sees an older couple inside the elevator.,Scene: Carter is about to throw the bomb into the elevator when he notices the occupants.
55、INT. REIGN TOWERS HOTEL - CONTINUOUS,doc_54_chunk_1,Carter throws the bomb to Lee.,"Scene: After seeing the elevator occupied, Carter passes the bomb to Lee upon Lee's instruction to use the stairs."
99、INT. CASINO - CONTINUOUS,doc_98_chunk_0,Carter is positioned on top of a craps table in the casino.,Casino scene: Carter is seen on top of a craps table while keeping security guards at bay.
99、INT. CASINO - CONTINUOUS,doc_98_chunk_0,Carter uses a croupier stick to keep security guards at bay.,Casino scene: Carter is actively preventing security guards from approaching him using a croupier stick.
97、INT. CASINO - CASHIER,doc_96_chunk_0,Carter is restrained by security guards after Lee crashes through the window.,"Scene: Casino floor, immediately following Lee's entrance through the window."
97、INT. CASINO - CASHIER,doc_96_chunk_0,Carter physically attacks the guards by slamming a rack of chips across their faces.,"Scene: Casino floor, during the confrontation after Lee's arrival."
97、INT. CASINO - CASHIER,doc_96_chunk_0,"Carter successfully incapacitates the guards, causing them to fall to the floor.","Scene: Casino floor, following his attack with the chips."
95、INT. CASINO - CONTINUOUS,doc_94_chunk_0,Carter wins a hundred and fifty thousand dollars at the craps table.,Scene at the craps table in the casino with a crowd surrounding Carter.
95、INT. CASINO - CONTINUOUS,doc_94_chunk_0,Carter is approached by Triad soldiers disguised as security guards.,Scene at the craps table as Carter prepares to cash out.
95、INT. CASINO - CONTINUOUS,doc_94_chunk_0,Carter is escorted toward the VIP room by the pit boss and security personnel.,Scene transitioning from the craps table to the door marked 'VIP ROOM'.
