id,scene,question,answer,evidence,qa_type
11,20、EXT. RAY'S OCCULT BOOK STORE - DAY (LATER),What does Stantz do when the telephone rings?,Answers the phone and identifies the shop as Ray's Occult,"STANTZ (v.o., answering the phone) Ray's Occult.",detailed description
12,29、INT. HOLE - NIGHT (CONTINUOUS ACTION),How does Stantz descend into the airshaft?,rappels off the sides of the airshaft in total darkness,Stantz rappels off the sides of the airshaft as he continues his descent in total darkness.,detailed description
13,29、INT. HOLE - NIGHT (CONTINUOUS ACTION),What action does Stantz take upon reaching the tunnel bottom?,pulls a powerful flashlight from his utility belt and shines it into the tunnel below,He pulls a powerful flashlight from his utility belt and shines it into the tunnel below.,detailed description
14,30、INT. VAN HORNE STATION - STANTZ'S POV - NIGHT,"In [30、INT. VAN HORNE STATION - STANTZ'S POV - NIGHT], What is Stantz's emotional state as he speaks about Van Horne Station?",Reverent,reverently,character states
15,75、INT. ECTO-2 - DAY (CONTINUOUS ACTION),"In [75、INT. ECTO-2 - DAY (CONTINUOUS ACTION)], What is Stantz's emotional state during the ride?",Maniacal and demonically smiling,maniacal ride and smile demonically,character states
16,22、INT. DANA'S APARTMENT - DAY (LATER),What is the apartment's condition and furniture style?,Old and creatively furnished with a mix of modern and traditional pieces,The apartment is old and creatively furnished with a comfortable mix of modern and traditional pieces.,detailed description
17,2、EXT. EAST 77TH STREET - DAY,"In [2、EXT. EAST 77TH STREET - DAY], What is Dana Barrett's emotional state when she asks Frank for help?",exasperated,DANA (exasperated),character states
18,11、INT. BROWNSTONE - DAY (CONTINUOUS ACTION),"In [11、INT. BROWNSTONE - DAY (CONTINUOUS ACTION)], What is the little boy's emotional state when he sees the Ghostbusters?",Disappointed and hostile,KIDS (disappointed) Ghostbusters!! Boooo!!,character states
19,26、INT. RESTORATION STUDIO - SAME TIME,What does Vigo do after coming to life?,"He turns toward Janosz, gestures dramatically, and speaks in a commanding voice.","The figure of Vigo comes to life, turns toward Janosz and gestures dramatically at him. Then he speaks to Janosz in a commanding voice.",detailed description
20,26、INT. RESTORATION STUDIO - SAME TIME,"In [26、INT. RESTORATION STUDIO - SAME TIME], What happens to Janosz when he touches his brush to the canvas?","A powerful current of red crackling energy surges through his body, driving him to his knees.","He touches his brush to the canvas and a powerful current of red, crackling energy surges through the brush and courses through his body, driving him to his knees.",detailed description
21,11、INT. BROWNSTONE - DAY (CONTINUOUS ACTION),"In [11、INT. BROWNSTONE - DAY (CONTINUOUS ACTION)], What action does Stantz take after the boy kicks him?",Grabs him by the shirtfront and threatens him,Stantz grabs him by the shirtfront. 'I'm watching you.',character states
22,81、INT. FIREHOUSE - LAB AREA - SAME TIME,"In [81、INT. FIREHOUSE - LAB AREA - SAME TIME], What emotional state is Louis in after accidentally firing at the wall?",Embarrassed and apologetic.,Oh migod! I'm sorry. I didn't mean to do that. It was an accident.,character states
23,14、INT. WKRR-TV STUDIO RECEPTION AREA - DAY (LATER),What does Milton claim about his prediction?,He has a strong psychic belief in the date.,MILTON I didn't just make up the date. I have a strong psychic belief that the world will end on New Year's Eve.,dialogue/beliefs
24,32、INT. VAN HORNE STATION - NIGHT (CONTINUOUS ACTION),What is the purpose of Venkman and Spengler feeding Stantz more cable?,To enable him to pan the flashlight down the wall and floor.,"As Venkman and Spengler feed him some more cable, he pans his flashlight down the wall of the station, then onto the floor.",causal/relational queries
25,43、INT. COURTROOM - WITNESS STAND - DAY (LATER),"In [43、INT. COURTROOM - WITNESS STAND - DAY (LATER)], What substance is contained in Exhibit F?",The slime sample Stantz removed from the tunnel,She goes to the exhibit table and picks up a specimen jar containing the slime sample Stantz removed from the tunnel.,objects/props
26,34、INT. VAN HORNE STATION - STANTZ - NIGHT,When do the arms emerge from the slime?,After Stantz scoops a sample of the slime,"Reaching down, he scoops up a sample... Suddenly, a grotesque arm",temporal references
27,24、EXT. EAST 77TH STREET - DAY (LATER),What happens when Spengler uses the Giga-meter at the spot where the buggy stopped?,The device clicks wildly and the indicator goes into the red zone.,Spengler switches on the Giga-meter... the indicator goes right into the red zone and the DEVICE starts CLICKING WILDLY.,detailed description
28,10、INT. BROWNSTONE - DAY (CONTINUOUS ACTION),"In [10、INT. BROWNSTONE - DAY (CONTINUOUS ACTION)], What is Stantz's behavioral state?",He is professional and focused.,"He says, 'All business' and adjusts equipment before entering the room.",character states
29,21、INT. RAY'S OCCULT BOOKS - CONTINUOUS,What is Ray wearing and what is he doing?,"An old cardigan sweater over a T-shirt, wearing reading glasses, and chewing a battered, reeking pipe.","Ray sits on a barstool behind the counter wearing an old cardigan sweater over a T-shirt. He has on a pair of reading glasses and chews on a battered, reeking pipe.",detailed description
30,50、INT. BEDROOM SET (TV COMMERCIAL - FULL SCREEN VIDEO) - NIGHT,When is Winston seen pretending to trap the ghost?,During Stantz's speech,"During his speech, Winston can be seen in the b.g. pretending to trap the fake ghost.",temporal references
31,41、INT. HALLWAY OF DANA'S BUILDING - NIGHT (CONTINUOUS ACTION),What happens after Janosz stands in semi-darkness?,His eyes light up and he walks off down the hall.,"Janosz stands there in semi-darkness, then his eyes light up like headlights and he walks off down the hall.",temporal references
32,52、EXT. FIREHOUSE - DAY (LATER),"In [52、EXT. FIREHOUSE - DAY (LATER)], What sound does the ECTOMOBILE produce?",Ghostly siren moaning and wailing,its ghostly SIREN MOANING and WAILING,objects/props
33,42、INT. COURTROOM - WITNESS STAND - NEXT DAY,When does the JUDGE make his statement about ghosts?,Before the court proceeds with the case,I want to make one thing very clear before we go any further.,temporal references
34,40、INT. DANA BARRETT'S APARTMENT - NIGHT (SAME TIME),When does the doorbell ring?,After she checks on the baby,She crosses to the nursery... Suddenly the DOORBELL RINGS,temporal references
35,28、EXT. EAST 77TH STREET - NIGHT (CONTINUOUS ACTION),What is Spengler doing when the police arrive?,JACKHAMMERING a hole in the middle of the street,"Spengler, wearing a hardhat, is JACKHAMMERING a hole in the middle of the street.",detailed description
36,71、INT. ECTO-2 - DAY (LATER),What does Stantz say to another driver?,"Idiot! Move it, you jerk!","STANTZ (to another driver) Idiot! (honking) Move it, you jerk!",dialogue/beliefs
37,70、EXT. MUSEUM - DAY (LATER),What does Spengler say about the studio's PKE levels?,The PKE levels were max-plus and the Giga-meter was showing all red.,There's definitely something going on in that studio. The PKE levels were max-plus and the Giga-meter was showing all red.,dialogue/beliefs
38,14、INT. WKRR-TV STUDIO RECEPTION AREA - DAY (LATER),What does Milton predict about the world's end?,The world will end at midnight on New Year's Eve.,MILTON I predict that the world will end at the stroke of midnight on New Year's Eve.,dialogue/beliefs
39,49、EXT. FIREHOUSE - DAY | 50、INT. BEDROOM SET (TV COMMERCIAL - FULL SCREEN VIDEO) - NIGHT,What does Ray state about the ghost during the team's announcement?,Ray states that the ghost is a mean one.,"Ray calls out to Winston, warning him to be careful because the ghost is a mean one.",character states
40,7、EXT. EAST 77TH STREET - INTERSECTION - DAY | 24、EXT. EAST 77TH STREET - DAY (LATER),Why does Dana become concerned while standing at the intersection where the buggy stopped?,"Dana becomes concerned because the Giga-meter detects a strong supernatural signal beneath the street, which makes her worry that her past supernatural encounters could mean she is vulnerable.","Spengler activates the Giga-meter and sweeps it over the pavement, causing the needle to jump into the red zone and emit rapid clicks, indicating a strong supernatural presence; Dana then asks Venkman if her past supernatural encounters might mean she’s somehow vulnerable.",causal/relational queries
41,34、INT. VAN HORNE STATION - STANTZ - NIGHT | 38、EXT. EAST 77TH STREET - HOLE - CONTINUOUS ACTION | 28、EXT. EAST 77TH STREET - NIGHT (CONTINUOUS ACTION),What happens immediately after Stantz collects the slime sample?,"A grotesque arm surges up from the slime and grabs at his feet, followed by several more arms bursting out and flailing beneath his boots.","Suddenly, a grotesque arm with long skeletal fingers surges upward from the slime and grabs at his feet. He jerks his legs up just as several more arms burst out, flailing and grasping at the air beneath his boots.",temporal references
42,4、EXT. EAST 77TH STREET - DANA AND FRANK - DAY | 7、EXT. EAST 77TH STREET - INTERSECTION - DAY | 24、EXT. EAST 77TH STREET - DAY (LATER),When did the Giga-meter detect high levels of energy beneath the street?,The Giga-meter detected high levels of energy beneath the street after Spengler activated it at the corrected spot where Dana indicated the buggy had stopped.,"Spengler suggests using the Giga-meter, and as he activates it, the device reacts strongly, clicking rapidly and registering high levels of energy beneath the street.",temporal references
43,24、EXT. EAST 77TH STREET - DAY (LATER) | 28、EXT. EAST 77TH STREET - NIGHT (CONTINUOUS ACTION) | 38、EXT. EAST 77TH STREET - HOLE - CONTINUOUS ACTION | 28、EXT. EAST 77TH STREET - NIGHT (CONTINUOUS ACTION) | 30、INT. VAN HORNE STATION - STANTZ'S POV - NIGHT,What details describe the discovery and appearance of Van Horne Station?,"Van Horne Station is discovered beneath a heavy ornate iron manhole cover marked with the letters NYPRR and a strange logo, which the team pries open to reveal a dark, deep abyss. Inside, the station is a chamber lined with smooth, rounded tiles adorned with colorful Art Nouveau mosaics, and the surfaces are covered in polished enamel that reflects light. Stantz confirms the location by reporting over a walkie-talkie that it is the long-lost end of the old New York Pneumatic system.","The team clears away debris to reveal an ornate iron manhole cover marked NYPRR and a strange logo, which they pry open to uncover a dark and deep abyss. Stantz floats in a chamber lined with smooth, rounded tiles covered in colorful Art Nouveau mosaics, with polished enamel surfaces that glint in the flashlight. He reports via walkie-talkie that it is Van Horne Station, the old New York Pneumatic, still intact.",detailed description
44,45、INT. COURTROOM - LATER | 46、INT. COURTROOM - GHOST BATTLE - DAY,What happens immediately after the judge slams his gavel and the courtroom begins to shake?,"The slime in the specimen jar begins to pulse and swell, pushing against the lid.","As he slammed his gavel down, a low rumbling tremor shook the courtroom. At the defense table, Stantz looked at the specimen jar and saw the slime inside pulsing and swelling, pushing against the lid.",temporal references
45,34、INT. VAN HORNE STATION - STANTZ - NIGHT | 38、EXT. EAST 77TH STREET - HOLE - CONTINUOUS ACTION | 36、INT. VAN HORNE STATION - SAME TIME,What does Stantz do when the slime begins rising toward him while he is hanging in the shaft?,"Stantz shouts for help and begins kicking wildly, which causes a section of old, rusting conduit to break loose from the shaft wall.","Stantz hangs in the shaft, looking down as slime bubbles up toward him. He shouts, 'Get me out of here!!' and begins kicking wildly. His thrashing causes a section of old, rusting conduit to break loose from the shaft wall.",character states
46,21、INT. RAY'S OCCULT BOOKS - CONTINUOUS | 22、INT. DANA'S APARTMENT - DAY (LATER) | 23、INT. DANA'S APARTMENT - NURSERY - DAY (CONTINUOUS ACTION),What does Stantz state about the paranormal activity he is monitoring?,Stantz states that any activity that might have been happening has now completely died down.,Stantz replies that any activity that might have been happening has now completely died down.,character states
47,9、EXT. WEST 77TH STREET - DAY (MOMENTS LATER) | 22、INT. DANA'S APARTMENT - DAY (LATER) | 23、INT. DANA'S APARTMENT - NURSERY - DAY (CONTINUOUS ACTION),What does Stantz state about the activity being monitored?,Stantz states that any activity that might have been happening has now completely died down.,Stantz replies that any activity that might have been happening has now completely died down.,character states
48,20、EXT. RAY'S OCCULT BOOK STORE - DAY (LATER) | 8、EXT. UPPER WEST SIDE - NEW YORK CITY STREET - GHOSTBUSTERS LOGO - DAY | 13、INT. ECTO-1 - DAY (CONTINUOUS ACTION),What does Ray Stantz do when Ecto-1 fails to start properly?,Ray Stantz leans forward and gently bangs his forehead against the steering wheel.,Stantz leans forward and gently bangs his forehead against the steering wheel.,character states
49,24、EXT. EAST 77TH STREET - DAY (LATER) | 32、INT. VAN HORNE STATION - NIGHT (CONTINUOUS ACTION) | 31、EXT. EAST 77TH STREET - HOLE - NIGHT (CONTINUOUS ACTION),"What did Spengler and Stantz discover about the location and the paranormal activity beneath the street, and how did they investigate it?","Spengler identified the location as the remains of the New York Pneumatic Railway, an experimental subway system from around 1870 that used air pressure to move trains, while Stantz was lowered on a cable to investigate a high paranormal reading detected by the Giga-meter. The device had shown a surge into the red zone, indicating strong paranormal activity beneath the street. Stantz reached the maximum depth possible under Manhattan without additional digging and reported an off-the-scale reading, prompting further analysis.","Spengler explained they were in the remains of the New York Pneumatic Railway, an experimental subway system from around 1870 that used fan-forced air to propel trains. The Giga-meter's indicator surged into the red zone, clicking rapidly, showing a high paranormal reading. Stantz was lowered on a cable, reached the deepest point possible under Manhattan without digging further, and reported an off-the-scale reading.",detailed description
50,30、INT. VAN HORNE STATION - STANTZ'S POV - NIGHT | 32、INT. VAN HORNE STATION - NIGHT (CONTINUOUS ACTION) | 31、EXT. EAST 77TH STREET - HOLE - NIGHT (CONTINUOUS ACTION),What does Stantz observe and report about his location and the paranormal readings while descending in the chamber?,"Stantz observes that he has reached the deepest point possible under Manhattan without further digging and reports an extremely high paranormal reading that is off the scale, prompting him to call for the team to stop lowering him when he sees something on the wall and floor.","Stantz notes they have reached the deepest point possible under Manhattan without digging further, reports a reading off the scale, and shouts for the team to stop lowering him as he pans his flashlight along the wall and toward the floor.",detailed description
51,23、INT. DANA'S APARTMENT - NURSERY - DAY (CONTINUOUS ACTION) | 24、EXT. EAST 77TH STREET - DAY (LATER) | 28、EXT. EAST 77TH STREET - NIGHT (CONTINUOUS ACTION) | 38、EXT. EAST 77TH STREET - HOLE - CONTINUOUS ACTION,What happened immediately after the bright flash emerged from the excavation site?,Stantz shouted from the excavation site right after the flash occurred.,"A bright flash erupted from deep within the excavation site, followed instantly by a shout from Stantz.",temporal references
52,22、INT. DANA'S APARTMENT - DAY (LATER),What does Dana state about the baby's name?,Dana states that the baby's name is Oscar.,She tells him it's Oscar.,character states
53,46、INT. COURTROOM - GHOST BATTLE - DAY,Why did the Ghostbusters' proton streams cause the Scoleri Brothers to stop advancing in the courtroom?,The proton streams halted the Scoleri Brothers' advance by colliding with them and delivering powerful energy blasts that forced them back.,"The powerful beams collide with the Scoleri Brothers, halting their advance and sending arcs of energy rippling through the air.",causal/relational queries
