scene,question,answer,evidence,qa_type
37、INT. MUSIC ROOM - DAY,How does Roberta react to Guadalupe's hug?,"She awkwardly accepts the hug, is startled, and strokes her hair.","Roberta awkwardly accepts the hug, startled and touched by it, and strokes the girl's hair.",detailed description
34、INT. BRIAN'S LIVING ROOM - NIGHT,What is Roberta's state as she lies awake on the futon?,Heartbroken,"Roberta lies awake on the futon, heartbroken.",detailed description
58、INT. JANET'S OFFICE - DAY,What causes Janet to believe Roberta's son needs help?,He was choking a kid and is emotionally troubled.,He was choking the kid. He's tied up in knots and he needs help.,causal/relational queries
58、INT. JANET'S OFFICE - DAY,Why is Roberta upset?,Because Janet revealed Nick was choking someone and is in trouble.,"Nick's in trouble, Roberta. You need to deal with it. Roberta takes this in, upset.",causal/relational queries
56、EXT. SCHOOL YARD - DAY,Why do the teachers run over to the crowd?,To break up the fight between Nick and the other boy.,TWO TEACHERS run over to break it up.,causal/relational queries
56、EXT. SCHOOL YARD - DAY,What causes the commotion in the crowd?,A fight is happening between Nick and another boy.,Lots of screaming and commotion as the kids crowd around a fight in progress.,causal/relational queries
63、INT. BROWNSTONE - DAY,What causes Roberta to fire the painters?,They used white instead of Eggshell as instructed.,ROBERTA: What color is this? PAINTER: White. ROBERTA: I told you Eggshell.,causal/relational queries
18、INT. BRIAN'S APARTMENT - OFFICE - CONTINUOUS,"In [18、INT. BRIAN'S APARTMENT - OFFICE - CONTINUOUS], What is Roberta's emotional state as described in the passage?",She is stressed and overwhelmed.,"I'm hanging on by a thread there. Out of fifty kids, maybe six are listening to me.",character states
18、INT. BRIAN'S APARTMENT - OFFICE - CONTINUOUS,"In [18、INT. BRIAN'S APARTMENT - OFFICE - CONTINUOUS], What is Roberta's emotional state when Brian kisses her?",She is scared and aroused.,"Roberta's scared -- so she keeps talking, as if it's not really happening. Roberta's aroused, in spite of herself.",character states
41、INT. MUSIC ROOM - DAY,How does Roberta react when Lucy reveals her grandma's death?,"She stands there, sobered, and apologizes.","Roberta stands there, sobered. ROBERTA: I'm really sorry, Lucy.",detailed description
12、INT. CPE 1 - HALLWAY - DAY,"In [12、INT. CPE 1 - HALLWAY - DAY], What is Roberta's emotional state?",Dejected,dejectedly watching,character states
3、EXT. GUASPARI HOUSE - DOORWAY - DAY,What does Roberta yell at the movers?,"Watch it, you idiots! Be careful with those!","ROBERTA: Watch it, you idiots! Be careful with those!",dialogue/beliefs
21、INT. BRIAN'S BATHROOM - DAY,"In [21、INT. BRIAN'S BATHROOM - DAY], How does Roberta appear emotionally when Brian comforts her?",Vulnerable,Brian softens as he sees how vulnerable she is.,character states
15、INT. MUSIC ROOM - DAY,"In [15、INT. MUSIC ROOM - DAY], What is Roberta's emotional state after she kicks a student out?",Amazed and feeling in control,"Roberta's amazed that something worked. She puffs up a little bit, enjoying the feeling of control.",character states
60、EXT. CENTRAL PARK - DAY,What causes Nick to laugh hysterically during the interaction?,Brian's playful threat to throw him into the water.,Brian stalks towards Nick menacingly... Nick laughs hysterically.,causal/relational queries
5、INT. GUASPARI HALLWAY - CONTINUOUS,What does Assunta tell Roberta about her qualities?,"She is beautiful, talented, and has her whole life ahead of her.","ASSUNTA
You're a beautiful, talented woman and you have your whole life ahead of you.",dialogue/beliefs
22、INT. MUSIC ROOM - DAY,"In [22、INT. MUSIC ROOM - DAY], What is the object that Lucy incorrectly names as 'the jeri curl'?",the scroll of the violin,Roberta points to the scroll of the violin.,objects/props
19、INT. BRIAN'S BEDROOM - DAY,"In [19、INT. BRIAN'S BEDROOM - DAY], How does Roberta react to Brian's news about Texas?",She is rattled,"Roberta sits up, rattled by this news",character states
37、INT. MUSIC ROOM - DAY,What does Guadalupe do when she hands over the violin?,She sighs and hands Roberta the violin.,"Guadalupe sighs, then hands Roberta the violin.",detailed description
30、INT. MUSIC ROOM - DAY,"In [30、INT. MUSIC ROOM - DAY], Which child is holding the violin in the wrong hand?",Guadalupe,Roberta sees Guadalupe struggling. ROBERTA Guadalupe! You've got the violin in the wrong hand!,objects/props
46、INT. JANET WILLIAMS' OFFICE - DAY,Why is Mrs. Lamb critical of Roberta's approach?,Because Roberta shouts at the children all the time.,MRS. LAMB: 'You're shouting at them. All the time.',causal/relational queries
5、INT. GUASPARI HALLWAY - CONTINUOUS,What does Assunta say about Charles?,He's a big jerk.,"ASSUNTA
Because Charles is a big jerk.",dialogue/beliefs
