doc_title,chunk_id,fact,scene_context
80、INT. WEAVER BACKYARD - LATER,doc_79_chunk_5,Cal refuses to look at Jacob.,"Cal's house, argument with Tracy and Jacob"
82、INT. BAR - AFTERNOON (THREE WEEKS LATER),doc_81_chunk_3,Cal commits to attending his son's eighth grade graduation.,During a conversation with Jacob about his son's graduation.
84、EXT. GRADUATION CEREMONY - LATER,doc_83_chunk_1,Cal commands Jacob to shut up.,
83、EXT. GRADUATION CEREMONY - ONE WEEK LATER,doc_82_chunk_7,Cal successfully extricates himself from his row.,"Theater, family event"
64、EXT. THE WEAVER BACKYARD - LATE EVENING,doc_63_chunk_2,Cal's phone rings.,Outside
65、INT. CAL'S CORPORATE APARTMENT - MORNING,doc_64_chunk_2,Cal turns off the TV.,Home: Cal turns off the TV after Molly protests.
82、INT. BAR - AFTERNOON (THREE WEEKS LATER),doc_81_chunk_5,Cal is alone after Jacob exits.,"Jacob exits, leaving Cal alone."
71、INT. WEAVER BACKYARD - LATER,doc_70_chunk_2,Cal terminates the phone call with Jacob.,Phone call with Jacob
83、EXT. GRADUATION CEREMONY - ONE WEEK LATER,doc_82_chunk_1,Kate Thompson is Cal's former conquest.,"Ceremony on stage, principal's introduction"
80、INT. WEAVER BACKYARD - LATER,doc_79_chunk_4,Cal commands Hannah to leave his house.,"In the house, during a confrontation with Hannah and Tracy."
82、INT. BAR - AFTERNOON (THREE WEEKS LATER),doc_81_chunk_0,Cal is told the time is 12:30 in the afternoon.,"Restaurant: Cal at his table, waitress approaches."
82、INT. BAR - AFTERNOON (THREE WEEKS LATER),doc_81_chunk_0,Cal agrees to have another drink.,"Restaurant: Cal at his table, waitress approaches."
83、EXT. GRADUATION CEREMONY - ONE WEEK LATER,doc_82_chunk_8,"Cal is standing alone, front and center at an eighth grade graduation ceremony.",eighth grade graduation ceremony
10、INT. LEXUS SUV - LATER,doc_9_chunk_4,Cal gives Jessica forty-five dollars.,Car window scene
