id,scene,question,answer,evidence,qa_type
21,55、EXT. RIVER - MED. VIEW,"In [55、EXT. RIVER - MED. VIEW], What object does Willard use to fire at the rescue helicopter?",M-16,He raises his M-16 and FIRES the entire clip at the approaching rescue helicopter.,objects/props
22,34、INT. DINING ROOM GROUP - TRACKING SHOT,Why does the Chef's face light up?,Because he sees the wonderful European-style food.,The Chef's face lights up as he regards the wonderful European-style food.,causal/relational queries
23,45、EXT. THE RIVER - P.B.R. DAY,"In [45、EXT. THE RIVER - P.B.R. DAY], How does Willard appear to the natives based on his attire?",Looks like a tribal chieftain with vegetation and sun protection.,Mus on his face... looks something like a tribal chieftain himself.,character states
24,51、INT. HEADQUARTERS - NIGHT,When does Willard shoot himself with the morphine?,After Kurtz speaks about warpaint,Then it becomes your jungle. Willard shoots himself,temporal references
25,46、EXT. KURTZ'S OUTPOST - FULL VIEW - TWILIGHT,"In [46、EXT. KURTZ'S OUTPOST - FULL VIEW - TWILIGHT], What is Chef's emotional state?",Confused and frightened,"Chef looks at him, confused and frightened.",character states
26,17、INT. COMMAND COPTER - VIEW ON WILLARD AND KILGORE,"In [17、INT. COMMAND COPTER - VIEW ON WILLARD AND KILGORE], What is Kilgore's emotional state when he refers to the enemy as 'savages'?",Angry,Fucking savages.,character states
27,50、EXT. THE HEADQUARTERS - MED. VIEW - LANCE AND CHEF - NIGHT,"In [50、EXT. THE HEADQUARTERS - MED. VIEW - LANCE AND CHEF - NIGHT], What is Chef's emotional state?",Terrified,Chef is terrified,character states
28,40、INT. ROXANNE'S ROOM - CLOSE SHOT - WILLARD - MORNING,"In [40、INT. ROXANNE'S ROOM - CLOSE SHOT - WILLARD - MORNING], How does Willard react to Roxanne's revelation?",Stunned,He stops -- seemingly stunned.,character states
29,44、EXT. THE BOAT AT MARINA DEL REY - NIGHT | 45、EXT. THE RIVER - P.B.R. DAY | 47、INT. KURTZ HEADQUARTERS - NIGHT,What does Willard state about his belief regarding being shot and his connection to Colonel Kurtz?,"Willard states that he once believed being shot was the result of losing contact with Colonel Kurtz, but he acknowledges that he was wrong because Kurtz was alive and had been waiting.","In his voice, a quiet reflection: he once believed being shot was the result of losing contact with Colonel Kurtz. He pauses, then acknowledges the truth—he was wrong. Kurtz was alive. And he had been waiting.",character states
30,"36、EXT. THE TERRACE - MED. VIEW - WILLARD - NIGHT | 21、INT. COMMAND COPTER - KILGORE, WILLARD, LANCE, ETC. | 30、EXT. THE TRIBUTARY - P.B.R. - RAIN",What does Willard do after receiving the M-79 from Chef?,"Willard loads a round into the M-79, pulls himself over the edge of the cockpit, and fires a grenade into the jungle after spotting a flash in the trees.","Willard opens the launcher, loads a round, and pulls himself over the edge of the cockpit. Willard raises the M-79, spots a flash in the trees, and fires. The grenade lets out a low pop and a whistle as it arcs into the jungle.",character states
31,3、INT. THE SAIGON BAR - DAY | 4、EXT. HELICOPTER - DUSK | 7、EXT. FULL VIEW - DAY,What does Captain Willard state about his identity and mission when meeting Colonel Kilgore?,Captain Willard states that he is Captain B.L. Willard of the 4th Recon Group and that he carries priority papers from Com-Sec Intelligence Corp for a mission that Colonel Kilgore should expect.,"Willard steps forward and speaks formally, introducing himself as Captain B.L. Willard of the 4th Recon Group and stating that he carries priority papers from Com-Sec Intelligence Corp, with a mission Kilgore should expect.",character states
32,15、EXT. HELICOPTERS - MONTAGE,What does the pilot do when he sees a Viet Cong fighter charging toward the tree line?,"The pilot leans out of the helicopter, shoots the fighter with his .38, and hits him in the head.","From the lead gunship, the pilot leans out, draws his .38, and fires at a Viet Cong fighter charging toward the tree line—hitting him in the head.",character states
33,3、INT. THE SAIGON BAR - DAY | 4、EXT. HELICOPTER - DUSK | 7、EXT. FULL VIEW - DAY,Why does Willard demand to know whose orders the Civilian is acting on?,"Willard demands to know whose orders the Civilian is acting on because he grows wary when the Captain continues questioning him in the Civilian's presence, suspecting the Civilian may be gathering information about him.","After the Captain continues questioning him, Willard grows wary and tells the Captain to stop the Civilian from learning anything more.",causal/relational queries
34,"31、INT. WORKMEN'S SHOWER - EVENING | 25、INT. TENT - CLOSE SHOT - LANCE, CATHY",What does Lance state when Cathy draws on his back as he gets up?,Lance says he is unsure but thanks her and says he will see her around.,"He pauses and says, 'Well -- uh thanks -- see you around.'",character states
35,"48、EXT. THE HEADQUARTERS - NIGHT | 47、INT. KURTZ HEADQUARTERS - NIGHT | 49、INT. THE HEADQUARTERS - MED, VIEW - KURTZ AND WILLARD -",What does Kurtz state about the truth regarding Willard's mission?,Kurtz states that the truth is Willard was sent to kill him and has not done it.,Kurtz tells Willard the truth: he was sent to kill him and hasn't done it.,character states
36,3、INT. THE SAIGON BAR - DAY | 4、EXT. HELICOPTER - DUSK | 46、EXT. KURTZ'S OUTPOST - FULL VIEW - TWILIGHT,Why does Chef urge Willard to kill Kurtz quickly?,Chef urges Willard to kill Kurtz quickly because he believes they are in an evil place and fears they will all die if they stay.,"Chef calls the place evil and says they are all going to die. He urges Willard to carry out the mission and kill Kurtz so they can leave. Chef pleads with him to act quickly, saying he doesn’t want to die there.",causal/relational queries
37,"24、INT. TENT - MED. SHOT - LYNDA, CHEF",What does Lynda tell Chef to do when he asks her to pose with the jacket?,She tells him to cut the crap.,She tells him to cut the crap.,character states
38,"21、INT. COMMAND COPTER - KILGORE, WILLARD, LANCE, ETC. | 27、EXT. THE P.B.R. APPROACHING DO LUNG BRIDGE - FULL SHOT -",When do Willard and Lance retrieve the ammunition and leave the beach?,"After returning from the beach with ammunition belts and extra M-16 rifles, and after the P.B.R. crew begins moving the boat through shallow water near the wreckage.","Willard and Lance return from the beach carrying ammunition belts and extra M-16 rifles. They report finding only bodies where the supply officer was supposed to be. The P.B.R. crew immediately pushes off, maneuvering through shallow water near the wreckage. The boat accelerates away, cutting through the dark water under the flickering light of incoming artillery.",temporal references
39,"46、EXT. KURTZ'S OUTPOST - FULL VIEW - TWILIGHT | 47、INT. KURTZ HEADQUARTERS - NIGHT | 49、INT. THE HEADQUARTERS - MED, VIEW - KURTZ AND WILLARD -",What does Kurtz state about the nature of nobility and truth?,Kurtz states that nobility depends on how much truth a man can face.,"Kurtz says pain is easy, but nobility depends on how much truth a man can face.",character states
40,"47、INT. KURTZ HEADQUARTERS - NIGHT | 49、INT. THE HEADQUARTERS - MED, VIEW - KURTZ AND WILLARD -",What does Kurtz state about the nature of nobility and truth?,Kurtz states that nobility depends on how much truth a man can face.,"Kurtz says pain is easy, but nobility depends on how much truth a man can face.",character states
41,29、EXT. THE RUSHING RIVER - NEW VIEW - RAIN | 30、EXT. THE TRIBUTARY - P.B.R. - RAIN,Why does Willard decide to fire the grenade into the jungle?,"Willard fires the grenade after spotting a flash in the trees, which indicates enemy fire, in response to the attack that killed Clean and endangered the crew.","Willard raises the M-79, spots a flash in the trees, and fires. The grenade lets out a low pop and a whistle as it arcs into the jungle. It explodes in the canopy, lighting up the downpour and the thick foliage. The Chief runs to Clean and sees he is dead.",causal/relational queries
42,"23、INT. TENT - MED. SHOT - WILLARD, AGENT | 5、EXT. HAU FAT - AN ADVANCE STAGING AREA | 21、INT. COMMAND COPTER - KILGORE, WILLARD, LANCE, ETC.",When does the P.B.R. begin its escape down the river?,The P.B.R. begins its escape after picking up the fuel and ammunition at Hau Fat.,"The P.B.R. surges forward, accelerating rapidly as it exits the shallow part of the river, after the crew picks up three extra drums of fuel and attempts to scrounge more 50-caliber ammunition at Hau Fat.",temporal references
43,34、INT. DINING ROOM GROUP - TRACKING SHOT | 36、EXT. THE TERRACE - MED. VIEW - WILLARD - NIGHT,Why does Willard follow Roxanne out of the room after she offers him cognac?,Willard follows Roxanne because he is drawn to her after learning about her personal losses and feeling a connection.,"After Roxanne reveals the deaths of her husband and Gaston’s wife and son, she offers cognac and walks away; Willard hesitates but then stands and follows her, indicating a growing emotional pull.",causal/relational queries
