id,scene,question,answer,evidence,qa_type
23,19、INT. CARL'S LIVING ROOM/BEDROOM | 23、INT. CARL'S APARTMENT - LATER | 30、INT. STACKERS - LATER | 35、INT. SOUTHWEST BANK - LOAN DESK,How long had Carl been working at Southwest Bank before he realized how much time had passed?,Carl had been working at Southwest Bank for ten years before he realized how much time had passed.,"After Peter points out that their Summerfest memory was seven years ago, Carl does the math and realizes he has been working as a bank teller at Southwest Bank for ten years.",temporal references
24,46、INT. RUDY'S | 23、INT. CARL'S APARTMENT - LATER | 24、INT. HOLIDAY INN CONFERENCE ROOM,What happens after Carl agrees to say yes for one day?,"Sanji pulls Carl to his feet, and the crowd cheers as fireworks explode and confetti falls.","Sanji grins, grabs Carl’s arm, and yanks him to his feet. The crowd erupts in cheers. Bright fireworks burst overhead, and confetti rains down.",temporal references
25,1、EXT. RUDY'S - NIGHT | 2、INT. RUDY'S - MOMENTS LATER | 38、INT. RUDY'S | 41、EXT. SENOR FROG'S,What does Carl say about the person who crossed him after the fight at Senor Frog's?,Carl says that no one crosses him.,Carl declares that no one crosses him.,character states
26,38、INT. RUDY'S | 41、EXT. SENOR FROG'S | 42、INT. CARL'S APARTMENT - MORNING | 25、INT. CARL'S APARTMENT - MORNING,Why did Carl initially hesitate before accepting Peter's brunch invitation?,Carl hesitated because he was momentarily caught by a sudden thought after being invited to brunch.,"After a brief pause, he says yes, accepting the invitation, following a moment where his expression shifts as if caught by a sudden thought.",causal/relational queries
27,21、EXT. SOUTHWEST BANK | 23、INT. CARL'S APARTMENT - LATER,What does Alex state about the 'Just Say Yes' seminar?,Alex states that the 'Just Say Yes' seminar changed his life and insists that Carl attend.,"Alex says the seminar changed his life and insists it changed his life. He also tells Carl, 'You won't be sorry,' when urging him to attend.",character states
28,24、INT. HOLIDAY INN CONFERENCE ROOM | 45、INT. HOLIDAY INN HALLWAY,What does Sanji state about Carl's situation during the event?,Sanji states that Carl is stuck in life and once had a dream that he may have lost.,"Sanji confronts Carl and says he is stuck in life and once had a dream, then asks if he has lost that dream.",character states
29,19、INT. CARL'S LIVING ROOM/BEDROOM | 23、INT. CARL'S APARTMENT - LATER | 30、INT. STACKERS - LATER,How long has Carl been working as a bank teller at Southwest Bank before he realizes it during his conversation with Peter?,Carl has been working as a bank teller at Southwest Bank for ten years before he realizes it during his conversation with Peter.,"After Peter points out that their Summerfest memory was seven years ago, Carl does the math and realizes he has been working as a bank teller at Southwest Bank for ten years.",temporal references
30,24、INT. HOLIDAY INN CONFERENCE ROOM | 32、EXT. STREET | 38、INT. RUDY'S | 41、EXT. SENOR FROG'S,What does Carl state about someone crossing him after the fight outside Senor Frog's?,Carl states that no one crosses him.,"Rooney laughs, impressed, saying Carl really hit the guy and that the man never saw it coming. Carl declares that no one crosses him.",character states
31,23、INT. CARL'S APARTMENT - LATER | 25、INT. CARL'S APARTMENT - MORNING | 23、INT. CARL'S APARTMENT - LATER | 24、INT. HOLIDAY INN CONFERENCE ROOM,Why does Carl agree to say yes to everything for one day?,"Carl agrees to say yes to everything for one day because Sanji challenges him to embrace change by starting with a single word, and Carl, feeling uncertain about his life, reluctantly accepts the challenge.","Sanji tells Carl that change begins with a single word: yes, and challenges him to say yes to everything for one full day. Carl hesitates, admits he doesn’t know what he wants anymore, and then mutters, 'Fine. One day.'",causal/relational queries
32,40、INT. SENOR FROG'S - NIGHT | 39、INT. RUDY'S - NIGHT | 41、EXT. SENOR FROG'S | 42、INT. CARL'S APARTMENT - MORNING | 25、INT. CARL'S APARTMENT - MORNING,What does Carl state about being crossed by someone?,Carl states that no one crosses him.,Carl declares that no one crosses him.,character states
33,46、INT. RUDY'S | 30、INT. STACKERS - LATER | 35、INT. SOUTHWEST BANK - LOAN DESK,What does Carl state about his decision to say yes to every opportunity?,Carl states that he has decided to say yes to every opportunity for the next year because he sees it as a turning point after waiting a long time for a financial break.,Carl announces that he’s decided to say yes to every opportunity for the next year. He explains that he’s been waiting for a financial break for a long time and sees this as a turning point.,character states
34,30、INT. STACKERS - LATER | 35、INT. SOUTHWEST BANK - LOAN DESK,What does Carl state about working on a Saturday when Norman calls him during brunch?,Carl states that he has no reason not to work and that he doesn't mind being at the bank on a Saturday.,"Carl hesitates slightly, then agrees, remarking that he has no reason not to work and that he doesn't mind being at the bank on a Saturday.",character states
35,45、INT. HOLIDAY INN HALLWAY | 24、INT. HOLIDAY INN CONFERENCE ROOM | 45、INT. HOLIDAY INN HALLWAY,What does Carl state when Sanji asks him for his response after issuing a warning?,Carl states that he says yes.,"Sanji asked Carl, 'So what do you say, Carl? What do you say?' Carl hesitated, then spoke and said, 'I say... yes.'",character states
