doc_title,chunk_id,fact,scene_context
185、INT. ROMULAN SENATE CHAMBER - DAY,doc_184_chunk_0,Shinzon is in conference with the Romulan Commanders and Senator Tal'Aura.,Conference with Romulan Commanders and Senator Tal'Aura
158、INT. SENATE CHAMBER - NIGHT,doc_157_chunk_1,Shinzon commands the Reman Warriors.,a chamber with a star chart
185、INT. ROMULAN SENATE CHAMBER - DAY,doc_184_chunk_2,Shinzon orders Suran and the others to leave the chamber.,"Chamber, Shinzon dismisses Suran and the others."
101、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_100_chunk_0,Shinzon is ready for the final battle.,in the command chair
185、INT. ROMULAN SENATE CHAMBER - DAY,doc_184_chunk_3,Shinzon is undergoing a Reman telepathic medical diagnosis.,Viceroy performing Reman telepathic medical diagnosis on Shinzon
174、INT. ENTERPRISE - OBSERVATION LOUNGE - DAY,doc_173_chunk_3,There are no images of Shinzon.,
183、INT. ENTERPRISE - RIKER AND DEANNA'S CABIN - NIGHT,doc_182_chunk_3,Shinzon's voice is coming from the Viceroy's lips.,
183、INT. ENTERPRISE - RIKER AND DEANNA'S CABIN - NIGHT,doc_182_chunk_3,Shinzon kisses Deanna.,
192、INT. ENTERPRISE - PICARD'S CABIN - NIGHT,doc_191_chunk_0,Young Jean Luc Picard (a cadet at Starfleet Academy) bears a disturbing resemblance to Shinzon.,"Picard's desk, while reviewing an old photo album"
137、INT. SCIMITAR - BRIDGE - NIGHT,doc_136_chunk_3,Shinzon is impaled.,battle scene
114、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_113_chunk_0,Shinzon orders the Viceroy to prepare a boarding party and bring Picard.,Bridge of the Romulan warbird during battle with the Enterprise
114、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_113_chunk_0,"Shinzon orders another officer to get the cloak back, target shield coordinates beta three, and fire all disruptors.",Bridge of the Romulan warbird during battle with the Enterprise
137、INT. SCIMITAR - BRIDGE - NIGHT,doc_136_chunk_4,The spear point explodes through Shinzon's back.,
137、INT. SCIMITAR - BRIDGE - NIGHT,doc_136_chunk_4,Shinzon's body is pinning Picard against the wall.,
188、INT. ROMULAN SENATE CHAMBER - NIGHT,doc_187_chunk_6,Shinzon is addressed as Praetor by Picard.,
193、INT. ENTERPRISE - TURBOLIFT - MORNING,doc_192_chunk_0,Shinzon is standing across from Deanna.,"Turbolift, Deanna alone when Shinzon appears"
180、INT. SCIMITAR - OBSERVATION LOUNGE - NIGHT,doc_179_chunk_7,Shinzon holds the title of Praetor.,Meeting between Picard and Shinzon
217、INT. SCIMITAR - BRIDGE - NIGHT,doc_216_chunk_0,Shinzon has Romulan collaborators.,"On Shinzon's ship, during a viewscreen conversation with Romulan collaborators."
235、INT. ENTERPRISE BRIDGE - FOLLOWING,doc_234_chunk_0,Shinzon is on the bridge of the Scimitar.,"Enterprise bridge, Scimitar hailing."
228、INT. SCIMITAR BRIDGE - FOLLOWING,doc_227_chunk_0,Shinzon orders the targeting of the Enterprise's weapons systems and shields.,"Command chair, viewscreen showing Enterprise, during order to target weapons and shields"
158、INT. SENATE CHAMBER - NIGHT,doc_157_chunk_2,Shinzon has a Viceroy.,the chamber
131、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_130_chunk_1,Shinzon is the Praetor.,"Reman ship, Reman Officer addresses Shinzon as Praetor."
236、INT. ENTERPRISE - READY ROOM,doc_235_chunk_8,Shinzon ends the transmission.,
236、INT. ENTERPRISE - READY ROOM,doc_235_chunk_0,Shinzon's holographic representation appears in Picard's Ready Room.,Picard's Ready Room
194、INT. SCIMITAR - VICEROY'S CABIN - FOLLOWING,doc_193_chunk_1,Shinzon commits to being on the bridge.,"Viceroy's chamber, after the mind probe"
193、INT. ENTERPRISE - TURBOLIFT - MORNING,doc_192_chunk_1,Shinzon is a Romulan,Cabin on the Scimitar during telepathic experience
236、INT. ENTERPRISE - READY ROOM,doc_235_chunk_6,Shinzon agrees that he has the same father as Picard.,
246、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_245_chunk_0,Shinzon is addressed as 'Praetor' by the Viceroys.,"During the pursuit by the Valdore, Viceroys addresses Shinzon as 'Praetor'."
24、INT. ENTERPRISE - READY ROOM - NIGHT,doc_23_chunk_5,Shinzon is the new Praetor.,Viewscreen conversation about diplomatic mission to Romulus
24、INT. ENTERPRISE - READY ROOM - NIGHT,doc_23_chunk_5,Shinzon has requested a Federation envoy.,Viewscreen conversation about diplomatic mission to Romulus
198、INT. SCIMITAR - BRIG - NIGHT,doc_197_chunk_4,Shinzon orders the B-9 to leave the room.,In the room
278、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_277_chunk_1,Shinzon holds the title of Praetor.,"Romulan ship, Enterprise on viewscreen."
270、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_269_chunk_0,Shinzon is too late to prevent the event.,
284、INT. SCIMITAR - BRIDGE - NIGHT,doc_283_chunk_3,Shinzon is impaled by Picard.,Battlefield confrontation
268、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_267_chunk_0,Shinzon initiates a hail to the ship.,Bridge of the ship
31、EXT. OVER ROMULUS - SPACE,doc_30_chunk_0,Shinzon owns the vessel.,
261、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_260_chunk_0,Shinzon orders a boarding party to bring Picard.,Bridge during the attack on the Enterprise
261、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_260_chunk_0,Shinzon orders the cloak to be restored.,Bridge during the attack on the Enterprise
261、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_260_chunk_0,Shinzon orders the targeting of shield coordinates beta three and the firing of all disruptors.,Bridge during the attack on the Enterprise
274、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_273_chunk_0,Many of Shinzon's bridge crew are dead.,"Bridge ruins, crew members deceased"
27、INT. ENTERPRISE - OBSERVATION LOUNGE - DAY,doc_26_chunk_3,There are no images of Shinzon.,
27、INT. ENTERPRISE - OBSERVATION LOUNGE - DAY,doc_26_chunk_3,Starfleet intelligence provided a partial account of Shinzon's military record.,
284、INT. SCIMITAR - BRIDGE - NIGHT,doc_283_chunk_1,Shinzon is stunned after being hit by a phaser blast.,Bridge
237、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_236_chunk_0,Shinzon is stunned by an attack on the Scimitar.,Scimitar bridge during an attack
33、INT. SCIMITAR - OBSERVATION LOUNGE - NIGHT,doc_32_chunk_1,Shinzon is human.,"Shinzon moves toward crew in dim light, revealing his humanity."
33、INT. SCIMITAR - OBSERVATION LOUNGE - NIGHT,doc_32_chunk_13,Shinzon's face is nearly identical to Picard's face at that age.,
38、INT. ROMULAN SENATE CHAMBER - DAY,doc_37_chunk_0,Shinzon is in conference with the Romulan Commanders and Senator Tal'Aura.,Conference room with Romulan Commanders and Senator Tal'Aura
33、INT. SCIMITAR - OBSERVATION LOUNGE - NIGHT,doc_32_chunk_7,Shinzon is the Praetor.,Picard addresses Shinzon as 'Praetor' in a meeting.
38、INT. ROMULAN SENATE CHAMBER - DAY,doc_37_chunk_3,Shinzon is undergoing a Reman telepathic medical diagnosis.,Viceroy performing Reman telepathic medical diagnosis on Shinzon
36、INT. ENTERPRISE - RIKER AND DEANNA'S CABIN - NIGHT,doc_35_chunk_1,Shinzon is being embraced by the woman.,Bedroom: Woman realizes she is embracing Shinzon instead of Riker.
38、INT. ROMULAN SENATE CHAMBER - DAY,doc_37_chunk_1,Shinzon regains his composure after snapping at Suran.,
41、INT. ROMULAN SENATE CHAMBER - NIGHT,doc_40_chunk_6,Shinzon is addressed as 'Praetor' by Picard.,Dinner table
30、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_29_chunk_1,Shinzon owns the Scimitar.,"Enterprise bridge, Scimitar decloaks."
271、EXT. THE RIFT - SPACE,doc_270_chunk_0,The Scimitar is Shinzon's ship.,
271、EXT. THE RIFT - SPACE,doc_270_chunk_0,The Scimitar reels.,
46、INT. ENTERPRISE - TURBOLIFT - MORNING,doc_45_chunk_1,Shinzon is a Romulan.,
51、INT. SCIMITAR - BRIG - NIGHT,doc_50_chunk_8,Shinzon departs the scene.,
66、INT. SCIMITAR BRIDGE - FOLLOWING,doc_65_chunk_0,Shinzon sees the Scorpion.,
47、INT. SCIMITAR - VICEROY'S CABIN - FOLLOWING,doc_46_chunk_1,Shinzon commits to having the doctors prepare.,After Viceroy's chest probing
47、INT. SCIMITAR - VICEROY'S CABIN - FOLLOWING,doc_46_chunk_1,Shinzon commits to being on the bridge.,After Viceroy's chest probing
51、INT. SCIMITAR - BRIG - NIGHT,doc_50_chunk_4,Shinzon orders the B-9 to leave the room.,"In a room, during a conversation with Picard."
248、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_247_chunk_0,Shinzon is ready for the final battle.,
51、INT. SCIMITAR - BRIG - NIGHT,doc_50_chunk_7,Shinzon becomes uneasy due to Picard's probing gaze.,Confrontation with Picard in a room with medical preparations.
70、INT. SCIMITAR - BRIDGE - NIGHT,doc_69_chunk_1,Shinzon threatens Suran about showing proper respect.,View screen communication with Suran
88、INT. ENTERPRISE BRIDGE - FOLLOWING,doc_87_chunk_0,Shinzon is on the bridge of the Scimitar.,Enterprise bridge: Shinzon hails the Enterprise.
77、INT. SCIMITAR BRIDGE - NIGHT,doc_76_chunk_0,Shinzon is informed that he has a matter of hours to begin the procedure.,Command chair
89、INT. ENTERPRISE - READY ROOM,doc_88_chunk_8,Shinzon ends the transmission.,Transmission to Picard
89、INT. ENTERPRISE - READY ROOM,doc_88_chunk_0,Shinzon's holographic representation appears in Picard's Ready Room.,Ready Room
89、INT. ENTERPRISE - READY ROOM,doc_88_chunk_7,A connection has been made between Picard and Shinzon.,
36、INT. ENTERPRISE - RIKER AND DEANNA'S CABIN - NIGHT,doc_35_chunk_3,Shinzon's voice is heard coming from the Viceroy's lips.,Shinzon speaks to Deanna using the Viceroy's body.
89、INT. ENTERPRISE - READY ROOM,doc_88_chunk_4,Shinzon is in turmoil.,"Confrontation on Shinzon's ship, after Shinzon's statement about his life"
89、INT. ENTERPRISE - READY ROOM,doc_88_chunk_4,Shinzon does not respond to Picard's question.,"Confrontation on Shinzon's ship, after Picard's question about Shinzon's future"
91、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_90_chunk_2,Shinzon's ship is cloaked.,Space battle involving the Enterprise and two Romulan vessels
284、INT. SCIMITAR - BRIDGE - NIGHT,doc_283_chunk_4,The spear point exploded through Shinzon's back.,"Confrontation with Picard, as Shinzon forces himself down the spear."
46、INT. ENTERPRISE - TURBOLIFT - MORNING,doc_45_chunk_0,Shinzon is standing across from Deanna.,Turbolift
99、INT. SCIMITAR - BRIDGE - FOLLOWING,doc_98_chunk_0,Shinzon is the Praetor.,"Space battle, Valdore in pursuit, Reman crew nervous."
87、EXT. THE RIFT - SPACE,doc_86_chunk_0,Shinzon owns the Scimitar.,
87、EXT. THE RIFT - SPACE,doc_86_chunk_0,Shinzon's ship is invisible.,
77、INT. SCIMITAR BRIDGE - NIGHT,doc_76_chunk_1,The Enterprise is a few hundred yards away from the ship.,"Command center, approaching the Rift"
