doc_title,chunk_id,fact,scene_context
22、EXT. ZURICH PARK -- NIGHT,doc_21_chunk_5,The fight is over.,Zurich fight scene
144、EXT. QUAI -- DAY,doc_143_chunk_1,Bourne is with Marie,chase scene
30、INT. BANK SAFETY DEPOSIT VIEWING ROOM -- DAY,doc_29_chunk_5,The target character is faced with six identities.,
30、INT. BANK SAFETY DEPOSIT VIEWING ROOM -- DAY,doc_29_chunk_1,Jason Bourne has a beat-up passport in his name.,
30、INT. BANK SAFETY DEPOSIT VIEWING ROOM -- DAY,doc_29_chunk_1,Jason Bourne has a French driver's license with a Parisian address.,
30、INT. BANK SAFETY DEPOSIT VIEWING ROOM -- DAY,doc_29_chunk_1,Jason Bourne has credit cards.,
22、EXT. ZURICH PARK -- NIGHT,doc_21_chunk_3,COP #1 is out cold.,Bench confrontation with COP #1
30、INT. BANK SAFETY DEPOSIT VIEWING ROOM -- DAY,doc_29_chunk_6,The gun is not in the bag.,Room with red canvas burn bags in the corner
36、INT. U.S. CONSULATE -- VISA ROOM -- DAY,doc_35_chunk_2,Jason Bourne leaves the room.,"Passport counter room, Bourne departs."
44、INT. U.S. CONSULATE FIFTH FLOOR KITCHENETTE -- DAY,doc_43_chunk_0,Jason Bourne is located in a butler's prep area off the main conference room.,Butler's prep area off main conference room
47、INT. U.S. CONSULATE FIFTH FLOOR GRAND HALLWAY -- DAY,doc_46_chunk_0,Jason Bourne yells a warning about a bomb and directs people to the backstairs.,Embassy evacuation during bomb threat
22、EXT. ZURICH PARK -- NIGHT,doc_21_chunk_4,The target character shatters COP #2's arm bone.,
145、INT. METRO CAR -- DAY,doc_144_chunk_4,Bourne is free,"Train car on Bir Hakeim bridge, Bourne frees himself from the professor"
6、INT. FISHING BOAT BUNK ROOM -- DAY,doc_5_chunk_2,Jason Bourne denies remembering Zurich.,
51、INT. U.S. CONSULATE MAIN CONFERENCE ROOM -- DAY,doc_50_chunk_0,Bourne observes a courtyard 50 feet below with a sheer drop.,"conference room, window view"
59、INT. TREADSTONE COMMUNICATIONS DESK -- NIGHT,doc_58_chunk_0,Bourne leaves the Zurich bank with the red bag.,Zurich bank surveillance footage review
7、EXT. FISHING BOAT DECK -- NIGHT,doc_6_chunk_0,The target character smiles for the first time.,While casting a fishing line at sea.
75、INT. TREADSTONE RESEARCH DESK -- DAY,doc_74_chunk_2,Bourne is visible in the enhanced monitor image.,Monitor screen showing alleyway scene.
36、INT. U.S. CONSULATE -- VISA ROOM -- DAY,doc_35_chunk_0,Bourne is on a line.,
75、INT. TREADSTONE RESEARCH DESK -- DAY,doc_74_chunk_0,Bourne was present in the consulate passport office at the time the surveillance video was recorded.,Conklin and Research Tech #1 reviewing surveillance tapes from Zurich
82、INT. THE LITTLE RED CAR -- DAY,doc_81_chunk_0,Bourne refuses to stop at the apartment building.,Passing an apartment building (address 450).
4、INT. FISHING BOAT BUNK ROOM -- DAWN -- TIME CUTS,doc_3_chunk_1,Jason Bourne has been shot.,
4、INT. FISHING BOAT BUNK ROOM -- DAWN -- TIME CUTS,doc_3_chunk_1,Jason Bourne is awake.,
85、INT. PARIS APARTMENT -- DAY,doc_84_chunk_14,Bourne is searching for a weapon.,In the kitchen
85、INT. PARIS APARTMENT -- DAY,doc_84_chunk_23,Jason Bourne tears Castel's arm from its socket.,Apartment interior
85、INT. PARIS APARTMENT -- DAY,doc_84_chunk_22,Bourne's thrown knife struck Castel in the neck.,Apartment fight scene
74、INT. TRUCKSTOP CAFE -- NIGHT,doc_73_chunk_0,Jason Bourne has Marie's attention.,Back table in a Euro-style cafe
67、INT. CASTEL'S STORAGE UNIT -- DAY,doc_66_chunk_2,The contents of the current metal lock box are identical to the contents Jason Bourne found in the Zurich safe-deposit box.,Metal lock box examination
85、INT. PARIS APARTMENT -- DAY,doc_84_chunk_7,The phone system has no registered person with the name 'Jason Bourne'.,Phone call
85、INT. PARIS APARTMENT -- DAY,doc_84_chunk_29,The concierge addresses Jason Bourne by his last name.,Concierge knocks on door and addresses Bourne by name.
37、INT. U.S. CONSULATE LOBBY -- DAY,doc_36_chunk_4,Jason Bourne enters the building.,"Lobby, during a security incident."
9、EXT. FISHING BOAT DECK -- DAY,doc_8_chunk_0,The target character is bandaged.,On the deck rail
96、INT. THE HOTEL ROOM -- NIGHT,doc_95_chunk_0,The Jason Bourne passport is destroyed by fire.,"a small room, Bourne burning his passport"
96、INT. THE HOTEL ROOM -- NIGHT,doc_95_chunk_1,Bourne explicitly refuses to comply.,
100、INT./EXT. SHITBAG PARISIAN PHONE BOOTH -- NIGHT,doc_99_chunk_1,Jason Bourne has the phone number of the Marseille-Tropez Marina.,Call number three to Marseille-Tropez Marina
99、INT. AN EMPTY OFFICE SUITE -- DAY,doc_98_chunk_1,Bourne learns that there is no Richard at the number he called.,"MPG logo emerging, Bourne on phone call"
99、INT. AN EMPTY OFFICE SUITE -- DAY,doc_98_chunk_0,Jason Bourne is performing an ingenious action with the glass door.,"Stripped-out room (vacancy wasteland), Bourne and Marie standing and staring."
85、INT. PARIS APARTMENT -- DAY,doc_84_chunk_3,Bourne grants permission for Marie to take a bath.,"Bourne's office: Marie requests a bath, Bourne consents."
85、INT. PARIS APARTMENT -- DAY,doc_84_chunk_8,Bourne possesses a piece of card stock retrieved from a safe-deposit box that has no passport attached.,Bourne searching a backpack
91、INT. CIA PSYCHOACOUSTICS LAB -- DAY,doc_90_chunk_0,Jason Bourne made a call to the Hotel Marbeouf Paris.,Electronics console scene: recording of Bourne's call to Hotel Marbeouf Paris.
96、INT. THE HOTEL ROOM -- NIGHT,doc_95_chunk_2,Jason Bourne is kissing Marie.,"Marie in front of Bourne, kissing"
