id,scene,question,answer,evidence,qa_type
23,24、INT. M.O.D. - CRYOGENIC STORAGE FACILITY,"In [24、INT. M.O.D. - CRYOGENIC STORAGE FACILITY], Where are the characters in suspended animation located?",Cryogenic holding berths,"They pass a row of cryogenic holding berths, each containing a naked PERSON in suspended animation",scene localization
24,46、INT. TEXAN'S STALL,What does the Texan say?,Show that turd who's boss!,TEXAN That's right! Show that turd who's boss!,detailed description
25,39、INT. CASINO,When does Austin take off his glasses?,After the dealer deals him the ten.,The dealer deals him the ten. NUMBER TWO You're very brave. AUSTIN Cards are not my bag... Austin takes off his glasses.,temporal references
26,25、INT. EXAMINATION AREA,"In [25、INT. EXAMINATION AREA], What is Austin's physical condition after the cryogenic process?","He is lying in a bed tilted up in an extreme angle, weakly speaking.",Austin lies in a bed tilted up in an extreme angle la Dr. Frankenstein's lab. (weakly) Where am I?,character states
27,65、INT. ALOTTA'S JAPANESE STYLE PENTHOUSE,"In [65、INT. ALOTTA'S JAPANESE STYLE PENTHOUSE], What device does Austin use to photograph the dossier?",A miniature camera/pendant.,Austin's photographing the dossier with his miniature camera/pendant.,objects/props
28,74、INT. CASINO BAR - NIGHT,Why do the eight young people shoot Austin sarcastic peace signs?,Because he raises a ZIMA bottle to join their group,"Austin raises a bottle of ZIMA as if to say 'hey, I'm down with that'. They shoot him sarcastic peace signs.",causal/relational queries
29,8、EXT. CARNABY STREET,What does 'FULL SCREEN INSERT' refer to in the passage?,A cinematic technique showing a close-up of an object.,FULL SCREEN INSERT - AUSTIN'S PASSPORT,terminology/abbreviation/concept
30,16、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB,How does Mrs. Kensington disable the assassin's weapon?,KICKS the knife out of his hand,Mrs. Kensington kicks the knife out of his hand,detailed description
31,17、INT. CLUB - BACK ROOM | 20、EXT. EARTH FROM SPACE,When does Dr. Evil make his vow to return?,Dr. Evil makes his vow to return during the rocket's ascent into space.,"From within the rocket, Dr. Evil speaks with a shivering voice, vowing to return when free love has ended and greed once again dominates the world, as the Bob's Big Boy rocket lifts off and climbs through the sky, eventually breaking through into space.",temporal references
32,43、INT. BATHROOM STALL | 45、INT. AUSTIN'S STALL | 50、INT. BATHROOM,What does Austin state about Patty O'Brien when he finds her body?,Austin does not make any verbal statement about Patty O'Brien when he finds her body.,"The passage describes Austin stepping out and seeing Patty O'Brien's body, but there is no indication that he says anything; it only notes the physical details of the scene and the charms falling from her hand.",character states
33,16、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB | 17、INT. CLUB - BACK ROOM,What happens immediately after Dr. Evil's voice declares his escape from the egg-shaped chair?,"He summons Mr. Bigglesworth, and a white cat leaps into the chair just before the doors close.","Dr. Evil's voice calls out from within, declaring his escape. He summons Mr. Bigglesworth, and a white cat leaps into the chair just before the doors close.",temporal references
34,38、INT. CASINO | 39、INT. CASINO,Why did Austin choose to use a generic cover name during his interaction at the casino table?,Austin chose a generic cover name to avoid drawing attention to himself and Vanessa while they were at the casino.,"Austin decides to use a cover name, saying it's important that the name be generic so they don't draw attention to themselves.",causal/relational queries
35,16、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB,What happens immediately after Austin demands to know Dr. Evil's location?,"A spear is fired from off-screen, striking the assassin in the back and killing him.","As Austin demands to know Dr. Evil's location, a spear suddenly shoots from off-screen, striking the assassin in the back. He collapses forward, dead.",temporal references
36,3、EXT. CARNABY STREET - DAY,Why does Austin Powers run away after the photo shoot?,"Austin Powers runs away because a group of hysterical Mod Girls recognizes him and begins screaming, prompting him to flee as they chase after him.","A group of Mod Girls arrives at the photo shoot on Carnaby Street and immediately recognizes Austin Powers. They begin screaming hysterically... Overwhelmed by the sudden outburst, Austin turns and runs down the street. The mob of Mod Girls gives chase, sprinting after him in a frenzied pursuit.",causal/relational queries
37,3、EXT. CARNABY STREET - DAY,Why does Austin Powers run away after the photo shoot?,"Austin Powers runs away after the photo shoot because a group of Mod Girls recognizes him, begins screaming hysterically, and chases him in a frenzied pursuit.","Overwhelmed by the sudden outburst of screaming Mod Girls, Austin turns and runs down the street, with the mob of girls giving chase closely behind, shrieking and calling his name.",causal/relational queries
38,11、EXT./INT. JAGUAR - STREETS OF LONDON - DAY | 16、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB,What happens immediately after the assassin is killed by the spear?,Austin sees Dr. Evil fleeing through a doorway and begins chasing him.,"After a spear suddenly strikes the male assassin in the back, killing him, Austin sees Dr. Evil running through a door. Without hesitation, Austin, Mrs. Kensington, and the others rush after him, beginning a pursuit.",temporal references
39,24、INT. M.O.D. - CRYOGENIC STORAGE FACILITY | 25、INT. EXAMINATION AREA | 11、EXT./INT. JAGUAR - STREETS OF LONDON - DAY,When was Austin Powers cryogenically frozen?,Austin Powers was cryogenically frozen in 1967.,"Basil Exposition tells him he is in the Ministry of Defense in 1997, having been cryogenically frozen for thirty years.",temporal references
40,10、EXT. CARNABY STREET - DAY | 4、EXT. CARNABY STREET | 10、EXT. CARNABY STREET - DAY,What happens after the schoolgirls pick up Austin's trail again?,They resume their chase of Austin.,"After a brief moment, the schoolgirls pick up his trail again and resume their chase.",temporal references
41,30、EXT. PLANE IN FLIGHT - NIGHT | 37、INT. VEGAS HOTEL ROOM | 39、INT. CASINO,Why did Austin pretend not to understand and abruptly leave the conversation?,"Austin pretended not to understand and left abruptly because he was overwhelmed by the awkward situation, particularly after hearing the unusual name Alotta Fagina.","Austin, appearing overwhelmed, pretended not to understand and suddenly announced he was leaving, saying, 'It’s been a gas.'",causal/relational queries
42,11、EXT./INT. JAGUAR - STREETS OF LONDON - DAY | 16、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB | 17、INT. CLUB - BACK ROOM,What happens immediately after the assassin is struck by the spear?,Austin sees Dr. Evil fleeing through a doorway and begins to chase him.,Austin spots Dr. Evil fleeing through a doorway and immediately gives chase.,temporal references
43,39、INT. CASINO,What happened after Austin called for a hit on his eighteen?,"Austin received a ten, which caused his hand to total twenty-eight and resulted in a bust.","The dealer draws a card and places it face up—a ten. Austin’s hand totals twenty-eight, and the table reacts with quiet disbelief as his play ends in a bust.",temporal references
44,14、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB,Why does Mick Jagger decide to write a new song during the press conference?,"Mick Jagger decides to write a new song because Austin Powers says, 'You can't always get what you want,' which inspires him to use the line as a song title.","After Austin says, 'You can't always get what you want,' Mick pauses, then declares that the line will be the title of a new song he plans to write, certain it will be a hit.",causal/relational queries
45,25、INT. EXAMINATION AREA,Why does Austin shout when he first regains consciousness?,Austin shouts because the loudness of his voice is a temporary side effect of the cryogenic unfreezing process.,"Basil explains that the outburst is a temporary side effect of the unfreezing process, along with possible fever, dry mouth, and flatulence during relaxation.",causal/relational queries
