scene,question,answer,evidence,qa_type
"27、EXT. ""HEAVEN"" MANSION - SWIMMING POOL - DAY","In [27、EXT. ""HEAVEN"" MANSION - SWIMMING POOL - DAY], What is Ted's emotional state when Uncle Billy mentions his father?",Confused and surprised,His father. The words sound so strange. He never even met the guy.,character states
"23、INT. ""HEAVEN"" MANSION - CONFERENCE ROOM - DAY","In [23、INT. ""HEAVEN"" MANSION - CONFERENCE ROOM - DAY], What is Ted's emotional state when he learns he owns the 'Heaven' empire?",Stunned and speechless,"Ted's stunned, speechless.",character states
"33、INT. ""HEAVEN"" MANSION - GARAGE - THE NEXT MORNING",When does the Ferrari start?,After Ginger tells Ted to turn the key,The Ferrari growls to life. Ginger places her hand over Ted's.,temporal references
11、INT. THE NELSON KITCHEN - EVENING,Why does meatloaf symbolize Ted's dissatisfaction with his life?,Because it represents all that Ted hates about his mediocre life and the world.,Meatloaf has come to represent all that Ted hates about his mediocre life and the world we live in.,causal/relational queries
11、INT. THE NELSON KITCHEN - EVENING,What causes Ted to shudder when his mom serves meatloaf?,"He hates meatloaf, which represents his dissatisfaction with his life.","Ted's Mom...slides a slab of...MEAT LOAF onto his plate with an unpleasant thud. Ted shudders... If I never eat another bite of meat loaf again, it'll be too soon.",causal/relational queries
8、INT. TEACHER'S LOUNGE - TECUMSEH HIGH SCHOOL - DAY,Why does Principal Merkin confront Miss Pratt?,She wrote an article exposing teachers' hypocrisy.,Principal Merkin... 'Exposing Hypocrisy in the Morons who Teach Us.' That's the little bastard's motto!,causal/relational queries
40、EXT. JACUZZI - NIGHT,What is Ted doing while chatting with Uncle Billy?,"Relaxes in the Jacuzzi, sipping champagne.","Ted relaxes in the Jacuzzi, sipping champagne. Thrilled, elated, blasted. Uncle Billy sits across from him.",detailed description
64、INT. BUILDING CORRIDOR - DAY,What actions does Ted perform as he approaches the office?,"Dashes up the stairs, greets the women, and moves toward the office.","We follow Ted as he dashes up the stairs, along the line of women, towards an office.",detailed description
64、INT. BUILDING CORRIDOR - DAY,How does Charlie appear when Ted arrives?,Frazzled.,Charlie looks frazzled.,detailed description
19、EXT. LIMO - DAY - MOVING,"In [19、EXT. LIMO - DAY - MOVING], What is Ted's emotional state when he waves?",Timid,"He waves back, very timidly.",character states
47、EXT. NELSON HOUSE - DAY,When does the phone ring?,After the news vans arrive.,Another delivery truck arrives. Then the local news vans. ... The phone RINGS.,temporal references
"25、INT. ""HEAVEN"" MANSION - GAME ROOM - DAY","In [25、INT. ""HEAVEN"" MANSION - GAME ROOM - DAY], How is Ted behaving?",Impressed but holding it together,Ted's equally impressed but holding it together.,character states
"25、INT. ""HEAVEN"" MANSION - GAME ROOM - DAY","In [25、INT. ""HEAVEN"" MANSION - GAME ROOM - DAY], What is Charlie's emotional state?",Amazed and gawking,Charlie shakes his head in amazement. Charlie continues to gawk.,character states
28、INT. THE NELSON HOME - MASTER BEDROOM - NIGHT,"In [28、INT. THE NELSON HOME - MASTER BEDROOM - NIGHT], What is Dad's behavioral state?",Hurrying and adjusting his pajamas,"Dad hurries out of the bathroom, hiking up his pajamas.",character states
46、INT. NELSON FAMILY ROOM - SAME,When was Ted's life transformed?,When he found out he was rich,his life was transformed overnight when he found out he was rich,temporal references
2、EXT. TECUMSEH HIGH SCHOOL - DAY,What does TED say about himself in his voiceover?,I was hopeless back then.,"TED (V.O.) (CONT'D) You're disappointed, I know. I admit, I was hopeless back then.",dialogue/beliefs
28、INT. THE NELSON HOME - MASTER BEDROOM - NIGHT,"In [28、INT. THE NELSON HOME - MASTER BEDROOM - NIGHT], What is Mom's emotional state?",Nervous,Mom waits nervously for the phone to ring.,character states
