id,scene,question,answer,evidence,qa_type
35,36、EXT. SIGNAL HILL RIG - DAY | 11、EXT. BOWLING ALLEY PARKING LOT - NIGHT | 10、INT. BOWLING ALLEY - NIGHT,What does Bobby state about the conversation with Elton on the rig?,Bobby states that the conversation makes him want to vomit and calls it ridiculous.,"Bobby accuses Elton of presuming to compare their lives, calling the conversation ridiculous and saying it makes him want to vomit.",character states
36,39、INT. STUDIO A RECORDING BOOTH - DAY | 40、INT. RECORDING STUDIO - DAY | 25、EXT. TRUCK - FREEWAY - DAY,What does Tita state about the piano after placing the tea on the floor?,Tita states that the piano is a valuable old instrument once owned by Waldnit von Schnechter.,She explains that the piano is a valuable old instrument once owned by Waldnit von Schnechter.,character states
37,17、INT. BOBBY'S CAR - FREEWAY - DAY | 20、EXT. FREEWAY - DAY | 30、INT. BOBBY'S CAR - FREEWAY - DAY,What does Elton do immediately after Bobby leaves the car?,Elton shifts across the seat and takes the driver's position.,"Bobby steps out of the car and moves down the freeway, leaving the vehicle behind. Elton shifts across the seat and takes the driver's position.",temporal references
38,10、INT. BOWLING ALLEY - NIGHT | 34、EXT. REAR OF DINER - LATE NIGHT,What does Rayette say when Bobby begins to kiss her neck?,"She says, 'You son of a bitch.'","As Bobby begins to kiss her neck, Rayette lowers her gaze to the ground and quietly says, 'You son of a bitch.'",character states
39,11、EXT. BOWLING ALLEY PARKING LOT - NIGHT | 10、INT. BOWLING ALLEY - NIGHT,What does Bobby imply when Rayette asks him if he loves her?,Bobby implies that Rayette should already know the answer to whether he loves her.,"When Rayette asks if he loves her, Bobby replies, 'Well now, what do you think?', suggesting she already knows his feelings.",character states
40,17、INT. BOBBY'S CAR - FREEWAY - DAY | 20、EXT. FREEWAY - DAY | 22、EXT. FREEWAY - DAY | 23、EXT. TRUCK - FREEWAY - DAY | 25、EXT. TRUCK - FREEWAY - DAY,What does Bobby state about the people in the cars during the traffic jam?,Bobby states that the people in the cars are assholes and expresses frustration at what they are doing.,"Bobby glares at the cars ahead and says, 'Look at these assholes! What the hell are they doing?!'",character states
41,34、EXT. REAR OF DINER - LATE NIGHT | 11、EXT. BOWLING ALLEY PARKING LOT - NIGHT | 10、INT. BOWLING ALLEY - NIGHT,What does Bobby imply when Rayette asks him if he loves her?,Bobby implies that Rayette should already know the answer to whether he loves her.,"When Rayette asks if he loves her, Bobby replies, 'Well now, what do you think?'",character states
42,33、INT. DINER - LATE NIGHT | 34、EXT. REAR OF DINER - LATE NIGHT | 9、INT. RAYETTE'S LIVING ROOM - NIGHT,What does Rayette express to Bobby about her feelings for him?,"Rayette expresses that she loves Bobby deeply, stating that she began living when she found him and would do anything for him.","She tells him how much she loves him, saying she started living the day she found him and would do anything for him.",character states
43,35、INT. ELTON AND STONEY'S MOBILE HOME - NIGHT | 36、EXT. SIGNAL HILL RIG - DAY | 11、EXT. BOWLING ALLEY PARKING LOT - NIGHT | 10、INT. BOWLING ALLEY - NIGHT,What does Bobby state about living in a trailer park with his front teeth knocked out?,Bobby states that living in a trailer park with his front teeth knocked out is a dry remark he makes in response to Elton's suggestion that he should get a child of his own.,"Bobby stands up, stretches his arms, and replies with a dry remark about living in a trailer park with his front teeth knocked out.",character states
44,39、INT. STUDIO A RECORDING BOOTH - DAY | 40、INT. RECORDING STUDIO - DAY | 25、EXT. TRUCK - FREEWAY - DAY,What does Tita state about the piano when Bobby sets a cup on it?,Tita states that the piano is a valuable old instrument once owned by Waldnit von Schnechter.,"She quickly picks up the cup and places it on the floor, explaining that the piano is a valuable old instrument once owned by Waldnit von Schnechter.",character states
45,32、EXT. TRUCK - LONG BEACH STREETS - DAY | 34、EXT. REAR OF DINER - LATE NIGHT | 11、EXT. BOWLING ALLEY PARKING LOT - NIGHT,What does Bobby say when Rayette asks if he loves her?,He hesitates and responds by asking her what she thinks.,"She asks if he loves her. He hesitates, then says, 'Well now, what do you think?'",character states
46,22、EXT. FREEWAY - DAY | 23、EXT. TRUCK - FREEWAY - DAY | 25、EXT. TRUCK - FREEWAY - DAY,Describe in detail Bobby's actions after he climbs into the rear of the truck and discovers the piano.,"After climbing into the rear of the truck, Bobby moves forward to the front and observes heavy traffic in all four lanes. Upon stepping out, he notices a padded protector on the floor, which he removes to reveal an upright piano. He crouches beside it, tests the keys by playing a few notes, then pulls out the bench from beneath the piano, sits down, and begins playing a Chopin prelude.","Bobby cuts in front of another car and climbs into the rear of a truck. He moves forward to the front of the truck and looks out over the cab. From there, he sees the congestion of cars in all four lanes. As Bobby steps out of the truck, he notices a padded protector on the floor. He reaches down, pulls it off, and reveals an upright piano underneath. He crouches beside it, places his fingers on the keys, and plays a few notes. Bobby pulled the bench out from beneath the piano, sat down, and began playing a Chopin prelude.",detailed description
