scene,question,answer,evidence,qa_type
"17、INT. MARY STUART'S QUARTERS, CHARTLEY HALL - DAY","In [17、INT. MARY STUART'S QUARTERS, CHARTLEY HALL - DAY], What does Mary hold out of sight when speaking to Paulet?",The letter,The other hand holds the letter out of sight.,objects/props
"14、EXT. FOREST, SPAIN - DAY","In [14、EXT. FOREST, SPAIN - DAY], What is Reston's emotional state as he observes the fires?",He exhibits fanatical certainty.,out of the depths of his own fanatical certainty,character states
12、INT. QUEEN'S PRIVATE QUARTERS - NIGHT,What does Elizabeth ask about the lines on her face?,Lines round my mouth. Where did they come from?,Lines round my mouth. Where did they come from?,dialogue/beliefs
"52、INT. QUEEN'S PRIVATE QUARTERS, WHITEHALL PALACE - DAY","In [52、INT. QUEEN'S PRIVATE QUARTERS, WHITEHALL PALACE - DAY], What emotional state does Elizabeth show after listening to Walsingham?",Displays anger,anger shows on her face,character states
70、EXT. THAMES - DUSK,"In [70、EXT. THAMES - DUSK], What returns down the night river?",The royal barge,The royal barge returns down the night river.,objects/props
7、EXT. THAMES - DAY,What belief does Hatton express about the nation?,Half the nation clings to the old superstitions.,HATTON (V.O.) We believe half the nation clings to the old superstitions.,dialogue/beliefs
"44、INT. HALLWAY, WHITEHALL PALACE - DAY",When does Bess look back?,After Walsingham throws a glance.,"Bess looks back. Walsingham is also looking back, and seems to be watching her.",temporal references
27、INT. WALSINGHAM'S HOUSE - EVENING,What action does Walsingham take after embracing William?,He pushes him back to take a good look at him.,"WALSINGHAM
You look terrible... They embrace. Then Walsingham pushes him back to take a good look at him.",detailed description
19、EXT. WHITEHALL PALACE - DAY,"In [19、EXT. WHITEHALL PALACE - DAY], Where does the crowd gather to see the Queen?",The route from the Presence Chamber to the Chapel Royal,This is the route from the Presence Chamber to the Chapel Royal.,scene localization
"8、INT. PRIVY CHAMBER, WHITEHALL PALACE - DAY",What does Elizabeth believe fear leads to?,Fear creates fear.,"Fear creates fear, sir.",causal/relational queries
"29、INT. GREAT HALL, WHITEHALL PALACE - DAY",How does the Archduke Charles deliver his speech?,Trembling with shyness and struggling through his speech.,"ARCHDUKE CHARLES is still a boy: sixteen years old, slight, pale, trembling with shyness. He struggles through his rehearsed speech.",detailed description
30、INT. QUEEN'S PRIVATE QUARTERS - DAY,"What is Bess doing, and how is Elizabeth behaving during this interaction?","Bess is reading to Elizabeth, who is watching her but her mind is elsewhere.","Bess is reading to Elizabeth. Elizabeth watching her, her mind elsewhere.",detailed description
"11、EXT THE TYGER, ENGLISH CHANNEL - DAY","In [11、EXT THE TYGER, ENGLISH CHANNEL - DAY], Where is Raleigh standing as the ship approaches the cliffs?",On the prow of a war-ship,Raleigh is standing on the prow of a war-ship as it cuts through the water toward the white cliffs of Dover.,scene localization
"8、INT. PRIVY CHAMBER, WHITEHALL PALACE - DAY",Why does Howard argue they must act?,Their inaction is taken to be weakness.,Our inaction is taken to be weakness.,causal/relational queries
26、EXT. WOOD - DUSK,How does Savage react upon realizing Babington's intention?,Blubbering with fear,Now he's blubbering with fear.,detailed description
