id,scene,question,answer,evidence,qa_type
20,60、EXT. STACY'S YARD - LATER,What does Rachel claim about Jackie Harrison's employment status?,Rachel says Jackie is returning part-time to the company.,"RACHEL: Actually, she's going back to work with your company on a part-time basis.",dialogue/beliefs
21,29、INT. AUDITORIUM - THAT EVENING,Why did Annabelle become terrified during her performance?,Rachel's camera flashes disrupted her concentration.,"Rachel POPS UP next to the stage with her huge PROFESSIONAL CAMERA and giant flash. Her camera FLASHES three times, quickly. After each flash, we see the picture for a split second, Annabelle. A TERRIFIED ear of corn.",causal/relational queries
22,18、INT. JACKIE'S KITCHEN - MORNING,"In [18、INT. JACKIE'S KITCHEN - MORNING], What is Ben's emotional state when he enters?",Ebullient,Ben is ebullient.,character states
23,28、INT. POLICE STATION - DAY,"In [28、INT. POLICE STATION - DAY], What is Jackie's emotional state when she sees Ben?",Shaking with relief,"holds him to her chest, shaking",character states
24,16、INT. BEN'S ROOM - RACHEL'S AND LUKE'S HOUSE - NIGHT,"In [16、INT. BEN'S ROOM - RACHEL'S AND LUKE'S HOUSE - NIGHT], Where does Rachel read 'Goodnight Moon' to Ben?",The great green room,In the great green room there was a telephone and a red balloon...,scene localization
25,25、EXT. PARK MEN'S ROOM,"In [25、EXT. PARK MEN'S ROOM], What is Rachel's emotional state?",Panicked,"Panicked, she grabs Annabelle's hand.",character states
26,35、INT. RADIOLOGY LAB - AFTERNOON,"In [35、INT. RADIOLOGY LAB - AFTERNOON], How does Jackie react when the technician asks about the time?",She turns and suddenly focuses,"Jackie turns, suddenly focusing...",character states
27,32、EXT. JACKIE'S HOUSE - NIGHT,"In [32、EXT. JACKIE'S HOUSE - NIGHT], What emotional state does Luke display after Jackie's question about Rachel?",Saddened,He shrugs. Looks saddened by that.,character states
28,"10、EXT. SCHOOL, ENGLEWOOD, NEW JERSEY - MOMENTS LATER",What does Jackie request regarding the schedule?,She wants to switch next Friday for Thursday.,I need to switch next Friday for Thursday...,dialogue/beliefs
29,24、EXT. CENTRAL PARK CASTLE - DAY,"In [24、EXT. CENTRAL PARK CASTLE - DAY], What physical condition is Annabelle in later in the scene?",Asleep and feeling nauseous,Annabelle asleep on the bench... I feel like I'm gonna throw up,character states
30,19、INT. YMCA KITCHEN - DAY,"In [19、INT. YMCA KITCHEN - DAY], What is Rachel's emotional state when mentioning their weekend?",Experiencing quiet pain,RACHEL (quiet pain),character states
31,24、EXT. CENTRAL PARK CASTLE - DAY,"In [24、EXT. CENTRAL PARK CASTLE - DAY], What is Annabelle's emotional state when waiting with Ben?",Glum and bored,A glum Annabelle and Ben sitting on a bench watching Rachel at her photo shoot,character states
32,59、EXT. A PERFECTLY MANICURED TWO STORY HOME - DAY | 49、INT. BEN'S ROOM - LATE NIGHT,Why does Ben throw the toy to the floor and break it?,"Ben throws the toy to the floor and breaks it after Rachel yells at him to let go, which causes him to freeze and react by hurling it down.","Rachel snaps at Ben, yelling for him to let go of the toy—now. Ben freezes, looks at her, and suddenly hurls the toy to the floor, shattering it.",causal/relational queries
33,81、INT. JACKIE'S HOME - DAY | 57、EXT. SOCCER FIELD - 3 O'CLOCK PRACTICE | 71、EXT. YARD - DAY,How does Jackie feel when she is reunited with Ben after the tree rescue?,"Jackie feels intensely relieved and protective, holding Ben tightly in a fierce embrace.","Jackie pulls Ben into a tight embrace, holding him fiercely as the children on the ground cheer. The wind still moves the treetops, and Jackie does not let go.",character states
34,66、INT. LUKE AND RACHEL'S BEDROOM - NIGHT,Why does Rachel refuse to accept the Anna Sui assignment?,"Rachel refuses to accept the Anna Sui assignment because it would require two months of constant work while Jackie needs coverage, and Luke is in the middle of a trial.","Rachel explains it would mean two months of constant work while Jackie needs coverage, and that he’s in the middle of a trial.",causal/relational queries
35,64、INT. BAR - EVENING,What does Jackie state about Luke's learning curve?,Jackie states that she compliments Luke on his learning curve.,"When Luke suggests an alternative arrangement for Rachel, she pauses, then allows herself a small, genuine smile. 'My compliments,' she says. 'On your learning curve.'",character states
36,38、INT. RACHEL'S DARKROOM - MORNING | 59、EXT. A PERFECTLY MANICURED TWO STORY HOME - DAY | 49、INT. BEN'S ROOM - LATE NIGHT,Why did Rachel tell Ben to make her phone disappear?,Rachel told Ben to make her phone disappear because she was overwhelmed by the chaos at the party and wanted to remove the distraction of work so she could focus on calming Ben down after yelling at him.,"She snaps at Ben, then abruptly ends the call after the toy is thrown and shatters. She takes Ben aside, apologizes, and hands him the phone, telling him to make it disappear.",causal/relational queries
37,71、EXT. YARD - DAY,What does Ben state about why he needs to reach the top of the tree?,"Ben states that he needs to reach the top of the tree to tell God that he made a mistake in choosing who to take first, saying that Grammy Martha or Grandpa Norman should have been taken instead.","Ben says, 'Heaven, I have to tell him he made a mistake. He should take Grammy Martha first. Or Grandpa Norman.'",character states
38,"69、INT. ELEMENTARY SCHOOL COMMON ROOM - NIGHT | 85、EXT. JACKIE'S YARD - DAY | 79、EXT. CAR POOL LINE, ELEMENTARY SCHOOL - DAY",What does Rachel state about her role in Annabelle's confrontation with the boy?,Rachel states that she intervened because the boy was hurting Annabelle and it would have continued if she had not acted.,"Rachel says the boy was hurting Annabelle and it would have continued, and she insists she did not twist the truth, implying her actions were necessary to protect Annabelle.",character states
39,59、EXT. A PERFECTLY MANICURED TWO STORY HOME - DAY | 49、INT. BEN'S ROOM - LATE NIGHT,Why did Rachel tell Ben to make her phone disappear?,"Rachel told Ben to make her phone disappear because she was overwhelmed by the chaos at the party and wanted to remove the source of distraction and stress, which included disruptive work calls.","Rachel tries to continue her call but is interrupted by the children fighting over a toy; she snaps at Ben and abruptly ends the call after the toy shatters, then takes Ben aside, apologizes, and hands him the phone, telling him to make it disappear.",causal/relational queries
40,"59、EXT. A PERFECTLY MANICURED TWO STORY HOME - DAY | 79、EXT. CAR POOL LINE, ELEMENTARY SCHOOL - DAY",What does Rachel state about flunking science?,Rachel states that flunking science is not going to happen on her watch.,"She listens, then says, 'Okay, don’t cry. Flunking science is not happening. On my watch.'",character states
41,54、INT. HOSPITAL ROOM - NEW YORK - DUSK | 56、INT. SUPERMARKET MANAGER'S STATION - DAY | 71、EXT. YARD - DAY,What does Jackie state about Ben's laugh during their phone call?,Jackie states that Ben has a world-class laugh.,She tells him he has a world-class laugh.,character states
42,56、INT. SUPERMARKET MANAGER'S STATION - DAY,Why does Ben believe Jackie was able to find him in the frozen food bin?,Ben believes Jackie found him because he is her priority.,Ben says she found him because he’s her priority.,causal/relational queries
43,"80、INT. NEWARK AIRPORT - DAY | 84、EXT. CAR POOL LINE, ELEMENTARY SCHOOL - DAY | 44、INT. RACHEL'S AND LUKE'S LIVING ROOM - THAT NIGHT",What does Jackie state about life before Luke mentions the divorce?,Jackie states that life is full of changes.,Jackie says that life is full of changes.,character states
44,66、INT. LUKE AND RACHEL'S BEDROOM - NIGHT,What does Luke state about the children?,Luke states that the children are his.,"After a pause, he says the children are his. Rachel teases Luke about feeling guilty, asking if he’s sure he’s not Jewish. He doesn’t answer right away. After a long pause, he pulls her closer and says, 'They’re my kids.'",character states
45,"80、INT. NEWARK AIRPORT - DAY | 84、EXT. CAR POOL LINE, ELEMENTARY SCHOOL - DAY",What does Jackie say about the boy who kissed Annabelle?,Jackie says he looks familiar and asks if he did a Calvin Klein ad.,"Jackie stared after him, frowning. 'Who in the world is he?' she said. 'He looks familiar. Did he do a Calvin Klein ad?'",character states
46,71、EXT. YARD - DAY,Why does Jessica suggest going to the fire station to ring the firebell?,Jessica suggests going to the fire station to ring the firebell because it would get God's attention as if it were an emergency.,"Jessica says they should go to the fire station and ring the firebell to get God's attention, explaining that it's because it's an emergency.",causal/relational queries
