id,scene,question,answer,evidence,qa_type
11,33、INT. MR. GUMB'S CELLAR - DAY (DIM LIGHT),What does Catherine promise Mr. Gumb if he lets her go?,"I won't press charges, I promise.","CATHERINE Mister, if you let me go, I won't press charges, I promise.",dialogue/beliefs
12,6、INT. DIFFERENT CORRIDOR - LOWER FLOOR - DAY,What caused the strict precautions described by Chilton?,"The man attacked a nurse, causing her injuries.","When the nurse bent over him, he did this to her... The doctors managed to re-set her jaw, more or less, and save one of her eyes. His pulse never got over eighty-five, even when he ate her tongue.",causal/relational queries
13,35、INT. RECREATION ROOM - FBI ACADEMY - DAWN,What does Clarice believe about the senator's repetition of the name?,Someone is coaching her to make her a person.,CLARICE... Somebody's coaching her... They're trying to make him see Catherine as a person,dialogue/beliefs
14,11、INT. CRAWFORD'S HOUSE - STUDY - NIGHT,"In [11、INT. CRAWFORD'S HOUSE - STUDY - NIGHT], Why didn't Clarice go to the storage facility despite finding its location?","It was a field job outside her assignment scope, and she had a test to prepare for.",It's outside the scope of my assignment. And I've got a test tomorrow on...,causal/relational queries
15,11、INT. CRAWFORD'S HOUSE - STUDY - NIGHT,Why was Miggs murdered according to the passage?,"Lecter whispered to him all afternoon, leading him to swallow his own tongue.","The orderly heard Lecter whispering to him, all afternoon, and Miggs crying. They found him at bed check. He'd swallowed his own tongue...",causal/relational queries
16,24、INT. FBI ACADEMY CLASSROOM - QUANTICO - DAY,Why do the cuts on the blouses match?,Buffalo Bill always uses the same pair of scissors.,"And, as you see - Bill always uses the same pair...",causal/relational queries
17,63、INT. COURTHOUSE - GROUND FLOOR - DAY,"In [63、INT. COURTHOUSE - GROUND FLOOR - DAY], What is SGT. TATE's emotional state when interacting with Clarice?",Doubtful,"looks up at her from his command desk, a bit doubtfully",character states
18,64、INT. ELEVATOR - MOVING,"In [64、INT. ELEVATOR - MOVING], What is Clarice's behavioral state when responding?",Hesitant,(beat),character states
19,37、INT. MUSEUM CORRIDOR - DAY,What are the characteristics of the dinosaur bones in the landscape?,Crouching skeletons with blank eye sockets and gaping fangs.,"eerie landscape of dinosaur bones - crouching skeletons with blank eye sockets, gaping fangs",detailed description
20,18、EXT. QUINN'S HOSPITAL - PARKING LOT - NIGHT (RAINING),"In [18、EXT. QUINN'S HOSPITAL - PARKING LOT - NIGHT (RAINING)], What is Clarice's behavioral state as she approaches the asylum?",Running through heavy rain towards the main entrance,"Clarice climbs from her car, runs through heavy rain towards the main entrance",character states
21,4、INT. CHILTON'S OFFICE - BALTIMORE STATE HOSPITAL FOR THE,What causes Dr. Chilton's inappropriate behavior towards Clarice?,His smarmy nature and instant attraction to her.,"A smarmy little peacock... conceived an instant, hopeless letch for Clarice.",causal/relational queries
22,46、INT. DR. LECTER'S CORRIDOR - DAY,How is Dr. Lecter being moved through the corridor?,He is being pushed on a rolling hand truck by Barney.,being pushed down his corridor by Barney,detailed description
23,25、INT. HALLWAY - CLASSROOM BUILDING - DAY,What is the purpose of Clarice's equipment?,To print a floater and document the body.,Clarice mentions needing the fingerprint kit and Polaroid for the task Jack assigned.,causal/relational queries
24,33、INT. MR. GUMB'S CELLAR - DAY (DIM LIGHT),What does Mr. Gumb tell Catherine to do with the cream?,Rub the cream on your skin. Rub it in gooood...,MR. GUMB (softly) Rub the cream on your skin. Rub it in gooood...,dialogue/beliefs
25,"29、EXT. SIDEWALK OF THE FUNERAL HOME - POTTER, WEST VA. - DAY","In [29、EXT. SIDEWALK OF THE FUNERAL HOME - POTTER, WEST VA. - DAY], Where does Clarice see people filing into a service?",Mortuary,"COUNTRY PEOPLE in their somber best, filing into the mortuary for a service.",scene localization
26,53、EXT. FBI ACADEMY GROUNDS - QUANTICO - DAY,How much time do they have before the deadline?,less than 30 hours,We've got less than 30 hours.,temporal references
27,44、INT. DR. LECTER'S CELL AND CORRIDOR - DAY,"In [44、INT. DR. LECTER'S CELL AND CORRIDOR - DAY], What does Dr. Lecter use as a model for his sketches?",His own hand and forearm,He uses his own hand and forearm as a model.,detailed description
28,"3、EXT. FBI ACADEMY GROUNDS, QUANTICO, VIRGINIA - DAY","In [3、EXT. FBI ACADEMY GROUNDS, QUANTICO, VIRGINIA - DAY], What is Crawford's emotional state when he meets Clarice?",Tired and haunted.,"He looks tired, haunted.",character states
29,12、INT. CRAWFORD'S BEDROOM - NIGHT,"In [12、INT. CRAWFORD'S BEDROOM - NIGHT], What is Bella Crawford's medical condition?","She is comatose with shallow, labored breathing.","Bella Crawford... breathing is shallow, very labored. Crawford looks down at his comatose wife",character states
30,8、EXT. THE HOSPITAL - PARKING LOT - DAY,"In [8、EXT. THE HOSPITAL - PARKING LOT - DAY], What is Clarice's emotional state as she exits the asylum?",Badly shaken and almost stumbling,"She is badly shaken, almost stumbling, as she rubs at her face.",character states
31,"3、EXT. FBI ACADEMY GROUNDS, QUANTICO, VIRGINIA - DAY","In [3、EXT. FBI ACADEMY GROUNDS, QUANTICO, VIRGINIA - DAY], How does Clarice react when mentioned Hannibal Lecter?",She stops walking and goes very still.,"Clarice stops walking, goes very still.",character states
32,16、EXT. STORAGE UNIT NUMBER 31 - DUSK,What does Clarice ask Mr. Yow to do if the door falls down?,Ask Mr. Yow to call the Baltimore field office.,CLARICE: ...call this number? It's our Baltimore field office.,dialogue/beliefs
33,38、INT. MUSEUM OFFICE - DAY,What does Pilcher say when he sees Clarice?,Officer Starling. Welcome back.,"PILCHER (V.O.) No fair! You lured him with produce. CLARICE (O.S.) If the beetle moves one of your men, does that count? They look up, delighted to see Clarice in the doorway. Both men are hopelessly smitten by her. RODEN Of course it counts. How do you play? PILCHER (grins) Officer Starling. Welcome back.",dialogue/beliefs
34,49、INT. THE SURVEILLANCE VAN - DAY,"In [49、INT. THE SURVEILLANCE VAN - DAY], What is Crawford's emotional state during the phone call?",Stunned,CRAWFORD (on phone; stunned) Transferred...?,character states
35,47、INT. DR. LECTER'S CELL - DAY,When does Chilton plan to give Dr. Lecter to Baltimore Homicide?,After Crawford gets through milking him.,"CHILTON: When Crawford gets through milking you, he's giving you to Baltimore Homicide...",temporal references
36,51、INT. THE SURVEILLANCE VAN - DAY,What happens after the long pause?,Crawford says 'Let him land' into the phone,Long pause. CRAWFORD (into phone) Let him land.,temporal references
37,36、EXT. SMITHSONIAN - MUSEUM OF NATURAL HISTORY - DAY,What does Crawford say about the target's parentage?,He didn't know she's a Senator's child.,I don't think he knew that she's a Senator's child.,dialogue/beliefs
38,34、INT.CLARICE'S DORM ROOM - FBI ACADEMY - DAWN,What does Ardelia say to Clarice?,You better come see this.,"ARDELIA
You better come see this.",dialogue/beliefs
39,23、EXT. THE PARKING LOT - NIGHT,Why did the truck knock over Catherine's grocery bag?,"The truck backed up, causing the rear wheel to hit the bag.","The truck backs up, one rear wheel knocking over the bag",causal/relational queries
40,52、INT.CLARICE'S DORM ROOM - DOORWAY - DAY,"In [52、INT.CLARICE'S DORM ROOM - DOORWAY - DAY], What is Clarice's emotional state?",Furious,She's furious.,character states
41,39、INT. ENTOMOLOGY CORRIDOR - DAY,"In [39、INT. ENTOMOLOGY CORRIDOR - DAY], Where do Clarice and the two men walk as they discuss the cocoon?",A hall lined with mounted insects,MOVING ANGLE as Clarice and the two men go briskly down a hall lined with mounted insects,scene localization
42,11、INT. CRAWFORD'S HOUSE - STUDY - NIGHT | 8、EXT. THE HOSPITAL - PARKING LOT - DAY,What does Clarice recall about her father's appearance when she remembers him?,Clarice recalls that her father was tall and wearing a dark suit with a marshal’s badge.,"A man steps out—tall, wearing a dark suit with a marshal’s badge.",character states
43,11、INT. CRAWFORD'S HOUSE - STUDY - NIGHT | 8、EXT. THE HOSPITAL - PARKING LOT - DAY,What does Clarice say about Crawford after he hangs up the phone?,"Clarice calls Crawford an old creep and a creepo son of a bitch, and says she wishes Miggs would squirt him to show him how it feels.","After Crawford abruptly ends the call, Clarice curses into the silence, calling him 'You old creep. Creepo son of a bitch,' and says, 'Let Miggs squirt you and see how you like it.'",character states
44,14、EXT. STORAGE UNIT NUMBER 31 - DUSK | 15、INT. THE STORAGE SHED - DUSK (VERY DARK) | 16、EXT. STORAGE UNIT NUMBER 31 - DUSK,What safety suggestion does Mr. Yow make to Clarice?,Mr. Yow suggests that Clarice tuck her pants into her socks to prevent mouse intrusion.,"Mr. Yow replies, 'Might I suggest tucking your pants into your socks? To prevent mouse intrusion.'",character states
45,10、INT. FBI ACADEMY LIBRARY - NIGHT | 11、INT. CRAWFORD'S HOUSE - STUDY - NIGHT | 8、EXT. THE HOSPITAL - PARKING LOT - DAY,What does Clarice say after Crawford hangs up the phone?,"Clarice curses, calling him a creep and a creepo son of a bitch, and says she hopes Miggs squirts him to show him how it feels.","After Crawford abruptly ends the call, Clarice stands still for a moment, then curses into the silence. 'Well God damn it! You old creep. Creepo son of a bitch. Let Miggs squirt you and see how you like it,' she says, her voice rising. She slams the phone receiver into its cradle with force.",character states
46,48、INT. JOHNS HOPKINS - GENDER IDENTITY CLINIC - DAY | 49、INT. THE SURVEILLANCE VAN - DAY | 11、INT. CRAWFORD'S HOUSE - STUDY - NIGHT,Why did the confrontation between Crawford and Dr. Danielson stop temporarily?,The confrontation stopped temporarily because Burroughs interrupted to say that Director Burke was on the phone.,"Burroughs appears in the doorway and calls out that Director Burke is on the phone, which causes Crawford to snap at him and breaks the intensity of the conversation.",causal/relational queries
47,17、INT. STORAGE SHED - DUSK (VERY DARK),"What did Clarice discover upon investigating the figure in the Packard, and how did she react when she found the severed head?","Clarice discovered that the figure in the Packard was a headless female mannequin dressed in a satin evening gown, white gloves, high-heeled pumps, and adorned with costume pearls, and upon opening the mannequin's beaded evening bag, she found a glass specimen jar containing a severed human head preserved in fluid with heavy makeup and a wig, which caused her to gasp and jerk backward in shock before she steadied herself and continued observing it.","Clarice opened the back passenger door... revealed a headless female mannequin seated on the broad back seat, dressed in a fancy satin evening gown, white elbow-length gloves, and shiny high-heeled pumps. Thick strands of costume pearls lay across its chest... She turns her attention to the beaded evening bag resting on the lap and opens it carefully. Inside, she finds a glass specimen jar containing a severed human head. She gasps, jerking backward in shock. The head is preserved in fluid, its face grotesquely altered with heavy makeup and a wig. Clarice stares, her breathing unsteady, then slowly steadies herself.",detailed description
48,22、INT. THE PANEL TRUCK - NIGHT,What does the man state about Catherine's clothing after examining her?,The man does not make any verbal statements about Catherine's clothing.,"The passage describes the man's actions, such as reading the size tag on her blouse and cutting it with scissors, but there is no indication that he says anything about her clothing or any other subject.",character states
49,30、INT. FUNERAL HOME - BACK CORRIDOR - DAY,What does Sheriff Perkins state about who contacted the FBI?,"Sheriff Perkins states that he did not call the FBI, but that someone from the state attorney's office did.","The sheriff responds grimly, 'I didn't call you. That was somebody from the state attorney's office.'",character states
50,7、INT. DR. LECTER'S CORRIDOR - DAY | 19、INT. DR. LECTER'S CELL AND CORRIDOR - NIGHT (DIM LIGHT),Why does Dr. Lecter bring up the topic of Buffalo Bill's current victim?,"Dr. Lecter brings up the topic of Buffalo Bill's current victim to shift the conversation and engage Clarice in a more active exchange, demonstrating his psychological control and willingness to provide information under his own terms.","He shifts the conversation, asking her who Buffalo Bill might be stalking now, with a quiet intensity and a faint smile, indicating his intent to guide the interaction.",causal/relational queries
51,14、EXT. STORAGE UNIT NUMBER 31 - DUSK | 15、INT. THE STORAGE SHED - DUSK (VERY DARK) | 16、EXT. STORAGE UNIT NUMBER 31 - DUSK,What safety suggestion does Mr. Yow make to Clarice before she goes under the door?,Mr. Yow suggests that Clarice tuck her pants into her socks to prevent mouse intrusion.,"Mr. Yow replies, 'Might I suggest tucking your pants into your socks? To prevent mouse intrusion.'",character states
52,17、INT. STORAGE SHED - DUSK (VERY DARK),"What did Clarice discover inside the beaded evening bag on the mannequin's lap, and how did she react upon seeing it?","Clarice discovered a glass specimen jar containing a severed human head preserved in fluid, with the face grotesquely altered by heavy makeup and a wig. She gasped and jerked backward in shock, her breathing became unsteady, and after a moment of staring, she murmured to herself that she was in a strange place.","Inside, she finds a glass specimen jar containing a severed human head. She gasps, jerking backward in shock. The head is preserved in fluid, its face grotesquely altered with heavy makeup and a wig. Clarice stares, her breathing unsteady, then slowly steadies herself. After a long moment, she murmurs to herself, 'Well, I'm certainly in a strange place now.'",detailed description
53,14、EXT. STORAGE UNIT NUMBER 31 - DUSK | 15、INT. THE STORAGE SHED - DUSK (VERY DARK) | 16、EXT. STORAGE UNIT NUMBER 31 - DUSK,What safety suggestion does Mr. Yow make to Clarice?,Mr. Yow suggests that Clarice tuck her pants into her socks to prevent mouse intrusion.,"Mr. Yow replies, 'Might I suggest tucking your pants into your socks? To prevent mouse intrusion.'",character states
54,30、INT. FUNERAL HOME - BACK CORRIDOR - DAY,What does Sheriff Perkins state he intends to find out about the victim?,Sheriff Perkins states he intends to find out if the victim is local.,"He looks sideways at Clarice, muttering that he intends to find out if the victim is local, suggesting the crime might be something outsiders brought in.",character states
55,48、INT. JOHNS HOPKINS - GENDER IDENTITY CLINIC - DAY | 49、INT. THE SURVEILLANCE VAN - DAY | 11、INT. CRAWFORD'S HOUSE - STUDY - NIGHT,Why does Crawford threaten to hold daily press conferences during his confrontation with Dr. Danielson?,Crawford threatens to hold daily press conferences to pressure Dr. Danielson into cooperating by naming him and the hospital in the media if he does not release relevant patient records.,"Crawford leans in, furious, describing the killer’s crimes in graphic detail and threatening to hold daily press conferences naming Danielson and Johns Hopkins if cooperation is delayed. He vows to tie the doctor’s name to every future victim in the media.",causal/relational queries
56,35、INT. RECREATION ROOM - FBI ACADEMY - DAWN | 50、INT. FBI BUILDING - OFFICE OF THE DIRECTOR - DAY,Why does FBI Director Hayden Burke stress that Jack Crawford still leads the task force despite Krendler being sent to Memphis?,"Burke stresses that Jack still leads the task force to clarify that, despite Krendler's presence and new role, Jack retains authority over the investigation and can make critical decisions, such as ordering Lecter’s plane back.","Burke informs Jack that Krendler has been asked to take charge in Memphis, but stresses that Jack still leads the task force and has the authority to order Lecter’s plane back.",causal/relational queries
