doc_title,chunk_id,description,scene_context
21、EXT. FOREST - DAY.,doc_20_chunk_1,"Eric narrowly avoids the deadly blows, his natural skill and dexterity slowed down by all the ale he's drunk.",
142、EXT. CASTLE - DAY,doc_141_chunk_0,"Eric goes under the village arch, back toward the forest.","Village, after the castle scene"
22、EXT. VILLAGE - DAY.,doc_21_chunk_0,Eric and a SLAVE MERCHANT haggle over Rose,"Prison wagon, haggling over Rose"
20、EXT. WOODS - DAY.,doc_19_chunk_0,Lying sprawled on the ground,Woods
20、EXT. WOODS - DAY.,doc_19_chunk_0,His eyes flicker,Woods
131、EXT. CASTLE COURTYARD - SAME - DAY.,doc_130_chunk_0,"Eric and William fight like demons, twice as fast, twice as strong .","Courtyard, Ravenna's men losing ground"
105、INT. GENERAL'S TENT - NIGHT.,doc_104_chunk_2,"Eric makes his way back into the courtyard and he, too, is stunned as he slides in next to the dwarves in the crowd.","Courtyard, Eric returns and is stunned"
117、EXT. BEACH - DAWN.,doc_116_chunk_0,Eric realizes what they are and rides faster.,"Castle walls, during an attack by fiery missiles."
117、EXT. BEACH - DAWN.,doc_116_chunk_0,Eric forces Snow White's horse out of the way as a fireball explodes yards from her.,"Castle walls, during an attack by fiery missiles."
48、INT. THRONE ROOM - CASTLE - DAY.,doc_47_chunk_3,"Eric eyes them, then looks to her",Court setting
48、INT. THRONE ROOM - CASTLE - DAY.,doc_47_chunk_3,"Eric reacts instinctively, grabbing her by the throat",Court setting
49、EXT. MOORS/ OUTSIDE DARK FOREST - DAY.,doc_48_chunk_1,"Eric finds this unseemly, but prefers not to engage.",Finn questions Eric about watching a man die
132、INT. THRONE ROOM - DAY.,doc_131_chunk_1,"Eric, William and a dozen men rush in.","Scene 209a: Throne room, Eric and others rush in"
21、EXT. FOREST - DAY.,doc_20_chunk_3,Eric turns.,
21、EXT. FOREST - DAY.,doc_20_chunk_3,"Eric stares at her thoughtfully then approaches and gently lifts her chin, examining her pretty features.",
21、EXT. FOREST - DAY.,doc_20_chunk_3,"Eric stares at her a moment, then suddenly picks her up and tosses her over his shoulders.",
48、INT. THRONE ROOM - CASTLE - DAY.,doc_47_chunk_1,"Eric holds her gaze, uneasy at the request.",Ravenne requests Eric to find an escaped prisoner.
52、EXT.TREES/ DARK FOREST - DAY.,doc_51_chunk_2,"Eric stops senses something, holds up a hand.","Near bubbling water, after scream and disappearance of companion"
48、INT. THRONE ROOM - CASTLE - DAY.,doc_47_chunk_5,Eric's eyes say he wants to believe. Needs to believe.,
49、EXT. MOORS/ OUTSIDE DARK FOREST - DAY.,doc_48_chunk_2,"Eric looks at him, realizing from Finn's face that it is an honest question.",Entrance to the Dark Forest
49、EXT. MOORS/ OUTSIDE DARK FOREST - DAY.,doc_48_chunk_2,He stops his horse and nods.,Entrance to the Dark Forest
52、EXT.TREES/ DARK FOREST - DAY.,doc_51_chunk_1,"Eric stops, looks around.",Scene 64a: Dark forest
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_6,He puts his knife to her throat to quiet her.,
47、EXT. INN - SAME - DAY.,doc_46_chunk_0,He tries to focus,"Through a hole, Broch confronts Eric about money."
47、EXT. INN - SAME - DAY.,doc_46_chunk_0,Eric holds his hand out.,"Through a hole, Broch confronts Eric about money."
47、EXT. INN - SAME - DAY.,doc_46_chunk_0,"When he's close, Eric grabs his arm and kicks with both feet in Broch's chest.","Through a hole, Broch confronts Eric about money."
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_8,"Eric reaches behind, grabs both hatchets and faces off with the others.",
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_8,"Eric fights off the guards as he raises a hatchet, throws it --Right into Finn's chest.",
47、EXT. INN - SAME - DAY.,doc_46_chunk_2,He lands in a heap and drops his head back.,After being kicked by a horse
47、EXT. INN - SAME - DAY.,doc_46_chunk_2,"He's underwater for a few seconds before he comes to and lifts out his head, eyes still closed.",In the horse trough
47、EXT. INN - SAME - DAY.,doc_46_chunk_2,He opens his eyes to see Finn gazing down at him.,In the horse trough
55、EXT. DARK FOREST - DAY.,doc_54_chunk_11,He opens his flask and takes a healthy pull.,Scene 68a
55、EXT. DARK FOREST - DAY.,doc_54_chunk_1,Eric removes his hand from Snow White's mouth.,Scene 67b: Dark forest
55、EXT. DARK FOREST - DAY.,doc_54_chunk_1,"He steps back, licks his bloody lip.",Scene 67b: Dark forest
55、EXT. DARK FOREST - DAY.,doc_54_chunk_1,This one he manages to grab.,Scene 67b: Dark forest
55、EXT. DARK FOREST - DAY.,doc_54_chunk_1,He backs off.,Scene 67b: Dark forest
51、EXT. BOGS/ DARK FOREST - DAY.,doc_50_chunk_1,Eric grabs his arm,"After crossing the bog, on dry land"
51、EXT. BOGS/ DARK FOREST - DAY.,doc_50_chunk_1,"Eric puts a cloth to his face, gesturing for Finn and his guards to do the same and moves forward through the mushroom field",In the mushroom field
51、EXT. BOGS/ DARK FOREST - DAY.,doc_50_chunk_1,"Eric stops, bends down, spotting faint FOOTPRINTS in the dew.",In the mushroom field
51、EXT. BOGS/ DARK FOREST - DAY.,doc_50_chunk_1,He walks faster now,In the mushroom field
53、EXT. DARK FOREST - MOMENTS LATER - DAY.,doc_52_chunk_0,"Eric moves quickly then stops, listens",
53、EXT. DARK FOREST - MOMENTS LATER - DAY.,doc_52_chunk_0,"as he hears the noise of cracking branches in the distance, he blasts away, moving like lightning",
55、EXT. DARK FOREST - DAY.,doc_54_chunk_10,He moves to a spot to lie down and gathers leaves.,"After the deal is made, Eric prepares to rest."
55、EXT. DARK FOREST - DAY.,doc_54_chunk_10,Eric notices...,After Snow White discovers the rib cage.
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_0,"Eric stops and looks around, sensing his prey is close.","Forest, Snow White hiding in bushes, Eric senses prey."
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_4,Eric looks up to see Finn and his men approaching.,Finn and his men approach
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_4,"Eric holds her tight, one arm around her neck.",Finn and his men approach; Snow White gasps
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_4,Eric grips her tighter.,Finn nods and guards approach
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_3,He grimaces and grabs her tighter and starts trudging back.,After Snow White bites him
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_3,"He ignores, keeps moving.",After Snow White warns about the Queen
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_3,"He stops, looks at her.",After Snow White swears
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_3,He somehow believes her.,After Snow White swears
21、EXT. FOREST - DAY.,doc_20_chunk_0,"Eric runs past trees and ducks under branches, crashing into a few, still drunk.",Forest path
21、EXT. FOREST - DAY.,doc_20_chunk_0,"As he arrives at a clearing he sees a beautiful girl, (ROSE), fighting off a HUGE TATTOOED WARRIOR, (BROCH).",Forest clearing
55、EXT. DARK FOREST - DAY.,doc_54_chunk_2,He backs away. Paces.,Scene 67b
55、EXT. DARK FOREST - DAY.,doc_54_chunk_2,"Without warning, he walks off. Leaving her alone.",Scene 67b
135、INT. THRONE ROOM - SAME - DAY.,doc_134_chunk_1,Eric stops and tries to pull back.,Faerie spins to face the huntsman
135、INT. THRONE ROOM - SAME - DAY.,doc_134_chunk_1,"Eric digs his heels in... slowly grinds and slides on the floor, double shields up.",Faerie unloads razor blades at Eric
55、EXT. DARK FOREST - DAY.,doc_54_chunk_9,(LAUGHS),
55、EXT. DARK FOREST - DAY.,doc_54_chunk_9,(after a beat),
55、EXT. DARK FOREST - DAY.,doc_54_chunk_9,(off her look),
55、EXT. DARK FOREST - DAY.,doc_54_chunk_9,"Eric considers this, not sure how or if to negotiate.",
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_10,He looks at her.,Scene 3
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_10,Eric backs away.,Scene 3
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_10,He turns and walks away.,Scene 3
47、EXT. INN - SAME - DAY.,doc_46_chunk_1,"the drunken Eric dodges the blow, swinging back at him","Outside the Inn, during a fight"
47、EXT. INN - SAME - DAY.,doc_46_chunk_1,"Eric lands a body blow to Broch, who doubles over.","Outside the Inn, during a fight"
47、EXT. INN - SAME - DAY.,doc_46_chunk_1,"Eric comes in for the kill, winds up and swings -","Outside the Inn, during a fight"
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_0,"Eric has been snoozing on a rock, with one eye open.",EXT. DARK FOREST - DAY 83a: Snow White at stream
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_0,who offers his flask of mead,EXT. DARK FOREST - DAY 83a: Snow White faces Eric
55、EXT. DARK FOREST - DAY.,doc_54_chunk_5,He spits on his hand.,
55、EXT. DARK FOREST - DAY.,doc_54_chunk_5,He shakes it.,
55、EXT. DARK FOREST - DAY.,doc_54_chunk_7,"He takes a stick, draws in the dirt.",In the dirt
55、EXT. DARK FOREST - DAY.,doc_54_chunk_7,He grabs the stick back.,In the dirt
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_1,"He smells something, walks a few steps, bends down and examines a long brown pellet shaped object on the ground.",Scene 83a
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_1,he kneads it between his fingers and takes a long sniff,Scene 83a
55、EXT. DARK FOREST - DAY.,doc_54_chunk_3,"turns, exasperated with her",After Snow White's appeal about being dead if left
55、EXT. DARK FOREST - DAY.,doc_54_chunk_3,Shakes his head,During negotiation of the price
55、EXT. DARK FOREST - DAY.,doc_54_chunk_3,reluctantly prices up the job,During negotiation of the price
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_1,Eric studies the forest floor.,"Forest, Eric examining the ground"
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_1,"He sees Snow White's footprints, then looks up at an area of disturbed undergrowth.","Forest, Eric observing footprints and disturbed undergrowth"
63、EXT. DARK FOREST - DAY.,doc_62_chunk_1,Eric pulls Snow White along.,"Scene 87a: Exterior dark forest, day"
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_6,He reaches for his flask -- pours the last single drop into his mouth.,
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_6,He tosses it aside.,
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_6,"He catches her look, gets up and walks away.",
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_6,He tosses a knife to her.,EXT. DARK FOREST OPEN AREA - DAY 83b
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_3,"Eric shakes his head, looks around, tries to fight it, but...",BACK TO HUNTSMAN
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_3,he begins to walk toward the rocks.,BACK TO HUNTSMAN
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_3,he continues to move toward her.,BACK TO HUNTSMAN
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_8,He comes closer.,
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_8,He steps forward.,
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_8,He moves even closer.,
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_8,He moves right up to her.,
63、EXT. DARK FOREST - DAY.,doc_62_chunk_8,"Eric stares in surprise, watching the twenty foot monster towering over the tiny girl.",
63、EXT. DARK FOREST - DAY.,doc_62_chunk_8,Eric stares in disbelief.,
63、EXT. DARK FOREST - DAY.,doc_62_chunk_8,"Eric rises to his feet painfully and heads over, taking her by the arm.",
63、EXT. DARK FOREST - DAY.,doc_62_chunk_2,Eric stops,"Down a slope, hurrying through a sea of mist"
63、EXT. DARK FOREST - DAY.,doc_62_chunk_2,He quietly unsheathes a hatchet.,"Down a slope, hurrying through a sea of mist"
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_4,Eric appears,"Lily runs off to play, Eric appears behind her"
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_10,Eric covers his nose with his arm and looks at the other Guards,
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_10,Eric has a decision to make.,
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_10,"Eric decides in an instant, grabs his knife out of the dead Guard, as well as his hatchet from the tree and runs after Snow White --",
63、EXT. DARK FOREST - DAY.,doc_62_chunk_5,Eric grabs Snow White and runs,"Troll roaring and swinging fists, Eric and Snow White running"
63、EXT. DARK FOREST - DAY.,doc_62_chunk_5,Eric shoves her out of the way and draws his hatchets,Troll catching up
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_7,"His face tells us how much Eric wanted, needed to believe.","After Eric's dialogue 'I WANT HER BACK!', Guards inching toward him"
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_7,"Eric, still with a knife to Snow White's throat, starts slowly backing up.","Guards inching toward Eric, Finn approaching with sword"
54、EXT. TREES/ DARK FOREST - DAY.,doc_53_chunk_7,"As they burst toward him he tosses Snow White to the ground and in the same motion throws his knife into the chest of one of the Guards, who crumbles.",When Guards and Finn burst toward Eric
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_6,Eric doesn't know what to say.,
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_6,"In time, he reaches in his pocket.",
63、EXT. DARK FOREST - DAY.,doc_62_chunk_3,not paying attention,"Dark Forest, Snow White asks about the end of the forest"
63、EXT. DARK FOREST - DAY.,doc_62_chunk_3,"ignores, follows tracks, then stops as he sees the STONE BRIDGE below","Dark Forest, Snow White asks about Duke's castle"
20、EXT. WOODS - DAY.,doc_19_chunk_1,Eric's eyes flicker and begin to open -- then he hears it again,
20、EXT. WOODS - DAY.,doc_19_chunk_1,"He rises to his feet unsteadily, his head pounding from a hangover, then grabs two THROWING HATCHETS and slides them into his harness on his back",
64、EXT. MARSHES - DAY.,doc_63_chunk_1,"Eric, unsure, pulls his hatchet and steps in front of Snow White protecting her.","Dark forest, Anna questioning"
66、INT. HUT - FENLAND VILLAGE - NIGHT.,doc_65_chunk_3,He heads off into the night.,
102、EXT. DUKE HAMMOND'S STRONGHOLD - DAY.,doc_101_chunk_0,"Eric and the dwarves walk alongside the body, all lost in grief.",
102、EXT. DUKE HAMMOND'S STRONGHOLD - DAY.,doc_101_chunk_0,Eric is careful to lower his eyes a bit to keep from being recognized.,Scene 162a: Funeral procession at Duke Hammond's Castle
49、EXT. MOORS/ OUTSIDE DARK FOREST - DAY.,doc_48_chunk_0,"Eric nods without looking at him, gazing at the forest.","Moors, riding towards forest, Finn questioning Eric"
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_2,Eric sits by the lake,Scene 93b: EXT. BANKS OF THE LAKE/ FENLAND VILLAGE - DAY
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_2,His eyes narrow,Scene 93b: EXT. BANKS OF THE LAKE/ FENLAND VILLAGE - DAY
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_2,He looks over,Scene 93b: EXT. BANKS OF THE LAKE/ FENLAND VILLAGE - DAY
63、EXT. DARK FOREST - DAY.,doc_62_chunk_7,So does Eric.,"Snow White arrives, and Eric looks around in surprise."
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_7,off her look,Scene 3
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_7,HE SHRUGS,Scene 3
66、INT. HUT - FENLAND VILLAGE - NIGHT.,doc_65_chunk_1,"Eric exits and pauses, looks back - through the flap can see Snow White. He walks away.",
48、INT. THRONE ROOM - CASTLE - DAY.,doc_47_chunk_4,"Something about her face, the fact that she enjoys his hand on her throat makes Eric queasy.",
48、INT. THRONE ROOM - CASTLE - DAY.,doc_47_chunk_4,"He releases his grip, stares right at Ravenna.",
48、INT. THRONE ROOM - CASTLE - DAY.,doc_47_chunk_4,"His eyes say, yes, he misses her horribly.",
48、INT. THRONE ROOM - CASTLE - DAY.,doc_47_chunk_4,Eric stares at her curiously.,
79、EXT. RIVER BANK - DAY.,doc_78_chunk_0,Eric looks at her guiltily.,"Riverbank, after traveling down the river, exhausted"
79、EXT. RIVER BANK - DAY.,doc_78_chunk_0,"He's in pain, too.","Riverbank, after traveling down the river, exhausted"
51、EXT. BOGS/ DARK FOREST - DAY.,doc_50_chunk_0,Eric carefully places one foot after the next on grassy stepping stones that disappear into the bog as soon as his full weight is on them.,"Bog entrance, stepping on grassy stones"
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_8,It's the most honest and emotional he's been with her.,
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_8,He looks at the sky.,
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_8,He walks away.,
79、EXT. RIVER BANK - DAY.,doc_78_chunk_5,Eric nods at her.,Scene 124a: Conversation with Snow White
79、EXT. RIVER BANK - DAY.,doc_78_chunk_9,He calms her with a look of his own.,Scene 3: 124a
67、INT. ANNA'S HUT - FENLAND VILLAGE - NIGHT.,doc_66_chunk_0,spins to see the ARROWS LIGHTING UP THE SKY BEHIND HIM,"EXT. WOODS - NIGHT, Scene 104a"
67、INT. ANNA'S HUT - FENLAND VILLAGE - NIGHT.,doc_66_chunk_0,races toward the village,"EXT. WOODS - NIGHT, Scene 104a"
66、INT. HUT - FENLAND VILLAGE - NIGHT.,doc_65_chunk_2,"Eric makes his way along the perimeter, finding a path through the trees.","Scene 96: Fenland Village, Night"
66、INT. HUT - FENLAND VILLAGE - NIGHT.,doc_65_chunk_2,Suddenly he stops.,"Scene 96: Fenland Village, Night"
66、INT. HUT - FENLAND VILLAGE - NIGHT.,doc_65_chunk_2,Turns.,"Scene 96: Fenland Village, Night"
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_2,he gazes around the woods,woods
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_2,"He moves away, though the trees, tracking prey.","woods, tracking prey"
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_2,He hears the wind call his name...,woods
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_2,"He stops, looks to",outcropping of rocks
79、EXT. RIVER BANK - DAY.,doc_78_chunk_14,Eric looks surprised by her loyalty.,Scene 124a: Snow White's loyalty to Eric.
71、EXT. FENLAND VILLAGE - NIGHT.,doc_70_chunk_0,Eric arrives to see the village in flames.,Village in flames
71、EXT. FENLAND VILLAGE - NIGHT.,doc_70_chunk_0,"He rushes to the centre of the village, pulling a mercenary off his horse and running him through with his own sword, then fighting and killing TWO MORE MERCS as he makes his way forward.",Village in flames
85、EXT. STONE RUINS/ GROVE/ ENCHANTED FOREST - DAWN.,doc_84_chunk_4,Eric doesn't understand.,At the tree
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_7,Feel its weight. One hand to the other.,Scene 83b
61、EXT. AERIAL VIEW/ DARK FOREST - DAY.,doc_60_chunk_7,Now hold it - business end pointed at me.,Scene 83b
73、EXT. FENLAND VILLAGE - NIGHT.,doc_72_chunk_0,powerful arms grab her.,"Burning area, Snow White running from flames"
73、EXT. FENLAND VILLAGE - NIGHT.,doc_72_chunk_0,"Eric holds her firmly, pulling her away against her will.","Burning area, Snow White running from flames"
81、INT. CAVE COMPLEX - DAY.,doc_80_chunk_0,watch the riders searching for them,"Hidden vantage point, riders searching for them"
84、EXT. STONE RUINS/ GROVE/ ENCHANTED FOREST - SUNSET.,doc_83_chunk_13,"Eric trades a look with Beith, who nudges him on.",
84、EXT. STONE RUINS/ GROVE/ ENCHANTED FOREST - SUNSET.,doc_83_chunk_13,"Eric stands and they proceed to dance, with her teaching.",
84、EXT. STONE RUINS/ GROVE/ ENCHANTED FOREST - SUNSET.,doc_83_chunk_3,Eric notices the tumble and chuckles.,"near Muir, as the song ends"
92、INT. THRONE ROOM - DAY.,doc_91_chunk_1,"Slowly, Eric pulls himself free of the branches cutting into his flesh.",ENCHANTED FOREST - DAY
85、EXT. STONE RUINS/ GROVE/ ENCHANTED FOREST - DAWN.,doc_84_chunk_3,"Eric is the last to wake up, wondering what the fuss is all about.",
90、EXT. ANOTHER PART OF THE ENCHANTED FOREST - DAY.,doc_89_chunk_1,"Eric is shocked, desperate.",
90、EXT. ANOTHER PART OF THE ENCHANTED FOREST - DAY.,doc_89_chunk_1,Eric notices a fallen TREE TRUNK behind Finn -- dead branches STICKING UP LIKE SPIKES.,
94、EXT. ENCHANTED FOREST - DAY.,doc_93_chunk_1,Eric dodges a bit,
94、EXT. ENCHANTED FOREST - DAY.,doc_93_chunk_1,Eric draws his axe,
64、EXT. MARSHES - DAY.,doc_63_chunk_0,Eric wades through the deep sludge,Banks of the marsh
64、EXT. MARSHES - DAY.,doc_63_chunk_0,"Eric looks at her a moment, then suddenly turns away as he sees her expression change",Banks of the marsh
64、EXT. MARSHES - DAY.,doc_63_chunk_0,Eric looks around for an escape route,Banks of the marsh
64、EXT. MARSHES - DAY.,doc_63_chunk_0,He draws his axe,Banks of the marsh
98、EXT. CAMP SITE/ MOUNTAINS - NIGHT.,doc_97_chunk_1,Eric looks up.,
98、EXT. CAMP SITE/ MOUNTAINS - NIGHT.,doc_97_chunk_1,He shakes William's hand.,
98、EXT. CAMP SITE/ MOUNTAINS - NIGHT.,doc_97_chunk_1,Eric looks at her.,
98、EXT. CAMP SITE/ MOUNTAINS - NIGHT.,doc_97_chunk_10,"Eric, startled, awakens.",Scene 150d: Camp site in mountains at dawn
94、EXT. ENCHANTED FOREST - DAY.,doc_93_chunk_0,"Still bleeding from his wounds, Eric hurries back through the forest until he sees Snow White and the seven dwarves gathered around Gus's body, chanting a low prayer.","Forest, Eric sees Snow White and seven dwarves around Gus's body"
94、EXT. ENCHANTED FOREST - DAY.,doc_93_chunk_0,"Eric stares in surprise, then notices William.","Forest, Eric sees Snow White and seven dwarves around Gus's body"
85、EXT. STONE RUINS/ GROVE/ ENCHANTED FOREST - DAWN.,doc_84_chunk_9,Eric only has eyes for Finn.,Forest chase scene
85、EXT. STONE RUINS/ GROVE/ ENCHANTED FOREST - DAWN.,doc_84_chunk_9,Eric RUNS in the same direction --,Forest chase scene
91、EXT. ENCHANTED FOREST - DAY.,doc_90_chunk_0,Eric holds him down,Enchanted Forest - Day
98、EXT. CAMP SITE/ MOUNTAINS - NIGHT.,doc_97_chunk_11,"Eric stands up, looks around",EXT. CAMP SITE/ MOUNTAINS - DAWN
98、EXT. CAMP SITE/ MOUNTAINS - NIGHT.,doc_97_chunk_11,He shakes William,EXT. CAMP SITE/ MOUNTAINS - DAWN
98、EXT. CAMP SITE/ MOUNTAINS - NIGHT.,doc_97_chunk_0,keeping watch,"Campfire scene, Eric keeping watch"
97、EXT. HIGHLAND HILLS - DAY.,doc_96_chunk_1,"Eric turns around, offering Snow White his hand.","steep rocks, helping Snow White up the slope"
97、EXT. HIGHLAND HILLS - DAY.,doc_96_chunk_1,he helps her up the slope.,"steep rocks, helping Snow White up the slope"
99、EXT. MOUNTAINS - DAY.,doc_98_chunk_4,Eric stares in dismay as he sees the poison drain the color from her lips.,Snow White's poisoning scene
99、EXT. MOUNTAINS - DAY.,doc_98_chunk_4,He kneels down and gazes at her.,Snow White's poisoning scene
99、EXT. MOUNTAINS - DAY.,doc_98_chunk_5,"Eric looks over, sees William's grief is as great as his own, and finally stops fighting.","William collapses in prayer, Snow White's light almost gone"
99、EXT. MOUNTAINS - DAY.,doc_98_chunk_5,Eric looks dazed.,"Snow White's light goes out, dwarves heartbroken"
79、EXT. RIVER BANK - DAY.,doc_78_chunk_1,Eric lies back and looks up at the sun flickering through the trees.,"Under trees, Eric relaxing"
79、EXT. RIVER BANK - DAY.,doc_78_chunk_1,As he protects his face,"Under trees, during attack"
79、EXT. RIVER BANK - DAY.,doc_78_chunk_1,Eric kicks a couple of them away,"Under trees, during attack"
99、EXT. MOUNTAINS - DAY.,doc_98_chunk_3,"Eric goes after her now, swinging his twin hatchets.",
99、EXT. MOUNTAINS - DAY.,doc_98_chunk_3,he hacks at them fiercely,
99、EXT. MOUNTAINS - DAY.,doc_98_chunk_3,Eric and William rush to Snow White's side now.,
65、EXT. FENLAND VILLAGE - DAY,doc_64_chunk_0,Eric and Snow White speak quietly.,Boat approaching the village
84、EXT. STONE RUINS/ GROVE/ ENCHANTED FOREST - SUNSET.,doc_83_chunk_11,he watches Snow White dance,During the dance between Snow White and Gus
