doc_title,chunk_id,fact,scene_context
"39、INT. MASTER BEDROOM CLOSET - ""HEAVEN"" MANSION - NIGHT",doc_38_chunk_5,Ted is surrounded by and interacting positively with a dozen beauties on the dance floor.,DANCE FLOOR - LATER: Ted dances among beauties who initiate physical affection.
"39、INT. MASTER BEDROOM CLOSET - ""HEAVEN"" MANSION - NIGHT",doc_38_chunk_5,Ted is experiencing a significant improvement in his social and romantic success compared to a week prior.,DANCE FLOOR - LATER: Charlie explicitly contrasts Ted's current success with his past difficulties.
"22、EXT. ""HEAVEN"" MANSION - DAY",doc_21_chunk_1,Ted is the son of Helen McDole's former employer.,"Outside the mansion, during Helen McDole's introduction."
"22、EXT. ""HEAVEN"" MANSION - DAY",doc_21_chunk_1,Ted is explicitly instructed by Helen McDole that his father would have been proud of him.,"Outside the mansion, during Helen McDole's emotional greeting."
"22、EXT. ""HEAVEN"" MANSION - DAY",doc_21_chunk_1,Ted decides to send Charlie on the next plane home.,"Outside the mansion, after Charlie's comment about spitting."
68、INT. NELSON LIVING ROOM - DAY,doc_67_chunk_0,The target character pays off the family's mortgage.,"Scene: Tailor shop, during a confrontation with parents about his lifestyle and success."
68、INT. NELSON LIVING ROOM - DAY,doc_67_chunk_0,The target character purchases a Winnebago recreational vehicle for his parents.,"Scene: Tailor shop, during a confrontation with parents about his lifestyle and success."
9、INT. TED'S OFFICE - NEWSROOM - DAY,doc_8_chunk_1,Ted's reporting led to the city adding an extra weekday trash pick-up.,
"23、INT. ""HEAVEN"" MANSION - CONFERENCE ROOM - DAY",doc_22_chunk_8,Ted inherits the entire empire from his uncle.,"Scene: At the reading of the will, Ted is declared the sole inheritor of the empire."
"23、INT. ""HEAVEN"" MANSION - CONFERENCE ROOM - DAY",doc_22_chunk_8,Ted is formally welcomed into the family by Uncle Billy.,Scene: Uncle Billy hugs Ted and explicitly welcomes him to the family.
"23、INT. ""HEAVEN"" MANSION - CONFERENCE ROOM - DAY",doc_22_chunk_8,Ted agrees to call Uncle Billy 'Uncle Billy'.,"Scene: After Uncle Billy requests it, Ted verbally agrees to call him Uncle Billy."
83、EXT. NIGHTCLUB/CINCINNATI STREET - NIGHT,doc_82_chunk_1,The target character explicitly states that he made a commitment to his job and must keep his word.,"Scene: Conversation with Julie, prior to the cut to trembling hands loading film."
69、INT. SCHOOL GYMNASIUM - NIGHT,doc_68_chunk_10,Ted initiates a change in event location by announcing a party at his place.,Prom scene: Ted shouts to his classmates to leave the prom and go to his party.
69、INT. SCHOOL GYMNASIUM - NIGHT,doc_68_chunk_10,Ted successfully leads a group of classmates to leave the prom and follow him.,"Prom scene: After Ted's announcement, everyone rushes for the exit, following him."
93、INT. CONFERENCE HALL - DAY,doc_92_chunk_5,The stockholders give Ted a standing ovation after his request for another chance.,
9、INT. TED'S OFFICE - NEWSROOM - DAY,doc_8_chunk_3,Ted gets down on one knee in front of Christy.,Corridor: Ted approaches Christy while students watch and whisper.
90、INT. MANSION ATTIC - DAY,doc_89_chunk_0,Ted learns that his parents kept a scrapbook documenting his life.,
90、INT. MANSION ATTIC - DAY,doc_89_chunk_0,Ted becomes aware that his parents watched him from afar and missed him.,
80、INT. TED'S LUXURIOUS HOTEL SUITE - DESK AREA - THAT NIGHT,doc_79_chunk_4,The target character agrees to relinquish custody of his room.,"Scene: Jimmy requests permission to take over Ted's room, and Ted consents."
80、INT. TED'S LUXURIOUS HOTEL SUITE - DESK AREA - THAT NIGHT,doc_79_chunk_4,The target character signs a document authorizing the transfer of his room.,"Scene: Jimmy presents a paper for Ted to sign, which Ted does."
80、INT. TED'S LUXURIOUS HOTEL SUITE - DESK AREA - THAT NIGHT,doc_79_chunk_8,Ted acknowledges Jimmy's warning about disrespecting his parents.,Scene: At a dinner or meeting where Jimmy confronts Ted about his attitude.
80、INT. TED'S LUXURIOUS HOTEL SUITE - DESK AREA - THAT NIGHT,doc_79_chunk_8,Ted identifies an incoming phone call as likely being from his office.,"Scene: Immediately after Jimmy's confrontation, when the phone rings."
50、EXT. TECUMSEH HIGH SCHOOL - MORNING,doc_49_chunk_2,Ted successfully operates the chopper in response to raising his hand.,"School yard: The chopper rises as Ted raises his hand, indicating control or influence over the device."
50、EXT. TECUMSEH HIGH SCHOOL - MORNING,doc_49_chunk_2,Ted is congratulated by classmates after the chopper incident.,"School yard: Classmates surround Ted and congratulate him, indicating social recognition."
50、EXT. TECUMSEH HIGH SCHOOL - MORNING,doc_49_chunk_2,"Ted leaves the scene with Charlie, passing the principal without confrontation.",School yard: Ted and Charlie walk past Principal Merkin toward the school entrance without being stopped.
51、INT. PRINCIPAL MERKIN'S OFFICE - DAY,doc_50_chunk_1,The target character owns a billion dollar empire.,Dialogue with Principal Merkin where Ted refers to the empire as his.
51、INT. PRINCIPAL MERKIN'S OFFICE - DAY,doc_50_chunk_1,The target character sent a Rolex to Principal Merkin.,"Principal Merkin opens a desk drawer containing the watch, and Ted references having sent it."
51、INT. PRINCIPAL MERKIN'S OFFICE - DAY,doc_50_chunk_1,"The target character is the owner of a magazine called ""Heaven"".","Ted asks Principal Merkin if he has ever looked at ""Heaven"", implying ownership or editorial control."
50、EXT. TECUMSEH HIGH SCHOOL - MORNING,doc_49_chunk_0,Ted arrives at the school by helicopter.,Scene: A group of guys look up as a helicopter lands on a grassy knoll at the school.
50、EXT. TECUMSEH HIGH SCHOOL - MORNING,doc_49_chunk_0,Ted exits the helicopter and steps onto the grassy knoll at the school.,"Scene: The helicopter door slides open and Ted hops out, making his way onto the grass."
50、EXT. TECUMSEH HIGH SCHOOL - MORNING,doc_49_chunk_0,Ted stumbles slightly upon stepping out of the helicopter but recovers without falling.,"Scene: After hopping out of the helicopter, Ted takes a second step and nearly falls into the grass."
69、INT. SCHOOL GYMNASIUM - NIGHT,doc_68_chunk_0,Ted is dancing with Ginger at the prom.,Prom night: Couples are slow dancing to a rock version of 'Precious and Few.'
69、INT. SCHOOL GYMNASIUM - NIGHT,doc_68_chunk_0,Ted physically caresses Ginger's bare back during the dance.,Prom night: Ted and Ginger are dancing together on the dance floor.
69、INT. SCHOOL GYMNASIUM - NIGHT,doc_68_chunk_0,Ted agrees to Ginger's suggestion of going away together after graduation.,"Prom night: Ginger proposes the idea of traveling together after graduation, and Ted responds with agreement."
9、INT. TED'S OFFICE - NEWSROOM - DAY,doc_8_chunk_6,The target character is left in a kneeling position after Christy flees.,Scene following Christy's rejection and departure.
9、INT. TED'S OFFICE - NEWSROOM - DAY,doc_8_chunk_6,The target character is assisted to stand by Julie.,"Scene following Christy's rejection, when Julie approaches and helps him up."
84、INT. TECUMSEH HIGH SCHOOL - GIRL'S LOCKER ROOM - NIGHT,doc_83_chunk_8,Ted is involved in a physical encounter with Christy that is interrupted by Julie.,Scene following 'SMASH CUT TO': Ted and Christy are discovered by Julie while embracing on the floor in the shower.
84、INT. TECUMSEH HIGH SCHOOL - GIRL'S LOCKER ROOM - NIGHT,doc_83_chunk_8,Ted attempts to pursue Julie after she discovers him with Christy.,"Scene following 'SMASH CUT TO': After Julie appears and reacts to finding Ted and Christy, Ted chases after her upon her departure."
81、INT. JULIE'S BEDROOM - NIGHT,doc_80_chunk_0,Ted receives an address in Cincinnati from Julie based on an anonymous tip.,TED'S LUXURIOUS HOTEL SUITE - LIVING ROOM - THAT MOMENT
81、INT. JULIE'S BEDROOM - NIGHT,doc_80_chunk_0,Ted decides to act on the information about the target's movement.,INTERCUT BETWEEN TED AND JULIE
81、INT. JULIE'S BEDROOM - NIGHT,doc_80_chunk_0,Jimmy is no longer present in Ted's hotel suite.,TED'S LUXURIOUS HOTEL SUITE - LIVING ROOM - THAT MOMENT
80、INT. TED'S LUXURIOUS HOTEL SUITE - DESK AREA - THAT NIGHT,doc_79_chunk_1,Ted decides not to accept Uncle Billy's invitation to go to town for the weekend.,"Scene: After a conversation with Uncle Billy, Ted declines the offer to play golf and go out."
80、INT. TED'S LUXURIOUS HOTEL SUITE - DESK AREA - THAT NIGHT,doc_79_chunk_1,Ted commits to studying for his final exams.,"Scene: In response to Uncle Billy's invitation, Ted states he needs to focus on academics due to upcoming exams."
80、INT. TED'S LUXURIOUS HOTEL SUITE - DESK AREA - THAT NIGHT,doc_79_chunk_1,Ted acknowledges receiving significant help from Uncle Billy.,"Scene: During a private conversation, Ted expresses gratitude for Uncle Billy's support."
99、INT./EXT. NELSON'S HOUSE - EVENING,doc_98_chunk_4,Ted successfully dances with Julie to the song 'People'.,"Final scene: At a gathering, music plays as Ted and Julie dance in the background."
99、INT./EXT. NELSON'S HOUSE - EVENING,doc_98_chunk_4,Ted shares a romantic moment with Julie that is acknowledged as a happy ending by other characters.,Final scene: Ted and Julie are dancing and kissing while Charlie and Jimmy react emotionally.
93、INT. CONFERENCE HALL - DAY,doc_92_chunk_1,Ted arrives at the meeting holding a can of peaches.,"Scene: Ted bursts into the meeting with his Dad, holding up a can of peaches."
93、INT. CONFERENCE HALL - DAY,doc_92_chunk_1,Ted approaches the podium in front of a large crowd.,Scene: Ted dashes to the podium as hundreds of eyes are upon him.
93、INT. CONFERENCE HALL - DAY,doc_92_chunk_1,Ted takes a deep breath and begins to speak despite being petrified.,"Scene: Ted looks out at the crowd, takes a deep breath, and finds the courage to explain."
91、INT. NELSON LIVING ROOM - DAY,doc_90_chunk_0,Ted is present in the living room when his parents and Jimmy arrive home.,"Scene: Living room, upon parents' and Jimmy's return."
91、INT. NELSON LIVING ROOM - DAY,doc_90_chunk_0,Ted has arranged for a 24x36 enlarged family portrait to be hung over the mantle.,"Scene: Living room, upon parents' and Jimmy's return."
91、INT. NELSON LIVING ROOM - DAY,doc_90_chunk_0,Ted was responsible for breaking the original family portrait during a childhood tantrum.,"Scene: Living room, upon parents' and Jimmy's return."
91、INT. NELSON LIVING ROOM - DAY,doc_90_chunk_0,Ted receives a hug from his mother after she expresses missing him.,"Scene: Living room, upon parents' and Jimmy's return."
