doc_title,chunk_id,description,scene_context
138、INT. MAZ' CASTLE - BASEMENT CORRIDOR - DAY,doc_137_chunk_0,"Rey stands, fast. Still overwhelmed, emotional, speechless.","Hallway, after exiting a room"
153、EXT. FOREST - DAY,doc_152_chunk_0,Rey races through the trees,"Forest, Maz's castle under attack"
153、EXT. FOREST - DAY,doc_152_chunk_0,sees Maz' castle,"Forest, Maz's castle under attack"
153、EXT. FOREST - DAY,doc_152_chunk_0,filtered RADIO CALLS get Rey's attention,"Forest, Maz's castle under attack"
152、EXT. FOREST - DAY,doc_151_chunk_0,Rey and BB-8 race fast back toward the castle,Racing back toward the castle
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_1,Rey studies him.,
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_1,She's fearful... but curious.,
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_1,"Rey reacts, stunned.",
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_1,It takes a moment before she regains her own mask of defiance.,
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_3,Trepidation flashes across Rey's eyes.,
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_3,"She recoils, but has nowhere to go.",
109、INT. CARGO SHIP HANGAR - DAY,doc_108_chunk_0,Finn and Rey race past BB-8,"Hangar, approaching the Falcon"
109、INT. CARGO SHIP HANGAR - DAY,doc_108_chunk_0,Han and Rey race up the ramp,"Hangar, approaching the Falcon"
160、EXT. FOREST - DAY,doc_159_chunk_1,"She stares at him, TERRIFIED, straining in agony","Mid-interrogation, explosions heard"
160、EXT. FOREST - DAY,doc_159_chunk_1,"REY LOSES CONSCIOUSNESS, FALLS FROM FRAME!",After Kylo Ren's gesture
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_4,"Rey can't move, quietly strains in agony, trying to resist Ren's probing.",
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_4,Tears stream down her face as she resists.,
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_4,"She tries to break free, but can't budge.",
107、INT. CARGO SHIP CORRIDOR B - DAY,doc_106_chunk_0,"Rey arrives, runs to Finn, beaming to see him alive",Corridor: Rathtar incident
107、INT. CARGO SHIP CORRIDOR B - DAY,doc_106_chunk_0,Finn and Rey run towards the Falcon,ANOTHER CORRIDOR
102、INT. CARGO SHIP - BELOW FLOOR GRATING - DAY,doc_101_chunk_0,Rey and Finn arrive under the gang.,Crawl space under the gang
102、INT. CARGO SHIP - BELOW FLOOR GRATING - DAY,doc_101_chunk_0,They WHISPER:,Crawl space under the gang
124、INT. MILLENNIUM FALCON - LOUNGE AREA - DAY,doc_123_chunk_1,(SHRUGS),
124、INT. MILLENNIUM FALCON - LOUNGE AREA - DAY,doc_123_chunk_1,as Rey enters.,
177、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_176_chunk_0,Rey stares intently at the trooper.,"In a cell, Rey confronts a trooper guard."
177、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_176_chunk_0,Calms herself.,"In a cell, Rey confronts a trooper guard."
177、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_176_chunk_0,And tries again.,"In a cell, Rey confronts a trooper guard."
177、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_176_chunk_0,SHE IS IN SHOCK.,"In a cell, Rey confronts a trooper guard."
177、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_176_chunk_0,"Then tries, quickly","In a cell, Rey confronts a trooper guard."
137、INT. MAZ'S CASTLE - CRYPT ROOM - DAY,doc_136_chunk_6,Rey looks around her to see she is..,"Nighttime, barren snowy woods"
137、INT. MAZ'S CASTLE - CRYPT ROOM - DAY,doc_136_chunk_6,"She's losing her mind, confounded and lost","Nighttime, barren snowy woods"
137、INT. MAZ'S CASTLE - CRYPT ROOM - DAY,doc_136_chunk_6,she gets to her feet,"Nighttime, barren snowy woods"
186、INT. STARKILLER BASE - ATRIUM AREA - DAY,doc_185_chunk_0,peers nervously around a corner,Corner
186、INT. STARKILLER BASE - ATRIUM AREA - DAY,doc_185_chunk_0,"Rey runs down a long, glossy hall, taking cover in an alcove","Long, glossy hall"
199、INT. STARKILLER BASE - ATRIUM AREA - DAY,doc_198_chunk_1,As she tries to think about what to do next,"Walkway leading to hangar, Rey blocked by stormtroopers and trying to think"
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_2,Rey reacts -- afraid -- how does he know?,
20、EXT. DESERT - SPACESHIP GRAVEYARD - DAY,doc_19_chunk_0,Rey races along the desert floor,"Desert floor, graveyard of crashed spaceships"
159、EXT. FOREST - DAY,doc_158_chunk_0,"Rey, terrified, keeps her blaster aimed.","darkened woods, Rey searching for pursuer"
159、EXT. FOREST - DAY,doc_158_chunk_0,Her eyes dart around for her pursuer.,"darkened woods, Rey searching for pursuer"
159、EXT. FOREST - DAY,doc_158_chunk_0,Rey's heart skips a beat: she's even more scared now.,"darkened woods, Rey searching for pursuer"
159、EXT. FOREST - DAY,doc_158_chunk_0,Rey FIRES again and again,"darkened woods, Rey searching for pursuer"
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_6,her eyes fierce through the agony,
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_6,She meets his gaze -- DESPITE THE PAIN SHE IS STRONG.,
199、INT. STARKILLER BASE - ATRIUM AREA - DAY,doc_198_chunk_0,peers nervously around a corner,"Long, glossy hall"
199、INT. STARKILLER BASE - ATRIUM AREA - DAY,doc_198_chunk_0,"runs down a long, glossy hall, taking cover in an alcove","Long, glossy hall"
110、INT. MILLENNIUM FALCON - COCKPIT - DAY,doc_109_chunk_0,"Rey enters fast, moves past him to Chewie's seat.","Cockpit, Rey enters and moves to Chewie's seat"
110、INT. MILLENNIUM FALCON - COCKPIT - DAY,doc_109_chunk_0,Rey hitting buttons,"Cockpit, Rey hitting buttons"
201、INT. STARKILLER BASE - ATRIUM AREA - DAY,doc_200_chunk_0,"she climbs across the space, beneath them, toward her exit!","Atrium, Rey climbing beneath Stormtrooper guards toward her exit"
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_0,"Rey wakes, disoriented.","Inside a restraining rig, Rey wakes and sees Kylo Ren"
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_0,"Looks over, startled to see Kylo Ren","Inside a restraining rig, Rey wakes and sees Kylo Ren"
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_0,Rey stares at him,"Inside a restraining rig, Rey wakes and sees Kylo Ren"
135、INT. MAZ'S CASTLE - TABLE - DAY,doc_134_chunk_9,"she turns as she hears the sound of a young girl in anguish, crying.",
135、INT. MAZ'S CASTLE - TABLE - DAY,doc_134_chunk_9,She follows the sound into the castle,
135、INT. MAZ'S CASTLE - TABLE - DAY,doc_134_chunk_9,turning so she can't see that Finn has looked back at her one last time,
102、INT. CARGO SHIP - BELOW FLOOR GRATING - DAY,doc_101_chunk_4,"SUDDENLY STOP CRAWLING, tense.",During a crawl.
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_8,"Rey's body is released, she breathes deeply, her powerful eyes still on Kylo Ren, who starts to leave.",
200、INT. STARKILLER BASE - INSIDE THE WALLS - DAY,doc_199_chunk_0,Rey climbs amid the incredible infrastructure,inner workings of the base
200、INT. STARKILLER BASE - INSIDE THE WALLS - DAY,doc_199_chunk_0,"She is between the LIGHT SOURCE and the WHITE PILL SHAPES, as she makes her way ACROSS.",inner workings of the base
21、EXT. NIIMA OUTPOST - DAY,doc_20_chunk_0,"Working like a tough seaman, Rey hauls the sack from her speeder toward the town.","Desert town, Rey hauling sack after it falls"
137、INT. MAZ'S CASTLE - CRYPT ROOM - DAY,doc_136_chunk_5,she turns to look,"Jakku, the starship departure"
137、INT. MAZ'S CASTLE - CRYPT ROOM - DAY,doc_136_chunk_5,"She is sobbing, hysterical.","Jakku, the starship departure"
177、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_176_chunk_2,Rey HEARS the gun fall.,Inside the cell
177、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_176_chunk_2,She's incredulous.,Inside the cell
177、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_176_chunk_2,"REY, in ABSOLUTE DISBELIEF, MOVES QUICKLY OUT OF FRAME!",Inside the cell
220、INT. STARKILLER BASE - CORRIDOR 6 - DAY,doc_219_chunk_2,nearly in tears,
159、EXT. FOREST - DAY,doc_158_chunk_1,She FIRES ferociously,Confrontation with Kylo Ren
159、EXT. FOREST - DAY,doc_158_chunk_1,Rey suddenly STOPS -- GASPS -- UNABLE TO MOVE,Confrontation with Kylo Ren
159、EXT. FOREST - DAY,doc_158_chunk_1,she won't let herself cry,Confrontation with Kylo Ren
235、INT. OSCILLATOR STRUCTURE - DARKNESS FALLS,doc_234_chunk_1,Finn and Rey GASP -- SCREAM,"Above the catwalk, during Han Solo's death"
22、EXT. NIIMA OUTPOST - CLEANING TABLE - DAY,doc_21_chunk_0,she SCRUBS CLEAN her day's salvage,
22、EXT. NIIMA OUTPOST - CLEANING TABLE - DAY,doc_21_chunk_0,"glances up: she looks at an old woman, also cleaning some salvage.",
22、EXT. NIIMA OUTPOST - CLEANING TABLE - DAY,doc_21_chunk_0,"watches her, gets lost in the simple moment.",
22、EXT. NIIMA OUTPOST - CLEANING TABLE - DAY,doc_21_chunk_0,She returns to work.,
225、INT. JUNCTION STATION - NEAR DARKNESS,doc_224_chunk_0,"Running inside from a parked snowspeeder, Rey opens a service hatch.","Inside a building, after exiting a parked snowspeeder"
225、INT. JUNCTION STATION - NEAR DARKNESS,doc_224_chunk_0,she reaches into the mechanics of the place,"Inside a building, after exiting a parked snowspeeder"
225、INT. JUNCTION STATION - NEAR DARKNESS,doc_224_chunk_0,she YANKS a piece of TECH from the machinery,"Inside a building, after exiting a parked snowspeeder"
23、INT. NIIMA TRADING STRUCTURE - DAY,doc_22_chunk_0,Rey looks up to a SERVICE WINDOW,"Service window, Rey presenting items to her boss."
23、INT. NIIMA TRADING STRUCTURE - DAY,doc_22_chunk_0,"Though disappointed, Rey barely shows it.","Service window, Rey presenting items to her boss."
23、INT. NIIMA TRADING STRUCTURE - DAY,doc_22_chunk_0,She nods thanks.,"Service window, Rey presenting items to her boss."
23、INT. NIIMA TRADING STRUCTURE - DAY,doc_22_chunk_0,She takes it.,"Service window, Rey presenting items to her boss."
23、INT. NIIMA TRADING STRUCTURE - DAY,doc_22_chunk_0,She swallows her resentment and heads off.,"Service window, Rey presenting items to her boss."
232、EXT. STARKILLER BASE - OSCILLATOR STRUCTURE - NEAR DARKNESS,doc_231_chunk_0,"Finn and Rey stop for a moment, look to the sky","Outside a structure, sunset"
160、EXT. FOREST - DAY,doc_159_chunk_0,"She can't move, strains in agony.",Kylo Ren reaches towards Rey's face
160、EXT. FOREST - DAY,doc_159_chunk_0,She is relieved but still afraid.,After Kylo Ren removes his hand from Rey's face
160、EXT. FOREST - DAY,doc_159_chunk_0,Rey is horrified.,When Kylo Ren asks about the map
160、EXT. FOREST - DAY,doc_159_chunk_0,"the pain, tears stream",When Kylo Ren touches Rey's face again
173、INT. STARKILLER BASE - HOLDING CELL - DAY,doc_172_chunk_7,"REY DOES THE UNTHINKABLE! SHE ENTERS HIS HEAD, AMAZED AT WHAT SHE IS SEEING!",Confrontation reaching critical mass
251、INT. FALCON - NIGHT,doc_250_chunk_0,followed by Rey,
237、INT. OSCILLATOR STRUCTURE - NIGHT,doc_236_chunk_1,WATCHING THE EXPLOSIONS IN SHOCK,During the explosions and collapsing structure
237、INT. OSCILLATOR STRUCTURE - NIGHT,doc_236_chunk_1,"CRAZED, REY FIRES BACK",During the explosions and collapsing structure
240、EXT. STARKILLER BASE - FOREST - NIGHT,doc_239_chunk_0,"STANDING THIRTY FEET AWAY, FACING HIM, ARE FINN AND REY.","Snowy forest, Kylo Ren confronts Finn and Rey"
240、EXT. STARKILLER BASE - FOREST - NIGHT,doc_239_chunk_0,Rey the Stormtrooper BLASTER,"Snowy forest, Kylo Ren confronts Finn and Rey"
255、EXT. RESISTANCE BASE - DAY,doc_254_chunk_1,"Rey cries, too, in this emotional first meeting.",Emotional first meeting between Rey and Leia
240、EXT. STARKILLER BASE - FOREST - NIGHT,doc_239_chunk_8,"Holding it with both hands, SHE IGNITES LUKE'S LIGHTSABER FOR THE FIRST TIME, HER EYES BLAZING.",during the lightsaber battle with Kylo Ren
240、EXT. STARKILLER BASE - FOREST - NIGHT,doc_239_chunk_8,It's REY who charges now,during the lightsaber battle with Kylo Ren
246、EXT. FOREST - NIGHT,doc_245_chunk_1,Rey closes her eyes for a long beat.,"On the edge of a massive, brand new cliff after the forest drops away"
246、EXT. FOREST - NIGHT,doc_245_chunk_1,"When Rey opens them, she is centered, fortified, and she POUNDS BACK, SINGLE HANDED SWIPES, hitting Ren's gnarly, spitting saber with incredible FORCE.","On the edge of a massive, brand new cliff after the forest drops away"
246、EXT. FOREST - NIGHT,doc_245_chunk_1,She ATTACKS HARDER!,"On the edge of a massive, brand new cliff after the forest drops away"
26、EXT. REY'S DWELLING - DUSK,doc_25_chunk_3,"Rey suddenly stands, turns to the Teedo",
250、EXT. FALCON - NIGHT,doc_249_chunk_0,Rey hurries with them back into the ship,"Ship's ramp, Rey hurries with Chewie and Finn back into the ship"
258、INT. RESISTANCE BASE - I.C.U. - DAY,doc_257_chunk_0,Rey sits with him.,"I.C.U. POD, Rey with Finn"
258、INT. RESISTANCE BASE - I.C.U. - DAY,doc_257_chunk_0,Deeply worried.,"I.C.U. POD, Rey with Finn"
258、INT. RESISTANCE BASE - I.C.U. - DAY,doc_257_chunk_0,"Finally she leans in, close to him.","I.C.U. POD, Rey with Finn"
258、INT. RESISTANCE BASE - I.C.U. - DAY,doc_257_chunk_0,She kisses him,"I.C.U. POD, Rey with Finn"
265、EXT. AHCH-TO ISLAND - STONE STAIRS - DAY,doc_264_chunk_0,"Rey continues to climb them, determined, despite her fatigue.","Idyllic island, climbing ancient stone steps"
260、INT. MILLENNIUM FALCON - COCKPIT - DAY,doc_259_chunk_0,"Rey sits in the pilot seat, Chewie as co-pilot.",pilot seat
260、INT. MILLENNIUM FALCON - COCKPIT - DAY,doc_259_chunk_0,Rey looks at him compassionately.,pilot seat
260、INT. MILLENNIUM FALCON - COCKPIT - DAY,doc_259_chunk_0,Rey FLICKS SWITCHES and --,pilot seat
259、EXT. D'QAR - DAY,doc_258_chunk_0,Rey stands with Leia a beat and then turns to head to the Falcon.,"Falcon, farewell scene"
259、EXT. D'QAR - DAY,doc_258_chunk_0,Rey walks off,"Falcon, farewell scene"
259、EXT. D'QAR - DAY,doc_258_chunk_0,Rey turns around,"Falcon, farewell scene"
259、EXT. D'QAR - DAY,doc_258_chunk_0,This fills Rey up,"Falcon, farewell scene"
259、EXT. D'QAR - DAY,doc_258_chunk_0,She smiles gratefully,"Falcon, farewell scene"
259、EXT. D'QAR - DAY,doc_258_chunk_0,Rey crosses to the Falcon,"Falcon, farewell scene"
252、EXT. SPACE - NIGHT,doc_251_chunk_0,CHEWIE AND REY PILOTING,Falcon leaving the collapsing planet
218、INT. STARKILLER BASE - JUNCTION AREA - DAY,doc_217_chunk_1,"CLIMBING OUT FROM INSIDE THE WALL, carefully climbing back up to the main level!","Inside the wall, Rey climbs to the main level."
30、EXT. NIIMA OUTPOST - DAY,doc_29_chunk_0,"She tries to force a smile, but can't, really.","On the sand, waiting for family"
30、EXT. NIIMA OUTPOST - DAY,doc_29_chunk_0,She heads off.,"On the sand, waiting for family"
26、EXT. REY'S DWELLING - DUSK,doc_25_chunk_1,"instantly she's up, helmet too big, she rips it off.",
26、EXT. REY'S DWELLING - DUSK,doc_25_chunk_1,Hears ANOTHER BEEPINGSQUEAL.,
26、EXT. REY'S DWELLING - DUSK,doc_25_chunk_1,She hurries to her QUARTERSTAFF and runs off.,
26、EXT. REY'S DWELLING - DUSK,doc_25_chunk_1,Rey climbs a dune.,
240、EXT. STARKILLER BASE - FOREST - NIGHT,doc_239_chunk_4,"Rey RECOVERS, gets her bearings.","Forest setting, Rey observes Kylo Ren and Finn fighting."
240、EXT. STARKILLER BASE - FOREST - NIGHT,doc_239_chunk_4,"Her eyes focus on the two men fighting, through the trees.","Forest setting, Rey observes Kylo Ren and Finn fighting."
26、EXT. REY'S DWELLING - DUSK,doc_25_chunk_4,She KNEELS to him.,After BB-8 beeps a question
26、EXT. REY'S DWELLING - DUSK,doc_25_chunk_4,"(considers BB-8 for the first time, STRAIGHTENS THE ANTENNA)",After BB-8 beeps a question
264、EXT. AHCH-TO ISLAND - DAY,doc_263_chunk_0,"begins her hike up the considerable mountain, glancing back at Chewie and R2-D2","Mountain path, Rey begins hike with Chewie and R2-D2 at the bottom of the ramp"
264、EXT. AHCH-TO ISLAND - DAY,doc_263_chunk_0,A deep breath and Rey continues her journey,"Mountain path, Rey begins hike with Chewie and R2-D2 at the bottom of the ramp"
26、EXT. REY'S DWELLING - DUSK,doc_25_chunk_5,points to horizon,Near Niima Outpost
26、EXT. REY'S DWELLING - DUSK,doc_25_chunk_5,"stands, heads off",Near Niima Outpost
26、EXT. REY'S DWELLING - DUSK,doc_25_chunk_5,She turns sharply,Near Niima Outpost
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_8,Rey lowers her staff,
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_8,Rey studies him,
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_10,"Rey moves to him, peeks around a tent corner.","Camp with tents, observing Stormtroopers and thugs"
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_10,Rey SCREAMS,During laser blasts while running
31、INT. NIIMA TRADING STRUCTURE - DAY,doc_30_chunk_1,"Stunned. Literally hungry for this amount of food, her stomach practically rumbles.",
31、INT. NIIMA TRADING STRUCTURE - DAY,doc_30_chunk_1,She looks at Unkar. Looks down at BB-8. Considers it all.,
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_5,holds the staff on him threateningly,Confrontation with Finn and BB-8
266、EXT. AHCH-TO ISLAND - STONE STRUCTURES - DAY,doc_265_chunk_1,"In response, Rey pulls something from the pack.",Rey offers Luke's lightsaber to him
266、EXT. AHCH-TO ISLAND - STONE STRUCTURES - DAY,doc_265_chunk_1,And she holds it out to him.,Rey offers Luke's lightsaber to him
239、EXT. FOREST - NIGHT,doc_238_chunk_0,Rey stops too,"bare-tree snowy forest, racing and stopping"
31、INT. NIIMA TRADING STRUCTURE - DAY,doc_30_chunk_0,"Rey stands with BB-8 in front of Unkar Plutt, at his window.",Unkar Plutt's window
31、INT. NIIMA TRADING STRUCTURE - DAY,doc_30_chunk_0,She hates him.,Unkar Plutt's window
31、INT. NIIMA TRADING STRUCTURE - DAY,doc_30_chunk_0,"Rey is awkward, but curious.",Unkar Plutt's window
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_9,"She turns to him, concerned, curious.",
249、EXT. FOREST - NIGHT,doc_248_chunk_1,Her wet eyes look up to see,"During the planet's collapse, the Millennium Falcon arrives."
249、EXT. FOREST - NIGHT,doc_248_chunk_1,"its lights ILLUMINATE REY, WHOSE FACE FILLS WITH HOPE!","During the planet's collapse, the Millennium Falcon arrives."
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_1,kneels with an emphatically BEEPING BB-8,Marketplace
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_1,resists them,Marketplace
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_1,KNOCKS OVER METAL URNS for sale,Marketplace
61、INT. NIIMA OUTPOST - TENT - DAY,doc_60_chunk_0,"Rey, Finn and BB-8 move through RUSTY WARES and take cover.","Rusty Wares, moving through and taking cover"
64、INT. MILLENNIUM FALCON - DAY,doc_63_chunk_0,she hits a control,"Inside the ship, after entering"
64、INT. MILLENNIUM FALCON - DAY,doc_63_chunk_0,she races to the cockpit,"Inside the ship, after entering"
75、INT. MILLENNIUM FALCON - COCKPIT - DAY,doc_74_chunk_0,"Rey HITS SWITCHES, pilots the best she can",
67、INT. MILLENNIUM FALCON - COCKPIT - DAY,doc_66_chunk_0,Rey bucks herself up.,
67、INT. MILLENNIUM FALCON - COCKPIT - DAY,doc_66_chunk_0,Doesn't believe her quick words:,
67、INT. MILLENNIUM FALCON - COCKPIT - DAY,doc_66_chunk_0,Rey pulls the yoke:,
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_7,"Rey and BB-8 react, surprised and wanting more.",Finn's story about Poe's capture and crash
59、EXT. NIIMA OUTPOST - DAY,doc_58_chunk_7,"Rey watches BB-8, then considers Finn again.",After BB-8 becomes depressed
77、INT. MILLENNIUM FALCON - DAY,doc_76_chunk_0,Rey maneuvers the ship deeper into the graveyard.,in the graveyard
234、INT. OSCILLATOR STRUCTURE - LOWER LEVEL - NEAR DARKNESS,doc_233_chunk_0,"watch, rapt","Upper level, watching Kylo and Han's confrontation"
71、INT. MILLENNIUM FALCON - DAY,doc_70_chunk_0,Rey looks back for a flash as the TIE Fighters pass,Cylindrical corridor
71、INT. MILLENNIUM FALCON - DAY,doc_70_chunk_0,"Rey strains, reaching for something in the co-pilot seat.",Cylindrical corridor
63、EXT. NIIMA OUTPOST - SPACEPORT - DAY,doc_62_chunk_0,"Rey, STAFF strapped to her back, leads the way as she, Finn and BB-8 race into the spaceport.","Spaceport, during the chase"
63、EXT. NIIMA OUTPOST - SPACEPORT - DAY,doc_62_chunk_0,"Rey POINTS to a parked, four-engine SHIP ahead","Spaceport, during the chase"
