id,scene,question,answer,evidence,qa_type
14,27、INT. LONGFELLOW'S BEDROOM,"In [27、INT. LONGFELLOW'S BEDROOM], What item did Walter offer Longfellow on a tray?",A Prairie Oyster,"Walter offers him a drink on a tray. WALTER (humoring him) Yes, sir. LONGFELLOW What's that? WALTER A Prairie Oyster, sir.",objects/props
15,5、EXT. STATION,"In [5、EXT. STATION], What is Longfellow's emotional state as the train departs?",Smiles wanly and waves,Longfellow smiles wanly and waves,character states
16,6、INT. TRAIN DRAWING ROOM,Why does Cobb nearly spit out his drink?,Because Longfellow's comment about the tuba player was unexpected.,LONGFELLOW: I was wondering where they're going to get another tuba player for the band. Cobb has just finished taking a drink and can't help but nearly spit it out.,causal/relational queries
17,34、INT. THE TAXI,What effect does Longfellow's speech have on Babe?,She is fascinated and cannot laugh.,"She watches his face, fascinated. Her impulse is to laugh, but she finds that she can't.",causal/relational queries
18,44、INT. LONGFELLOW'S BEDROOM,What caused Longfellow to thank Babe for going out with him?,She made up for all the fakes he had met.,You've made up for all the fakes that I've met.,causal/relational queries
19,45、INT. APT. LIVING ROOM,What does 'Cinderella Man' refer to in the passage?,A nickname for a man described as wholesome and fresh.,BABE: 'Here's a guy that's wholesome and fresh...',terminology/abbreviation/concept
20,13、EXT. RESIDENCE,"In [13、EXT. RESIDENCE], Where is the long shot taken?","a large, imposing-looking residence","Of a large, imposing-looking residence.",scene localization
21,28、EXT. TOP OF FIFTH AVENUE BUS - NIGHT,"In [28、EXT. TOP OF FIFTH AVENUE BUS - NIGHT], What is Longfellow's emotional state as he looks around?",Absorbed,"Longfellow looks around, absorbed.",character states
22,37、EXT. ROOF OF TALL BUILDING - NIGHT,When does the scene end?,After the awkward pause and Babe's question 'Shall we go?',An awkward pause. BABE Shall we go? ? 395 ? DISSOLVE TO:,temporal references
23,27、INT. LONGFELLOW'S BEDROOM,What does Longfellow state about being arrested when he learns he returned home without pants?,Longfellow states that he would have been arrested if he had come home without pants.,"Longfellow refuses to believe he came home without pants, arguing he would have been arrested.",character states
24,40、EXT. PARK - BEHIND SOME BUSHES | 46、INT. LONGFELLOW'S BEDROOM | 47、INT. GRAND STAIRCASE,What does Longfellow say he wants to do when he hears the fire engine?,Longfellow says he wants to see how the fire engine works.,"Longfellow suddenly stops, looks up, and calls out, 'Fire engine! Fire engine! I want to see how they do it. Wait for me, will you?'",character states
25,17、INT. DIRECTOR'S ROOM | 40、EXT. PARK - BEHIND SOME BUSHES | 46、INT. LONGFELLOW'S BEDROOM,What does Longfellow do immediately after hearing the siren while at the table with the board?,He rises and hurries to the window to watch the fire engine arrive.,"As the wail of a fire engine siren grows louder and draws near the building, Longfellow suddenly rises and hurries to the window. He watches as the fire engine pulls up outside, its siren cutting off.",temporal references
26,14、INT. LONGFELLOW'S BEDROOM | 3、INT. AN ALCOVE | 5、EXT. STATION,What does Longfellow state about Mrs. Semple's right to the estate?,Longfellow states that Mrs. Semple should inherit all the money from the estate.,"Without hesitation, he declares that Mrs. Semple should inherit all the money and renounces his own claim.",character states
27,2、INT. LONGFELLOW'S LIVING ROOM | 14、INT. LONGFELLOW'S BEDROOM | 36、INT. CEDAR'S PRIVATE OFFICE,Why does Longfellow Deeds hesitate to grant the Power of Attorney to Cedar?,"Longfellow hesitates to grant the Power of Attorney because he is suspicious of people offering to manage his affairs for free, finding it puzzling and unusual.","Longfellow recalls a man named Winslow who also offered to handle his affairs for nothing, and says it puzzles him that people want to work for free. He decides he needs more time to think about it.",causal/relational queries
28,40、EXT. PARK - BEHIND SOME BUSHES,What happens after Longfellow and Babe finish their song?,"Longfellow hears a siren, jumps up, and runs toward the street to follow the fire engine.","Longfellow and Babe reach the climax of their song, laughing together as they finish. In the distance, a siren begins to grow louder. Longfellow suddenly stops, looks up, and calls out, 'Fire engine! Fire engine! I want to see how they do it. Wait for me, will you?' He jumps up and runs toward the street.",temporal references
29,27、INT. LONGFELLOW'S BEDROOM,What does Longfellow state about Morrow when giving instructions to Walter?,"Longfellow states that Morrow may be a great author, but he thinks the man is crazy and insists that the man is insane.","Longfellow says firmly that if a man named Morrow calls, Walter should say he’s not in. He adds that Morrow may be a great author, but he thinks the man is crazy, repeating that the man is insane.",character states
30,6、INT. TRAIN DRAWING ROOM | 14、INT. LONGFELLOW'S BEDROOM | 36、INT. CEDAR'S PRIVATE OFFICE | 10、INT. CEDAR'S PRIVATE OFFICE,Why does Cedar become frustrated with Budington during the discussion about the Power of Attorney?,"Cedar becomes frustrated with Budington because Budington expresses ongoing anxiety about their vulnerability due to the missing documents and the unresolved half-million-dollar discrepancy, which contradicts Cedar's attempt to maintain control and confidence in the situation.","Budington remains anxious, pressing Cedar about their vulnerability, especially regarding the missing documents and the half-million-dollar discrepancy. Cedar snaps at him, asserting that he was the one who secured control from old man Semple in the first place and vowing to regain the Power of Attorney.",causal/relational queries
31,37、EXT. ROOF OF TALL BUILDING - NIGHT | 39、EXT. PARK - BEHIND SOME BUSHES | 40、EXT. PARK - BEHIND SOME BUSHES | 46、INT. LONGFELLOW'S BEDROOM,What does Longfellow say when he hears the siren during the musical duet?,"Longfellow exclaims that there is a fire engine and says he wants to see how they do it, asking Babe to wait for him.","Longfellow suddenly stops, looks up, and calls out, 'Fire engine! Fire engine! I want to see how they do it. Wait for me, will you?'",character states
32,"12、INT. EDITOR'S OFFICE, DAILY MAIL | 26、INT. MAC'S OFFICE",What does Babe state she will do during her lunch hour?,"Babe states she might call Deeds at noon during her lunch hour, pretending to be a stenographer named Mary Dawson.","Babe says she might call him at noon, during her lunch hour, joking that she’s just a stenographer named Mary Dawson.",character states
33,30、INT. THE TAXI - PROCESS | 40、EXT. PARK - BEHIND SOME BUSHES,What happens after Longfellow and Babe finish their song?,"Longfellow hears a siren, jumps up, and runs toward the street to see the fire engine, asking Babe to wait for him.","As the two finish their song with a laugh, the distant wail of a siren grows louder. Longfellow looks up, jumps to his feet, and runs toward the street. 'Fire engine! Fire engine! I want to see how they do it. Wait for me, will you?'",temporal references
34,1、EXT. A STATION | 4、EXT. STATION | 1、EXT. A STATION | 2、INT. LONGFELLOW'S LIVING ROOM,What does Longfellow Deeds state about Budington after reading the law firm's name?,Longfellow Deeds states that Budington must feel like an awful stranger.,"Deeds reads the name aloud, then looks up with a smile and remarks that Budington must feel like an awful stranger.",character states
35,1、EXT. A STATION | 2、INT. LONGFELLOW'S LIVING ROOM,What does Longfellow Deeds say about the name on Cedar's business card?,Longfellow Deeds says that Budington must feel like an awful stranger.,"Longfellow reads the name on the card and smiles, saying Budington must feel like an awful stranger.",character states
36,18、INT. LONGFELLOW'S BEDROOM | 17、INT. DIRECTOR'S ROOM | 18、INT. LONGFELLOW'S BEDROOM | 27、INT. LONGFELLOW'S BEDROOM,What does Longfellow state about discussing women in the way Cobb does?,Longfellow states that talking about women the way Cobb does is no different from discussing livestock and finds such talk offensive.,"He says that talking about women that way is no different from discussing livestock, and he makes it clear he finds such talk offensive.",character states
37,14、INT. LONGFELLOW'S BEDROOM | 18、INT. LONGFELLOW'S BEDROOM | 19、EXT. CORRIDOR | 27、INT. LONGFELLOW'S BEDROOM,What does Longfellow state about Morrow when giving instructions to Walter?,"Longfellow states that Morrow may be a great author, but he thinks the man is crazy and insists that the man is insane.","He adds that Morrow may be a great author, but he thinks the man is crazy, repeating that the man is insane.",character states
