scene,question,answer,evidence,qa_type
63、INT. JIMBO'S CAR / GRAVEYARD PARKING LOT - CONTINUOUS,Why does Gary mention checking funeral announcements?,He implies Ted's disappearance is related to a funeral event.,Gary's statement about checking funeral announcements follows Ted's disappearance and reappearance.,causal/relational queries
52、INT. CITY MORGUE (BODY TRAY),Why does Ted mention the brother's attempt to cash the policy?,To suggest the brother's possible involvement in the death.,"Ted asks if it would surprise Boyle that the brother tried to cash the policy, implying suspicion.",causal/relational queries
47、EXT. BOTTOM OF THE RIDGE - SUNSET,Why does Paul apologize while handling the corpse?,He is sorry about the disrespectful treatment of the dead man.,PAUL Sorry about this part.,causal/relational queries
51、INT. INFLATABLE GOLF DOME - LATE AFTERNOON,What causes Ted to receive the phone call about his mother?,The activation of his mother's life insurance policy.,TED...Million dollar life policy just checked.,causal/relational queries
10、INT. INSURANCE OFFICE / COMMON AREA - DAY,"In [10、INT. INSURANCE OFFICE / COMMON AREA - DAY], What is Ted's emotional state when speaking to Howard?",Bitter,to himself - bitter,character states
53、EXT. PAUL'S HOUSE - SUNSET,What caused Paul's stress during the interview?,The recent traumatic event reported by the police,The police told us what happened... you just have to ask yourself,causal/relational queries
24、INT. GARAGE - CONTINUOUS,How does the fridge door open when Margaret tries to pull it?,It opens just a crack before the chain stops it.,She tugs on the door. It opens just a crack before the chain stops it.,detailed description
16、EXT. INSIDE THE DUMPSTER,What does Paul claim about the electric company?,He suggests it could be a problem on their end.,Could it possibly be a problem on your end?,dialogue/beliefs
23、EXT. INSIDE A TRASH DUMPSTER - NIGHT,"In [23、EXT. INSIDE A TRASH DUMPSTER - NIGHT], What is Jimbo's emotional state when he checks the trash?",Nervous and a little out of sorts,"Jimbo, a bear of man, keeps watch. He's nervous, a little out of sorts.",character states
23、EXT. INSIDE A TRASH DUMPSTER - NIGHT,"In [23、EXT. INSIDE A TRASH DUMPSTER - NIGHT], What is Gary's emotional state at the end of the scene?",Embarrassed,"Gary, embarrassed, digs in the trash with his feet.",character states
10、INT. INSURANCE OFFICE / COMMON AREA - DAY,"In [10、INT. INSURANCE OFFICE / COMMON AREA - DAY], What is Howard's emotional state during the scene?",Stunned,a stunned Howard stares at the camera,character states
35、INT. PAUL'S KITCHEN - NIGHT,"In [35、INT. PAUL'S KITCHEN - NIGHT], What is Margaret's emotional state after Paul's statement about Raymond?",Relieved,"Margaret smiles, relieved",character states
12、INT. INSURANCE OFFICE / BRANCH'S OFFICE - MOMENTS LATER,"In [12、INT. INSURANCE OFFICE / BRANCH'S OFFICE - MOMENTS LATER], What is Paul Barnell's age and description?",Paul Barnell is in his 40s and described as a mild-mannered everyman in a cheap suit.,"PAUL BARNELL (40s), a mild-mannered everyman wrapped in a cheap suit",character states
1、EXT. ROAD - WINTER DAY,How does the police car appear in the scene?,A speck on the landscape visible through blowing snow,"A police car, nothing more than a speck on the landscape, is intermittently visible through the blowing snow.",detailed description
51、INT. INFLATABLE GOLF DOME - LATE AFTERNOON,What causes Ted to confess Tiffany is the most important in his life?,Her comment about being a notch on his briefcase.,TIFFANY...another notch on your briefcase. TED...the most important thing in my life.,causal/relational queries
"56、INT. ""BARNELL GREAT ESCAPES TRAVEL"" - DAY",Why did the police track Paul down?,Because they found Raymond's wallet.,"The police say they found Raymond's wallet, that's how they tracked you down?",causal/relational queries
33、EXT. WOODED AREA - LATER,"In [33、EXT. WOODED AREA - LATER], What is Paul's behavioral state in the car?",Adjusting a pillow taped to his stomach and pulling on a blue ski mask.,"Paul adjusts a pillow he has taped to his stomach, then pulls on a blue ski mask.",character states
35、INT. PAUL'S KITCHEN - NIGHT,"In [35、INT. PAUL'S KITCHEN - NIGHT], What is Margaret's emotional state when she asks if Raymond is there?",Nervous,MARGARET (nervous),character states
