scene,question,answer,evidence,qa_type
4、EXT. MOVIE HOUSE TO MACDONALD'S - DAY,What is Heidi's physical state and appearance in the scene?,A lump of browning flesh shining with oil,"Heidi is described as a lump of browning flesh, shining with oil among rows of similar ladies.",detailed description
57、INT. BANK,Why does Sonny feel dispirited after listening to Heidi?,"Because he sees her in a clear light, realizing the waste of living with people like her","he sits, dispiritedly listening to this rap: seeing her in a clear and unambiguous light as before he saw Leon: what a waste to live in the company of people like this!",causal/relational queries
22、INT. HALL - DAY,What does Heidi say about the gun?,"this gun with bullets in there, an' I go to myself, oh God, Sonny! That's all I had to see, I didn't say anything.","this gun with bullets in there, an' I go to myself, oh God, Sonny! That's all I had to see, I didn't say anything.",dialogue/beliefs
18、EXT. BANK - DAY,"In [18、EXT. BANK - DAY], What is Sonny's emotional state after the attack?",Hurt and wondering,"Sonny... hurt, wondering... He wanted to kill me!",character states
25、INT. BANK - BACK DOOR AREA - LATE AFTERNOON (APPROX. 5 PM),What does Sonny say about the scratching sound?,They're trying to come through the door!,SONNY (whispering) They're trying to come through the door!,dialogue/beliefs
56、INT. BANK,Why does Leon accuse Sonny of spreading death?,"Because Sonny talks about death daily, as Leon points out.","Leon says, 'the death that you are spreading around to the people who are around you' and 'you say that to me every day of your life.'",causal/relational queries
30、INT. BANK - DAY,What does Sonny say about the food?,You eat it first. I don't know if they put something in it.,You eat it first. I don't know if they put something in it.,dialogue/beliefs
57、INT. BANK,Why is Heidi afraid during the phone call?,Because Sonny is screaming with harsh language,See? You're screaming with the language and all! A person can't communicate with you. You become a stranger in your own home...,causal/relational queries
32、INT. BANK - LATE AFTERNOON - APPROX. 5 PM - MAIN BANK AREA,When does Sylvia decide to start smoking?,"Now, because she's scared.",SYLVIA: I got a right to start now if I want to.,temporal references
11、EXT. BANK - DAY,What is the description of the three men accompanying Sheldon?,Carbon copies of him at younger ages,Three men with him are carbon copies of him at younger ages.,detailed description
19、EXT. ROCKAWAY BEACH - DAY,"In [19、EXT. ROCKAWAY BEACH - DAY], What behavioral trait does Heidi display when gathering her belongings?",Characteristically scatter-brained and hyperactive,"Abruptly she begins to gather up her things, her children, in a characteristically scatter-brained and hyperactive sort of way.",character states
28、INT. BANK - DAY,What does Sonny say about the helicopter?,They can't land on top of the roof - so they're comin' with a big limousine bus,SONNY: ...they can't land on top of the roof - so they're comin' with a big... limousine bus,dialogue/beliefs
25、INT. BANK - BACK DOOR AREA - LATE AFTERNOON (APPROX. 5 PM),What does Mulvaney tell Sonny about shooting?,"If you shoot, shoot high... my car's parked out there.","MULVANEY Sonny, if you shoot, shoot high... my car's parked out there.",dialogue/beliefs
67、INT. LIMO,What does 'FULL SHOT' refer to in the passage?,A wide shot capturing the entire scene.,FULL SHOT - THRUWAY,terminology/abbreviation/concept
62、EXT. BANK - VARIOUS ANGLES - NIGHT,Why did the cops move back after Sonny approached?,Sonny ordered them to get away from the vehicle.,Sonny: 'Okay. Get away from it.' After a moment the Cops all move back.,causal/relational queries
4、EXT. MOVIE HOUSE TO MACDONALD'S - DAY,What audio element is present in the scene and its source?,A transistor blasting ROCK MUSIC with Roberta Flack lyrics,Heidi's transistor blasts ROCK MUSIC into the air with lyrics from Roberta Flack.,detailed description
6、INT. BANK - DAY,"In [6、INT. BANK - DAY], What is Sal's behavioral state when he watches Jackie approach?",Ready to move on cue,ready to move on cue,character states
35、INT. BANK - DAY,What does Sonny say when he grabs a phone?,Get me Moretti!,SONNY (into phone) Get me Moretti!,dialogue/beliefs
55、EXT. BANK - NIGHT,Why did Sonny rush back into the Bank?,Because Sheldon convinced Leon to talk to him.,SHELDON... I've convinced Leon to talk to you. He's on the phone now. Sonny rushes back into Bank.,causal/relational queries
40、EXT. KENNEDY AIRPORT - NIGHT,When does the FBI sniper light a cigarette?,After the group drives away,A signal is given. They get in their car and drive away. An FBI sniper lights a cigarette,temporal references
18、EXT. BANK - DAY,"In [18、EXT. BANK - DAY], What is Sonny's physical condition after the attack?",Dazed and bleeding,"Sonny, dazed and bleeding, reels to the door...",character states
10、INT. APARTMENT NEAR BANK,"In [10、INT. APARTMENT NEAR BANK], What is the behavioral state of the elderly men?","Sitting and watching TV, ignoring the bank","A couple of Elderly Men are sitting watching the TV set, ignoring the bank",character states
