scene,question,answer,evidence,qa_type
13 EXT. - MAVERICK'S F-14,Where is the second MiG in relation to Cougar when Maverick sees it?,Dropping from above onto Cougar's tail,Maverick sees a SECOND MiG drop from above onto Cougar's tail.,scene localization
15 EXT. COUGAR - IN THE CLOUDS,How does Cougar respond when he hears the tone and what action does he take?,He rolls over into wild evasive maneuvers and breaks the lock.,"He rolls over into wild evasive maneuvers, finally breaks lock.",detailed description
18 INT. COCKPIT 117 - COUGAR,What is Cougar's emotional state during the conversation about landing?,Frustrated and stressed about landing on an invisible target.,"COUGAR says, 'This is crazy. How the hell we supposed to land on something we can't even see!'",character states
24 INT. COCKPIT - MAVERICK,What is Goose's emotional state when he responds to Cougar?,Anxious and resigned,"GOOSE (V.O. filtered) WELL, WE CAN'T STAY UP HERE EITHER.",character states
28C FLIGHT DECK,"In [28C FLIGHT DECK], What item does Goose retrieve from the cockpit after Cougar is helped out?",Cougar's snapshot of his wife and kid.,"He pulls away, reaches back into the cockpit and grabs Cougar's snapshot of wife and kid.",objects/props
26 MAVERICK'S COCKPIT  - (AERIAL),How does Wizard describe the position and weight status of the other pilot during the rescue attempt?,The pilot is at nine o'clock high and they are two thousand pounds low.,He's nine o'clock high. We're two thousand pounds low!,detailed description
28B BRIDGE FLIGHT DECK,What emotional state does the character enter after a moment of disbelief?,"Hysterical, tension relieving laughter.","A moment of disbelief... Then hysterical, tension relieving laughter.",character states
9 INT. GHOST RIDER 117 - COUGAR'S POV,What does Goose communicate to Mustang over the radio?,"Closing fast. Ghost Rider One One Seven, contact one bogey, 090 at 15 miles, 900 knots of closure.","GOOSE
Closing fast. MUSTANG, THIS IS 
GHOST RIDER ONE ONE SEVEN. CONTACT 
ONE BOGEY, 090 AT 15 MILES, 900 
KNOTS OF CLOSURE.",dialogue/beliefs
28A THE PLANE,Why does the silver suit react with surprise after Goose speaks?,"Goose responds with humor after appearing unresponsive, indicating he is alive and conscious.","Nothing for a moment. He's dead! Then the RIO'S helmet moves...His head turns. He tears the mask away from his face...Oh, Hello... Valet parking?",causal/relational queries
28A THE PLANE,What causes Goose to grab the crewman and ask him to check under the hood?,Goose is disoriented from the crash and mistakenly treats the situation as a car maintenance issue.,Goose grabs a passing crewman by the arm. Can you check under the hood. I thought I heard a funny noise.,causal/relational queries
"31 INT. CARRIER HATCHWAY - FLIGHT SURGEON, OTHERS",What does Goose say to Maverick and Wizard after they flame out?,He thanks them for flying VF101 and sarcastically hopes they'll think of Naval Aviation next time.,"GOOSE: On behalf of your Captain and your crew, I want to thank you for flying VF101. And next time your plans include the middle of the goddamn ocean in the dead of frigging night, I hope you'll think of Naval Aviation.",dialogue/beliefs
48A EXT. CAR - NIGHT,Why does Charlie nearly drive off the road?,She is startled when Maverick suddenly appears in the back seat.,"Startled, she nearly drives off the road. She turns to him, startled.",causal/relational queries
46 INT. HALLWAY - OUTSIDE THE BAR,Why does he go through the door?,He goes through the door impulsively before realizing what he is doing.,"Impulsively, before he realizes what he is doing, he's through it.",causal/relational queries
"42 AERIAL COMBAT - VIETNAM ERA - F4'S, MIG 17'S - STOCK","Why was Top Gun created, according to Viper?",To teach Air Combat Maneuvering and restore dogfighting skills.,Top Gun was created to teach ACM. Air Combat Maneuvering...Dogfighting.,causal/relational queries
45 INT. WOXOF BAR,What does Goose say about why he removes his wedding ring?,He takes it off when he's chasing women; it's the only honorable thing to do.,GOOSE: I take it off when I'm chasing women. It's the only honorable thing to do.,dialogue/beliefs
45 INT. WOXOF BAR,"In [45 INT. WOXOF BAR], What does Hollywood claim pilots think about regarding danger and life?",They feel life more intensely and want to grab onto every moment.,"HOLLYWOOD: It makes everything down here more meaningful. You feel a certain intensity of life, and you want to grab onto every moment.",dialogue/beliefs
43 INT. DAY - TOP GUN ORIENTATION ROOM.,What does Maverick believe about his chances of being the best in the class?,He believes his name will be on the Top Gun plaque.,Maverick... wondering... who is the best. ...Yes sir.,dialogue/beliefs
51A CORRIDOR - OUTSIDE LECTURE HALL,What is Charlie's emotional state when she studies Maverick after he confronts her?,"She is cool and detached, treating him like a specimen.","She studies him coolly for a moment, like a specimen.",character states
51A CORRIDOR - OUTSIDE LECTURE HALL,How does Maverick feel after defeating Jester in the dogfight?,He feels triumphant and exhilarated by the victory.,The thrill of victory gets the best of them. Goose lets out a war whoop. ... We did it!,character states
59C SHORELINE,Why does Charlie pull off her mask and snorkel?,She is repulsed by the wriggling fish Maverick holds.,"Charlie is repulsed. She pulls off her mask and snorkle, follows him in to shore.",causal/relational queries
52E ANGLE GOOSE,What is Goose's emotional state during the interaction with Maverick?,"Nervous and anxious, as he expresses concern about authority figures and consequences.",Goose reacts with surprise to seeing officers and worries about losing the plane.,character states
52E ANGLE GOOSE,How does Maverick's behavior contrast with Goose's during the victory roll?,"Maverick is relaxed and celebratory, urging Goose to enjoy the moment.",Maverick tells Goose to relax and celebrates beating an instructor.,detailed description
47 WOMEN'S ROOM.,What causes Maverick to approach Charlie confidently despite the awkward situation?,"He decides to act boldly because he is a fighter pilot, embracing the role's confidence.","He reminds himself he is a fighter pilot and walks over to her, despite not knowing what to say.",causal/relational queries
52A EXT. MIRAMAR - LANDING PATTERN.,"In [52A EXT. MIRAMAR - LANDING PATTERN.], What causes the world to appear sideways to Goose during the flight?","Maverick performs an aileron roll, tilting the aircraft sharply.","Maverick's Tomcat breaks hard and high, rolls over on its side, wings perpendicular to the ground, making Goose see the world go sideways.",causal/relational queries
49 EXT. GUARD GATE,Why does the Marine snap to attention when Maverick gets out of the car?,Because Maverick's appearance commands military protocol and respect.,"He stands in the glare of the spotlight...rocking on his heels, looking across at the guard, who snaps to attention and stares holes in his chest.",causal/relational queries
