doc_title,chunk_id,description,scene_context
18.豪华酒店|内|日,doc_17_chunk_4,把马冬梅推倒,
136.酒店洗手间|内|日,doc_135_chunk_0,夏洛睁开眼睛,
136.酒店洗手间|内|日,doc_135_chunk_0,从马桶上爬起来,
136.酒店洗手间|内|日,doc_135_chunk_0,环顾周围的一切,
136.酒店洗手间|内|日,doc_135_chunk_0,夏洛冲了一把脸,
136.酒店洗手间|内|日,doc_135_chunk_0,抬头看向镜子,
136.酒店洗手间|内|日,doc_135_chunk_0,他关上水龙头，水流停止,
136.酒店洗手间|内|日,doc_135_chunk_0,站在门前,
136.酒店洗手间|内|日,doc_135_chunk_0,抓住门把,
136.酒店洗手间|内|日,doc_135_chunk_0,打开门,
21.高中教室|内|日,doc_20_chunk_2,夏洛捂住脸，耳边传来蜂鸣声。,班级
21.高中教室|内|日,doc_20_chunk_2,夏洛眩晕，看见同学们安静的看着自己。,班级
【闪回】 134.教室里|内|日,doc_133_chunk_0,夏洛坐在邱雅旁边，把书卷成“话筒”,
21.高中教室|内|日,doc_20_chunk_3,夏洛突然飞起一脚踹向王老师,
21.高中教室|内|日,doc_20_chunk_3,随后将情书塞进老师嘴里,
138.酒店大堂|内|日,doc_137_chunk_0,夏洛看见凌乱的婚礼现场,凌乱的婚礼现场，马冬梅拎着刀坐在椅子上哭着，警察和亲友在旁边调解
138.酒店大堂|内|日,doc_137_chunk_0,夏洛拨开人群冲向马冬梅（高速摄）将冬梅紧紧揽在怀里,凌乱的婚礼现场，马冬梅拎着刀坐在椅子上哭着，警察和亲友在旁边调解
21.高中教室|内|日,doc_20_chunk_1,夏洛看向王老师淡然一笑，抚摸着一排排课桌悠哉地走向自己的座位。滑过同学们一张张稚嫩的脸。,
21.高中教室|内|日,doc_20_chunk_1,夏洛走到自己的座位前，看着马冬梅，掐了一下同桌马冬梅的脸。,
21.高中教室|内|日,doc_20_chunk_1,夏洛瞪着王老师。,
18.豪华酒店|内|日,doc_17_chunk_6,夏洛想上前扶又不敢扶,婚礼现场
18.豪华酒店|内|日,doc_17_chunk_6,夏洛躲在袁华身后,婚礼现场
3.酒店大门|外|日,doc_2_chunk_0,夏洛潇洒的下车和同学们打招呼。,
18.豪华酒店|内|日,doc_17_chunk_3,(酒蒙子),同学聚会
133.特护病房|内|深夜,doc_132_chunk_0,虚弱的夏洛戴着氧气罩孤独的躺在病床上,月光下的病房
141.大街上|外|日,doc_140_chunk_0,紧紧的埋头抱着冬梅,大街上
141.大街上|外|日,doc_140_chunk_0,搂着马冬梅,大街上
2.豪车|内|日,doc_1_chunk_0,夏洛在车内翻开遮光板照着镜子，整理领结，梳大背头。,车内
2.豪车|内|日,doc_1_chunk_0,突然看到老同学们走出酒店，在门口抽烟,酒店门口
21.高中教室|内|日,doc_20_chunk_4,夏洛挣脱开同学们将书包扣在王老师头上又是一顿拳打脚踢,教室，讲台旁卫生角，打王老师事件
24.夏洛家客厅|内|夜,doc_23_chunk_0,夏洛笑嘻嘻的看着母亲。,门外
30.操场领操台|外|日,doc_29_chunk_0,夏洛缓缓走进学生的方队，方队从中间分开，同学都疑惑的看着夏洛，夏洛坦然自若的走着。,操场间操队形集合
31.教室|日|内,doc_30_chunk_2,夏洛拿着书包走到第一排袁华的桌前。,教室，王老师追校长出去后。
22.医院|内|日,doc_21_chunk_0,夏洛迷迷糊糊睁开眼睛，看见天花板，听见旁边嘈杂的声音。,医院内
22.医院|内|日,doc_21_chunk_0,夏洛发现自己的手打着石膏，头缠绷带。,医院内
22.医院|内|日,doc_21_chunk_0,夏洛狠狠抽了自己两个嘴巴。,医院内
22.医院|内|日,doc_21_chunk_0,夏洛光着脚冲开人群，夺门而出。,医院内
21.高中教室|内|日,doc_20_chunk_5,夏洛缓缓走向邱雅,教室
21.高中教室|内|日,doc_20_chunk_5,夏洛突然抓住邱雅强吻,教室
21.高中教室|内|日,doc_20_chunk_5,夏洛扑在邱雅身上又一顿强吻,教室
19.酒店楼梯-走廊|内|日,doc_18_chunk_0,夏洛跌跌撞撞从安全通道跑向酒店二层,安全通道
19.酒店楼梯-走廊|内|日,doc_18_chunk_0,夏洛冲开护栏跑上二楼,楼梯口
19.酒店楼梯-走廊|内|日,doc_18_chunk_0,夏洛冲进一个员工通道，躲进一个还没装修好的洗手间,员工通道和洗手间
18.豪华酒店|内|日,doc_17_chunk_1,夏洛夺下麦克，拉着邱雅大步走上舞台,婚礼现场
18.豪华酒店|内|日,doc_17_chunk_1,夏洛握着麦克试了试音,婚礼现场
18.豪华酒店|内|日,doc_17_chunk_1,夏洛深情看着邱雅，四目相对,婚礼现场
18.豪华酒店|内|日,doc_17_chunk_1,夏洛紧紧扣住手,婚礼现场
18.豪华酒店|内|日,doc_17_chunk_1,夏洛继续深情演唱,婚礼现场
18.豪华酒店|内|日,doc_17_chunk_1,夏洛单膝跪地，握住邱雅的手,婚礼现场
47.老师办公室|内|日,doc_46_chunk_0,夏洛耷拉着脑袋,老师办公室，王老师训话中
47.老师办公室|内|日,doc_46_chunk_0,夏洛不吭声,老师办公室，王老师训话中
47.老师办公室|内|日,doc_46_chunk_0,夏洛露出得意的笑容,老师办公室，王老师训话中
4.酒店大堂|内|日,doc_3_chunk_0,夏洛被同学们众星捧月踏入豪华酒店大堂,豪华酒店大堂
49.学校自行车棚|外|日,doc_48_chunk_1,夏洛怒瞪大春,
46.校园的各个角落|日,doc_45_chunk_0,夏洛捧着吉他演唱,46f.广播室
31.教室|日|内,doc_30_chunk_1,突然举手,教室
34.夏洛家客厅|内|日,doc_33_chunk_0,夏洛摊开双手拥抱母亲，忽然看见王姨，拥抱王姨,夏洛家门厅
34.夏洛家客厅|内|日,doc_33_chunk_0,夏洛走向镜子，对着镜子摆弄了一下头型转身进屋了。,夏洛家门厅
45.天台|外|日,doc_44_chunk_0,校园广播喇叭传来夏洛的声音。,四楼天台，午休期间
12.豪华酒店|内|日,doc_11_chunk_1,夏洛在远处倚着门框摇着红酒杯,
12.豪华酒店|内|日,doc_11_chunk_1,夏洛挪步到邱雅视线范围内摇晃红酒杯,
12.豪华酒店|内|日,doc_11_chunk_1,夏洛看到孟特喊他，做了一个OK的手势，很潇洒的从邱雅和新郎中间夸张的蹭过,
12.豪华酒店|内|日,doc_11_chunk_1,夏洛返回席中,
23.街景|外|日（90年代街景-特效CG）,doc_22_chunk_0,夏洛光着脚奔跑在街上，穿过大街小巷,90年代街道
23.街景|外|日（90年代街景-特效CG）,doc_22_chunk_0,夏洛跑到店铺窗前,90年代街道
23.街景|外|日（90年代街景-特效CG）,doc_22_chunk_0,夏洛张开双臂仰天长啸,90年代街道
5.大排档|外|日,doc_4_chunk_0,夏洛抱着吉他在大排档给酒客们唱生日歌,大排档：给酒客们唱生日歌
6.酒店大堂|内|日,doc_5_chunk_0,夏洛踏入酒店大堂，眼睛落在邱雅婚纱照的大胸上。,酒店大堂
42.夏洛家楼下-街上|外|黄昏,doc_41_chunk_0,夏洛弹琴,场景42a：夏洛家窗户
42.夏洛家楼下-街上|外|黄昏,doc_41_chunk_0,夏洛《回到过去》的歌声结束,
51.游戏厅外|外|黄昏,doc_50_chunk_2,夏洛拿着带血的板砖。,
51.游戏厅外|外|黄昏,doc_50_chunk_2,夏洛拉起马冬梅想逃跑，却被混混们围住拳打脚踢，夏洛被打的体无完肤但仍然用身体紧紧地护住冬梅。,
60.校园墙角|外|日,doc_57_chunk_0,夏洛唱歌,
63.街道红墙外|外|日,doc_61_chunk_0,夏洛鼻青脸肿走在前面,
49.学校自行车棚|外|日,doc_48_chunk_0,鬼鬼祟祟等着邱雅,自行车棚，放学后，等待邱雅
49.学校自行车棚|外|日,doc_48_chunk_0,手里拿着两瓶汽水上前搭讪,自行车棚，邱雅车轮被卸后
65.KTV包房|内|日,doc_63_chunk_0,夏洛被两个男人带入一间包房内。,包房内
48.学校礼堂|内|日,doc_47_chunk_0,夏洛身着李小龙的打扮，边唱边跳《双节棍》引爆全场。,中小学生歌手大赛
48.学校礼堂|内|日,doc_47_chunk_0,夏洛一脚飞踹向“东亚病夫”的招牌，将拿牌匾的小姑娘踹飞。,中小学生歌手大赛
48.学校礼堂|内|日,doc_47_chunk_0,一身李小龙打扮的夏洛捧着三等奖奖状，与一二等奖得主的小学生一起与领导合影。,中小学生歌手大赛
51.游戏厅外|外|黄昏,doc_50_chunk_1,夏洛把冬梅拽到一边。,
51.游戏厅外|外|黄昏,doc_50_chunk_1,拦住流氓，假装凶冬梅,
50.游戏厅|内|日,doc_49_chunk_0,夏洛往苹果机里塞币，按了一下苹果键，苹果机的灯摆摇着错过了夏洛下注的苹果，夏洛气的拍了一下机器。,
50.游戏厅|内|日,doc_49_chunk_0,（深深叹了一口气）,
50.游戏厅|内|日,doc_49_chunk_0,夏洛突然被两个小流氓拽住头发往外拎。,
35.夏洛房间|内|日,doc_34_chunk_0,夏洛躺在床上看着天花板若有所思。,
35.夏洛房间|内|日,doc_34_chunk_0,他看到墙上贴着的明星海报，走到写字台前,
35.夏洛房间|内|日,doc_34_chunk_0,夏洛用手指摆弄着磁带盒,
35.夏洛房间|内|日,doc_34_chunk_0,夏洛摆弄着卡带的手指突然停住，转头看向挂在墙上的吉他， 似乎想到什么，哈哈大笑。,
74.九八年春节联欢晚会《相约98》现场|内|夜,doc_72_chunk_0,夏洛模仿王菲造型登场。,春晚舞台
59.领操台|外|日,doc_56_chunk_0,夏洛抱着吉他坐在领操台唱歌,领操台
59.领操台|外|日,doc_56_chunk_0,夏洛望着台下的人群指向孟特,领操台
87.夏洛家楼下|外|夜,doc_84_chunk_0,夏洛拦了一辆出租车，上车。,
64.某KTV门前|外|日,doc_62_chunk_0,夏洛被两个人带进KTV,KTV内
71.学校教室|内|日|雨（深秋）,doc_69_chunk_0,第一排夏洛的座位空着,教室，高考倒计时课堂
86.夏洛家|内|夜,doc_83_chunk_0,夏洛看了看信右下角的日期，迅速冲出家门。,
8.酒店大堂|内|日,doc_7_chunk_0,夏洛的视线落在新郎的易拉宝上,
89.火车站前|外|夜,doc_86_chunk_0,夏洛冲出车门往外跑。,
89.火车站前|外|夜,doc_86_chunk_0,夏洛头也不回往天上洒了一把钱。,
130.特护病房|内|日,doc_129_chunk_5,夏洛下床找东西。,病房
130.特护病房|内|日,doc_129_chunk_5,夏洛下地拿起药瓶架子追打张扬,病房
130.特护病房|内|日,doc_129_chunk_5,夏洛急火攻心，鼻子出血，拿着卷纸擦鼻子，血止不住地流，纸卷转到底，不停擦，血越擦越多。,病房
90.火车站内|内|夜,doc_87_chunk_0,夏洛找到一个路人问询。,
90.火车站内|内|夜,doc_87_chunk_0,夏洛远远的看着进站口的闸门关闭。,
7.校园操场|外|日,doc_6_chunk_0,夏洛隔着人群做转体运动瞬间瞥向邱雅。,闪回
7.校园操场|外|日,doc_6_chunk_0,夏洛穿着内裤在操场上哭。,场景7b：操场，升旗仪式。
49.学校自行车棚|外|日,doc_48_chunk_2,夏洛拽着锁链大喊,车棚
49.学校自行车棚|外|日,doc_48_chunk_2,夏洛看着冬梅拖着邱雅离开,车棚
49.学校自行车棚|外|日,doc_48_chunk_2,夏洛狡猾的眼神,车棚
82.夏洛家|内|夜,doc_79_chunk_0,夏洛春风得意走进屋,
82.夏洛家|内|夜,doc_79_chunk_0,发现沙发上插着一根标枪，枪头上绑着一封信,
82.夏洛家|内|夜,doc_79_chunk_0,夏洛拿起标枪，拆信摊开,
77.张扬家|内|夜,doc_75_chunk_0,夏洛唱歌,
9.酒店大堂|内|日,doc_8_chunk_0,夏洛放红包，在宾客登记处签名。,宾客登记处
67.KTV包房|内|日,doc_65_chunk_0,夏洛尽量抑制内心的激动倾听那姐说话。,67b.KTV包房
67.KTV包房|内|日,doc_65_chunk_0,夏洛哽咽，不敢相信眼前的一切。,67b.KTV包房
67.KTV包房|内|日,doc_65_chunk_0,夏洛激动的大吼起来，眼泪掉下来。,67b.KTV包房
67.KTV包房|内|日,doc_65_chunk_0,把冬梅推出去,67b.KTV包房
18.豪华酒店|内|日,doc_17_chunk_5,夏洛死死捂住价签,同学聚会中，马冬梅拽着夏洛衣领上的标签时
18.豪华酒店|内|日,doc_17_chunk_5,混乱中甩开冬梅,同学聚会中，马冬梅拽着夏洛衣领上的标签时
18.豪华酒店|内|日,doc_17_chunk_5,却不料反手抽在马冬梅脸上,同学聚会中，马冬梅拽着夏洛衣领上的标签时
98.豪华游艇甲板上|日|外,doc_97_chunk_0,夏洛不好意思的搓着脸。,
98.豪华游艇甲板上|日|外,doc_97_chunk_0,夏洛接起电话。,
93a.好声音现场|内|日,doc_91_chunk_0,夏洛直接站起来向选手大发雷霆。,选秀现场，演唱结束后
93a.好声音现场|内|日,doc_91_chunk_0,夏洛冲向周杰伦动武，被一群工作人员分开。,选秀现场，演唱结束后
69.学校教室|内|日,doc_67_chunk_0,夏洛复习功课,教室，第一排，复习功课
62.楼顶天台|外|日,doc_60_chunk_0,夏洛潇洒的走向马冬梅，望着冬梅的背影误认成邱雅。,
62.楼顶天台|外|日,doc_60_chunk_0,夏洛学冬梅大摇大摆走路,
62.楼顶天台|外|日,doc_60_chunk_0,夏洛兴起，跳着骑猪舞转圈,
62.楼顶天台|外|日,doc_60_chunk_0,夏洛转身看到了冬梅充满杀气的眼睛正望着自己,
62.楼顶天台|外|日,doc_60_chunk_0,夏洛腿软顺势瘫倒在地上,
99.海边别墅客厅|内|日,doc_98_chunk_1,指着自己的鸡毛装,
99.海边别墅客厅|内|日,doc_98_chunk_1,鼓掌,
80.教室|内|日,doc_78_chunk_0,夏洛放火烧黑的墙,夏洛的教室，墙被烧黑后合影
10.某奢侈品店|内|日,doc_9_chunk_0,夏洛在奢侈品店挑选礼服。,奢侈品店
10.某奢侈品店|内|日,doc_9_chunk_0,夏洛站在镜子前，整理着新衣服胸前的鸡毛。,奢侈品店，镜子前
36.夏洛家客厅|内|日,doc_35_chunk_0,夏洛抱着吉它倚在床边熟练地自弹自唱。（周杰伦《回到过去》）,场景35a
36.夏洛家客厅|内|日,doc_35_chunk_0,画面切到夏洛扫弦的手。,场景35b
96.海鲜烧烤大排档|外|夜,doc_95_chunk_0,夏洛戴着墨镜抠着海螺,大排档
96.海鲜烧烤大排档|外|夜,doc_95_chunk_0,夏洛捧着破吉他,96a
96.海鲜烧烤大排档|外|夜,doc_95_chunk_0,夏洛猛喝两口酒，调整了一下情绪，从怀里掏出一沓钱拍在桌上,大排档
93.新闻报道|特效|时间过渡,doc_90_chunk_0,夏洛开全球演唱会，粉丝疯狂。,CG叠画1: 全球演唱会
93.新闻报道|特效|时间过渡,doc_90_chunk_0,夏洛为某大品牌做代言。,CG叠画3: 为品牌做代言
93.新闻报道|特效|时间过渡,doc_90_chunk_0,夏洛在好声音舞台上拍动按钮，转身。,CG叠画4: 好声音舞台
95.豪华汽车|内|日,doc_94_chunk_0,夏洛坐在副驾驶,路边树下
95.豪华汽车|内|日,doc_94_chunk_0,夏洛看到是邱雅的来电,路边树下
95.豪华汽车|内|日,doc_94_chunk_0,把手机电池摘下来,路边树下
99.海边别墅客厅|内|日,doc_98_chunk_0,夏洛躺在沙滩椅上晃着红酒一脸坏笑的看着袁华,海滩：夏洛在沙滩椅上晃红酒，一脸坏笑地看着袁华
98.豪华游艇甲板上|日|外,doc_97_chunk_1,夏洛拿着电话突然词穷。,游艇上
98.豪华游艇甲板上|日|外,doc_97_chunk_1,夏洛把手机扔进向大海。,游艇上
97.豪华游艇|海上|日,doc_96_chunk_0,夏洛兴奋的驾驶着摩托艇飞驰在海面上,海面上
97.豪华游艇|海上|日,doc_96_chunk_0,夏洛不时向游艇上的比基尼女郎们挥着手。,海面上
97.豪华游艇|海上|日,doc_96_chunk_0,夏洛顺着扶梯爬上豪华游艇,游艇扶梯
97.豪华游艇|海上|日,doc_96_chunk_0,夏洛爬上来看见邱雅和他的助理们正坐在甲板上阴着脸看着自己。,游艇甲板
52.灯塔|外|黄昏,doc_51_chunk_0,一瘸一拐的走在前面,回家路上
52.灯塔|外|黄昏,doc_51_chunk_0,看着冬梅心软,回家路上
52.灯塔|外|黄昏,doc_51_chunk_0,仰天长啸,回家路上
78.王菲家|内|夜,doc_76_chunk_0,夏洛唱到“来吧来吧相约九八”高音时陡降了一个八度。,
51.游戏厅外|外|黄昏,doc_50_chunk_0,夏洛被拎着头发出来,游戏厅内，陈凯一伙在压迫夏洛
51.游戏厅外|外|黄昏,doc_50_chunk_0,被打倒在地,游戏厅内，陈凯一伙在压迫夏洛
51.游戏厅外|外|黄昏,doc_50_chunk_0,把身上的钱全掏出来塞进陈凯裤兜里,游戏厅内，陈凯一伙在压迫夏洛
21.高中教室|内|日,doc_20_chunk_0,夏洛懵了。,教室
21.高中教室|内|日,doc_20_chunk_0,夏洛回头,教室
21.高中教室|内|日,doc_20_chunk_0,夏洛惊讶地原地转了几圈又回到班级。,教室
21.高中教室|内|日,doc_20_chunk_0,夏洛很激动。,教室
21.高中教室|内|日,doc_20_chunk_0,夏洛环顾四周,教室
21.高中教室|内|日,doc_20_chunk_0,夏洛低头看着自己的衣服（婚礼的西服）,教室
