id,scene,question,answer,evidence,qa_type
18,"44、EXT. CARL'S HOUSE, PORCH - CONTINUOUS",What causes the door to bang?,The safety chain was engaged.,"The door opens, but bangs against the safety chain.",causal/relational queries
19,39、INT. CARL'S STAIRCASE - LATER,Why does the chair restart after stopping?,Carl bangs the armrest,He bangs the armrest and the chair restarts.,causal/relational queries
20,19、EXT. RURAL HILLSIDE - DAY,"In [19、EXT. RURAL HILLSIDE - DAY], What is Ellie's emotional state when she sees the clouds?",Excited,"Ellie lights up, excited.",character states
21,"18、INT. CARL AND ELLIE'S HOUSE, LIVING ROOM - DAY | 35、INT. HOSPITAL ROOM - DAY | 16、EXT. RURAL HILLSIDE - DAY",How does Carl react when he is lying beside Ellie on the picnic blanket?,Carl closes his eyes and smiles with quiet contentment.,Carl closes his eyes and smiles. The sun warms his face as he lies beside her on the picnic blanket.,character states
22,35、INT. HOSPITAL ROOM - DAY | 16、EXT. RURAL HILLSIDE - DAY,How does Carl react when he is lying beside Ellie on the picnic blanket?,Carl closes his eyes and smiles with quiet contentment.,Carl closes his eyes and smiles. The sun warms his face as he lies beside her on the picnic blanket.,character states
23,"16、EXT. RURAL HILLSIDE - DAY | 18、INT. CARL AND ELLIE'S HOUSE, LIVING ROOM - DAY",What does Carl do after watching the cloud change into the shape of a turtle?,Carl closes his eyes and smiles.,He watches as one cloud slowly changes into the shape of a turtle. Carl closes his eyes and smiles.,character states
24,"17、EXT. ZOO - DAY | 4、INT. DILAPIDATED HOUSE, LIVING ROOM - CONTINUOUS | 9、INT. CARL'S ROOM - MOMENTS LATER",What does Ellie state about Carl while leaving the room?,Ellie states that Carl does not talk very much but that she likes him.,"She briefly pops her head back in to say, 'You know, you don't talk very much. I like you.'",character states
25,"46、EXT. CARL'S HOUSE, PORCH - MORNING",What does Carl state about when the developer can have his house?,Carl states that the developer can have the house when he is dead.,"Carl walks to his front door, says the man can have the house when he’s dead, and slams the door shut.",character states
26,35、INT. HOSPITAL ROOM - DAY | 16、EXT. RURAL HILLSIDE - DAY,How does Carl react when he is lying beside Ellie on the picnic blanket?,Carl closes his eyes and smiles with quiet contentment.,Carl closes his eyes and smiles. The sun warms his face as he lies beside her on the picnic blanket.,character states
27,8、INT. CARL'S ROOM | 35、INT. HOSPITAL ROOM - DAY | 16、EXT. RURAL HILLSIDE - DAY,How does Ellie describe her reason for visiting Carl?,Ellie states that she thought Carl might need cheering up.,Ellie climbs through the window and tells Carl she thought he might need cheering up.,character states
28,"37、EXT. CARL AND ELLIE'S HOUSE - DUSK | 4、INT. DILAPIDATED HOUSE, LIVING ROOM - CONTINUOUS | 9、INT. CARL'S ROOM - MOMENTS LATER",What does Ellie state about Carl's way of speaking?,Ellie states that Carl does not talk very much and that she likes him.,"She briefly pops her head back in to say, 'You know, you don't talk very much. I like you.'",character states
29,"32、INT. CARL'S HOUSE, LIVING ROOM - AFTERNOON | 35、INT. HOSPITAL ROOM - DAY | 16、EXT. RURAL HILLSIDE - DAY",How does Carl react when he sees the photograph of Ellie as a child?,Carl pauses and smiles when he sees the photograph of Ellie as a child.,"He pauses and smiles at a photograph of Ellie as a child, wearing her flight helmet and goggles.",character states
30,"9、INT. CARL'S ROOM - MOMENTS LATER | 25、INT. CARL AND ELLIE'S HOUSE, LIVING ROOM - AFTERNOON",When does Carl first break the Paradise Falls jar?,Carl first breaks the Paradise Falls jar when he and Ellie need to repair their car after getting a flat tire.,"Carl and Ellie's car gets a flat tire. They stand by the jar labeled 'PARADISE FALLS' as coins clink into it over time. Carl picks up the jar, hesitates, then breaks it open. He takes out the money and uses it to pay for a new tire.",temporal references
31,"47、INT. CARL'S LIVING ROOM - DAY - LATER | 48、EXT. CARL'S HOUSE, PORCH - DAY | 49、INT. CARL'S HOUSE, FRONT HALL - CONTINUOUS",Why does Carl send Russell on a snipe hunt?,Carl sends Russell on a snipe hunt to get rid of him after being pressured into accepting help.,"When Russell blocks the door with his foot, Carl relents and tells him about a made-up bird called a snipe that eats his azaleas, claiming he is too frail to catch it, and sends Russell to find it two blocks away.",causal/relational queries
32,"38、INT. CARL'S BEDROOM - MORNING - SEVERAL YEARS LATER | 44、EXT. CARL'S HOUSE, PORCH - CONTINUOUS",Why did Carl need to undo the safety chain before fully opening the front door?,"The safety chain prevented the door from opening fully, so Carl had to undo it to exit the house completely.","The door only opened partway, stopped by the safety chain. He grumbled in frustration, then pulled the door shut again. After undoing the chain, he opened the door fully, stepped out onto the porch.",causal/relational queries
33,8、INT. CARL'S ROOM | 9、INT. CARL'S ROOM - MOMENTS LATER,What does Carl state when the blue balloon floats into the room?,Carl calls out in fright when the blue balloon floats into the room.,"Suddenly, his lost blue balloon floats into the room. He jumps and calls out in fright, accidentally hitting his face with the cast.",character states
34,"8、INT. CARL'S ROOM | 4、INT. DILAPIDATED HOUSE, LIVING ROOM - CONTINUOUS",What does Ellie state about who is allowed in her club?,Ellie states that only real explorers are allowed in her club.,"She circles him, accusing him of trespassing in her exclusive club, insisting only real explorers are allowed.",character states
35,"48、EXT. CARL'S HOUSE, PORCH - DAY | 49、INT. CARL'S HOUSE, FRONT HALL - CONTINUOUS",Why does Russell persist in offering to help Carl despite repeated refusals?,Russell persists because he needs to assist an elderly person in order to earn his Assisting the Elderly badge as a Wilderness Explorer.,Russell explains he needs to assist an elderly person to earn his Assisting the Elderly badge.,causal/relational queries
