doc_title,chunk_id,description,scene_context
65、INT. ALEX'S HOTEL ROOM - NIGHT,doc_64_chunk_0,lying in bed,In bed
65、INT. ALEX'S HOTEL ROOM - NIGHT,doc_64_chunk_0,types away at her BLACKBERRY and presses SEND,"In bed, texting"
65、INT. ALEX'S HOTEL ROOM - NIGHT,doc_64_chunk_0,Types back,"In bed, texting"
"111、EXT. DRIVEWAY, CHALET SUITES - NIGHT",doc_110_chunk_1,Alex steps back in,Inside a room
83、EXT. BOAT - NIGHT,doc_82_chunk_6,"Ryan and Alex look back to find the software dude stepping out of the galley, drunk.","On a boat, after the lights go out and the motor stops."
83、EXT. BOAT - NIGHT,doc_82_chunk_6,Ryan and Alex look out to shore... about 500 yards away.,"On a boat, after the lights go out and the motor stops."
83、EXT. BOAT - NIGHT,doc_82_chunk_6,"For whatever reason, they just start cracking up.","On a boat, after the lights go out and the motor stops."
"87、INT. RYAN'S HOTEL ROOM, MIAMI HILTON - NEXT MORNING",doc_86_chunk_0,Alex getting dressed,"Ryan waking up, bedroom"
"87、INT. RYAN'S HOTEL ROOM, MIAMI HILTON - NEXT MORNING",doc_86_chunk_0,Alex gives him a peck.,"Bedroom, after Alex's text promise"
29、INT. BAR LOUNGE - HOUSTON HILTON - LATER THAT EVENING,doc_28_chunk_0,Ryan and Alex have taken over a couch and have the contents of their wallets spread out - All MEMBERSHIP CARDS.,"Room with table and couch, spreading membership cards"
"105、INT. BAGGAGE CAROUSEL, MILWAUKEE AIRPORT - DAY",doc_104_chunk_0,Ryan and Alex walk in unison.,Terminal
"105、INT. BAGGAGE CAROUSEL, MILWAUKEE AIRPORT - DAY",doc_104_chunk_0,They share a smile.,Terminal
"108、INT. CORRIDOR, CHALET SUITES - DAY",doc_107_chunk_0,Ryan and Alex walk down the long hallway.,"Long hallway, walking to their room at the end."
84、EXT. PONTOON BOAT - NIGHT,doc_83_chunk_0,huddled under a blanket,Rubber boat heading to shore
