id,scene,question,answer,evidence,qa_type
38,5、INT. DIMLY-LIT BAR - NIGHT,What does Rainbow Randolph tell the couple not to do?,Tell him how to run his fucking business,RANDOLPH: Then don't tell me how to run my fucking business.,dialogue/beliefs
39,30、EXT. BROADWAY (TIMES SQUARE) - MORNING,"In [30、EXT. BROADWAY (TIMES SQUARE) - MORNING], What role is Sheldon transitioning into, as indicated by the Variety article?",Executive producer of a smoochy show.,MOPES TO EXECUTIVE PRODUCE SMOOCHY SHOW.,character states
40,18、INT. PATSY'S - SHORT WHILE LATER,"In [18、INT. PATSY'S - SHORT WHILE LATER], What action does Sheldon take when he insists on raising the rhino?",He pounds his fist on the table.,He pounds his fist on the table.,character states
41,43、INT. CORPORATE PENTHOUSE - NIGHT,Why does Burke advise Sheldon to consider the ice show?,To avoid trouble with the organization.,BURKE (V.O.) The real one. My advice? Consider the ice show and stay healthy.,causal/relational queries
42,13、EXT. DOCK BY RIVER - NIGHT (POURING RAIN),"In [13、EXT. DOCK BY RIVER - NIGHT (POURING RAIN)], What is Randolph's current physical condition?",Disheveled and homeless,A disheveled Randolph... I'm homeless!,character states
43,32、INT. NORA'S OFFICE - CONTINUOUS ACTION,Why does Sheldon try to build rapport with Nora?,To establish mutual respect and cooperation.,I want us to start off on the right foot... I consider you a partner.,causal/relational queries
44,11、INT. RECEPTION AREA - SHORT WHILE LATER,What does Sheldon carry over his shoulder?,Smoochy's body on a hanger,He carries Smoochy's body on a hanger over his shoulder,detailed description
45,60、INT. NORA'S LIVING ROOM - EVENING,What does Randolph say about Smoochy's actions?,Randolph downplays Smoochy's actions by comparing them to jerking off in the supermarket.,Compared to what Smoochy did that's like jerking off in the supermarket.,dialogue/beliefs
46,66、INT. STUDIO C - CONTINUOUS ACTION,What does Smoochy say about life in the jungle?,Sometimes life in the jungle can be unfair.,"You know, kids, sometimes life in the jungle can be unfair.",dialogue/beliefs
47,8、INT. NETWORK BOARDROOM - KIDNET - DAY,What metaphor does the CEO use to describe the network's situation?,Two monkeys fucking.,uglier than two monkeys fucking.,dialogue/beliefs
48,20、EXT. ALLEY - NIGHT,"In [20、EXT. ALLEY - NIGHT], What is Randolph's emotional state when examining the cookies?",Gleeful,gazes at it gleefully,character states
49,1、EXT. KIDNET STUDIO -C - EVENING,"In [1、EXT. KIDNET STUDIO -C - EVENING], What is the man's role in the scene?",He is a performer in a rhinoceros costume.,A man in a puffy foam-rubber rhinoceros costume dancing under the bright friendly lights of a television studio.,character states
50,59、INT. STOKES' OFFICE - DAY,What does Chick assert about their cultural values?,They are honorable and know how to play ball.,"You're dealing with an honorable culture, Frank. We know how to play ball.",dialogue/beliefs
51,18、INT. PATSY'S - SHORT WHILE LATER | 42、INT. LIMOUSINE - CONTINUOUS ACTION,What does Burke state is the key to gaining power in the business?,Burke states that money is the key to gaining power in the business.,"Burke replies that everything comes down to money, and once you have money, you gain power—enough to make Smoochy do anything you want.",character states
52,11、INT. RECEPTION AREA - SHORT WHILE LATER | 16、EXT. KIDNET BUILDING - NIGHT | 21、INT. KIDNET STUDIO - STAGE B - DAY,Why does Sheldon refuse to support the lyrics of the 'Cookie Song'?,"Sheldon refuses to support the lyrics because they promote eating large amounts of sugar, which he believes is inconsistent with the show's moral foundation.",Sheldon argues that the 'Please and Thank You Song' provides the moral foundation for the show and refuses to support lyrics that promote eating large amounts of sugar.,causal/relational queries
53,12、EXT. CONEY ISLAND BOARDWALK - NATHAN'S HOT DOGS - SHORT | 23、INT. STUDIO B - LATER,Describe in detail the sequence of events that occurs when the Magic Cookie Bag is introduced during the Smoochyland performance.,"After Smoochy expresses hunger following a dance routine, the children shout for the Magic Cookie Bag. Smoochy then dramatically commands the bag to come to him, prompting the lights to dim and the band to play a dramatic theme. A filament wire lowers the Magic Cookie Bag from the ceiling, capturing the children's excited attention as they cheer and clap. Smoochy reaches up to take the bag as it descends, lifts it high above his head, and is joined by the Rhinettes and children who gather around in anticipation.","Smoochy grins and announces he’s hungry after all the dancing, prompting the children in the bleachers to shout in unison, 'Magic Cookie Bag!' Smoochy lifts his gaze upward and declares, 'Magic Cookie Bag, I command thee! Come to your lord and master!' The lights dim as the Smoochyland Band plays a dramatic theme. A filament wire lowers the Magic Cookie Bag from the ceiling. The children cheer and clap, their eyes fixed on the descending bag. Smoochy reaches up as it comes into his grasp, holding it high above his head while the Rhinettes and kids gather around.",detailed description
54,19、EXT. PATSY'S - CONTINUOUS ACTION | 21、INT. KIDNET STUDIO - STAGE B - DAY | 45、INT. TOWN CAR - CONTINUOUS ACTION,What does Randolph say about Rainbow Randolph during the car ride to the charity soiree?,Randolph calls Rainbow Randolph a scoundrel and mocks him with disdain.,"He praises Sheldon’s show, contrasting it sharply with that of a former children’s entertainer he refers to as Rainbow Randolph, whom he calls a scoundrel and mocks with disdain.",character states
55,34、INT. SHELDON'S NEW OFFICE - MOMENT LATER | 36、INT. SHELDON'S OFFICE - SHORT TIME LATER | 49、EXT. WAREHOUSE - SHORT WHILE LATER,What does Sheldon state about Spinner's personality?,Sheldon states that Spinner is a very nice man with a sweet disposition.,Sheldon agrees that Spinner is a very nice man with a sweet disposition.,character states
56,13、EXT. DOCK BY RIVER - NIGHT (POURING RAIN),What does Randolph state about his financial and living situation when pleading for his job back?,"Randolph states that he is facing eviction from the corporate penthouse, owes money to bookies, and has nowhere to live.","He begged for his position to be restored, speaking of being evicted from the corporate penthouse, owing money to bookies, and having nowhere to live.",character states
57,25、INT. FRANK STOKES' OFFICE - TIGHT ON NEW YORK POST FRONT | 26、INT. SPINNER DUNN'S RESTAURANT - CLOSE ON CHAMPAGNE | 34、INT. SHELDON'S NEW OFFICE - MOMENT LATER | 36、INT. SHELDON'S OFFICE - SHORT TIME LATER,What does Burke state Sheldon deserves during the confrontation over Smoochy?,"Burke states that Sheldon deserves everything, including heaven, hell, and everything in between.","Burke leans across the desk, inches from Stokes’ face, declaring that Sheldon deserves everything—'heaven, hell, and everything in between.'",character states
58,38、INT. SPINNER DUNN'S - EVENING | 36、INT. SHELDON'S OFFICE - SHORT TIME LATER | 49、EXT. WAREHOUSE - SHORT WHILE LATER,When does Sheldon order pineapple juice?,Sheldon orders pineapple juice after tearing the contract in half.,"After tearing the contract in half, Sheldon sits quietly for a moment. A waitress, Sandy, passes by the booth. He looks up and says, 'I'll have a pineapple juice, Sandy.'",temporal references
59,42、INT. LIMOUSINE - CONTINUOUS ACTION | 49、EXT. WAREHOUSE - SHORT WHILE LATER,Why does Merv insist that Sheldon participate in events for the Parade of Hope?,Merv insists that Sheldon participate because the Parade of Hope has sponsored every Kidnet ice show since 1964 and he wants to uphold that tradition.,Merv replies that the Parade of Hope has sponsored every Kidnet ice show since 1964 and warns against going against tradition.,causal/relational queries
60,28、INT. ANGELO PIKE'S RUNDOWN APARTMENT | 29、INT. ANGELO'S APARTMENT - SHORT WHILE LATER | 28、INT. ANGELO PIKE'S RUNDOWN APARTMENT,What does Angelo state about his affiliation when confronting Randolph?,Angelo states that he is a Rhinette and that the Krinkle Kids are dead.,"Angelo pointed the revolver at Randolph's face and said, 'I'm a Rhinette. Got that? The Krinkle Kids are ten feet under. With you.'",character states
61,26、INT. SPINNER DUNN'S RESTAURANT - CLOSE ON CHAMPAGNE | 25、INT. FRANK STOKES' OFFICE - TIGHT ON NEW YORK POST FRONT | 27、INT. SPINNER DUNN'S RESTAURANT (PRESENT),What does Burke state about Sheldon's entitlement during his address to the room?,"Burke states that Sheldon deserves everything—'heaven, hell, and everything in between.'","Speaking firmly, he states that Sheldon deserves everything—'heaven, hell, and everything in between.'",character states
62,11、INT. RECEPTION AREA - SHORT WHILE LATER | 32、INT. NORA'S OFFICE - CONTINUOUS ACTION,What does Sheldon state about how he views Nora in the workplace?,Sheldon states that he sees Nora as a partner and values her input.,"Sheldon says he wants to start on the right foot, that he values her input, and sees her as a partner.",character states
63,36、INT. SHELDON'S OFFICE - SHORT TIME LATER | 34、INT. SHELDON'S NEW OFFICE - MOMENT LATER | 42、INT. LIMOUSINE - CONTINUOUS ACTION,What does Sheldon say about the gun when he is in the limo with Merv?,"Sheldon says that if Merv wants an autograph, the gun seems excessive and that honey works better than vinegar when catching flies.","Sheldon, visibly uneasy, responds with a nervous laugh, saying that if Merv wants an autograph, the gun seems excessive and that honey works better than vinegar when catching flies.",character states
64,11、INT. RECEPTION AREA - SHORT WHILE LATER | 43、INT. CORPORATE PENTHOUSE - NIGHT,What does Nora state about her feelings regarding Sheldon's decision not to go through with the ice show?,Nora states that she finds Sheldon's decision not to go through with the ice show deeply admirable.,"She said she had heard he was not going through with the ice show, and found that choice deeply admirable.",character states
65,23、INT. STUDIO B - LATER,What does Smoochy say about the smell of unprocessed flour?,Smoochy says that the smell of unprocessed flour makes his tummy do somersaults.,"Smoochy breathes in deeply and exclaims, 'Oooh... just the smell of unprocessed flour makes my tummy do somersaults!'",character states
