doc_title,chunk_id,description,scene_context
106、INT. KITCHEN - NIGHT,doc_105_chunk_0,"Burnham races across the kitchen floor, whips open a door and heads down another, narrow, darkened stairway",Kitchen and narrow stairway
120、INT. MECHANICAL ROOM - NIGHT,doc_119_chunk_0,"With a subhuman ROAR of anger, Burnham rips the entire phone panel off the wall with his bare hands.",
114、INT. MECHANICAL ROOM - NIGHT,doc_113_chunk_0,"Burnham BANGS through the door again, starts searching the darkened mechanical room, shining harsh light around its dingy walls.",Darkened mechanical room
105、INT. ENTRY FLOOR - NIGHT,doc_104_chunk_0,Burnham flies down the stairs from the third floor,third floor
105、INT. ENTRY FLOOR - NIGHT,doc_104_chunk_0,races across the foyer,foyer
105、INT. ENTRY FLOOR - NIGHT,doc_104_chunk_0,flies down the stairs to the kitchen floor,kitchen floor
135、INT. MASTER BEDROOM - NIGHT,doc_134_chunk_0,"Burnham stands by, powerless, horrifies, watching as Raoul savages Harris","At a closed door, Harris being beaten by Raoul"
103、INT. MASTER BEDROOM - NIGHT,doc_102_chunk_0,"Burnham bends down into frame, studying it, thinking the same thing she is.",Outside the panic room door
103、INT. MASTER BEDROOM - NIGHT,doc_102_chunk_0,He clears his throat.,Outside the panic room door
103、INT. MASTER BEDROOM - NIGHT,doc_102_chunk_0,"He turns, looks up at Junior.",Outside the panic room door
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_12,"His eyes fall on the bottle and the leather pouch she hurled through the door, then whip over to Sarah, who sags over into a fetal position on the floor.",Panic Room
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_12,"He crawls over to Sarah, puts his ear down next to Sarah's lips.",Panic Room
129、INT. KITCHEN - NIGHT,doc_128_chunk_1,Burnham stares down at the body in shock,Interior with dead body
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_13,"Burnham points to the pouch and the Glucogen, on the floor nearby.",
124、INT. MASTER BEDROOM - NIGHT,doc_123_chunk_2,Burnham still pleading with him.,
137、INT. MASTER BEDROOM - NIGHT,doc_136_chunk_0,"Burnham SHOUTS at Raoul, pleading.",
137、INT. MASTER BEDROOM - NIGHT,doc_136_chunk_0,"Burnham turns, looks up at the camera in the corner of the room.",
137、INT. MASTER BEDROOM - NIGHT,doc_136_chunk_0,He can't stand it anymore.,
137、INT. MASTER BEDROOM - NIGHT,doc_136_chunk_0,"He whips off his jacket, runs to the camera, and covers the lens.",
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_11,"He turns, annoyed.","Outside the door, Meg pounding and screaming"
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_11,"Burnham turns, looks at the monitors.","Inside the room, looking at monitors"
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_8,"Burnham turns, grabs his satchel, and drops to his knees in the middle of the floor.",
144、INT. MASTER BEDROOM - NIGHT,doc_143_chunk_0,"His eyes pop open, he sits up, sees the wide open door to the panic room.","Bedroom, Burnham notices the open door to the panic room"
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_5,"Burnham pushes past Raoul, at the speaker button, and leans forward.",Panic Room
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_5,He's approaching exhaustion.,Panic Room
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_10,Burnham unsnaps his satchel and gives it a shove.,
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_10,He begins his delicate work,
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_10,is suddenly jarred by a,
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_7,"Burnham looks at her, musters the most reassuring face he can come up with under the circumstances",Panic Room
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_7,"Burnham cocks a head, really looking at her",Panic Room
149、INT. PANIC ROOM - NIGHT,doc_148_chunk_2,"He takes Sarah's arm, stretches it out, exposing the underside of her forearm.",
149、INT. PANIC ROOM - NIGHT,doc_148_chunk_2,"Burnham ties the rubber tubing around Sarah's arm, pulls it tight.",
149、INT. PANIC ROOM - NIGHT,doc_148_chunk_0,"Burnham stands, looking down at them.",in the room
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_9,"Using his hand, Burnham measures six lengths in from the wall, then digs his fingernails into the weave of the carpet, looking for a seam.",
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_9,"He finds one, gets hold of it on one edge, and runs his other hand along the seam till he finds a place where it seems to turn a corner.",
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_9,"He stands, hovering over the carpet, and pulls back evenly with both hands.",
149、INT. PANIC ROOM - NIGHT,doc_148_chunk_7,"The shot successfully given, he pulls Sarah's sleeve back down.",
149、INT. PANIC ROOM - NIGHT,doc_148_chunk_7,"Burnham helps her to sit up, to lean against the wall.",
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_1,"Burnham turns, SCREAMS at the wall.",
152、INT. LIVING ROOM - NIGHT,doc_151_chunk_3,"Burnham races over, looks over his shoulder.","Panic room, monitoring the front stoop and foyer"
152、INT. LIVING ROOM - NIGHT,doc_151_chunk_3,He points to another monitor,"Panic room, monitoring the front stoop and foyer"
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_15,"Burnham shakes his hand off, violently.",
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_15,He bends down very close to Sarah's lips.,
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_10,"He bolts out of the room, through the metal door, which is just finishing its slow crank open, its heavy spring coiling in the wall.","Inside a room, metal door slowly opening"
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_2,"Burnham throws himself back on the floor, goes back to work on the safe.",
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_2,Fires up the drill again,
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_5,"Burnham doesn't lose his cool, just opens a",At the safe
157、INT. PANIC ROOM - NIGHT,doc_156_chunk_0,"Burnham continues to work, another drill, a bigger bit.","In the safe, Burnham drills with a bigger bit."
149、INT. PANIC ROOM - NIGHT,doc_148_chunk_1,Burnham crosses the room,"Room, Burnham crossing"
149、INT. PANIC ROOM - NIGHT,doc_148_chunk_1,Burnham drops to his knees next to Sarah and unzips the pouch,Across the room
149、INT. PANIC ROOM - NIGHT,doc_148_chunk_1,Burnham swallows,Across the room
149、INT. PANIC ROOM - NIGHT,doc_148_chunk_1,"He reaches into the pouch, take out a syringe, a sterile pad",Across the room
103、INT. MASTER BEDROOM - NIGHT,doc_102_chunk_1,"Pause. Then, as if a starting gun has been fired, Burnham leaps to his feet and races out of the bedroom.","Bedroom, after Junior mentions a snag in the basement"
127、INT. KITCHEN - NIGHT,doc_126_chunk_0,Burnham stops at the stairway.,"stairway, during Junior's attempt to open kitchen door"
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_7,"He whirls, sees an arm poking through the hole in the wall, gun extended.",
165、INT. HALLWAY - NIGHT,doc_164_chunk_0,"stops, frozen, his face twitching with indecision","stairwell, murder occurring above"
165、INT. HALLWAY - NIGHT,doc_164_chunk_0,runs down three steps,"stairwell, murder occurring above"
165、INT. HALLWAY - NIGHT,doc_164_chunk_0,stops again,"stairwell, murder occurring above"
165、INT. HALLWAY - NIGHT,doc_164_chunk_0,runs down the rest of the stairs,"stairwell, murder occurring above"
195、INT. KITCHEN - NIGHT,doc_194_chunk_2,"Burnham opens the kitchen door, letting the two other guys slip inside.",Kitchen
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_8,Burnham shoves the loose bonds into his jacket.,Panic room
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_0,Burnham is this close to getting the safe open,"Inside the panic room, Burnham working on safe"
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_0,"Burnham and Raoul freeze, alarmed","Inside the panic room, after hearing WHOMP and CRUNCH"
129、INT. KITCHEN - NIGHT,doc_128_chunk_0,"Burnham is freaking out, but trying to stay calm.","Outside, as Raoul walks past Burnham"
129、INT. KITCHEN - NIGHT,doc_128_chunk_0,whose jaw is dropped in horror,"Outside, after Raoul drags Junior into the house"
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_3,"Burnham stops, sags to his knees.",
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_3,"He reaches into his jacket, pulls out the loose stack of bonds.",
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_3,"He fans them out, stares down at them, holds them like playing cards.",
195、INT. KITCHEN - NIGHT,doc_194_chunk_1,steps over to the kitchen door,"Inside a building, intruders approach the kitchen door"
195、INT. KITCHEN - NIGHT,doc_194_chunk_1,runs his silvery strip through the gap,"Inside a building, intruders approach the kitchen door"
166、INT. MASTER BEDROOM - NIGHT,doc_165_chunk_4,"Burnham stands there, looking down at Meg and Sarah.","Panic room, after Raoul's death"
166、INT. MASTER BEDROOM - NIGHT,doc_165_chunk_4,"He zips his jacket, turns, and hurries away.","Panic room, after Raoul's death"
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_4,"Burnham maintains his focus, throwing open the safe, revealing -- -- nothing.",Inside the panic room
195、INT. KITCHEN - NIGHT,doc_194_chunk_5,He starts for the door.,
195、INT. KITCHEN - NIGHT,doc_194_chunk_4,(pause),
195、INT. KITCHEN - NIGHT,doc_194_chunk_4,Burnham sighs.,
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_1,"Burnham freezes, silhouetted in the doorway.","Doorway of a house, police standoff with gale"
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_1,"Burnham can't see anything in the stinging light, and can't hear much either, over the ROARING wind.","Doorway of a house, police standoff with gale"
166、INT. MASTER BEDROOM - NIGHT,doc_165_chunk_3,Burnham appears on the other side of the door.,At a door after Raoul smacks the red button
166、INT. MASTER BEDROOM - NIGHT,doc_165_chunk_3,"He reaches in, grabs hold of Raoul, to pull him off her",At a door after Raoul smacks the red button
195、INT. KITCHEN - NIGHT,doc_194_chunk_8,He moves for the door.,"Inside a house, Burnham attempts to leave after saying 'Peace out'."
232、INT. LIVING ROOM - NIGHT,doc_231_chunk_0,Only Burnham has remained relatively calm.,"Living room, argument interrupted by voice"
232、INT. LIVING ROOM - NIGHT,doc_231_chunk_0,"After he gets over the initial shock, he walks toward the tiny camera that's hidden in an upper corner of the living room wall and","Living room, argument interrupted by voice"
232、INT. LIVING ROOM - NIGHT,doc_231_chunk_1,"Burnham looks up at the camera and shakes his head, wagging a finger from side to side.",On monitors
232、INT. LIVING ROOM - NIGHT,doc_231_chunk_1,"He raises a hand, makes a gesture like a telephone, then wags his finger again.",On monitors
153、INT. ENTRY FLOOR - NIGHT,doc_152_chunk_8,"Burnham turns, looks over at her",
153、INT. ENTRY FLOOR - NIGHT,doc_152_chunk_8,"Burnham and Raoul close themselves off, for a private conversation.",
195、INT. KITCHEN - NIGHT,doc_194_chunk_9,(Burnham hesitates),
195、INT. KITCHEN - NIGHT,doc_194_chunk_9,(Burnham sways),
232、INT. LIVING ROOM - NIGHT,doc_231_chunk_3,Burnham holds up a finger to the camera -- wait a second --,Panic room monitors
222、INT. ENTRY FLOOR - NIGHT,doc_221_chunk_0,"Burnham can't take it anymore, he takes off after Junior, following him upstairs","Foyer, following Junior upstairs"
233、INT. LIVING ROOM - NIGHT,doc_232_chunk_1,(sniffs),
233、INT. LIVING ROOM - NIGHT,doc_232_chunk_2,Burnham goes to the window and stares outside.,"Room with Raoul and Junior, discussing access to the room"
233、INT. LIVING ROOM - NIGHT,doc_232_chunk_2,"He laughs, covers his face.","Room with Raoul and Junior, discussing access to the room"
202、INT. LIVING ROOM - NIGHT,doc_201_chunk_1,Burnham rolls his eyes.,"Foyer, about to move toward the stairs"
202、INT. LIVING ROOM - NIGHT,doc_201_chunk_1,"Doesn't know this guy much, but hates him so far.","Foyer, about to move toward the stairs"
151、INT. PANIC ROOM - NIGHT,doc_150_chunk_0,"Burnham goes to work on the floor safe with a small, specialized drill.",At the floor safe
151、INT. PANIC ROOM - NIGHT,doc_150_chunk_0,Burnham looks up at him,After Raoul's comment
151、INT. PANIC ROOM - NIGHT,doc_150_chunk_0,Burnham goes back to work,After Raoul walks away
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_2,Burnham drops to his knees,
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_2,rips open another tool case,
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_2,"He selects one, twists it into the drill",
236、INT. KITCHEN FLOOR - REAR DOORS - NIGHT,doc_235_chunk_0,Burnham has a cordless screwdriver and a pile of long screws in his hand.,French doors leading to the garden
236、INT. KITCHEN FLOOR - REAR DOORS - NIGHT,doc_235_chunk_0,"He reaches up, drills a screw through the door, into the corner of the door frame.",French doors leading to the garden
236、INT. KITCHEN FLOOR - REAR DOORS - NIGHT,doc_235_chunk_0,He does the same at the bottom of the door.,French doors leading to the garden
236、INT. KITCHEN FLOOR - REAR DOORS - NIGHT,doc_235_chunk_0,"He unlocks the doorknob, tries it.",French doors leading to the garden
236、INT. KITCHEN FLOOR - REAR DOORS - NIGHT,doc_235_chunk_0,"He moves on, to the next door.",French doors leading to the garden
233、INT. LIVING ROOM - NIGHT,doc_232_chunk_5,"At the window, Burnham notices something sitting just outside the French doors, on the balcony.","Window, balcony"
233、INT. LIVING ROOM - NIGHT,doc_232_chunk_5,"He thinks, takes a step closer.","Window, balcony"
233、INT. LIVING ROOM - NIGHT,doc_232_chunk_5,He sees a white five gallon tank of some kind underneath the grill.,"Window, balcony"
250、INT. MASTER BEDROOM - NIGHT,doc_249_chunk_0,"Burnham lunges across the room at Raoul, to get his hands on the valve, to turn off the gas.","Master bedroom, physical altercation"
250、INT. MASTER BEDROOM - NIGHT,doc_249_chunk_0,"Burnham SLAMS into the wall, bounces off and SCREAMS at Raoul","Master bedroom, physical altercation"
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_0,tearing at the sheetrock with the sharp end of the tool,"Master bedroom, intruders present, Burnham tearing at sheetrock to access panic room"
246、INT. MASTER BEDROOM - NIGHT,doc_245_chunk_0,Raoul shoves Burnham out of the way.,Near the tank
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_2,"Burnham moves suddenly, flinging the door shut right in the Cop's face.",
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_2,Burnham turns to run but doesn't get more than a few paces,
134、INT. MASTER BEDROOM - NIGHT,doc_133_chunk_0,Burnham SHOUTS at the door to the room.,"At the door to the room, Burnham shouts."
134、INT. MASTER BEDROOM - NIGHT,doc_133_chunk_0,"Burnham, standing over Harris",On monitors
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_4,"Burnham CRUNCHES to the floor next to the tank, knocking the other end of the hose away from the spigot just as the blue flame erupts from the end of the hose.",Bedroom
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_4,Burnham HOWLS and rolls on the floor in pain.,Bedroom
108、INT. MECHANICAL ROOM - NIGHT,doc_107_chunk_0,"Burnham SLAMS open the door to a dark room, pulls the string on a bare bulb.",Dark room
108、INT. MECHANICAL ROOM - NIGHT,doc_107_chunk_0,He SMACKS the bulb,Dark room
108、INT. MECHANICAL ROOM - NIGHT,doc_107_chunk_0,He turns and races out of the room.,Dark room
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_2,Burnham's eyes suddenly pop wide as he identifies the sound.,Bedroom
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_2,He tears himself away from the wall --,Bedroom
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_2,"Burnham leaps through the air, hurling himself toward the propane tank",Bedroom
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_4,Burnham shoves the end of the garden hose into the hole he's just drilled in the air duct.,
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_4,"Burnham tosses the bonds to the floor, the same gesture as folding a hand of poker.","Foyer, cops entering through the front door"
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_4,"He GROANS and collapses, slowly, falling through the bonds, twisting as he goes down.","Foyer, cops entering through the front door"
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_4,"He SLAPS onto his back in the foyer as the wind gusts through the open door, scoops the bonds up off the floor, and blows them back into the house, as if they were never meant to leave.","Foyer, cops entering through the front door"
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_5,Burnham snugs the cut end of the garden hose over a spigot at the top of the tank.,"Propane tank, Burnham attaching hose"
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_5,"Burnham raises his hand to the knob, hesitates, doesn't really want to do this, but doesn't stop himself either.","Propane tank, Burnham hesitating at valve"
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_5,He spins it open. Halfway.,"Propane tank, Burnham turning valve"
255、INT. MASTER BEDROOM - NIGHT,doc_254_chunk_1,Burnham tries to follow him,Raoul stops Burnham from following Junior downstairs.
255、INT. MASTER BEDROOM - NIGHT,doc_254_chunk_1,Burnham swallows,After Raoul orders Burnham to stay.
255、INT. MASTER BEDROOM - NIGHT,doc_254_chunk_1,But stays,After Raoul orders Burnham to stay.
269、INT. MASTER BEDROOM - NIGHT,doc_268_chunk_0,"Burnham looks down, at the baseboard below.",
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_1,Burnham is still lingering under the camera.,Hallway
255、INT. MASTER BEDROOM - NIGHT,doc_254_chunk_0,"Burnham stands there, in pain.",After the sounds stop
253、INT. MASTER BEDROOM - NIGHT,doc_252_chunk_0,he's in a rage,In the bedroom
253、INT. MASTER BEDROOM - NIGHT,doc_252_chunk_0,He POUNDS the metal door of the panic room.,At the panic room door
258、INT. FOYER - NIGHT,doc_257_chunk_3,"Burnham is visible, standing in the master bedroom doorway, listening.",Master bedroom doorway
267、INT. MASTER BEDROOM - NIGHT,doc_266_chunk_0,"He's still at the door, fingertips still resting there.",At the door
257、INT. MASTER BEDROOM - NIGHT,doc_256_chunk_0,Burnham is concerned as well.,"Master bedroom, listening to conversation in the foyer (one floor below)"
257、INT. MASTER BEDROOM - NIGHT,doc_256_chunk_0,"he's standing in the doorway, straining like hell to hear a conversation that Junior and Raoul are having in the foyer, one floor one.","Master bedroom, listening to conversation in the foyer (one floor below)"
257、INT. MASTER BEDROOM - NIGHT,doc_256_chunk_0,Burnham chews a fingernail.,"Master bedroom, listening to conversation in the foyer (one floor below)"
257、INT. MASTER BEDROOM - NIGHT,doc_256_chunk_0,He throws a look back at the door to the panic room.,"Master bedroom, listening to conversation in the foyer (one floor below)"
257、INT. MASTER BEDROOM - NIGHT,doc_256_chunk_0,He looks back out the bedroom door. Listening.,"Master bedroom, listening to conversation in the foyer (one floor below)"
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_4,"Burnham flies down the stairs and appears in the foyer, nextnto Junior and Raoul.","On monitors, Burnham appears in the foyer"
207、INT. STAIRWELL - NIGHT,doc_206_chunk_0,"Burnham's eyes are wide as saucers, staring at Junior as he turns and pulls himself to his feet.","Living room, Junior turns and pulls himself to his feet"
207、INT. STAIRWELL - NIGHT,doc_206_chunk_0,"Burnham stays, reluctant -- what the fuck has he gotten himself into?","Living room, after Junior and Raoul head for the stairs"
27、INT. KITCHEN - NIGHT,doc_26_chunk_2,"Burnham opens the kitchen door, letting the two other guys slip inside.","Kitchen, Burnham lets Raoul and Junior inside"
27、INT. KITCHEN - NIGHT,doc_26_chunk_9,Burnham hesitates,
27、INT. KITCHEN - NIGHT,doc_26_chunk_9,Burnham sways,
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_2,"lurking in the hallway, just about six feet from the door to the panic room",Master Bedroom hallway
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_2,takes a step toward the stairs,Hallway
259、INT. MASTER BEDROOM - NIGHT,doc_258_chunk_0,Burnham is desperate.,Bedroom
259、INT. MASTER BEDROOM - NIGHT,doc_258_chunk_0,He takes a few steps out of the bedroom,Bedroom
27、INT. KITCHEN - NIGHT,doc_26_chunk_5,He starts for the door.,
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_3,Burnham puts drill to metal and hits the switch,"At the wall, drilling a duct"
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_3,Burnham snaps his fingers for it,After Raoul brings a garden hose
233、INT. LIVING ROOM - NIGHT,doc_232_chunk_0,"Burnham, Raoul, and Junior stand arrayed beneath the camera, staring up at it, dumbfounded.","Living room, after Meg signs off"
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_3,Burnham can't take it anymore.,Hallway
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_3,He turns and takes off down the stairs.,Hallway
230、INT. MASTER BEDROOM - NIGHT,doc_229_chunk_0,"Burnham finally walks into the room and stops in the doorway, looks from Raoul to Junior to the door to the panic room, figures out the situation.","Inside a room, Burnham enters and figures out the situation."
27、INT. KITCHEN - NIGHT,doc_26_chunk_4,(pause),House escrow dispute
27、INT. KITCHEN - NIGHT,doc_26_chunk_4,Burnham sighs.,House escrow dispute
263、INT. MASTER BEDROOM - NIGHT,doc_262_chunk_0,"Burnham stops in the middle of the floor, turns in a frantic circle.","Room, three men burst in"
263、INT. MASTER BEDROOM - NIGHT,doc_262_chunk_0,His eyes fall on the empty charger.,"Room, empty charger"
27、INT. KITCHEN - NIGHT,doc_26_chunk_1,"steps over to the kitchen door, runs his silvery strip through the gap",Intruders approach building's kitchen door
284、INT. MECHANICAL ROOM - NIGHT,doc_283_chunk_0,"Burnham runs to it, flings it open.",mechanical room
284、INT. MECHANICAL ROOM - NIGHT,doc_283_chunk_0,SLAMS it shut.,mechanical room
265、INT. MASTER BEDROOM - NIGHT,doc_264_chunk_0,"Burnham stands just outside the door, fingertips lightly resting on it, the ghost of a smile on his face","Bedroom, Burnham stands outside the door"
278、INT. LIVING ROOM - NIGHT,doc_277_chunk_0,"Burnham slides to his knees, snatches a flashlight from his duffel, leaps up and takes off again.",
271、INT. MASTER BEDROOM - NIGHT,doc_270_chunk_1,Burnham leaps to his feet and races out of the bedroom.,Inside a bedroom
280、INT. STAIRWELL - NIGHT,doc_279_chunk_0,Burnham flies down the stairs,
295、INT. KITCHEN - NIGHT,doc_294_chunk_1,Burnham SHOUTS incoherently and turns.,"Kitchen, after Junior is shot"
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_0,"Burnham races down the steps, hurries to the entry door, throws it open",At the entry door
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_0,"He blinks, tries to focus on whoever's on the other end of that gun.",At the entry door
276、INT. MECHANICAL ROOM - NIGHT,doc_275_chunk_0,"Burnham SLAMS open the door to a dark room, pulls the string on a bare bulb.",Inside a dark room
276、INT. MECHANICAL ROOM - NIGHT,doc_275_chunk_0,"He SMACKS the bulb, it swings wildly, SMASHES on the cement wall.",Inside a dark room
276、INT. MECHANICAL ROOM - NIGHT,doc_275_chunk_0,He turns and races out of the room.,Inside a dark room
254、INT. PANIC ROOM - NIGHT,doc_253_chunk_0,Burnham continues to rant,Outside panic room door
292、INT. MASTER BEDROOM - NIGHT,doc_291_chunk_2,Burnham still pleading with him,
27、INT. KITCHEN - NIGHT,doc_26_chunk_8,He moves for the door.,"Inside a house, Burnham attempts to leave after a plan discussion."
274、INT. KITCHEN - NIGHT,doc_273_chunk_0,"Burnham races across the kitchen floor, whips open a door and heads down another, narrow, darkened stairway","Kitchen and narrow, darkened stairway"
298、INT. PANIC ROOM - NIGHT,doc_297_chunk_0,Burnham hurries to the door,"Monitoring room, Harris attacked by Raoul"
294、INT. LIVING ROOM - NIGHT,doc_293_chunk_0,Burnham is behind him.,"Living room, Junior preparing to leave for kitchen"
294、INT. LIVING ROOM - NIGHT,doc_293_chunk_0,Burnham follows.,"Stairs to kitchen, Burnham following Junior"
288、INT. MECHANICAL ROOM - NIGHT,doc_287_chunk_0,"With a subhuman ROAR of anger, Burnham rips the entire phone panel off the wall with his bare hands",
290、INT. MASTER BEDROOM - NIGHT,doc_289_chunk_0,"Tired, Burnham drags himself back up the stairs and into the doorway of the master bedroom.","Master bedroom doorway, Burnham returns to find Raoul and Junior."
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_0,Burnham turns abruptly.,
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_0,He turns around.,
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_0,He hears it again.,
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_0,"He walks forward, slowly, toward the wall.",
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_0,"He moves closer, gets right up next to the wall.",
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_0,"He leans into the wall, putting his ear right up next to the air duct.",
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_0,"This close, he hears the sound in more detail, realizes it's two sounds.",
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_0,He arches an eyebrow.,
282、INT. MECHANICAL ROOM - NIGHT,doc_281_chunk_0,Burnham BANGS through the door again,Darkened mechanical room
282、INT. MECHANICAL ROOM - NIGHT,doc_281_chunk_0,starts searching the darkened mechanical room,Darkened mechanical room
282、INT. MECHANICAL ROOM - NIGHT,doc_281_chunk_0,shining harsh light around its dingy walls,Darkened mechanical room
300、INT. MASTER BEDROOM - NIGHT,doc_299_chunk_0,"Burnham, bends down next to him.","Panic room, Harris collapsed at door"
300、INT. MASTER BEDROOM - NIGHT,doc_299_chunk_0,"Burnham stands up, turns to the video camera, and SHOUTS.","Panic room, after Harris nods"
295、INT. KITCHEN - NIGHT,doc_294_chunk_0,Burnham stops at the stairway.,"Stairway, Burnham stops as Junior unscrews the kitchen door"
308、INT. PANIC ROOM - NIGHT,doc_307_chunk_4,Burnham sitting in a chair,"Living room, urgent conversation with Raoul"
