id,scene,question,answer,evidence,qa_type
31,47、EXT./INT. SMITH MOTORS - LAB - MORNING,"In [47、EXT./INT. SMITH MOTORS - LAB - MORNING], What emotion does Selvig display when viewing the monitor?",Pride,He looks proud.,character states
32,30、EXT. GATE OF ASGARD - DAY,What is the purpose of the Rainbow Bridge?,To connect Odin's palace to Heimdall's Observatory.,"Wide and flat, it runs straight out from Odin's palace to the mists and black void of space beyond. In the distance far ahead, the Bridge continues on until it reaches Heimdall's Observatory.",causal/relational queries
33,25、INT. VAULT - DAY,What caused the latticework to separate and retract?,The creatures lifting the Casket,"as they do, the intricate latticework behind the Casket starts to separate and retract",causal/relational queries
34,27、INT. VAULT - DAY,What caused Thor to believe the Jotuns would have destroyed the Nine Realms?,Odin taking the Casket of Ancient Winters from them.,If you hadn't taken it from them they would have laid waste to all the Nine Realms!,causal/relational queries
35,41、EXT. BIFROST LANDING SITE (EARTH) - MOMENTS LATER,"In [41、EXT. BIFROST LANDING SITE (EARTH) - MOMENTS LATER], What is Thor's physical condition?",Unconscious,unconscious Thor,character states
36,36、EXT. JOTUNHEIM - DAY,What does Fandral question about their current activity?,Adventuring? Is that what we're doing?,FANDRAL Adventuring? Is that what we're doing?,dialogue/beliefs
37,36、EXT. JOTUNHEIM - DAY,"In [36、EXT. JOTUNHEIM - DAY], What does Fandral threaten to do if he hears Volstagg sing again?",Fall on my own sword.,"FANDRAL If I have to listen to Volstagg's singing voice one more time, I'll fall on my own sword!",dialogue/beliefs
38,3、INT. SUV - NIGHT,What causes the anomalies Jane is studying?,Geomagnetic storms,The anomalies are always precipitated by geomagnetic storms.,causal/relational queries
39,40、EXT. BIFROST LANDING SITE (EARTH) - NIGHT,Why did Thor search the ground after waking up?,To find his hammer,Thor searches the ground. THOR Hammer...,causal/relational queries
40,13、EXT. SPACE,What does Asgard represent according to the passage?,"The greatest Realm the universe has ever known, home to the proudest warriors.","He came... from Asgard! But for all their thirst for knowledge, they let our lessons fall into myth and dreams. Where did he come from? He came from us, the proudest race of warriors the Worlds have ever seen. He came from this -- the greatest Realm the universe has ever known.",terminology/abbreviation/concept
41,62、INT. ODIN'S CHAMBERS - DAY,"In [62、INT. ODIN'S CHAMBERS - DAY], Where are Frigga and Loki when they speak about Odin?",In a chamber with warped walls and no daylight,"The walls of the chamber have moved close around him, protecting him like a dark crypt, sealing off any daylight.",scene localization
42,56、EXT. HOSPITAL PARKING LOT - DAY,"In [56、EXT. HOSPITAL PARKING LOT - DAY], What is Jane's emotional state?",Apologetic and guilty,I'm so sorry. I swear I'm not doing that on purpose,character states
43,"1、EXT. PUENTE ANTIGUO, NEW MEXICO - NIGHT",What action is the large SUV performing?,Slowly moves down the street and heads out of town.,A large SUV slowly moves down the street and heads out of town.,detailed description
44,44、INT. COUNTY HOSPITAL ER - NIGHT,"In [44、INT. COUNTY HOSPITAL ER - NIGHT], What is Thor's physical condition?",Unconscious,Selvig watches the unconscious Thor with interest,character states
45,46、EXT. NEW MEXICO DESERT - DAWN,"In [46、EXT. NEW MEXICO DESERT - DAWN], What is the TOWNIE's emotional state when he first approaches the crater?",Curious.,his curiosity piqued by what he sees,character states
46,51、INT. COUNTY HOSPITAL ER - DAY,"In [51、INT. COUNTY HOSPITAL ER - DAY], What does Jane claim to be in relation to the patient?",His wife.,But... I'm his wife.,character states
47,32、INT. HEIMDALL'S OBSERVATORY - DAY,Why does Heimdall insert his sword into the control panel?,To start up the Observatory's apparatus.,"Heimdall inserts his sword into the control panel, and the apparatus of the Observatory starts up.",causal/relational queries
48,33、EXT. RAINBOW BRIDGE,"In [33、EXT. RAINBOW BRIDGE], What is the result of the Bifrost energy quickening along the Bridge?",It feeds into the Observatory.,"The Bifrost energy quickens along the Bridge, feeding into the Observatory.",causal/relational queries
49,60、EXT. INSIDE OF CRATER,"In [60、EXT. INSIDE OF CRATER], Where is the mysterious object located?",At the center of the crater,"They watch the center of the crater, where LARGE MEN have formed a line",scene localization
50,30、EXT. GATE OF ASGARD - DAY | 31、EXT. HEIMDALL'S OBSERVATORY - DAY | 37、EXT. CENTRAL PLAZA - DAY,Why does Heimdall allow Thor and his companions to pass through the Observatory?,Heimdall allows them to pass because Thor directly commands him to grant passage and instructs him to keep their departure secret until their return.,"Thor looks directly at the Gatekeeper and asks, 'Heimdall, may we pass?' ... then tells him, 'Then tell no one where we've gone until we've returned.' Without another word, Heimdall stands aside, allowing Thor and the others to walk past him across the bridge.",causal/relational queries
51,38、EXT. BIFROST LANDING SITE (JOTUNHEIM) - DAY | 39、INT. HEIMDALL'S OBSERVATORY - DAY,What does Odin state about Thor's readiness to rule?,Odin states that he was a fool to believe Thor was ready to rule.,Odin says he was a fool to believe Thor was ready to rule.,character states
52,3、INT. SUV - NIGHT | 11、INT. SUV | 12、EXT. BIFROST LANDING SITE (EARTH) | 47、EXT./INT. SMITH MOTORS - LAB - MORNING,What does Selvig state about his connection to the person at LIGO?,Selvig states that the person at LIGO is more than a friend.,"When Jane asks if Selvig still has a contact at LIGO, he corrects her by saying the person is more than a friend.",character states
53,37、EXT. CENTRAL PLAZA - DAY | 39、INT. HEIMDALL'S OBSERVATORY - DAY,Why does Odin disown Thor's right to the throne?,"Odin disowns Thor's right to the throne because he believes Thor is unready to rule, as demonstrated by Thor's pride, defiance, and failure to protect his friends.","Odin says he was a fool to believe Thor was ready to rule, and he states that Thor cannot even protect his friends, let alone a kingdom, accusing him of speaking out of pride and vanity rather than leadership.",causal/relational queries
54,21、INT. PALACE ANTEROOM - DAY | 31、EXT. HEIMDALL'S OBSERVATORY - DAY | 37、EXT. CENTRAL PLAZA - DAY,What does Frigga state about Thor's ability to hide his feelings from her?,"Frigga states that Thor may fool the rest of Asgard, but he cannot fool her.","Frigga replies that he may fool the rest of Asgard, but not her.",character states
55,47、EXT./INT. SMITH MOTORS - LAB - MORNING | 2、EXT. SUV - NIGHT | 3、INT. SUV - NIGHT | 47、EXT./INT. SMITH MOTORS - LAB - MORNING,How does Jane support her theory that the anomaly is a wormhole?,"Jane supports her theory by analyzing a frame-grab of the Bifrost footage, pointing out the lensing effect around the anomaly's edges, which resembles an Einstein-Rosen Bridge. She also compares a star chart to the constellations visible in the image and observes that the stars inside the anomaly do not match the current alignment in their region, indicating they originate from another part of space.","Jane points to the lensing effect around the edges of the anomaly and tells Selvig it resembles an Einstein-Rosen Bridge—a wormhole. She spreads out a star chart and compares it to the constellations visible in the image. She notes that the stars inside the bubble do not match the current alignment in their quadrant, indicating they are from another region of space.",detailed description
56,11、INT. SUV | 12、EXT. BIFROST LANDING SITE (EARTH) | 47、EXT./INT. SMITH MOTORS - LAB - MORNING,Why did Jane ask Selvig to contact someone at LIGO?,Jane asked Selvig to contact someone at LIGO because she believed the observatory would have detected gravitational waves during the previous night's event and she needed the data to support her hypothesis.,"Jane explained that if she was right, the observatory would have detected gravitational waves during the previous night's event, and she pointed to the monitor where the Bifrost footage played, indicating her belief that the event was significant enough to generate such waves.",causal/relational queries
57,9、INT. SUV | 11、INT. SUV | 41、EXT. BIFROST LANDING SITE (EARTH) - MOMENTS LATER,What does Selvig state about Darcy's use of the taser on Thor?,Selvig criticizes Darcy for using the taser on Thor outside the vehicle.,Selvig scolded Darcy for using the taser on him outside the vehicle.,character states
58,27、INT. VAULT - DAY | 35、EXT. BIFROST LANDING SITE (JOTUNHEIM) - DAY | 29、EXT. ODIN'S PALACE - DAY | 28、INT. BANQUET HALL - DAY,Why does Thor decide to go to Jotunheim despite Odin's refusal to declare war?,"Thor decides to go to Jotunheim because he believes it is necessary to secure Asgard's safety, as he suspects the Frost Giants may return with an army, and he feels compelled to take action even without his father's approval.","Loki admits he believes Thor is right about the Frost Giants and Laufey—those who breached Asgard once might return, perhaps with an army. Thor insists that securing Asgard’s safety is not a joke. Before leaving, he declares, 'We're going to Jotunheim.'",causal/relational queries
59,40、EXT. BIFROST LANDING SITE (EARTH) - NIGHT | 12、EXT. BIFROST LANDING SITE (EARTH) | 47、EXT./INT. SMITH MOTORS - LAB - MORNING,What does Darcy state about her action toward Thor after using the taser?,Darcy does not state anything about her action after using the taser.,"The passage describes Darcy using the taser on Thor and standing over him with it in hand, but it does not include any statement made by Darcy about her action.",character states
60,29、EXT. ODIN'S PALACE - DAY | 31、EXT. HEIMDALL'S OBSERVATORY - DAY,Why did Loki snap at Volstagg after crossing the bridge?,Loki snapped at Volstagg because Volstagg mocked his failed attempt to trick Heimdall.,"After passing Heimdall, Volstagg walks beside Loki and mocks his failed attempt to persuade the Gatekeeper. Loki snaps back, telling Volstagg to get off the bridge before it cracks under his weight.",causal/relational queries
61,38、EXT. BIFROST LANDING SITE (JOTUNHEIM) - DAY | 37、EXT. CENTRAL PLAZA - DAY | 38、EXT. BIFROST LANDING SITE (JOTUNHEIM) - DAY,Why does Thor decide to leave the temple plaza before the battle begins?,"Thor decides to leave the temple plaza because Laufey warns him that he does not understand the consequences of his actions and commands them to leave while he still allows it, and Thor recognizes the danger of the situation.","Laufey warns that Thor does not understand what his actions might unleash, then commands them to leave while he still allows it. Thor hesitates, glaring at Laufey, but eventually turns to go.",causal/relational queries
62,7、INT. SUV | 3、INT. SUV - NIGHT | 47、EXT./INT. SMITH MOTORS - LAB - MORNING,Why did Jane ask Selvig if he had a contact at LIGO?,"Jane asked Selvig if he had a contact at LIGO because she believed the observatory would have detected gravitational waves during the previous night's storm event, and she wanted to obtain that data to support her hypothesis.","Jane explained that if she was right, the observatory would have detected gravitational waves during the previous night's event, and she wanted to get that data by reaching out through Selvig's contact.",causal/relational queries
63,2、EXT. SUV - NIGHT | 3、INT. SUV - NIGHT | 5、INT. SUV,What does Jane say to express her excitement and seek confirmation from Selvig about the phenomenon?,"Jane expresses her excitement by exclaiming that the phenomenon is great and asks Selvig if he sees it too, wondering if she is going crazy.","Jane grins, visibly excited, and turns to Selvig. 'Isn't this great?!' she exclaims. A moment later, she asks, 'You're seeing it too, right? I'm not crazy?'",character states
64,2、EXT. SUV - NIGHT | 5、INT. SUV,What does Jane state about her observation to Selvig?,"Jane states that she is excited about what she is seeing and asks Selvig if he is seeing it too, expressing concern that she might be imagining it.","Jane exclaims, 'Isn't this great?!' and then asks, 'You're seeing it too, right? I'm not crazy?'",character states
