id,scene,question,answer,evidence,qa_type
18,"34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS -","In [34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS -], What is Benjamin Button's physical condition?","Small, shrunken, hunched with age, legs and hands crippled with arthritis","small, shrunken, hunched with age, legs and hands crippled with arthritis",character states
19,"67、INT. FRONT ROOM, NOLAN HOUSE - ANOTHER DAY,",What does the old woman say about her dog?,"He's as old as the hills. Blind too. Can hardly get around, he won't be a bother much longer.","THE WOMAN He's as old as the hills. Blind too. Can hardly get around, he won't be a bother much longer.",dialogue/beliefs
20,"55、EXT. NOLAN HOUSE, NEW ORLEANS - LATE NIGHT,",What does Queenie ask Benjamin upon his return?,Where in God's name have you been?,QUEENIE (V.O.) Where in God's name have you been?!!,dialogue/beliefs
21,"42、INT. CHURCH TENT, NEW ORLEANS - A SATURDAY NIGHT,",What is the preacher's reason for commanding Benjamin to walk?,To demonstrate faith and divine inspiration.,He's going to see this little old man walk... by faith and divine inspiration alone...,causal/relational queries
22,"47、INT. THE NOLAN HOUSE, KITCHEN - ANOTHER DAY,",Why do the old people shrink when Ngunda Oti mentions cannibals?,He told them his wife was eaten by cannibals.,"NGUNDA OTI... My wife, she can't swim, so she eaten. AN OLD WOMAN... You escaped cannibals? NGUNDA OTI... I escaped across the river...",causal/relational queries
23,"14、INT. THE NEW TRAIN STATION, NEW ORLEANS - DAY,","In [14、INT. THE NEW TRAIN STATION, NEW ORLEANS - DAY,], What is Teddy Roosevelt's emotional state?",Bereft,"Teddy Roosevelt, bereft, removes his hat...",character states
24,"24、EXT. NEW ORLEANS, GARDEN DISTRICT - NIGHT,","In [24、EXT. NEW ORLEANS, GARDEN DISTRICT - NIGHT,], What is Thomas's behavioral state?",Scurrying with the crying infant,"Thomas, scuttling with the crying infant through narrow streets past the back porches and the back stairs of the large old moldering antebellum houses...",character states
25,"48、INT. THE PARLOR, NOLAN HOUSE - ANOTHER TIME,",What causes Benjamin to retreat up the stairs?,Mr. Oti sensing his presence and turning towards him.,"as Mr. Oti senses Benjamin's presence, turning... Benjamin retreating on his canes as fast as he can back up the stairs...",causal/relational queries
26,"35、EXT. THE PORCH, NOLAN HOUSE, NEW ORLEANS - NIGHT,",How does Benjamin attempt to get a better view of the street?,He leans forward while sitting on the edge of the porch.,Benjamin... wheels himself... to the very edge... leans forward to get an even better view,detailed description
27,"38、EXT. THE FRONT LAWN, NOLAN HOUSE - MORNING,",What action does Queenie perform upon seeing General Winslow raising the flag?,She runs across the lawn with a coat for him.,Queenie comes running across the lawn with a coat for him.,detailed description
28,"27、INT. QUEENIE'S ROOM, OLD HOUSE, NEW ORLEANS - NIGHT","In [27、INT. QUEENIE'S ROOM, OLD HOUSE, NEW ORLEANS - NIGHT], What is Mrs. Hollister's behavioral state?",Mrs. Hollister is looking very lost.,"looking very lost, looking in the room",character states
29,"36、INT. QUEENIE'S ROOM - NIGHT,",What actions does Tizzy perform with Benjamin?,"Tizzy picks up Benjamin, carries him out, and places him in a wheelchair.","Tizzy coming in... signal to pick him up, carrying him out... sitting him in his wheelchair",detailed description
30,"56、INT. KITCHEN, QUEENIE'S SINK, NOLAN HOUSE - NIGHT",What does Benjamin believe about his day?,It had been the best day of my life.,BENJAMIN (V.O.)'s statement,dialogue/beliefs
31,"10、EXT. NEW ORLEANS CEMETERY - DAY,",What does Daisy's voiceover say about Mr. Cake?,"Mr. Cake went back to work on his clock, laboring to finish.",DAISY'S (V.O.) Mr. Cake went back to work on his clock... laboring to finish...,dialogue/beliefs
32,"59、INT. DINING ROOM, NOLAN HOUSE - THANKSGIVING,",What belief does Ngunda Oti express about birds?,Birds that can't fly are easy to eat.,NGUNDA OTI: I like birds that can't fly. They're easy to eat.,dialogue/beliefs
33,"34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS -","In [34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS -], What is Benjamin Button's behavioral state?","Uses his fork like a child, banging it for noise","uses his fork like a child might, banging it just for the hell of it making noise",character states
34,"39、INT. MRS. WAGNER'S ROOM, NOLAN HOUSE - MORNING,",What is Queenie doing to Benjamin in the scene?,giving Benjamin a bath and massaging his crippled legs,Queenie giving Benjamin a bath... massaging his poor crippled legs,detailed description
35,"33、INT. ""NEW"" TRAIN STATION, NEW ORLEANS - ANOTHER DAY,",What are the cherubs doing with the clock's hands?,Pushing the 'hands of progress',cherubs pushing the 'hands of progress',detailed description
36,"41、INT. KITCHEN, NOLAN HOUSE - NIGHT,",What is the relationship between Tizzy's grandfather and John Wilkes Booth?,Tizzy's grandfather was a dresser for Booth.,The actor my grandfather worked for was John Wilkes Booth. He killed Abraham Lincoln.,causal/relational queries
37,"45、EXT. AN OLD NEW ORLEANS' CEMETERY - DAY,",Why is Sybil Wagner laid to rest?,To sing in another choir,"Sybil Wagner, laid to rest to sing in another choir",causal/relational queries
38,"35、EXT. THE PORCH, NOLAN HOUSE, NEW ORLEANS - NIGHT,",Why does Queenie pull Benjamin's wheelchair away from the edge of the porch?,"Queenie pulls Benjamin's wheelchair away from the edge of the porch because he is leaning forward and straining to see the activity beyond, which could be unsafe.","Benjamin wheels his chair to the edge of the porch where the wall is lower, drawn by the sounds of children playing and carriages arriving on the street below. He leans forward, straining to see the activity beyond. Queenie suddenly grabs his wheelchair and pulls it back from the edge, rolling him away to the group of old people on the porch.",causal/relational queries
39,"34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS - | 36、INT. QUEENIE'S ROOM - NIGHT, | 37、INT. THE PARLOR, NOLAN HOUSE, LATE AT NIGHT,",Why does Tizzy return to Queenie’s bedside after helping Benjamin into the wheelchair?,Tizzy returns to Queenie’s bedside to stay with her after helping Benjamin into the wheelchair.,"He then returned to the room, moved to Queenie’s bedside, and stayed with her.",causal/relational queries
40,"7、EXT. OLD TRAIN STATION, NEW ORLEANS - DAY, | 14、INT. THE NEW TRAIN STATION, NEW ORLEANS - DAY, | 16、INT. TRAIN STATION, NEW ORLEANS - DAY,",What does Monsieur Gateau say about his son?,Monsieur Gateau says that perhaps his own son might come home again.,Monsieur Gateau looks ahead and says that perhaps his own son might come home again.,character states
41,"37、INT. THE PARLOR, NOLAN HOUSE, LATE AT NIGHT, | 49、INT. DINING ROOM, NOLAN HOUSE - ANOTHER DAY, | 50、EXT. STREET, OUTSIDE NOLAN HOUSE, NEW ORLEANS - DAY,",What happens after Mr. Oti rises from the dining room table?,"Mr. Oti moves toward the door, and Benjamin follows him outside.","Mr. Oti rises and moves toward the door, glancing back. Benjamin reaches for his canes, stands, and follows. The door closes behind them.",temporal references
42,"12、INT. THE NEW TRAIN STATION, NEW ORLEANS - DAY,",When does the clock chime for the first time?,The clock chimes for the first time after Mr. Cake winds the mechanism and the velvet drape has fallen away.,"After the velvet drape falls away, Mr. Cake steps forward and winds the clock mechanism. The clock chimes for the first time, a clear and resonant sound that fills the square.",temporal references
43,"18、INT. HOSPITAL ROOM, NEW ORLEANS - MORNING, PRESENT | 32、INT. THE HOSPITAL ROOM, NEW ORLEANS - DAY, PRESENT",What does Daisy say about the clock?,"Daisy says that the clock kept going, year after year, without looking at her daughter.","She murmurs about a clock that kept going, year after year, without looking at her daughter.",character states
44,"30、INT. PARLOR, NOLAN HOUSE - THAT NIGHT, | 25、EXT. THE BACK OF AN OLD NEW ORLEANS HOUSE - NIGHT, | 30、INT. PARLOR, NOLAN HOUSE - THAT NIGHT,",What does Queenie state about Benjamin's condition?,Queenie states that Benjamin is prematurely old and that the doctor says he doesn’t have much time left.,Queenie adds that Benjamin is prematurely old and the doctor says he doesn’t have much time left.,character states
45,"47、INT. THE NOLAN HOUSE, KITCHEN - ANOTHER DAY,",What does Ngunda Oti state about his experience with the Baschiele tribe?,Ngunda Oti states that he was captured with six others by the Baschiele tribe and that they were sold to a big white man.,"He tells them that he was captured with six others by the Baschiele tribe. After the capture, they were sold to a big white man.",character states
46,"1、INT. HOSPITAL ROOM, NEW ORLEANS - MORNING, PRESENT",What does Dorothy Baker state about Daisy Fuller's condition?,Dorothy Baker states that Daisy is likely dying that day.,"Dorothy turns to Caroline and says quietly, 'It’s their way of letting go… prob’ly today.'",character states
47,"30、INT. PARLOR, NOLAN HOUSE - THAT NIGHT, | 25、EXT. THE BACK OF AN OLD NEW ORLEANS HOUSE - NIGHT, | 26、INT. THE NOLAN HOUSE, NEW ORLEANS - NIGHT,",What does Queenie state about the baby when she picks it up?,Queenie states that no one wanted to keep the baby.,She says softly that no one wanted to keep it.,character states
48,"25、EXT. THE BACK OF AN OLD NEW ORLEANS HOUSE - NIGHT, | 30、INT. PARLOR, NOLAN HOUSE - THAT NIGHT,",What does Queenie state about Benjamin's condition?,Queenie states that Benjamin is prematurely old and that the doctor says he doesn’t have much time left.,Queenie adds that Benjamin is prematurely old and the doctor says he doesn’t have much time left.,character states
49,"42、INT. CHURCH TENT, NEW ORLEANS - A SATURDAY NIGHT,",What does the preacher state when he commands Benjamin to rise?,The preacher states that Benjamin should rise up in the name of God's glory and like Lazarus.,"The preacher shouted, 'In the name of God's glory, rise up!' and later urges him to rise, calling out for him to rise up like Lazarus.",character states
50,"23、EXT. A BRIDGE, NEW ORLEANS - NIGHT,",What does Thomas express when he pulls the baby close instead of dropping it in the water?,Thomas expresses regret and apologizes to the baby.,"Instead of letting go, he pulls the newborn close, cradling it. 'I'm sorry... I'm so sorry...' he whispers.",character states
51,"49、INT. DINING ROOM, NOLAN HOUSE - ANOTHER DAY, | 50、EXT. STREET, OUTSIDE NOLAN HOUSE, NEW ORLEANS - DAY,",What happens after Benjamin follows Mr. Oti outside?,"Mr. Oti runs into the street and stops an oncoming streetcar by waving his arms, causing it to screech to a halt, while Benjamin struggles to catch up.","Mr. Oti suddenly runs into the street and dashes in front of an oncoming streetcar, waving his arms. The streetcar screeches to a halt. Benjamin, moving as fast as he can, struggles to catch up behind him.",temporal references
52,"48、INT. THE PARLOR, NOLAN HOUSE - ANOTHER TIME, | 49、INT. DINING ROOM, NOLAN HOUSE - ANOTHER DAY,",What does Mr. Oti suggest about Benjamin's age and identity during their conversation at the dining table?,"Mr. Oti suggests that Benjamin does not look as old as he seems and questions whether he is pretending, wondering if he has Madjembe.","Oti teases him, saying he doesn’t look as old as he seems and asks if he’s fooling everyone, wondering aloud whether Benjamin has Madjembe.",character states
