id,scene,question,answer,evidence,qa_type
35,25、INT ALYSSA'S LIVING ROOM - NIGHT,What does Alyssa say about missing last-minute cram sessions?,Never. I wouldn't miss them for the world.,And miss these last minute cram sessions with my nearest and dearest? Never.,dialogue/beliefs
36,21、EXT ROADSIDE - NIGHT,"In [21、EXT ROADSIDE - NIGHT], What is Alyssa's sexual orientation?",Alyssa is gay.,"Alyssa explicitly states, 'I'M FUCKING GAY! THAT'S WHO I AM!'",character states
37,35、INT. COMIC BOOK STORE - DAY,What does Steve-Dave state about Holden and Banky's comics?,"Steve-Dave states that Holden and Banky's first comic was mediocre and that 'Bluntman and Chronic' is a piece of shit, adding that no one kisses their asses at Comic-Toast because he and Walt think they suck.",Steve-Dave adds that their first comic was mediocre and that 'Bluntman and Chronic' is a piece of shit. He declares that no one kisses their asses at Comic-Toast because he and Walt think they suck.,character states
38,48、INT CAR - DAY | 35、INT. COMIC BOOK STORE - DAY,What does Steve-Dave do after tearing into Holden and Banky for their comic?,"Steve-Dave holds up both middle fingers toward Holden and Banky, then turns back to his card game with Walt.","After tearing into Holden and Banky for their comic, Steve-Dave holds up both middle fingers toward them and turns back to his card game with Walt.",character states
39,22、EXT STUDIO - DAY | 31、INT STUDIO - DUSK | 24、EXT STREET - DAY,What does Banky state about his plans after confronting Holden about the couch?,Banky states that he is going to get a bagel and clean off his couch so he can watch TV.,Banky gets up and says he’s going to get a bagel and clean off his couch so he can watch TV.,character states
40,35、INT. COMIC BOOK STORE - DAY | 1、INT. COMIC BOOK STORE - DAY,What does Steve-Dave state about Holden and Banky's comics?,Steve-Dave states that Holden and Banky's first comic was mediocre and that 'Bluntman and Chronic' is a piece of shit.,Steve-Dave adds that their first comic was mediocre and that 'Bluntman and Chronic' is a piece of shit.,character states
41,35、INT. COMIC BOOK STORE - DAY | 1、INT. COMIC BOOK STORE - DAY,When did Steve-Dave and Walt resume their card game after confronting Holden and Banky?,Steve-Dave and Walt resumed their card game after Holden and Banky left the store.,"After Holden and Banky leave the store, Steve-Dave and Walt slap hands in celebration and resume their game of 'Crimson Mystical Mages'.",temporal references
42,14、INT CAR - DAY | 35、INT. COMIC BOOK STORE - DAY | 1、INT. COMIC BOOK STORE - DAY,What does Steve-Dave do after Holden and Banky leave the store?,"Steve-Dave slaps hands with Walt in celebration and resumes playing their card game, eventually asserting dominance after winning the next round.","After Holden and Banky leave the store, Steve-Dave and Walt slap hands in celebration and resume their game of 'Crimson Mystical Mages'. The two continue their back-and-forth as the game progresses, with Steve-Dave eventually asserting dominance after winning the next round.",character states
43,14、INT CAR - DAY | 35、INT. COMIC BOOK STORE - DAY,What does Steve-Dave do after Holden and Banky leave the store?,Steve-Dave slaps hands with Walt in celebration and resumes playing their card game.,"After Holden and Banky leave the store, Steve-Dave and Walt slap hands in celebration. They sit back down and resume their card game, Crimson Mystical Mages.",character states
44,18、INT DINER - NIGHT,What does Alyssa state about giving her name during a negotiation?,Alyssa does not state anything about giving her name during a negotiation; she only introduces herself by saying her name is Alyssa Jones.,"Alyssa turns to the cashier and says, 'Alyssa Jones. Pleased to meet you.'",character states
45,14、INT CAR - DAY | 35、INT. COMIC BOOK STORE - DAY,What does Steve-Dave do immediately after ripping the check from the garbage can?,Steve-Dave slams his fist onto the counter.,"Inside, Steve-Dave yanks a check from the dented can and slams his fist onto the counter.",character states
46,1、INT. COMIC BOOK STORE - DAY | 14、INT CAR - DAY | 35、INT. COMIC BOOK STORE - DAY,What does Steve-Dave state about Holden and Banky's comics?,"Steve-Dave states that Holden and Banky's first comic was mediocre and their new one, 'Bluntman and Chronic,' is a piece of shit.","Steve-Dave adds that their first comic was mediocre and their new one, 'Bluntman and Chronic,' is a piece of shit.",character states
47,37、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY | 3、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY,What does Hooper state about the historical naming of African-American characters in comics?,"Hooper states that African-American characters have historically been given names by white creators in ways he criticizes, citing examples such as Black Panther and Black Lightning.","He holds up a comic book and criticizes the way African-American characters have historically been named by white creators, listing examples like Black Panther, Black Lightning, and others.",character states
48,37、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY | 3、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY | 37、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY,What does Hooper state about the representation of black characters in comics and science fiction?,Hooper states that black characters no longer need to play subservient roles in comics and science fiction and insists that it's time for authentic representation and respect.,"He declares that black characters no longer need to play subservient roles in comics and science fiction, insisting that it's time for authentic representation and respect.",character states
49,1、INT. COMIC BOOK STORE - DAY | 15、INT STUDIO - DAY,What does Steve-Dave do after reading the note from the trash can?,"Steve-Dave shakes his head and refuses to respond further, then turns back to the card game.","Steve-Dave remains seated, shaking his head, refusing to respond further. Walt continues to rant, pacing beside the wreckage, while Steve-Dave turns back to the card game, leaving the broken glass behind them.",character states
50,3、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY | 37、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY | 3、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY,"Why does Hooper fire a gun during the panel, and how do Holden and Banky react to it?","Hooper fires the gun as a planned performance piece approved by his publisher to maintain his public image, which causes Banky to flinch and stare in surprise while Holden remains seated and questions how the stunt was permitted.","Hooper suddenly pulls a nine-millimeter gun from his jacket and fires at Banky... Hooper lowers the gun and calmly announces it was loaded with blanks. He steps out of character, his tone shifting. He explains that the entire act was planned, approved by his publisher as part of maintaining his public image. Banky stares at him, surprised. Holden, still sitting, questions how such a stunt could be allowed.",causal/relational queries
51,22、EXT STUDIO - DAY | 23、INT STUDIO - DAY | 24、EXT STREET - DAY,What does Banky state about his plans after getting up?,Banky states that he is going to get a bagel and clean off his couch so he can watch TV.,Banky gets up and says he’s going to get a bagel and clean off his couch so he can watch TV.,character states
