id,scene,question,answer,evidence,qa_type
31,20、EXT. BELLA'S HOUSE - DAY,"In [20、EXT. BELLA'S HOUSE - DAY], How does Edward appear to Bella when she approaches him?",Cold and distant,"cold, distant face; an unreadable mask",character states
32,20、EXT. BELLA'S HOUSE - DAY,"In [20、EXT. BELLA'S HOUSE - DAY], What is Bella's emotional state when she sees Edward?",Relieved,relief washing over her,character states
33,47、EXT. LA PUSH - CLEARING IN THE FOREST (CONTINUOUS) - DAY,"In [47、EXT. LA PUSH - CLEARING IN THE FOREST (CONTINUOUS) - DAY], Where does Bella crash the bike?",Into a wall of trees,She flies right into a wall of trees.,scene localization
34,70、EXT. LA PUSH - CLIFFS - DAWN,"In [70、EXT. LA PUSH - CLIFFS - DAWN], What document is referenced in the conversation about werewolves and vampires?",The Treaty prevents werewolves from attacking vampires unless they violate it.,unless they bite someone and violate the Treaty,objects/props
35,15、EXT. BELLA'S HOUSE/INT. BELLA'S TRUCK (CONTINUOUS) - NIGHT,What action does Edward take immediately after exiting the truck?,He opens the passenger side door for her.,He climbs out - instantly he's opening the passenger side door for her.,detailed description
36,66、INT. BELLA'S TRUCK - NIGHT,Why did Bella drive into the forest?,To find out why she might lose someone else.,"BELLA (V.O.) If I was going to lose someone else, I needed to know why.",causal/relational queries
37,62、INT. FOREST - NIGHT,"In [62、INT. FOREST - NIGHT], What loud sound does Bella hear before the blackness encroaches?",A screeching noise,HEAR a loud SCREECHING NOISE,objects/props
38,68、EXT. LA PUSH - EMILY'S HOUSE - NIGHT,"In [68、EXT. LA PUSH - EMILY'S HOUSE - NIGHT], Why does Embry tell Bella not to stare at Emily?",To avoid annoying Sam,just try not to stare. It bugs Sam.,causal/relational queries
39,79、EXT. EMILY'S HOUSE - DAY,What does Bella ask Emily upon arriving?,Is Jacob here?,"BELLA: Yeah, I just... is Jacob here? He wasn't at home...",dialogue/beliefs
40,37、EXT. FOREST - DAY,What happens after the rustling sounds surround Nate and Tim?,"Nate becomes silent as his initial confidence fades, and the rustling continues from multiple directions, causing the two hikers to stand back-to-back while scanning the woods.","Nate falls silent, his bravado fading as the sounds multiply and close in from all sides. Rustling noises erupt from multiple directions around Nate and Tim... The two hikers freeze, then slowly turn to stand back-to-back, scanning the trees in all directions.",temporal references
41,5、EXT. FORKS HIGH SCHOOL - PARKING LOT - DAY | 42、EXT. WOODS - NIGHT (NIGHTMARE),What does Edward state when he first approaches Bella?,Edward states 'Happy birthday' when he first approaches Bella.,"He reaches her and says, 'Happy birthday.'",character states
42,5、EXT. FORKS HIGH SCHOOL - PARKING LOT - DAY | 44、INT. BELLA'S TRUCK - DAY | 47、EXT. LA PUSH - CLEARING IN THE FOREST (CONTINUOUS) - DAY,What does Jacob say the dreamcatcher is meant to do?,Jacob says the dreamcatcher catches bad dreams.,"He hands it to her and says, 'Happy birthday. It catches bad dreams.'",character states
43,46、INT. HIGH SCHOOL - CAFETERIA - DAY | 47、EXT. LA PUSH - CLEARING IN THE FOREST (CONTINUOUS) - DAY,What does Bella state when Jacob says she looks scared?,Bella states that she is not scared.,"When Jacob says, 'You look scared,' Bella replies, 'I'm not.'",character states
44,5、EXT. FORKS HIGH SCHOOL - PARKING LOT - DAY | 7、INT. FORKS HIGH SCHOOL - ENGLISH CLASS - DAY,What does Edward state about the line from the play when questioned by Mr. Berty?,"Edward states that the film should be rewound to act five, scene one, line twenty-eight eighty-nine, and he recites the line to redirect attention.","Edward responds politely, apologizing for the distraction and suggesting the film be rewound to act five, scene one, line twenty-eight eighty-nine. He recites the line: 'If you had the strength of twenty men it would dispatch you straight.'",character states
45,5、EXT. FORKS HIGH SCHOOL - PARKING LOT - DAY,What does Edward state about Jacob's thoughts?,Edward states that he cannot help reading Jacob's thoughts because they are loud and clear.,"Edward says he can't help it, that Jacob's thoughts are loud and clear.",character states
46,11、INT. CULLEN HOUSE - CARLISLE'S ROOM - NIGHT | 21、EXT. WOODS - DAY | 1、EXT. FOREST - ECU ON THE TULIP - DAY | 2、EXT. MEADOW - DAY,What does Edward state that Bella protects him from?,"Edward states that Bella protects him from boredom, loneliness, and by giving him a reason to stay un-dead.","Edward tells Bella she already protects him—from boredom, from loneliness, and by giving him a reason to stay un-dead.",character states
47,11、INT. CULLEN HOUSE - CARLISLE'S ROOM - NIGHT | 21、EXT. WOODS - DAY | 26、INT. BELLA'S BEDROOM - DAY,What does Edward state that Bella protects him from?,"Edward states that Bella protects him from boredom, loneliness, and gives him a reason to stay un-dead.","Edward tells Bella she already protects him—from boredom, from loneliness, and by giving him a reason to stay un-dead.",character states
48,21、EXT. WOODS - DAY | 26、INT. BELLA'S BEDROOM - DAY | 31、INT. BELLA'S BEDROOM - NIGHT,What does Edward state about his feelings toward being with Bella?,"Edward states that he is tired of pretending and that Bella is not good for him, indicating he believes their relationship is unsustainable.","He says he's tired of pretending and that Bella is not good for him, and that every moment with her requires unbearable restraint.",character states
49,37、EXT. FOREST - DAY,What happens after Tim realizes Nate is gone?,"Tim begins to run through the woods while something follows him, crashing through the underbrush and breaking plants and small trees.","After a sudden silence, Tim turns and realizes Nate is gone. The rustling returns, louder and faster, coming from all around. Tim breaks into a run, crashing through the trees, his breath sharp and wild. Behind him, something surges through the underbrush, flattening plants and snapping small trees as it follows.",temporal references
50,11、INT. CULLEN HOUSE - CARLISLE'S ROOM - NIGHT | 12、INT. CULLEN HOUSE - SECOND FLOOR LANDING - NIGHT | 15、EXT. BELLA'S HOUSE/INT. BELLA'S TRUCK (CONTINUOUS) - NIGHT,What does Alice state about the timing of the event she announces upon arriving?,Alice states that it is time for the event to begin.,"'It's time!' she exclaims, her voice ringing with excitement.",character states
51,10、INT. A CIRCULAR WHITE MARBLE HALL - DAY,What does Aro state about the rogue vampire's fate?,Aro does not state anything about the rogue vampire's fate.,The passage describes Aro's actions during the execution but does not include any spoken words or statements from him regarding the rogue vampire's fate.,character states
52,15、EXT. BELLA'S HOUSE/INT. BELLA'S TRUCK (CONTINUOUS) - NIGHT | 26、INT. BELLA'S BEDROOM - DAY | 31、INT. BELLA'S BEDROOM - NIGHT,What does Bella state about her birthday in relation to Edward's actions?,Bella states that it is still her birthday and asks Edward to kiss her.,Bella reminds Edward it is still her birthday and asks him to kiss her.,character states
53,21、EXT. WOODS - DAY | 23、EXT. BELLA'S HOUSE - NIGHT,What does Sam Uley do when Charlie and the others express gratitude after he brings Bella out of the woods?,Sam steps back and avoids their thanks.,"Billy and Harry exchange a look of relief and nod to Sam in gratitude, but Sam steps back, avoiding their thanks.",character states
54,39、INT. JACOB'S GARAGE - ANOTHER DAY | 47、EXT. LA PUSH - CLEARING IN THE FOREST (CONTINUOUS) - DAY,What does Jacob say about Bella's influence on him when she suggests including homework to appease their fathers?,Jacob says that Bella doesn’t influence him.,"Jacob scoffs, saying she doesn’t influence him.",character states
