scene,question,answer,evidence,qa_type
27、INT. BELLA'S BEDROOM - ANOTHER DAY,"In [27、INT. BELLA'S BEDROOM - ANOTHER DAY], How is Bella physically positioned in her bedroom scene?",Bella is curled up in a ball on the floor.,"In the darkness, Bella is curled up in a ball on her floor.",character states
20、EXT. BELLA'S HOUSE - DAY,"In [20、EXT. BELLA'S HOUSE - DAY], How does Edward appear to Bella when she approaches him?",Cold and distant,"cold, distant face; an unreadable mask",character states
20、EXT. BELLA'S HOUSE - DAY,"In [20、EXT. BELLA'S HOUSE - DAY], What is Bella's emotional state when she sees Edward?",Relieved,relief washing over her,character states
47、EXT. LA PUSH - CLEARING IN THE FOREST (CONTINUOUS) - DAY,"In [47、EXT. LA PUSH - CLEARING IN THE FOREST (CONTINUOUS) - DAY], Where does Bella crash the bike?",Into a wall of trees,She flies right into a wall of trees.,scene localization
70、EXT. LA PUSH - CLIFFS - DAWN,"In [70、EXT. LA PUSH - CLIFFS - DAWN], What document is referenced in the conversation about werewolves and vampires?",The Treaty prevents werewolves from attacking vampires unless they violate it.,unless they bite someone and violate the Treaty,objects/props
15、EXT. BELLA'S HOUSE/INT. BELLA'S TRUCK (CONTINUOUS) - NIGHT,What action does Edward take immediately after exiting the truck?,He opens the passenger side door for her.,He climbs out - instantly he's opening the passenger side door for her.,detailed description
66、INT. BELLA'S TRUCK - NIGHT,Why did Bella drive into the forest?,To find out why she might lose someone else.,"BELLA (V.O.) If I was going to lose someone else, I needed to know why.",causal/relational queries
62、INT. FOREST - NIGHT,"In [62、INT. FOREST - NIGHT], What loud sound does Bella hear before the blackness encroaches?",A screeching noise,HEAR a loud SCREECHING NOISE,objects/props
68、EXT. LA PUSH - EMILY'S HOUSE - NIGHT,"In [68、EXT. LA PUSH - EMILY'S HOUSE - NIGHT], Why does Embry tell Bella not to stare at Emily?",To avoid annoying Sam,just try not to stare. It bugs Sam.,causal/relational queries
79、EXT. EMILY'S HOUSE - DAY,What does Bella ask Emily upon arriving?,Is Jacob here?,"BELLA: Yeah, I just... is Jacob here? He wasn't at home...",dialogue/beliefs
