id,scene,question,answer,evidence,qa_type
15,37、INT. CORRIDOR - CONT.,"In [37、INT. CORRIDOR - CONT.], What is Bower's behavioral state as he examines the corridors?",Pondering,"looks down the endless stretch of corridors, pondering",character states
16,43、INT. SLEEP CHAMBER/CONTROL DESK,When do the sounds return?,After Payton grabs the hand-crank lever but before he turns his light,"He grabs the hand-crank lever, but pauses to hear the sounds are returning",temporal references
17,49、INT. CORRIDOR,"In [49、INT. CORRIDOR], What is Bower's physical condition?",Bower is bleeding and his grip is weakening,"BOWER'S face fills with blood as he hangs upside down, trying to catch his breath. His grip is weakening",character states
18,30、INT. SLEEP CHAMBER/CONTROL DESK - LATER,What does Payton repeatedly ask Bower during the radio transmission?,"Bower? You there? Com'on, man. You there?","PAYTON: Bower? You there? (CLICK) Com'on, man. You there? (CLICK)",dialogue/beliefs
19,18、INT. VENTILATION SHAFT,"In [18、INT. VENTILATION SHAFT], What is Bower's emotional state when he lowers his head?",Exhaustion and a chuckle,BOWER lowers his head with exhaustion and a chuckle.,character states
20,32、INT. SLEEP CHAMBER/CONTROL DESK - CONT.,What does PAYTON question about the security measures?,Why haven't they thrown the security hammer into lock down?,If they're in there... why haven't they thrown the security hammer into lock down? Seal and freeze it until the emergency units wake?,dialogue/beliefs
21,32、INT. SLEEP CHAMBER/CONTROL DESK - CONT.,What does PAYTON state about their transport?,"We are the cargo, not just collecting data or hauling cargo.",This is no regular transport. We're not out collecting data off the belt or hauling cargo... we are the cargo.,dialogue/beliefs
22,10、INT. STORAGE LOCKER ROOM - MOMENTS LATER,Why does Payton give Bower the envelope opener?,To open mail quickly in case of urgency,PAYTON: 'Just in case... there's mail you need to open quickly.',causal/relational queries
23,35、INT. OFFICERS QUARTERS,What does Bower express urgency about finding?,He expresses urgency about finding 'her' before others do.,BOWER: I've got to find her... before those fucking animals do!,dialogue/beliefs
24,16、INT. VENTILATION SHAFT - LATER,"In [16、INT. VENTILATION SHAFT - LATER], What is Bower's emotional state during his struggle?",Desperate and anxious,"eyes nearing desperation, anxiety increasing with his heavy breathing",character states
25,16、INT. VENTILATION SHAFT - LATER,"In [16、INT. VENTILATION SHAFT - LATER], What physical condition is Bower in while crawling?",Soaked with sweat and struggling to breathe,"soaked with sweat, heavy breathing, can't breath",character states
26,47、INT. CORRIDOR - CONT.,When does the transmitter explode?,After falling into the elevator shaft,his transmitter falls all the way to the bottom exploding on IMPACT,temporal references
27,31、INT. MESS HALL - LATER,What command does Nadia shout at Bower after he tries to speak?,Don't you move MOTHER FUCKER!,"NADIA
Don't you move MOTHER FUCKER!",dialogue/beliefs
28,35、INT. OFFICERS QUARTERS,What does Bower believe is necessary before searching for others?,He believes they must take control of the ship's systems first.,PAYTON: Our job is to obtain control of this ship... finding them would be easy.,dialogue/beliefs
29,36、INT. SLEEP CHAMBER/CONTROL DESK - CONT.,What does Payton suggest as a plan?,He suggests breaching the command bridge.,We'll figure out a way to breach the command bridge.,dialogue/beliefs
30,3、EXT. OUTER SPACE,"In [3、EXT. OUTER SPACE], Where is the man asleep when he wakes up?",In a coffin-size chamber with a glass porthole,"Inside a coffin-size chamber, a dim glow of light seeps through a small glass porthole.",scene localization
31,46、INT. SLEEP CHAMBER/CONTROL DESK - CONT.,"In [46、INT. SLEEP CHAMBER/CONTROL DESK - CONT.], What is Payton's behavioral state?",Gripping the radio and shouting for Bower,"PAYTON jumps to his feet, eyes darting across the flickering monitors, gripping the radio. PAYTON Bower!? Bower!? Answer me God Dammit!",character states
32,26、INT. STORAGE COMPARTMENT - CONT.,What action does Payton perform in the sleep chamber?,Adjusts the frequency with concern,PAYTON adjusts the frequency with concern.,detailed description
33,24、INT. STORAGE BIN,What action does Bower take to see his surroundings inside the bin?,Snaps a glow stick to life,BOWER snaps a GLOW STICK to life to see himself inside a small box-shaped bin,detailed description
34,61、INT. SLEEP CHAMBER - CONT.,"In [61、INT. SLEEP CHAMBER - CONT.], What is Bower's emotional state during the encounter?",terrified,BOWER and NADIA... dripping sweat with terror,character states
35,37、INT. CORRIDOR - CONT.,"In [37、INT. CORRIDOR - CONT.], What emotional state is Bower experiencing when he responds to Payton's question?",Uncertainty,MASKING UNCERTAINTY,character states
36,36、INT. SLEEP CHAMBER/CONTROL DESK - CONT.,What does Bower refuse to do?,Bower refuses to return to Payton.,I'm not coming back to you.,dialogue/beliefs
37,"2、EXT. SHIP ""EDEN"" - CONT.","In [2、EXT. SHIP ""EDEN"" - CONT.], What is the officer's state inside the sleep pod?",Trapped and screaming in silence,trapped OFFICER is seen SCREAMING in silence,character states
38,54、INT. BIO-LAB VAULT DOOR ENTRANCE - LATER,"In [54、INT. BIO-LAB VAULT DOOR ENTRANCE - LATER], What is Bower's emotional state when he exclaims 'SHIT-'?",He is frightened and anxious.,BOWER SHIT- and grabs TANAKA's shoulder.,character states
39,27、INT. STORAGE COMPARTMENT - CONT.,Why did Bower search for a solution after flipping the switch?,Because nothing happened when he flipped the switch.,He flips the switch and nothing. His eyes quickly search for a solution.,causal/relational queries
40,63、INT. SLEEP CHAMBER/CONTROL DESK - LATER,What does the tattoo FLT>>004>>012 indicate about Gallo?,"It identifies him as part of Team Four, Flight 012.","PAYTON notices GALLO'S identification tattoo, reading; FLT>>004>>012.",terminology/abbreviation/concept
41,15、INT. SLEEP CHAMBER/CONTROL DESK,"In [15、INT. SLEEP CHAMBER/CONTROL DESK], Where does Payton hear the distant THUMPS?",In the room he is trapped in,Distant THUMPS snap him from his trance. He is trapped within the room alone.,scene localization
42,24、INT. STORAGE BIN,How does Bower exit the boot locker?,Shoves outward to snap the door open,"He shoves outward and the door SNAPS open. He falls out, flips through the air and SLAMS to the floor",detailed description
43,39、INT. CORRIDOR INTERSECTION - LATER,"In [39、INT. CORRIDOR INTERSECTION - LATER], What is Bower's physical condition?",Gasping for breath and struggling to breathe,checking the marker and gasping for breath... struggling for breath,character states
44,"34、INT. SLEEP CHAMBER/CONTROL, DESK",What does Bower say over the radio?,They're here. Somewhere on board.,BOWER (ON RADIO) They're here. Somewhere on board.,dialogue/beliefs
45,4、INT. SLEEP CHAMBER COMPARTMENT - CONT.,Why does Bower suck on the tube?,To drink the liquid from the feeding tube.,"He grabs the dangling tubes that were ripped from his arm and he sucks on the tube, pulling as much liquid into his mouth as possible.",causal/relational queries
46,41、INT. SLEEP CH.A.MBER/CONTROL DESK,When does Payton's memory of the Eden return?,When Bower mentions 'The Eden' on the radio,"BOWER (ON RADIO) The Eden. PAYTON nods, memories returning as he mumbles the name.",temporal references
47,11、INT. VENTILATION SHAFT - MOMENTS LATER,How does BOWER move forward through the space?,"Pushes himself forward on his stomach, several inches at a time","BOWER... begins to crawl, pushing himself forward on his stomach, only several inches at a time",detailed description
48,26、INT. STORAGE COMPARTMENT - CONT.,What does Bower do after getting to his feet?,Checks the transmitter crackling with static,"He checks the transmitter, crackling with static.",detailed description
49,19、INT. SLEEP CHAMBER/CONTROL DESK - CONT.,When does the shudder approach PAYTON?,During the close-up of him rubbing the emblem,as a SHUDDER approaches...,temporal references
50,45、INT. FILTRATION COMPARTMENT - MOMENTS LATER,"In [45、INT. FILTRATION COMPARTMENT - MOMENTS LATER], What is SHEPARD's emotional state when he waves BOWER away?",Angry,SHEPARD angrily waves him away.,character states
51,4、INT. SLEEP CHAMBER COMPARTMENT - CONT. | 39、INT. CORRIDOR INTERSECTION - LATER,What does Bower do after he sees a shadow shift at the end of the corridor?,"Bower pulls back, turns, and steps quickly into a nearby compartment to hide.","After speaking with Payton, Bower presses against the wall and scans the corridor, his breath ragged. At the far end of the passage, a shadow shifts. Bower pulls back, turns, and steps quickly into a nearby compartment, disappearing from view.",character states
52,31、INT. MESS HALL - LATER | 45、INT. FILTRATION COMPARTMENT - MOMENTS LATER | 31、INT. MESS HALL - LATER,What does Bower state about the bridge crew?,Bower states that the bridge might still be occupied and that Team Four could be alive.,"Bower insists the bridge might still be occupied, that Team Four could be alive.",character states
53,8、INT. SLEEP CHAMBER COMPARTMENT/CONTROL DESK - LATER | 12、INT. VENTILATION SHAFT - LATER,What does Bower state about the reactor's timing during the power failures?,Bower states that the reactor timing is off and stuck in a cycle that will not reset unless it is properly restarted.,"Bower speaks up, saying the reactor timing is off, stuck in a cycle that won’t reset until it’s properly restarted.",character states
54,45、INT. FILTRATION COMPARTMENT - MOMENTS LATER | 31、INT. MESS HALL - LATER | 33、INT. OFFICER'S QUARTERS - CONT.,What does Bower state about the spouses of the crew members?,Bower states that the spouses were not left behind and are actually on the ship with them.,"He insists Payton must remember, that they didn’t abandon their partners, that the people they loved are somewhere aboard the vessel with them.",character states
55,4、INT. SLEEP CHAMBER COMPARTMENT - CONT. | 40、INT. INFIRMARY - CONT.,What does Bower state upon seeing the view through the window in the ruined infirmary?,Bower states 'Eden' upon seeing the view through the window.,"He stares at the sight for a moment, then whispers the word 'Eden.'",character states
56,8、INT. SLEEP CHAMBER COMPARTMENT/CONTROL DESK - LATER | 10、INT. STORAGE LOCKER ROOM - MOMENTS LATER,What does Bower state about Payton's personality based on their past interactions?,Bower states that Payton is the cranky one who made him take the aisle seat.,Bower replies that Payton is the cranky one who made him take the aisle.,character states
57,8、INT. SLEEP CHAMBER COMPARTMENT/CONTROL DESK - LATER | 16、INT. VENTILATION SHAFT - LATER | 14、INT. VENTILATION SHAFT - CONT.,What happens after Bower notices the reactor timing is off-set in the core?,"The flashlight beams reveal a ventilation shaft with a torn-open cover, and Bower and Payton freeze upon seeing the breach.","After Bower states the reactor timing is off-set, their flashlight beams catch a small ventilation shaft near the ceiling. The cover has been torn open, jagged edges exposed. Both men freeze, exchanging a tense glance.",temporal references
58,8、INT. SLEEP CHAMBER COMPARTMENT/CONTROL DESK - LATER | 12、INT. VENTILATION SHAFT - LATER | 14、INT. VENTILATION SHAFT - CONT.,Why did Bower and Payton decide to leave the control room?,They decided to leave the control room because they heard thumps overhead and were concerned about being trapped if the situation worsened.,"The distant thumps caused them to freeze and assess the source, and Payton suggested leaving before they got stuck, preferring to be on the move rather than trapped inside.",causal/relational queries
59,4、INT. SLEEP CHAMBER COMPARTMENT - CONT. | 5、INT. STORAGE LOCKER ROOM - MOMENTS LATER | 14、INT. VENTILATION SHAFT - CONT.,What does Bower state about his identity when he looks at his name on the sleep pod?,Bower does not state anything about his identity; he reads his name on the pod as if it means nothing to him.,"He looks at his own pod, reading the name 'CORPORAL BOWER' as if it means nothing.",character states
60,4、INT. SLEEP CHAMBER COMPARTMENT - CONT. | 6、INT. SLEEP CHAMBER COMPARTMENT - LATER | 37、INT. CORRIDOR - CONT.,Why does Bower believe resetting the reactor could help restore functionality to the ship?,"Bower believes resetting the reactor could restore power, which would allow the doors to open and grant access to the bridge.","He explains that the reset could restore power, open the doors, and give them access to the bridge.",causal/relational queries
61,44、INT. CORRIDOR | 49、INT. CORRIDOR | 31、INT. MESS HALL - LATER | 42、INT. INFIRMARY,What does Bower state about the person he frees from the snare?,Bower states that the person is from team six.,"Bower looks down at the man, recognizing the insignia, and says, 'He's team six.'",character states
62,45、INT. FILTRATION COMPARTMENT - MOMENTS LATER | 49、INT. CORRIDOR | 31、INT. MESS HALL - LATER | 33、INT. OFFICER'S QUARTERS - CONT.,What does Bower state about the spouses of the crew members?,Bower states that the spouses were not left behind and are actually on the ship with them.,"He insists Payton must remember, that they didn’t abandon their partners, that the people they loved are somewhere aboard the vessel with them.",character states
63,8、INT. SLEEP CHAMBER COMPARTMENT/CONTROL DESK - LATER | 12、INT. VENTILATION SHAFT - LATER | 14、INT. VENTILATION SHAFT - CONT.,What happens after Bower notices the reactor timing is off-set in the core?,Bower and Payton notice a ventilation shaft near the ceiling with a torn-open cover.,"After Bower states that the reactor timing is off-set in the core, their flashlight beams catch a small ventilation shaft near the ceiling. The cover has been torn open, jagged edges exposed.",temporal references
64,4、INT. SLEEP CHAMBER COMPARTMENT - CONT. | 6、INT. SLEEP CHAMBER COMPARTMENT - LATER | 9、INT. VENTILATION SHAFT - MOMENTS LATER | 14、INT. VENTILATION SHAFT - CONT.,What does Bower state about the empty pod of the 2nd Lieutenant?,Bower states that the empty pod of the 2nd Lieutenant is evidence that someone already left the ship.,"Bower argues that the empty pod of their 2nd Lieutenant shows someone has already departed, indicating the need to investigate what has happened.",character states
65,41、INT. SLEEP CH.A.MBER/CONTROL DESK | 42、INT. INFIRMARY | 39、INT. CORRIDOR INTERSECTION - LATER,When does the unseen figure begin to follow Bower?,The unseen figure begins to follow Bower after he reaches the turn and continues forward down the corridor.,"As he disappears around the corner, a shadowed figure steps into view behind him, moving slowly, keeping to the darkness, and begins to follow.",temporal references
