scene,question,answer,evidence,qa_type
2外景  街口  日,"在[2外景  街口  日]中, 焦大棚等人的行动状态如何？",端着枪贴墙根缓慢前行，警觉张望,雾里浮现出焦大棚等三个士兵的身影，他们端着枪，贴着墙根缓慢前行，警觉地四处张望,character states
30外景  防守阵地/窑口  日,焦大棚如何指导吕宽沟绑扎炸药包？,别直着绑！你得斜着缠两道，绕过去再缠两道……看见没有！,焦大棚：别直着绑！你得斜着缠两道，绕过去再缠两道……看见没有！,dialogue/beliefs
1外景  城镇边缘  日  （字幕：一九四八初冬  华东腹地）,"在[1外景  城镇边缘  日  （字幕：一九四八初冬  华东腹地）]中, 指导员的年龄和状态如何？",30多岁，半张脸有干枯血迹，目光决绝狂热,指导员（30多岁）……半张脸挂着干枯的血迹……目光中含着决绝的狂热,character states
33，支壕里 日,王金存如何试图堵住龚良国的伤口？,撕开领口，用绷带和双手堵住伤口,王金存浑身颤抖，撕开他的领口，想用绷带和双手堵住伤口,detailed description
16  外景  铁桥/东桥头   日,"在[16  外景  铁桥/东桥头   日]中, 谷子地捡起什么物品仔细端详？",一只烧焦的军靴,谷子地捡起一只烧焦的军靴仔细端详它的皮底儿,objects/props
19外景  原野/土道  日,"在[19外景  原野/土道  日]中, 吕宽沟在炮架不稳定时采取了什么措施？",脱了棉袄垫在炮架子底下,焦大棚和吕宽沟脱了棉袄垫在炮架子底下,character states
45内景  窑里  日,吕宽沟让姜茂才打完仗后做什么？,替我给家里捎个信儿,吕宽沟：打完仗……替我给家里捎个信儿……,dialogue/beliefs
46  防守阵地  日,姜茂才在牺牲前说了什么？,宽沟我来了！,姜茂才：宽沟我来了！他的脸上浮出一丝决绝的笑容，眯缝着眼睛凝视空中刺眼的光芒，坦克的车底遮过来，让一切归于黑暗。,dialogue/beliefs
33，支壕里 日,王金存呕吐时发生了什么？,惊恐呕吐导致眼镜掉落,他惊恐地张大了嘴巴，突然转过身去狂呕不止，呕得眼镜都掉了下来,detailed description
7外景  铁桥/东桥头  日,十字交叉线在文中指什么？,瞄准镜中的十字准星,瞄准镜里的十字交叉线横向捕捉目标,terminology/abbreviation/concept
4内景  一幢房屋内  日,"在[4内景  一幢房屋内  日]中, 指挥者在做什么？",指挥者逆着窗口的亮光抬起一只手。,指挥者的一只手逆着窗口的亮光缓慢地抬了起来。,character states
51  阵地  傍晚,王金存对老刺猬提出了什么要求？,你把这兄弟拖窑里去吧。,又招呼躲炮的老刺猬：你把这兄弟拖窑里去吧。,dialogue/beliefs
