id,scene,question,answer,evidence,qa_type
32,4、INT. YUAN PRACTICE HALL - DAY | 40、EXT. TE'S HALL - NIGHT | 41、EXT. YELLOW HILL - NIGHT,Why did Li Mu Bai confront the Governess in combat?,Li Mu Bai confronted the Governess because he believed she was responsible for murdering his master and stealing the sacred martial arts secrets of Wudan.,He accused her of murdering his master and stealing the sacred martial arts secrets of Wudan.,causal/relational queries
33,22、EXT. ROOF TOP | 20、EXT. PEKING ROOFTOP - NIGHT | 23、EXT. GOVERNOR YU'S - NIGHT,What does Yu demand from the Black Figure during their confrontation?,Yu demands that the Black Figure return the stolen sword.,"Amid the fight, Yu shouts, demanding the Black Figure return the stolen sword.",character states
34,47、EXT. TE'S STUDY - NIGHT | 50、EXT. MONASTERY - NIGHT,What does Li Mu Bai state about the masked figure's nature?,Li Mu Bai states that he believes the masked figure is good at her core and that even Jade Fox could not corrupt her.,"He tells her he believes she is good at her core, that even Jade Fox could not corrupt her.",character states
35,40、EXT. TE'S HALL - NIGHT | 20、EXT. PEKING ROOFTOP - NIGHT,What does Li Mu Bai state about his reason for returning to the Yu household?,Li Mu Bai states that he is not focused on the stolen sword as his reason for returning.,"Li expresses concern, but clarifies he is not focused on the stolen sword.",character states
36,40、EXT. TE'S HALL - NIGHT | 20、EXT. PEKING ROOFTOP - NIGHT,When did Li Mu Bai stop speaking with Yu before following De Lu to his room?,Li Mu Bai stopped speaking with Yu when De Lu entered the room and announced that his room was ready.,"Li Mu Bai and Yu were speaking in low, urgent tones when De Lu entered the room. He bowed slightly and said, 'Pardon my intrusion. Master Li, your room is ready.' Li Mu Bai nodded, thanked him, and rose to follow.",temporal references
37,26、EXT. OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT | 40、EXT. TE'S HALL - NIGHT,Why does Li Mu Bai decide to pursue vengeance against Jade Fox?,"Li Mu Bai decides to pursue vengeance against Jade Fox because he believes she has returned to Peking, which gives him the opportunity to avenge his master’s death.","Li Mu Bai clenches the flyer and says, 'So I shall avenge my master’s death after all,' after learning the flyer accuses Jade Fox of hiding in Peking, a place he thought she would not dare return to.",causal/relational queries
38,21、EXT. ALLEY OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT | 29、EXT. IN FRONT OF TSAI'S HOUSE | 37、INT. TSAI'S HOUSE - NIGHT,Why does Tsai press a knife to Bo's throat after removing the hooded figure's mask?,Tsai presses a knife to Bo's throat because he does not recognize Bo and wants to find out who he is.,"Tsai reacts instantly, throwing a knife that tears off the figure's mask, revealing Bo beneath. Without hesitation, Tsai draws a second knife and presses it to Bo's throat, demanding to know who he is.",causal/relational queries
39,30、INT. BO'S ROOM - DAY | 12、EXT. SIDE COURT YARD - DAY,What does Yu state about her past relationship with Meng Si Zhao?,"Yu states that she was once engaged to Meng Si Zhao, who was killed in battle by Li Mu Bai's enemy.","Yu shares that she was once engaged to Meng Si Zhao, a sworn brother to Li Mu Bai, who was killed in battle by Li Mu Bai's enemy.",character states
40,10、INT. TE'S STUDY - DAY | 30、INT. BO'S ROOM - DAY | 12、EXT. SIDE COURT YARD - DAY | 11、INT. TE'S STUDY - DAY,Why does Jen express dissatisfaction with the upcoming wedding?,Jen expresses dissatisfaction with the upcoming wedding because she feels she has no personal involvement in the preparations and is being pressured to marry for her father's career advancement rather than for love.,"Jen replies that she is hardly involved in the preparations, and the less she thought about it, the better. She says her parents are arranging everything, that the Gous were a powerful family, and that the marriage would benefit her father's career. She admits she is expected to be happy, but confesses she wishes she could live freely and choose whom she loved.",causal/relational queries
41,30、INT. BO'S ROOM - DAY | 12、EXT. SIDE COURT YARD - DAY | 11、INT. TE'S STUDY - DAY,What does Yu state about her past relationship with Meng Si Zhao?,"Yu states that she was once engaged to Meng Si Zhao, who was killed in battle by Li Mu Bai's enemy.","Yu shares that she was once engaged to Meng Si Zhao, a sworn brother to Li Mu Bai, who was killed in battle by Li Mu Bai's enemy.",character states
42,10、INT. TE'S STUDY - DAY | 15、INT. JEN'S ROOM - NIGHT | 30、INT. BO'S ROOM - DAY,What does Jen state about her feelings toward the upcoming wedding?,"Jen states that she is hardly involved in the wedding preparations and would prefer not to think about it, as she wishes to live freely and choose whom she loves, which she considers true happiness.","Jen replied that she was hardly involved in the preparations, and the less she thought about it, the better. She admitted she was expected to be happy, but confessed she wished she could live freely and choose whom she loved. She said that, to her, such freedom would be true happiness.",character states
43,37、INT. TSAI'S HOUSE - NIGHT | 41、EXT. YELLOW HILL - NIGHT | 42、EXT. TE'S - DAY | 41、EXT. YELLOW HILL - NIGHT,Why does Bo attack the Governess during the confrontation beneath the ancient tree?,"Bo attacks the Governess because she insults May, referring to her as a 'little whore' and threatening her with the same fate as her mother.","The Governess sneers, 'You'll soon end up like her, you little whore!' Bo lunges at her in fury.",causal/relational queries
44,47、EXT. TE'S STUDY - NIGHT | 50、EXT. MONASTERY - NIGHT,What does the masked figure state about Wudan when Li Mu Bai offers to train her?,The masked figure states that Wudan is a whorehouse.,"She spins away, shouting that Wudan is a whorehouse, and leaps into the darkness, leaving Li alone.",character states
45,30、INT. BO'S ROOM - DAY | 12、EXT. SIDE COURT YARD - DAY | 11、INT. TE'S STUDY - DAY,What does Yu express to Jen after she proposes they become like sisters?,Yu expresses his wish for Jen's happiness in her upcoming marriage.,"Yu responds by embracing the bond, and as a sister would, offers her wish for Jen's happiness in her upcoming marriage.",character states
46,11、INT. TE'S STUDY - DAY | 12、EXT. SIDE COURT YARD - DAY | 11、INT. TE'S STUDY - DAY,What does Yu state about the life of a fighter?,"Yu states that fighters live by rules such as friendship, trust, and integrity, and that without these, they would not survive.","Yu replies that fighters live by rules—friendship, trust, integrity—and without them, they wouldn’t survive.",character states
