scene,question,answer,evidence,qa_type
28、EXT. PEKING STREET - DAY,What action does Bo take after the homeless man says he hasn't seen them in two days?,Looks up and sees May walking into an alley,Bo is about to give up when he looks up and sees May walking quickly into an alley,detailed description
15、INT. JEN'S ROOM - NIGHT,What causes Jen to shoot the governess an angry look?,The governess's comment about her mother disapproving of Shu Lien.,Your mother would not want you consorting with her kind. ... Jen shoots her an angry look.,causal/relational queries
9、INT. TE'S GREAT HALL - DAY,Why does Yu ask Sir Te to be the sword's custodian?,To help Li leave his troubles behind.,Help him to leave these troubles behind.,causal/relational queries
11、INT. TE'S STUDY - DAY,Why is the sword considered dangerous?,Because it becomes tainted with blood.,"Beautiful but dangerous. Once you see it tainted with blood, its beauty is hard to admire.",causal/relational queries
17、EXT./INT. INSIDE AND OUTSIDE OF TE'S STUDY - NIGHT,When does the thief jump onto the roof?,After Bo tries to stop him,"Bo tries to stop the thief, who easily outwits him, jumping onto the roof as Bo yells out.",temporal references
50、EXT. MONASTERY - NIGHT,What is 'Wudan' associated with in the passage?,"A place or entity connected to secrets, per Li's mention.",LI: 'a disciple worthy of Wudan's secrets',terminology/abbreviation/concept
31、EXT. YU'S GARDEN - DAY,What does Yu observe when she looks around?,The profile of the Governess peering at her from around a corner.,the profile of the Governess peering at her from around a corner,detailed description
30、INT. BO'S ROOM - DAY,How does Jen write Yu's name?,with great confidence and swiftness,Jen writes Yu's name with great confidence and swiftness.,detailed description
51、INT. JEN'S ROOM - NIGHT,Why did Jen hide her skills from Fox?,To prevent hurting Fox.,I hid my skills so as not to hurt you.,causal/relational queries
69、EXT. CLIFF - DAY,What does the elders' saying imply about a faithful heart?,A faithful heart makes wishes come true.,"The elders say, 'A faithful heart makes wishes come true.'",terminology/abbreviation/concept
20、EXT. PEKING ROOFTOP - NIGHT,"In [20、EXT. PEKING ROOFTOP - NIGHT], What is the hooded figure's physical condition?",Capable of leaping between rooftops,The figure leaps to another rooftop and evades Yu.,character states
27、EXT. BRIDGE - DAY,What action is Bo performing?,Bo is searching for the Tsais,Bo is searching for the Tsais,detailed description
12、EXT. SIDE COURT YARD - DAY,How does Yu react to the encounter?,Yu seems intrigued by the encounter.,Yu seems intrigued by the encounter.,detailed description
23、EXT. GOVERNOR YU'S - NIGHT,What action does Yu perform after catching the arrow?,She pauses to feel the arrow in her hand.,Yu pauses to feel the arrow in her hand,detailed description
33、INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY,"In [33、INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY], What is Madam Yu's attitude towards their current location?",Frustrated and critical,MADAM YU: 'What a godforsaken place! Can't your father be appointed closer to civilization?',character states
26、EXT. OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,What action does Yu take with the flyer after it is tossed away?,"Scoops up the flyer, studies it, and puts it in her pocket","A hand scoops up the flyer -- it is Yu. She studies it, then puts it in her pocket",detailed description
35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,"In [35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT], What is Lo's behavioral state?",He is silently observing.,Lo looks silently on.,character states
35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,"In [35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT], What is Tsai's behavioral state?",He is giving a command to move.,TSAI Let's go!,character states
45、EXT. TSAI'S HOUSE - NIGHT,"In [45、EXT. TSAI'S HOUSE - NIGHT], What does May do after turning back inside?",Hesitates.,"She turns back inside, hesitates, then turns back to him.",character states
25、INT. TE'S GREAT HALL - DAY,How does Bo react when interrupted?,Bo can barely contain his frustration.,Bo can barely contain his frustration.,detailed description
