doc_title,chunk_id,description,scene_context
137、INT. HOLIDAY HOTEL SUITE -- AFTERNOON,doc_136_chunk_0,Zero and Marcel are checking over the guns.,"Inside a room, Marcel and Zero checking guns"
31、INT. SOPHIE'S WAREHOUSE -- MOMENTS LATER -- AFTERNOON,doc_30_chunk_0,Marcel enters.,Wayne and Raymond on couch
30、INT. BIKER'S WAREHOUSE -- CONTINUOUS,doc_29_chunk_0,Marcel turns around,
30、INT. BIKER'S WAREHOUSE -- CONTINUOUS,doc_29_chunk_0,Marcel bends his head down,
30、INT. BIKER'S WAREHOUSE -- CONTINUOUS,doc_29_chunk_0,Marcel knees him hard in the groin,
30、INT. BIKER'S WAREHOUSE -- CONTINUOUS,doc_29_chunk_0,Marcel kicks the man into the back of his knee spinning him around and down on his knees,
197、EXT. BASTALDI'S'S WAREHOUSE -- PARIS -- MORNING,doc_196_chunk_0,stare at Bastaldi,"Bastaldi's POV, group across the street staring at him"
209、EXT. ACROSS THE RIVER -- AFTERNOON,doc_208_chunk_0,watch the smoldering wreckage,At the smoldering wreckage
57、INT. ZAMMITO'S BEDROOM -- NIGHT,doc_56_chunk_3,Marcel whispers into Daniel's ear.,
55、INT. ZAMMITO'S BEDROOM -- NIGHT,doc_54_chunk_0,Marcel looks as surprised as they are.,"Inside a safe, after Julien states there are no jewels"
57、INT. ZAMMITO'S BEDROOM -- NIGHT,doc_56_chunk_5,Marcel and Zero nod.,Daniel's proposal
53、INT. ZAMMITO'S BEDROOM -- NIGHT,doc_52_chunk_2,Marcel sees an autographed baseball on the book shelf.,
53、INT. ZAMMITO'S BEDROOM -- NIGHT,doc_52_chunk_2,Marcel tosses the ball into the black canvas bag.,
90、INT. HOLIDAY HOTEL SUITE -- EVENING,doc_89_chunk_0,Marcel stares out the window sadly.,
30、INT. BIKER'S WAREHOUSE -- CONTINUOUS,doc_29_chunk_1,Marcel turns to the third BIKER who is standing by the stereo.,"By the stereo, after BIKER #2 is knocked out."
55、INT. ZAMMITO'S BEDROOM -- NIGHT,doc_54_chunk_4,The seriousness of the situation finally dawns on Marcel.,"Inside a house, after realizing they are in the wrong house and have captured Zammito."
55、INT. ZAMMITO'S BEDROOM -- NIGHT,doc_54_chunk_4,He moves over to Zammito and rips the tape off his mouth.,"Inside a house, after realizing they are in the wrong house and have captured Zammito."
55、INT. ZAMMITO'S BEDROOM -- NIGHT,doc_54_chunk_4,Marcel picks up the cordless phone and dials.,"Inside a house, after realizing they are in the wrong house and have captured Zammito."
47、EXT. ZAMMITO'S HOUSE -- NIGHT,doc_46_chunk_0,wait in the shadows,"Outside the house, Julien and Zero move to the side, Marcel waits in shadows."
53、INT. ZAMMITO'S BEDROOM -- NIGHT,doc_52_chunk_0,stare at something,"Inside a room, the group stares at Frankie Zammito tied to a chair."
10、INT. BASTALDI'S OFFICE -- DAY,doc_9_chunk_2,Raymond and Marcel stare at one another.,After Bastaldi's command to shut up
10、INT. BASTALDI'S OFFICE -- DAY,doc_9_chunk_9,overlapping,
159、INT. UNDER GROUND PARKING LOT -- EVENING,doc_158_chunk_1,"Daniel and Marcel run towards Zero, firing their guns as fast as they can pull the trigger.",
159、INT. UNDER GROUND PARKING LOT -- EVENING,doc_158_chunk_1,Marcel takes aim and fires.,
159、INT. UNDER GROUND PARKING LOT -- EVENING,doc_158_chunk_1,Marcel blazes away until his gun is empty.,
