scene,question,answer,evidence,qa_type
11、INT. JILL'S FLAT NIGHT,"In [11、INT. JILL'S FLAT NIGHT], What is Mrs. Buttle's emotional state when she collapses?",Stunned and overwhelmed,MRS BUTTLE stands stunned in the middle of her decimated flat... slumping to the floor with the receipt,character states
21、INT. SAM'S BEDROOM NIGHT,"In [21、INT. SAM'S BEDROOM NIGHT], What behavioral state is Sam in while trying to stay cool in the kitchen?",Nodding off while trying to stay cool by wedging a chair in the refrigerator door.,SAM is sitting in front of the refrigerator. The door is open and he has wedged a chair into the gap in a desperate bid to keep cool. He is nodding off.,character states
20、EXT. BRILLIANT SKY DAY,"In [20、EXT. BRILLIANT SKY DAY], What is SAM's behavioral state when he hears the cracking noises?",Frozen in position,SAM freezes.,character states
69、INT. BASEMENT DAY,What action does the GUARD perform?,throws the alarm switch,The GUARD throws the alarm switch.,detailed description
40、INT. SAM'S CORRIDOR EVENING,"In [40、INT. SAM'S CORRIDOR EVENING], Where does the transport cage arrive?",The platform forming the end of SAM's corridor,The transport cage arrives at the platform forming the end of SAM's corridor.,scene localization
42、EXT. CONDUIT FOREST NIGHT,What is the result of the girl dissolving in smoke?,SAM plummets into a void beneath his feet.,But as he embraces her she dissolves in smoke and he plummet into a void beneath his feet.,causal/relational queries
53、INT. CORRIDOR DAY,"In [53、INT. CORRIDOR DAY], Where is LIME's office located in relation to SAM's?",The other half of SAM's room bisected by a partition wall,It's the other half of his room bisected by the partition wall.,scene localization
50、INT. 30TH FLOOR CORRIDOR DAY,"In [50、INT. 30TH FLOOR CORRIDOR DAY], Where do the EXPEDITERS emerge from?",Doors lining both sides of the corridor,New EXPEDITERS dart out of other doors and join the milling MOB.,scene localization
43、EXT. CLOUDS NIGHT,"In [43、EXT. CLOUDS NIGHT], What does Sam manipulate to control his fall?",The corners of his cape,Gripping the corners he whips the cape up and over his head,objects/props
60、INT. 50TH FLOOR CORRIDOR DAY,What does the red light indicate?,It signals entry permission is being processed.,The red light goes out and a green light comes on after SAM knocks.,terminology/abbreviation/concept
25、INT. KURTZMAN'S OFFICE DAY,"In [25、INT. KURTZMAN'S OFFICE DAY], What is Kurtzman's emotional state when Sam enters the office?",Anxious and hysterical,KURTZMAN is pacing anxiously. ... KURTZMAN (hysterically) Thank God you're here!,character states
42、EXT. CONDUIT FOREST NIGHT,What causes SAM to struggle through the vines?,"The vines grab at him, entwine, and entangle him.","SAM is struggling through the vines, which grab at him, entwine and entangle him.",causal/relational queries
