id,scene,question,answer,evidence,qa_type
11,55、INT. COMMAND CENTER/CONFERENCE AREA - DAY,"In [55、INT. COMMAND CENTER/CONFERENCE AREA - DAY], What emotional state does Connor exhibit after reviewing the X-rays?",Disturbed and weary,"CONNOR picks up the FAXES, disturbed by them. ... Connor sits wearily in a chair",character states
12,48、INT. OUTPOST/INFIRMARY - DAY,"In [48、INT. OUTPOST/INFIRMARY - DAY], What is suspended by wires in the memory montage?","A detached, fleshless metal framework for a robotic hand","a detached, fleshless metal framework for a ROBOTIC HAND is suspended by wires",objects/props
13,48、INT. OUTPOST/INFIRMARY - DAY,"In [48、INT. OUTPOST/INFIRMARY - DAY], What metallic structures are present on the muscular male torso?","Metallic attachment points for missing arms, legs, or head",METALLIC ATTACHMENT POINTS await these missing parts,objects/props
14,34、EXT. AERIAL - DAY,What is the Harvester?,A machine that pursues Marcus.,THE HARVESTER has spotted him and is now prying itself loose from the armature.,terminology/abbreviation/concept
15,33、EXT. SERVICE STATION - DAY,"In [33、EXT. SERVICE STATION - DAY], What is a HARVESTER?","A giant insect-like terminator with multiple arms, legs, and camera eyes.",A HARVESTER-- a GIANT INSECT-LIKE TERMINATOR-- is outside the station.,terminology/abbreviation/concept
16,32、INT. SERVICE STATION - DAWN,"What do PIG, BULL, and COW refer to?",The three animal-like cannibals,"three animal-like CANNIBALS emerge... We'll call them PIG, BULL and COW",terminology/abbreviation/concept
17,33、EXT. SERVICE STATION - DAY,What is a TRANSPORT?,A container resembling a semi-trailer or wheeled dumpster with movable engine pods and a mysterious armature.,"A TRANSPORT. This consists of CONTAINER resembling a semi-trailer or wheeled dumpster, attached within a FRAMEWORK that features movable ENGINE PODS and a mysterious ARMATURE at the front.",terminology/abbreviation/concept
18,41、EXT. LOADING ZONE - NIGHT,What happens after the TRANSPORT lands?,The FLYING FRAMEWORK and ARMATURE detach and take off.,"The TRANSPORT has landed amongst numerous CONTAINERS... THE FLYING FRAMEWORK and ARMATURE detach from the TRANSPORT, and TAKE OFF into the air again-- leaving the trailer-like wheeled CONTAINER.",temporal references
19,8、INT. UNDERGROUND FACILITY/ROBOTIC ROOM - NIGHT,What occurs to the machinery after the soldiers fire?,"Machinery collapses, sparks from exploding circuitry.","THE SOLDIERS rake the room with GUNFIRE-- MACHINERY collapses, SPARKS from EXPLODING CIRCUITRY",detailed description
20,16、EXT. CORNFIELD - DAY,"In [16、EXT. CORNFIELD - DAY], Who is the naked figure covered in mud?",Marcus Wright,it's MARCUS WRIGHT,character states
21,54、INT. OUTPOST/COMMUNICATIONS AREA - DAY,"In [54、INT. OUTPOST/COMMUNICATIONS AREA - DAY], What is Marcus's state of mind after hearing Connor's explanation?",Very confused,MARCUS (very confused) What?,character states
22,42、INT. TRANSPORT - NIGHT,When is the bar code seared onto Kyle's arm?,After the aerostats latch onto him and cause pain,KYLE looks grimly down at-- a fresh BAR CODE seared into his arm.,temporal references
23,42、INT. TRANSPORT - NIGHT,When does STAR receive treatment from an aerostat?,After Kyle is attacked by an aerostat,STAR gets the same treatment from a different AEROSTAT.,temporal references
24,29、EXT. MOTEL - NIGHT,What is a Harvester?,A dangerous entity STAR fears will be called by the Aerostat.,"STAR: 'It's gonna call a Harvester, we're dead--'",terminology/abbreviation/concept
25,24、EXT. REST STOP - DAY,What does the aerostat look like as it patrols the area?,"A surveillance drone the size of a softball, shiny steel, with a red-glowing camera lens.","ONE AEROSTAT patrols the area. It's a surveillance drone the size of a softball, shiny steel, an inset camera lens with a RED GLOW.",detailed description
26,52、INT. OUTPOST/COMMUNICATIONS AREA - DAY,"In [52、INT. OUTPOST/COMMUNICATIONS AREA - DAY], What is Marcus's emotional state?",Impatient,MARCUS sits impatiently in a wooden chair,character states
27,37、EXT. TREES - EVENING,What does Blair say about the river's hazards?,Hydrobots with killer sonar and heavy radiation.,BLAIR (cont'd) ...river's fulla hydrobots... heavy rads all the way to the Gulf coast...,dialogue/beliefs
28,10、INT. UNDERGROUND FACILITY/STORAGE ROOM - NIGHT,"In [10、INT. UNDERGROUND FACILITY/STORAGE ROOM - NIGHT], What is the soldiers' state as they enter the room?",Alert and cautious,"SOLDIERS make their way in, alert-- but nothing's moving in here",character states
29,4、EXT. CORNFIELD - DUSK,What is the visual description of the cornstalks?,"CORNSTALKS as far as the eye can see, rustling in a summer breeze","CORNSTALKS as far as the eye can see, rustling in a summer breeze",detailed description
30,21、EXT. DEAD CITY - DAY,"In [21、EXT. DEAD CITY - DAY], Where does Marcus pause while moving through the dead city?",Dead city's outskirts near a collapsed bus kiosk,dead city's outskirts. He pauses near a collapsed BUS KIOSK,scene localization
31,1、INT. DEATH ROW/CELL - DAWN,What does Marcus say about being chosen for the research?,"He says, 'Chosen? Lucky me.'",MARCUS: 'Chosen? Lucky me.',dialogue/beliefs
32,29、EXT. MOTEL - NIGHT,"In [29、EXT. MOTEL - NIGHT], What is a lug wrench?",An X-shaped tool Marcus uses to destroy the Aerostat.,MARCUS picks up an X-shaped LUG WRENCH from behind his seat,terminology/abbreviation/concept
33,24、EXT. REST STOP - DAY | 25、INT. FAST FOOD JOINT - DAY | 26、INT. ABANDONED MOTEL ROOM - DAY,What does Kyle state about his ability to read?,Kyle states that he can read a little.,Kyle says he can read a little too.,character states
34,22、EXT. HIGHWAY - NIGHT,What does Marcus state about where he thought he was?,Marcus states that he thought he was in hell.,"In a desperate voice, Marcus demands to know where he is, saying he thought he was in hell.",character states
35,37、EXT. TREES - EVENING | 46、EXT. FOREST CLEARING - DAY,What happens immediately after Marcus steps and triggers a click beneath his foot?,"Blair throws herself to the ground and dives away from Marcus, and then the mine explodes, hurling Marcus through the air.","After Marcus takes a step, a click sounds beneath his foot. He and Blair lock eyes in horror. Blair throws herself to the ground, diving away from him. The mine explodes, hurling Marcus through the air.",temporal references
36,22、EXT. HIGHWAY - NIGHT | 28、EXT. MOTEL - DAY,What does Marcus state when Kyle asks him to teach how to make the vehicle go?,Marcus states that it is called driving and agrees to teach him.,"Marcus looks up, pauses briefly, then replies, 'It's called driving. Sure.'",character states
37,38、EXT. MUTANT FOREST - NIGHT | 39、EXT. NORMAL FOREST - NIGHT,What does Marcus state about the world after the skindog attack?,Marcus states that it is a 'dog eat dog world.',"After Blair thanks him, Marcus responds by saying, 'Dog eat dog world.'",character states
38,29、EXT. MOTEL - NIGHT,What does Marcus realize after destroying the Aerostat?,Marcus realizes he has unexpected strength or skill after seeing how effectively he destroyed the Aerostat with the lug wrench.,"Marcus flexed his hand, staring at it, visibly surprised by what he had just done.",character states
39,29、EXT. MOTEL - NIGHT,What does Marcus state about his own actions after destroying the Aerostat?,Marcus does not make any verbal statement about his own actions after destroying the Aerostat.,"Marcus flexed his hand, staring at it, visibly surprised by what he had just done.",character states
40,37、EXT. TREES - EVENING | 38、EXT. MUTANT FOREST - NIGHT | 39、EXT. NORMAL FOREST - NIGHT,What does Blair state about Marcus's state during their encounter?,"Blair states that Marcus needs to wake up already, implying he is not fully present or aware.","She mutters a sarcastic remark, telling him to do them a favor and wake up already.",character states
41,38、EXT. MUTANT FOREST - NIGHT | 39、EXT. NORMAL FOREST - NIGHT,What does Marcus state about the world after defending Blair from the skindogs?,Marcus states that it is a 'dog eat dog world.',"After Blair thanks him, Marcus responds, 'Dog eat dog world,' while glancing back at the feeding pack.",character states
42,49、INT. OUTPOST/LAUNCH TUBE - DAY | 33、EXT. SERVICE STATION - DAY,What does Marcus observe when he reaches the reinforced mesh panel on the Transport?,"Marcus observes dozens of unconscious people lying on the steel floor inside the container, including Kyle and Star.","Through the bars, he sees dozens of unconscious people lying on the steel floor inside—among them Kyle and Star.",character states
43,18、EXT. DEAD CITY - NIGHT,What does Marcus state about how he obtains water?,Marcus states that he uses snow as a source of water by scooping it from the ground and letting it melt in his mouth.,"Marcus moves down the ruined block, his breath visible in the cold air. He stops, crouches, and scoops a handful of snow from the ground. He brings it slowly to his lips, letting it melt in his mouth before swallowing.",character states
44,32、INT. SERVICE STATION - DAWN | 38、EXT. MUTANT FOREST - NIGHT | 39、EXT. NORMAL FOREST - NIGHT,What does Marcus state about the world after the skindog attack?,Marcus states that the world is one where dog eats dog.,"After escaping the skindogs, Marcus says, 'Dog eat dog world,' when Blair thanks him.",character states
45,32、INT. SERVICE STATION - DAWN | 23、EXT. HIGHWAY - DAWN,Why did Kyle and Star react with horror after eating the dried meat in the garage?,"They reacted with horror because they realized the dried meat they were eating was human flesh, as evidenced by the severed human hand on a grille above the smoldering pit.","Kyle saw what Marcus had seen—a dried, severed human hand resting on a grille above a sunken pit where charcoal still smoldered. He gagged, spat out the meat, and turned away. Star followed his gaze, then doubled over and retched.",causal/relational queries
46,30、EXT. TEXAS PLAINS - NIGHT | 29、EXT. MOTEL - NIGHT,What does Marcus do immediately after destroying the Aerostat?,Marcus flexes his hand and appears visibly surprised by what he has just done.,"Marcus flexed his hand, staring at it, visibly surprised by what he had just done.",character states
47,37、EXT. TREES - EVENING | 38、EXT. MUTANT FOREST - NIGHT | 39、EXT. NORMAL FOREST - NIGHT,What does Blair express to Marcus after they escape the skindogs?,Blair expresses gratitude and admiration toward Marcus for saving her.,"After escaping the skindogs, Blair catches her breath and looks at Marcus with clear admiration, saying, 'You saved my ass. Thanks.'",character states
