scene,question,answer,evidence,qa_type
"28、INT. MAMA ROMA'S, KITCHEN - LATER THAT NIGHT",What does Andy say about the situation when George confronts him?,It's good old-fashioned entertainment. Everyone loves a villain.,ANDY (in jolly spirits) It's good old-fashioned entertainment. Everyone loves a villain.,dialogue/beliefs
29、INT. ABC CONFERENCE ROOM - LA - DAY,What does George claim about Andy and Tony?,George claims Andy and Tony are the same person.,GEORGE: 'Andy is Tony. And Tony is Andy!... they're the same person!',dialogue/beliefs
29、INT. ABC CONFERENCE ROOM - LA - DAY,What belief does George express about the situation?,George believes it's smart business to have two Andy Kaufmans.,GEORGE: 'It's smart business! You'll get two Andy Kaufmans for the price of one!',dialogue/beliefs
30、INT. ALPHA BETA SUPERMARKET - NIGHT,What does George claim about the decision-makers' reaction to Andy's terms?,They thought your terms were a shining example of your 'irreverent wit',GEORGE: ...They thought your terms were a shining example of your 'irreverent wit' -- and precisely why they want you!,dialogue/beliefs
23、INT. SNL SET - NIGHT,What does the Mighty Mouse theme voiceover say about Andy's situation?,We're not worrying at all. We're just listening for his call...,We're not worrying at all. We're just listening for his call...,dialogue/beliefs
67、INT. TAXI OFFICES - SAME TIME,"In [67、INT. TAXI OFFICES - SAME TIME], What is Ed's emotional state when he answers the phone?",Shaking with fury,"Shaking with fury, Ed stares at the telephone...",character states
"53、INT. SHAPIRO/WEST, BATHROOM - DAY","In [53、INT. SHAPIRO/WEST, BATHROOM - DAY], What is Andy's behavioral state?",Manically washing his hands,Andy is manically washing his hands.,character states
"55、EXT. MUSTANG RANCH, NEVADA - DAY","In [55、EXT. MUSTANG RANCH, NEVADA - DAY], What is Andy's emotional state as depicted in the passage?",Scared and worried about his mother's reaction,A scared Andy sits inside. Andy's dialogue expresses worry about his mother's reaction.,character states
"66、EXT. PARAMOUNT LOT, OUTSIDE THE GATES - DAY","In [66、EXT. PARAMOUNT LOT, OUTSIDE THE GATES - DAY], What is George's physical condition after the encounter?",Doubling over and trying to catch his breath,"George doubles over, trying to catch his breath.",character states
1、INT. VOID - DAY,"In [1、INT. VOID - DAY], What costume is Andy wearing in the scene?",The 'FRIENDLY WORLD' costume from the Andy Kaufman special,"His hair is slicked-down, and he wears the 'FRIENDLY WORLD' costume from the Andy Kaufman special.",objects/props
"7、INT. KAUFMAN HOUSE, ANDY'S ROOM - 1957 - DAY",What does Andy do when he resumes his show?,"He starts the KIDDIE SHOW HOST routine, making an applause sound and initiating a singalong.","ANDY (as KIDDIE SHOW HOST) And now, boys and girls! It's time for... TV Fun House! (he makes an APPLAUSE SOUND) Hi, everybody! Are you ready for a singalong?",detailed description
10、EXT. NY NIGHTCLUB - 1975 - NIGHT,"In [10、EXT. NY NIGHTCLUB - 1975 - NIGHT], What is Andy's emotional state when confronted by the thugs?",Fearful and anxious.,Andy stares fearfully. An anxious moment.,character states
27、INT. MAMA ROMA'S - NIGHT,What does Tony Clifton say when he enters?,Heh-heh. How ya all doin'?,"TONY CLIFTON
Heh-heh. How ya all doin'?",dialogue/beliefs
19、INT. SNL SET - NIGHT,What does Carol express about her brother being on TV?,I still can't believe my brother's gonna be on TV...,"CAROL
I still can't believe my brother's
gonna be on TV...!",dialogue/beliefs
"62、INT. TAXI SET, ANDY'S DRESSING ROOM - DAY","In [62、INT. TAXI SET, ANDY'S DRESSING ROOM - DAY], What is Tony's emotional state when he looks up?",Insulted,"He looks up, insulted.",character states
11、EXT. NY IMPROV - 1975 - NIGHT,"In [11、EXT. NY IMPROV - 1975 - NIGHT], What describes George Shapiro's demeanor?",Old school with a Bronx accent and surprising sweetness,"George is old school: Bronx accent, shmooze and a hug... but with a surprising sweetness that is quite disarming.",character states
"28、INT. MAMA ROMA'S, KITCHEN - LATER THAT NIGHT",What does Bob Zmuda say when George questions his identity?,Don't believe everything you hear.,ZMUDA Don't believe everything you hear.,dialogue/beliefs
27、INT. MAMA ROMA'S - NIGHT,What does the angry guy say about his cigar?,"Goddamn, I paid five dollars for this.","ANGRY GUY
Goddamn, I paid five dollars for this.",dialogue/beliefs
"14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT","In [14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT], What is George's reaction upon realizing Andy's act?",Laughs heartily,George realizes it's all been an act. He laughs heartily,character states
21、INT. SNL SET - NIGHT,"In [21、INT. SNL SET - NIGHT], What does the Mighty Mouse theme song state about facing danger?","Although we are in danger, We never despair, Because we know where there is danger He is there!","MIGHTY MOUSE THEME (V.O.) ""Although we are in danger, We never despair, Because we know where there is danger He is there!""",dialogue/beliefs
39、INT. ANDY'S APARTMENT - DAY,What causes Andy to mention San Bernardino?,The return address on the letter indicates San Bernardino.,"He glances at the return address. ANDY (cont'd) So, um... San Bernardino...",causal/relational queries
"14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT","In [14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT], What is Andy's emotional state when he sees the business card?",Surprised and reveals his true identity,his eyes pop. He DROPS the accent,character states
"63、INT. TAXI SET, TECH BOOTH - DAY","In [63、INT. TAXI SET, TECH BOOTH - DAY], How does Ed feel after Andy's call?",Relieved,A relieved Ed turns to George,character states
"45、INT. COLLEGE AUDITORIUM, BACKSTAGE - NIGHT",When does Andy grab the book?,After Zmuda warns him.,"Zmuda (startled) No! Andy, don't do it -- Andy They're asking for it. Andy fiercely GRABS a small book from Zmuda.",temporal references
24、INT. SHAPIRO/WEST - DAY,What does 'CLASS ACT' refer to in the passage?,"A high-quality, reputable sitcom.",George describes the opportunity as a 'CLASS ACT!',terminology/abbreviation/concept
15、INT. SOHO HEALTH FOOD RESTAURANT - NIGHT,What specific action does Andy perform with the food during the meal?,He arranges beans in pinwheel shapes and sprouts in piles.,Andy starts arranging the food in compulsive little piles: Beans in pinwheel shapes. Sprouts in piles.,detailed description
9、INT. NY NIGHTCLUB - 1975 - LATER THAT NIGHT,"In [9、INT. NY NIGHTCLUB - 1975 - LATER THAT NIGHT], What object is mentioned as part of Andy's act that the manager criticizes?",Records,your act is like amateur hour: Singalongs... puppets... playing records...,objects/props
"22、INT. SNL SET, BOOTH - NIGHT",What does Lorne Michaels say about the situation?,"He says, 'Oh my God, he's doing nothing. It's dead air...!'","LORNE MICHAELS Oh my God, he's doing nothing. It's dead air...!",dialogue/beliefs
