doc_title,chunk_id,fact,scene_context
23、INT. ENTERPRISE BRIDGE,doc_22_chunk_0,Spock gives an order to Saavik to clear all moorings for departure.,"Scene depicting the bridge with crew at stations, prior to departure."
345、INT. ENTERPRISE ENGINE ROOM,doc_344_chunk_3,Spock completes the Kobayashi Maru test for the first time.,
345、INT. ENTERPRISE ENGINE ROOM,doc_344_chunk_3,Spock explicitly identifies himself as Kirk's friend.,
345、INT. ENTERPRISE ENGINE ROOM,doc_344_chunk_3,Spock dies.,
43、INT. SPOCK'S QUARTERS,doc_42_chunk_4,Spock acknowledges Kirk as his superior officer.,
43、INT. SPOCK'S QUARTERS,doc_42_chunk_4,Spock declares his enduring loyalty to Kirk.,
43、INT. SPOCK'S QUARTERS,doc_42_chunk_4,Spock decides to speak with Mr. Scott before accompanying Kirk to the bridge.,
197、INT. ENTERPRISE DOCKING BAY,doc_196_chunk_0,Captain Spock leads the reception group aboard the starship.,"Scene: Docking bay, immediately following docking procedure completion."
197、INT. ENTERPRISE DOCKING BAY,doc_196_chunk_0,Captain Spock gives the order to prepare for the Admiral's inspection.,"Scene: Docking bay, after docking procedure is confirmed complete."
197、INT. ENTERPRISE DOCKING BAY,doc_196_chunk_0,Captain Spock gives the order to open the airlock.,"Scene: Docking bay, prior to Kirk and his staff boarding the ship."
332、INT. ENTERPRISE ENGINE ROOM,doc_331_chunk_0,Spock applies the Vulcan nerve pinch to Bones.,Scene: Spock incapacitates Bones to prevent interference with his entry into the radiation room.
332、INT. ENTERPRISE ENGINE ROOM,doc_331_chunk_0,"Spock enters the ReactorRoom, which contains high levels of radiation.",Scene: Spock gains access to the radiation-contaminated ReactorRoom behind radiation-proof barriers.
169、INT. ENTERPRISE ENGINE ROOM,doc_168_chunk_1,Spock has been exposed to lethal levels of radiation while saving the ship.,Reactor room scene: Spock is seen on his knees with blackened hands and facial scars from radiation.
169、INT. ENTERPRISE ENGINE ROOM,doc_168_chunk_1,Spock confirms the ship is out of danger before losing consciousness.,Reactor room scene: Spock asks Kirk if the ship is safe and expresses satisfaction upon confirmation.
169、INT. ENTERPRISE ENGINE ROOM,doc_168_chunk_1,Spock dies after communicating with Kirk through the intercom.,Reactor room scene: Spock speaks his final words and nearly collapses as Kirk witnesses his death.
255、INT. SPACE STATION REGULAR I - CAROL'S LAB - ON SCREEN,doc_254_chunk_4,Spock is given command of the ship by Kirk.,"Scene: On the bridge, as Kirk prepares to leave the ship."
255、INT. SPACE STATION REGULAR I - CAROL'S LAB - ON SCREEN,doc_254_chunk_4,Spock agrees to send a complete damage report after speaking with Mr. Scott.,"Scene: On the bridge, during the transfer of command."
255、INT. SPACE STATION REGULAR I - CAROL'S LAB - ON SCREEN,doc_254_chunk_4,Spock expresses concern for Kirk's safety by telling him to be careful.,"Scene: On the bridge, as Kirk, Bones, and Saavik prepare to depart."
79、INT. SPACE STATION REGULAR I - CAROL'S LAB - ON SCREEN,doc_78_chunk_4,Spock is given command of the ship by Kirk.,"Scene: On the bridge, as Kirk prepares to leave the ship."
79、INT. SPACE STATION REGULAR I - CAROL'S LAB - ON SCREEN,doc_78_chunk_4,Spock agrees to establish a parking orbit around the station.,"Scene: On the bridge, as Kirk delegates responsibilities before departure."
79、INT. SPACE STATION REGULAR I - CAROL'S LAB - ON SCREEN,doc_78_chunk_4,Spock commits to sending a complete damage report after speaking with Mr. Scott.,"Scene: On the bridge, during Kirk's final instructions."
345、INT. ENTERPRISE ENGINE ROOM,doc_344_chunk_1,Spock has been exposed to lethal levels of radiation while repairing the reactor.,Reactor room: Spock is seen with blackened hands and facial scars from radiation exposure.
345、INT. ENTERPRISE ENGINE ROOM,doc_344_chunk_1,Spock confirms the ship is out of danger before losing consciousness.,Reactor room: Spock asks Kirk if the ship is safe and expresses satisfaction upon confirmation.
345、INT. ENTERPRISE ENGINE ROOM,doc_344_chunk_1,Spock dies after communicating with Kirk through the intercom.,"Reactor room: Spock collapses after speaking, having sacrificed himself to save the ship."
