id,scene,question,answer,evidence,qa_type
15,27 RECTORY. STUDY. INT/DUSK,Why does the pastor hesitate to let Florian keep the bird?,He believes the bird is used to living in freedom and should be set free when healed.,This one is used to living in freedom.,causal/relational queries
16,27 RECTORY. STUDY. INT/DUSK,What causes the pastor to agree to let Florian care for the bird?,"Florian promises to take responsibility and care for it, and has already asked his mother.","You'll really to take care of it? That's a heavy responsibility. You know that, don't you? ... Florian nods eagerly.",causal/relational queries
17,2 THE DOCTOR'S PROPERTY EXT/DAY,What is the emotional state of Xenia when she first sees her father and the horse?,She is horrified and screams with horror.,"She rushes up to her father and looks at him, horrified, then at the twitching horse, screams with horror.",character states
18,7 RECTORY. DINING ROOM. INT/NIGHT,Why does the pastor say he cannot forgive Marie and Martin?,"Because they frightened and offended their mother and siblings, not him.",You haven't offended me. It's your mother and your brothers and sisters that you have frightened away and offended.,dialogue/beliefs
19,25 ESTATE. DANCE FLOOR. EXT/DAY,What is Eva's emotional state while dancing with the schoolteacher?,Embarrassed and happy.,"Eva keeps looking at her feet and smiles, embarrassed. They look clumsy and embarrassed, but happy.",character states
20,25 ESTATE. DANCE FLOOR. EXT/DAY,How does the schoolteacher feel about being called 'sir' by Eva?,He feels it is too formal and implies he is old.,"Stop being so formal with me. I'm not that old, am I?",character states
21,11 SAWMILL INT/DAY,What caused Franz to question why his mother was on the elevated part of the sawmill?,She could never stand heights and it made her dizzy.,FRANZ: She could never stand heights. It made her dizzy.,causal/relational queries
22,8 THE DOCTOR'S PROPERTY EXT/DAY,Why does the midwife help the doctor with his children?,Because she has been helping since his wife's death four years ago.,"Since the death of the Doctor's wife, I've been helping him out. It's been 4 years. Since the birth of little Rudolph.",causal/relational queries
23,8 THE DOCTOR'S PROPERTY EXT/DAY,What caused the second incident to overshadow the doctor's accident?,A tenant farmer's wife died in a work accident the next day.,"The day following the doctor's riding accident... a second, far more tragic incident almost made people forget the misfortune of the previous day: the wife of a tenant farmer died in a work-accident.",causal/relational queries
24,21 ESTATE EXT/DAY,"What is the demeanor of the landowner's wife during the party, and with whom is she conversing?","She appears nervous and frail, and is talking to the schoolteacher.","His wife, with her nervous frailty, looks out of place in this crowd. She's talking to the schoolteacher.",character states
25,6 MANOR. LIVING ROOM ON THE TOP FLOOR. INT/NIGHT,What does Beatrix say about the tutor's playing when she asks him to try to play faster?,She says he should play faster or she might as well play with the village schoolteacher.,Beatrix says: 'Try to play a bit faster. Or else I might as well play with the village schoolteacher.',dialogue/beliefs
26,6 MANOR. LIVING ROOM ON THE TOP FLOOR. INT/NIGHT,What does the tutor claim about Beatrix's playing that makes it difficult for him to keep up?,He says she is playing too fast for him and that he is not Paganini.,The tutor says: 'To tell the truth: You're just playing too fast for me. I'm not Paganini.',dialogue/beliefs
27,10 A RIVER AND MEADOW WITH BRIDGE EXT/DAY,What specific physical actions does Martin take when he finishes walking on the wall and interacts with the schoolteacher?,"He jumps down onto the bridge, turns hesitantly, keeps his head bowed, and later looks up reluctantly when asked.","The boy takes a few more steps, then reaches the end of the wall and jumps down onto the bridge. Hesitatingly, he turns to the schoolteacher... Martin looks up reluctantly.",detailed description
28,42 CHURCH EXT/DAY,What is the children's choir singing about as the scene opens?,They are singing about an old evil enemy with great power and much deceit.,"That old evil enemy, Is serious about it, Great power and much deceit Are his cruel armor",dialogue/beliefs
29,36 FARM. PIGSTY. INT/EXT/DAY,How does the farmer react when Franz asks for forgiveness?,"He stops washing, turns to Franz, and questions what he should forgive.",The farmer stops washing and turns to Franz: 'What do you want me to forgive for? That the estate won't give me any work now? That Leni has been fired in disgrace? That your brothers and sisters soon won't have anything to eat. Is that what you mean? Or is it something else?',detailed description
30,47 RECTORY. THE BOYS' BEDROOM. INT/NIGHT,Why does Martin demand to be untied when he sees the red glow outside?,Because he wants to warn someone about the fire on the estate.,"Martin says: 'But if there's an emergency, you idiot. Somebody must warn them!'",causal/relational queries
31,47 RECTORY. THE BOYS' BEDROOM. INT/NIGHT,Why does Anton finally untie Martin despite hesitation?,Because he is frightened by Martin's loud and furious screaming.,"Frightened by his screams, Anton now goes over to him and undoes his ties.",causal/relational queries
32,44 THE STEWARD'S HOUSE. INT/NIGHT,How does the doctor indicate that he appreciates the steward's help with his coat?,He laughs and says 'Quod erat demonstrandum.',DOCTOR (laughs): Quod erat demonstrandum. Thank you.,detailed description
33,45 SNOW-COVERED COUNTRY ROAD EXT/DAY,What physical and personal traits of Eva remain in the narrator's thoughts?,"Her pale face, shy but frank personality, and shining red hair.","I could no longer banish from my thoughts her pale face, her shy but frank personality and her shining hair red.",character states
34,60 RECTORY. THE PASTOR'S STUDY. INT/DAY,What is the position of the dead bird on the pastor's desk and how is the letter-opener placed in it?,"The bird lies in the middle of the desk with wings spread; the letter-opener is stuck in its neck, only the hilt visible from its beak.",The dead bird lies in the middle of the desk with its wings spread out. The pastor's letter-opener is stuck in its neck - only the hilt sticks out from its beak.,detailed description
35,50 FARM BUILDINGS /EXT/DAY,Why does Paul stop when he reaches the stable door?,He lacks the strength to go inside again.,"As he touches the stable door, he lacks the strength to go inside again.",causal/relational queries
36,54 RECTORY. LIVING ROOM. INT/DAY,How does the pastor symbolically mark the transition of Marie and Martin during the ceremony?,He removes the white ribbon from Marie's head and Martin's arm.,The pastor is taking the white ribbon off Marie's head and Martin's arm.,detailed description
37,39 PROPERTY THE DOCTOR'S EXT/DAY,"How does Rudolph appear when he steps out of the door, and what physical gesture does he make?","Rudolph looks smaller than he is, steps out gingerly, and keeps one hand on the door handle he can barely reach.","Rudolph, who from here looks even smaller than he really is, has stepped gingerly out of the door. Unsure and undecided, torn between defiance and longing, he's kept one hand on the door handle that he can barely reach.",detailed description
38,62 CHURCH INT/DAY,"How does the pastor handle the cup after each child drinks, and what specific detail is noted when he reaches Marie?","He wipes the cup after each child drinks; with Marie, he hesitates long enough to draw irritated stares.","He wipes the cup, where Marie's mouth drank � as he does after each child - and goes on to the next one... he hesitates a long moment. For so long, that this causes a few irritated stares from the devout parish.",detailed description
39,52 FARM. EXT/DAY,Why does the funeral procession slow down as it turns the corner of the farm?,Because Franz approaches and the villagers are uncertain how to react.,The procession slows down. Franz comes over. Muttering is heard from the villagers. They don't know how to react.,causal/relational queries
40,52 FARM. EXT/DAY,What effect does Franz's arrival have on Paul's emotional state?,"Paul smiles shyly after Franz squeezes his hand, indicating reassurance.","Paul, who is still carrying Sepp, looks expectantly toward his older brother who squeezes his hand. Paul smiles shyly.",causal/relational queries
41,57 THE DOCTOR'S HOUSE. INT/NIGHT,How is Xenia positioned relative to the doctor when Rudolph sees them in the practice room?,She sits on the visitor's chair with the doctor's legs closed around her legs.,"He has placed his chair in front of hers, and his legs are closed around her legs. She's crying.",scene localization
42,65 THE MIDWIFE'S HOUSE INT/NIGHT,How does the doctor speak to Hansi while examining his wounds?,"With a soothing, almost tender voice.","The doctor speaks with a soothing, almost tender voice to the child, who keeps on moaning.",dialogue/beliefs
43,70 VILLAGE AND SURROUNDING LANDSCAPE EXT/DAY,What action did the narrator take to obtain the means of traveling to town to discuss the possibility of war with Eva?,The narrator asked the Baroness for the bicycle Eva had used to visit her parents.,"I asked the Baroness for the bicycle, with which Eva had visited her parents some time ago.",detailed description
44,67 RECTORY. STUDY. INT/DAY,"What object does the steward demand from Georg, and what does he use to attack him when he cannot produce it?",A whistle; he uses a horsewhip to attack him.,Give me that whistle!... The steward... seizes the horsewhip hanging from hook in the wardrobe and dashes upstairs.,objects/props
45,59 ESTATE. STEWARD'S HOUSE. INT/DAY,How does the schoolteacher react when Liesl says her dreams sometimes come true?,"He becomes perplexed, calls it nonsense, and insists it was a coincidence.",The schoolteacher is completely perplexed. At first he doesn't know what to say. SCHOOLTEACHER: What are you saying there? That's complete nonsense!,character states
46,59 ESTATE. STEWARD'S HOUSE. INT/DAY,What specific physical actions does the schoolteacher take to comfort Liesl when she is crying?,"He hands her his handkerchief, puts his arm around her shoulder, and reassures her verbally.","He takes out a handkerchief and hands it to her... Touched, the schoolteacher puts his arm around Liesl's shoulder... SCHOOLTEACHER: All right. All right. That was just a dream.",detailed description
47,58 RECTORY. THE PASTOR'S STUDY. INT/DAY,What does Marie do after quietly closing the door and before going to the birdcage?,"She goes to her father's desk and opens several drawers, finding a letter-opener that resembles a small sword.","She closes the door quietly, then goes to her father's desk and opens a few drawers. She ends up finding the letter-opener. It has a hilt and looks like a small sword.",detailed description
48,69 ESTATE. DINING ROOM. COURTYARD. INT/EXT/NIGHT,How does the Baroness behave after the steward and the Baron leave the room?,"She goes to the window, looks out pensive, pours a shaking-handed brandy, sips while waiting.","Once the door is closed, she stops for a moment, goes to the window, and looks out pensive. She ends up going to the small bar and pours herself a glass of brandy. Her hands are shaking a little. She drinks from the glass, goes back to the window and looks out waiting, taking a sip from now and then.",detailed description
49,64 SCHOOL. INT/DAY,How does the first police officer physically and verbally confront Liesl after dismissing the idea of her clairvoyance?,"He stands in front of her, pulls her to her feet, yells to stop crying, and threatens to make her talk.","Suddenly, he yells at the girl: Stop crying! Liesl jumps up with fear. The police officer stands right in front of her: Your deceitful whining won't work with me... He pulls the girl to her feet... leads her toward the door.",detailed description
50,64 SCHOOL. INT/DAY,What specific actions and emotional responses occur when the first police officer accuses Liesl of deceit and demands the truth?,"He stands in front of her, calls her whining deceitful, threatens her, and says he won't let her go until she confesses.",The police officer stands right in front of her: Your deceitful whining won't work with me. I've got other ways to make you talk... you won't get rid of me until you've come clean. Is that clear?,detailed description
51,71 ESTATE EXT/DAY | 74 THE MIDWIFE'S HOUSE EXT/DAY,What happened after the midwife disappeared and the narrator waited for two days?,"The narrator went to the manor house to inform the Baron, who then instructed the narrator to speak with the steward, open the house, and take care of the disabled boy.","The midwife did not return. The narrator waited two days, then went to the manor house to inform the Baron. The Baron was there, and the narrator told him about the midwife. The Baron responded by directing the narrator to speak with the steward and instructed that the house be opened and the disabled boy taken care of.",temporal references
52,50 FARM BUILDINGS /EXT/DAY | 15 FARM INT/NIGHT | 52 FARM. EXT/DAY,What does Paul state about how he is feeling through his actions when Sepp sits beside him?,"Paul does not state how he is feeling through words, but his action of not responding when Sepp sits beside him suggests he is withdrawn or emotionally distant.","Paul did not answer when Sepp whispered to him, and they sat close together in the dim light, saying nothing.",character states
53,45 SNOW-COVERED COUNTRY ROAD EXT/DAY | 46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY | 76 THE MIDWIFE'S HOUSE EXT/DAY,What does the schoolteacher state about formality during his interaction with Eva?,The schoolteacher tells Eva not to be so formal.,He told her not to be so formal.,character states
54,50 FARM BUILDINGS /EXT/DAY | 15 FARM INT/NIGHT,How does Paul react when Sepp sits beside him?,Paul does not respond or speak when Sepp sits beside him.,"Paul did not answer. Sepp hesitated, then moved across the room and sat down beside him on the bench. They sat close together in the dim light, saying nothing.",character states
55,51 THE DOCTOR'S HOUSE. OFFICE. INT/DAY | 65 THE MIDWIFE'S HOUSE INT/NIGHT | 51 THE DOCTOR'S HOUSE. OFFICE. INT/DAY,What does the midwife state about her bad breath?,The midwife states that her bad breath is caused by a stomach ulcer.,"She explains her bad breath comes from a stomach ulcer, which he already knew about.",character states
56,42 CHURCH EXT/DAY | 69 ESTATE. DINING ROOM. COURTYARD. INT/EXT/NIGHT | 48 ESTATE EXT/NIGHT,Why did the Baron leave the room while the maid was still present?,"The Baron left the room because the steward interrupted and summoned him, prompting him to excuse himself and follow the steward out.","As the Baroness stood up to leave, the door opened and the steward knocked, stepping into the room. The Baron, after a brief hesitation, excused himself and followed the steward out, closing the door behind him.",causal/relational queries
57,1 COVERED RIDING SCHOOL OF THE MANORIAL ESTATE INT/DAY | 2 THE DOCTOR'S PROPERTY EXT/DAY | 5 MANOR EXT/NIGHT,What does the steward state about the doctor's condition after the fall?,The steward states that the doctor had a broken collarbone and was unable to speak about the incident.,The steward told the landowner that the doctor had a broken collarbone and was in no condition to speak about what happened.,character states
58,77 MONTAGE: EXT/DAY | 46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY | 61 STREET. EXT/DAY,What does Eva's father state about her marriage to the schoolteacher?,Eva's father states that there will be no immediate marriage and that Eva will spend a year apprenticing with the town hairdresser before anything else happens.,"He stated that there would be no immediate marriage. Instead, Eva would spend a year apprenticing with the town hairdresser.",character states
59,74 THE MIDWIFE'S HOUSE EXT/DAY | 75 THE MIDWIFE'S HOUSE INT/DAY | 73 RECTORY. INT/NIGHT,Why does the pastor close the windows of the house one by one?,The pastor closes the windows because he becomes shaken after the schoolteacher implies that the doctor's children may have been involved in the disappearance and violent acts.,"The schoolteacher hesitates, then mentions he now recalls Baron's son was last seen in the company of the doctor's children. The pastor grows uneasy, demanding if the schoolteacher is saying the children committed these acts. The schoolteacher does not answer directly but lowers his head slightly, his hands folding in his lap. The pastor rises, shaken, and moves to close the windows of the house, one by one.",causal/relational queries
60,44 THE STEWARD'S HOUSE. INT/NIGHT,What does the doctor state before saying good night to the children?,The doctor states 'Quod erat demonstrandum' before saying good night to the children.,"The doctor laughed lightly and said, 'Quod erat demonstrandum,' then turned to the children and said, 'Good night, children.'",character states
61,10 A RIVER AND MEADOW WITH BRIDGE EXT/DAY,What does Martin state about why he walked on the bridge wall?,"Martin states that he gave God a chance to kill him, but since nothing happened, he knows God is pleased with him and does not want him to die.","Martin says he gave God a chance to kill him, but God did not take it, so he knows he is still wanted. When asked again for an explanation, Martin says he gave God the opportunity to kill him—but since nothing happened, it means God is pleased with him and does not want him to die.",character states
62,7 RECTORY. DINING ROOM. INT/NIGHT | 14 RECTORY. DINING ROOM. INT/NIGHT,Why did the pastor punish Marie and Martin before allowing them to rejoin the family meal?,"The pastor punished Marie and Martin to uphold mutual respect within the family after they returned home late, frightened their mother and siblings, and offered what he considered lies as an excuse, which disrupted the family's trust and peace.","The pastor states that he cannot leave their offense unpunished if they are to live in mutual respect, noting that their absence caused their mother to search the village in tears and that they returned with lies, making it impossible for the family to eat peacefully.",causal/relational queries
63,56 SCHOOL. INT/DAY | 62 CHURCH INT/DAY,What does the schoolteacher state to the children who are still in the classroom?,The schoolteacher states that the children should leave because there is a confirmation class now and demands that they say good-bye.,"The schoolteacher says sharply, 'What's going on here? Why are you still here? You know that there's a confirmation class now! Get out!' and then adds, 'How about saying good-bye?'",character states
64,59 ESTATE. STEWARD'S HOUSE. INT/DAY | 64 SCHOOL. INT/DAY,What does the schoolteacher state about Liesl's dream concerning her brother and the baby?,The schoolteacher states that it was only a coincidence.,"The schoolteacher frowns, suggesting it was only coincidence.",character states
65,59 ESTATE. STEWARD'S HOUSE. INT/DAY | 73 RECTORY. INT/NIGHT,Why does the pastor close the windows of the house after speaking with the schoolteacher?,The pastor closes the windows because he becomes shaken by the schoolteacher's implication that the doctor's children may be responsible for the attacks.,"The schoolteacher hesitates, then mentions he now recalls Baron's son was last seen in the company of the doctor's children. The pastor grows uneasy, demanding if the schoolteacher is saying the children committed these acts. The schoolteacher does not answer directly but lowers his head slightly, his hands folding in his lap. The pastor rises, shaken, and moves to close the windows of the house, one by one.",causal/relational queries
