doc_title,chunk_id,description,scene_context
241、INT. NEWBERRY FOYER - CONTINUOUS,doc_240_chunk_0,heading up the stairs at him,"Front stairs, Lardner and McCullers enter through front door"
241、INT. NEWBERRY FOYER - CONTINUOUS,doc_240_chunk_0,"spin on them instinctively, and FIRE","Front stairs, Lardner and McCullers enter through front door"
241、INT. NEWBERRY FOYER - CONTINUOUS,doc_240_chunk_0,dives off of the stairs and rolls out of view,"Front stairs, Lardner and McCullers enter through front door"
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_1,GROCER heads up the back stairs.,KITCHEN
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_1,GROCER hears him and starts back down.,KITCHEN
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_1,Grocer comes out of the stairwell blasting.,KITCHEN
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_1,"Grocer runs a pattern across the kitchen, FIRING at Martin",KITCHEN
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_1,"Grocer vaults himself through the air toward a serving window from the kitchen to the dining room, still firing.",KITCHEN
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_3,"Martin and Grocer sit on the floor, backs up against opposite side of the counter-- Martin in the kitchen and Grocer in dining room.",MARTIN AND GROCER - INTERCUT: Grocer sitting in dining room
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_3,"BALLED CHECK sails over the television and comes down, bouncing off Grocer's head and into his lap.",MARTIN AND GROCER - INTERCUT: Check bounces off Grocer's head
119、INT. NEWBERRY FOYER - CONTINUOUS,doc_118_chunk_2,"Flying through the air disappearing through the shuttered serving window, his flight carrying him past a television that sits on a lazy susan",serving window
99、EXT. MICHIGAN HIGHWAY - MORNING,doc_98_chunk_0,"Grocer and Company, not in a Ford Passenger Van, veer off onto an exit ramp.",exit ramp
99、EXT. MICHIGAN HIGHWAY - MORNING,doc_98_chunk_0,Grocer has assembled a team of about nine.,
10、INT. MARTIN'S AND GROCERS CARS - DAY,doc_9_chunk_0,"behind the wheel, phone in hand","FDR Drive, Martin notices a Town Car in the next lane"
10、INT. MARTIN'S AND GROCERS CARS - DAY,doc_9_chunk_1,Grocer ignores this.,
185、INT. DINER - LATE MORNING,doc_184_chunk_0,"slides into the booth, across from Martin","Window booth, Martin seated"
185、INT. DINER - LATE MORNING,doc_184_chunk_0,is already drawing his pistol down there,"Window booth, Mexican breakfast stand-off"
239、INT. BEDROOM,doc_238_chunk_1,Grocer continues...,"Inside a room with vent, Grocer speaking from vent"
