id,scene,question,answer,evidence,qa_type
14,26、INT. INTEROGATION ROOM - POLICE STATION - NIGHT,What belief does Roman express about his movie's production?,He believes the studio is shutting down production because of the murder.,ROMAN: studio's shutting down production. Called my film a risk!,dialogue/beliefs
15,30、INT. JENNIFER JOLLIE'S HOUSE - NIGHT,What does Jennifer claim about the killer's selection of victims?,The killer is choosing his victims as they die in the script.,JENNIFER You! How can I ever get any fame playing you! ... The killer is choosing his victims as they die in the script!,dialogue/beliefs
16,12、INT. SID'S OFFICE - NIGHT,"In [12、INT. SID'S OFFICE - NIGHT], What is Sidney's emotional state when the woman claims to have killed someone?",Distressed and shocked.,SIDNEY (tears welling),character states
17,29、EXT. JENNIFER'S HOUSE - NIGHT,What does Tom Prinze say about Gale's article?,"He claims it accused him of drinking, drugs, and faking a tire blowout.","TOM: 'The one where you said my car accident was caused by me drinking and drugs, and how I faked the tire blow-out just so my insurance wouldn't sky rocket.'",dialogue/beliefs
18,29、EXT. JENNIFER'S HOUSE - NIGHT,"In [29、EXT. JENNIFER'S HOUSE - NIGHT], What does Gale believe about TV journalism?",She believes it stages news to boost ratings.,GALE: 'Stage the news to boost ratings.',dialogue/beliefs
19,36、INT. HALLWAY - POLICE STATION - DAY,Why does Sidney say he came to the location?,He thought he'd be safe with the people he cares about.,I figured I'd be safe If I was at least up here with the people I care about.,dialogue/beliefs
20,37、INT. DETECTIVE KINCAID'S OFFICE - DAY,What did Sidney say the killer asked during their conversation?,"What's new, how ya been, how do you want to die?","SIDNEY: Oh, you know, the usual small talk, 'What's new, how ya been, how do you want to die?'",dialogue/beliefs
21,37、INT. DETECTIVE KINCAID'S OFFICE - DAY,What did Dewey believe about the clippings and photo?,He thought they were bait to trick Sidney out of hiding.,"DEWEY: I was afraid they were bait, something to, ya know, trick you out of hiding.",dialogue/beliefs
22,35、INT. DETECTIVE KINCAID'S OFFICE - DAY,"In [35、INT. DETECTIVE KINCAID'S OFFICE - DAY], Why does Detective Kincaid suspect a third killer in Maureen Prescott's murder?","Because Sidney previously accused Cotton Weary, who was wrong, suggesting another perpetrator.",Detective Kincaid mentions Sidney's past mistake with Cotton Weary as a reason to consider a third killer.,causal/relational queries
23,35、INT. DETECTIVE KINCAID'S OFFICE - DAY,"In [35、INT. DETECTIVE KINCAID'S OFFICE - DAY], Why does Detective Kincaid count four dead celebrities while Gale mentions five?","Angelina Tyler's body is still missing, as police haven't found her yet.",Kincaid states police are still searching for Angelina Tyler's body in the debris.,causal/relational queries
24,34、EXT. BACKYARD - JENNIFER'S HOUSE - NIGHT,What is written on the back of the newspaper clipping?,I KILLED HER,SCRAWLED ON BACK IS:'I KILLED HER',dialogue/beliefs
25,33、INT. JENNIFER'S HOUSE - NIGHT,"In [33、INT. JENNIFER'S HOUSE - NIGHT], What does Gale believe about killers knocking on doors?",Gale believes killers don't knock on doors.,GALE: Do the killers ever knock on the fucking door? Ever see Jason do that before burying an axe in some big titted blonde's head? Or maybe Michael or Chucky? Huh?,dialogue/beliefs
26,9、INT. SIDNEY'S BEDROOM - NIGHT,"In [9、INT. SIDNEY'S BEDROOM - NIGHT], What emotional state is Sidney in when she sees her mother's ghost?",Hysterical and terrified,Sid's hysterical crying. She squints her eyes... her face loses any trace of color. Sidney screams,character states
27,62、INT. PRESCOTT HOUSE - SET - NIGHT,When does Sid hear muffled cries?,After she locks the front door and before she races upstairs.,She hears something upstairs. Like muffled cries. She races up to investigate.,temporal references
28,6、INT. BACKSTAGE - TOTAL ENTERTAINMENT SET - DAY,"In [6、INT. BACKSTAGE - TOTAL ENTERTAINMENT SET - DAY], How is Gale feeling when she encounters Detective Kincaid?",Frightened,Jesus Christ you scared the shit out of me,character states
29,63、INT. SIDNEY'S BEDROOM - SET - NIGHT,When does Dewey start freeing his hands?,After he comes around and lets his head loll for a moment.,Dewey comes around. He lets his head loll for a moment before finally beginning to pull and tug on his bindings.,temporal references
30,27、INT. VIEWING ROOM - POLICE STATION - NIGHT,What does Dewey imply about their past relationship?,He implies their past was a strength.,You used to say that was our strength.,dialogue/beliefs
31,22、INT. HONDA CIVIC - NIGHT,"In [22、INT. HONDA CIVIC - NIGHT], What is the source of the only light in the scene?",The neon green digital clock/radio read-out,The only light comes from the unsettling neon green digital clock/radio read-out,objects/props
32,18、INT. PROP ROOM - NIGHT,"In [18、INT. PROP ROOM - NIGHT], What is Sarah's emotional state when she encounters the ghosts?",Startled and frightened,"Sarah catches her breath, dives into one of the racks",character states
33,39、INT. TRAILER - STUDIO LOT - DAY,"In [39、INT. TRAILER - STUDIO LOT - DAY], What specific method does Randy say is required to kill the killer in a trilogy?","Cryogenic freezing, decapitation, or explosion.","you gotta cryogenically freeze his head, decapitate him, or blow him up",dialogue/beliefs
34,27、INT. VIEWING ROOM - POLICE STATION - NIGHT,What does Gale believe about her role in bringing attention to the case?,She believes she brought the nation's attention to the case.,I was the one who brought the nation's attention to this shit anyway.,dialogue/beliefs
35,31、EXT. JENNIFER'S HOUSE - NIGHT,What does Tom do after walking around the side of the house?,"He hears a low, muffled squealing.","A noise catches his attention. A low, muffled squealing.",detailed description
36,8、INT. STAB 3 SET - DAY,"In [8、INT. STAB 3 SET - DAY], What is Dewey's emotional state according to the passage?",He has become colder,Dewey's obviously gotten a lot colder since the last film,character states
37,15、INT. STAB 3 PRODUCTION OFFICES - NIGHT,Why did Sarah enter Roman's office?,Roman had told her roommate he wanted to discuss important things with her.,SARAH: 'He called my roommate and told her he had some important things he wanted to go over with me in his office tonight.',causal/relational queries
38,31、EXT. JENNIFER'S HOUSE - NIGHT | 30、INT. JENNIFER JOLLIE'S HOUSE - NIGHT | 32、INT. GUEST HOUSE - NIGHT,What does Tom state about his chances with Angelina after she does not respond to his calls?,Tom states that his chances of getting some head from Angelina are ruined after she does not respond to his calls.,"He says, 'Damn it. There goes my chances of getting some head from her,' after calling out to Angelina and receiving no response.",character states
39,30、INT. JENNIFER JOLLIE'S HOUSE - NIGHT | 32、INT. GUEST HOUSE - NIGHT,What does Angelina state about the impact of the current situation on her acting career?,Angelina states that the current situation will ruin her chances of acting in Hollywood films.,"Angelina Tyler, visibly upset, rises from the couch and voices her fear that the current situation will ruin her chances of acting in Hollywood films.",character states
40,18、INT. PROP ROOM - NIGHT | 20、INT. PROP ROOM - NIGHT,What does Sarah state about her location before making a phone call?,Sarah does not state anything about her location before making a phone call.,"The passage describes Sarah crouching behind a rack of ghost costumes and dialing a number, but there is no indication that she says anything about her location.",character states
41,8、INT. STAB 3 SET - DAY | 29、EXT. JENNIFER'S HOUSE - NIGHT,What does Tom Prinze state about his involvement in the previous night's events when speaking to Angelina Tyler?,Tom Prinze states that he did not rip the two people up the previous night.,"He says, 'Relax your crack sweetheart, I didn't rip those two fucks up last night.'",character states
42,16、INT. ROMAN'S OFFICE - NIGHT | 15、INT. STAB 3 PRODUCTION OFFICES - NIGHT | 16、INT. ROMAN'S OFFICE - NIGHT,What happens after Sarah picks up Roman's brass music video award and reads the inscription?,"The phone rings suddenly, startling her, and she drops the award, causing it to break at the edge of the desk.","She picks up one of his brass music video awards and reads the inscription. The phone rings suddenly, startling her. She drops the award, and it hits the edge of the desk, snapping the head off.",temporal references
43,25、INT. STAB 3 PRODUCTION OFFICES - NIGHT | 26、INT. INTEROGATION ROOM - POLICE STATION - NIGHT,Why do the detectives suspect Roman Bridger in connection with Sarah Darling's death?,"The detectives suspect Roman Bridger because phone records show he was the last person to call Sarah Darling’s home before her death, and they believe she went to the studio to meet him.","Phone records confirm he was the last person to call Sarah Darling’s home before her death, and the detectives claim a guard saw her at the studio to meet him.",causal/relational queries
44,27、INT. VIEWING ROOM - POLICE STATION - NIGHT | 34、EXT. BACKYARD - JENNIFER'S HOUSE - NIGHT,What does Dewey state that causes him to leave the observation room suddenly?,"Dewey states that Jennifer needs him, which causes him to leave the observation room suddenly.","He looks down at it, then announces that Jennifer needs him. Without waiting for a response, he turns and rushes out of the observation room.",character states
45,33、INT. JENNIFER'S HOUSE - NIGHT | 34、EXT. BACKYARD - JENNIFER'S HOUSE - NIGHT,What does Gale state during the phone call with the killer?,Gale taunts the caller and challenges him to fight.,"Gale grabs the phone and begins yelling at the caller, taunting him and challenging him to fight.",character states
46,5、EXT. TOTAL ENTERTAINMENT SET - DAY,Why does Gale Wathers leave the set during the interview with Roman Bridger?,"Gale Wathers leaves the set because she sees a figure in a Ghostface costume miming a throat-slitting gesture near an exit, which alarms her.","She notices a figure in a Ghostface costume standing in a half-open exit door at the far end of the set. For a brief instant, it looks as though the figure is miming a knife slashing across its throat. Startled, Gale looks back toward the exit—but the figure is gone. She turns to Roman. 'Would you excuse me for a moment?'",causal/relational queries
47,14、EXT. STAB 3 PRODUCTION OFFICES - NIGHT | 17、INT. HALLWAY - NIGHT | 20、INT. PROP ROOM - NIGHT,What does Sarah do when she sees a shape moving toward her at the front door?,"Sarah screams, turns abruptly, and sprints across the room to hide in the prop room.","Through the smoked glass, she sees a shape moving toward her. She screams, turns abruptly, and sprints across the room, heading for the prop room.",character states
48,29、EXT. JENNIFER'S HOUSE - NIGHT | 36、INT. HALLWAY - POLICE STATION - DAY | 27、INT. VIEWING ROOM - POLICE STATION - NIGHT | 34、EXT. BACKYARD - JENNIFER'S HOUSE - NIGHT,Why did Sidney decide to go to Jennifer's house despite Dewey's warning to stay hidden?,"Sidney decided to go to Jennifer's house because the killer had found her and called the night before, making her feel unsafe even in hiding.",Sidney replies that she wasn’t safe where she was either—the killer had found her and called the night before. She decided to come to be with the people she cares about.,causal/relational queries
49,43、INT. CLERICAL AREA - ARCHIVES - DAY,What does Bianca state about who has access to the files?,Bianca states that only studio executives have access to the files.,"Bianca glances at the photo without interest and states she is busy, reiterating that only studio executives have access to the files.",character states
50,36、INT. HALLWAY - POLICE STATION - DAY | 27、INT. VIEWING ROOM - POLICE STATION - NIGHT | 34、EXT. BACKYARD - JENNIFER'S HOUSE - NIGHT,What does Sidney state about her safety before deciding to come to the location?,Sidney states that she was not safe where she was because the killer had found her and called the night before.,Sidney replies that she wasn’t safe where she was either—the killer had found her and called the night before. She decided to come to be with the people she cares about.,character states
51,17、INT. HALLWAY - NIGHT | 20、INT. PROP ROOM - NIGHT,What does Sarah state about the shape she sees at the door?,Sarah does not state anything about the shape she sees at the door.,"The passage describes Sarah screaming and fleeing when she sees a shape moving toward her through the smoked glass, but it does not include any statement or verbal reaction from her about the shape.",character states
52,41、EXT. SUNRISE STUDIO FILM ARCHIVES - DAY | 43、INT. CLERICAL AREA - ARCHIVES - DAY | 44、INT. FILE ROOM - ARCHIVES - DAY,"What does Gale discover about Maureen Prescott during the visit to the studio files, and how do Gale and Jennifer react?","Gale discovers that Maureen Prescott was an actress in low-budget horror films produced by John Milton early in his career, with her headshots and a list of film titles like 'Amazombies,' 'Space Psychos,' and 'Creatures from the San Andreas Fault' found in a folder under the name Rina Reynolds. Gale and Jennifer exchange surprised glances upon learning this unexpected detail about Maureen's past.","Gale takes the folder from Bianca and opens it, revealing 8x10 headshots of a young Maureen Prescott. Behind the photos is a photocopied list of film titles. Gale reads some aloud: 'Amazombies,' 'Space Psychos,' 'Creatures from the San Andreas Fault.' Bianca explains they are horror films, B-movies from John Milton's early career. Gale and Jennifer exchange surprised glances, caught off guard by the revelation.",detailed description
