id,scene,question,answer,evidence,qa_type
29,34、INT EXAMINING ROOM DAY | 36、EXT DR. FINE'S BROWNSTONE DAY,Why does Dr. Fine demand that the police officer arrest Paul in the brownstone?,"Dr. Fine demands that the officer arrest Paul because he believes Paul broke into the house, even though Paul had the keys.","Dr. Fine demands that the officer arrest Paul, accusing him of breaking and entering, although Paul explains that Dr. Fine gave him the keys to the house.",causal/relational queries
30,8、INT MILLBROOK CLUB DAY | 11、INT THE WHITE WALL,What does Ouisa express about the word 'superfluous' when Flan uses it to describe two million dollars?,Ouisa expresses that she dislikes the word 'superfluous' because she feels the money was needed and that they had welcomed Geoffrey into their home despite not seeing him in years.,"Ouisa interjects sharply when Flan refers to the sum of two million dollars as superfluous. She turns to Connie, saying she hates when he uses that word, then explains they needed the money, hadn’t seen Geoffrey in years, and still welcomed him into their home.",character states
31,26、INT KITTREDGE'S APARTMENT NIGHT,Why does Kitty suggest going to the police after Flan retrieves the jam from the flower bouquet?,Kitty suggests going to the police because the group is bewildered and uneasy about the unexpected and suspicious presence of the jam in the bouquet left by Paul Poitier.,"After Flan pulls a pot of jam from the bouquet of flowers left by Paul Poitier, the group steps back in bewilderment. Kitty looks at the others and says they should go to the police.",causal/relational queries
32,29、INT THE MORGAN LIBRARY NIGHT | 40、INT ELIOT HOUSE HARVARD | 41、EXT ELIOT HOUSE | 35、INT COLLEGE DORM ROOM DAY,Why do the children react negatively when their parents suggest investigating the mysterious boy from their high school?,"The children react negatively because they feel their parents are making unfair assumptions about the boy's identity, such as implying he must be gay or involved in drugs, and they perceive the situation as embarrassing, hypocritical, and racially insensitive.","Tess resents the assumption that the boy must be gay, mocks her parents' taste in theater, and calls the situation racist; Doug feels targeted when his father looks at him while discussing drug users and calls the situation humiliating; Ben says it’s pathetic; the children collectively walk out, indicating their disapproval of the parents' approach.",causal/relational queries
33,1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,What does Ouisa state about the possibility of being harmed while asleep?,Ouisa states that they could have been killed in their sleep with their throats slashed.,"Ouisa stands by the window, looking down at Central Park, and speaks in a trembling voice about how they could have been killed in their sleep, their throats slashed.",character states
34,3、EXT KITTREDGE'S APARTMENT BUILDING 910 FIFTH AVENUE DAY,What does Flan state about his physical condition as they prepare to leave?,Flan states that he is shaking.,Flan says he is shaking.,character states
35,26、INT KITTREDGE'S APARTMENT NIGHT,Why does Kitty suggest going to the police after Flan retrieves the jam from the flower bouquet?,Kitty suggests going to the police because the group is bewildered and uneasy about the unexpected and suspicious presence of the jam in the bouquet left by Paul Poitier.,"After Flan pulls a pot of jam from the bouquet of flowers left by Paul Poitier, the group steps back in bewilderment. Kitty looks at the others and says they should go to the police.",causal/relational queries
36,25、INT PRECINCT | 28、INT THE PRECINCT | 37、EXT THE STRAND BOOKSTORE 12th STREET AND BROADWAY DAY,When does Flan propose a vote on continuing the investigation?,Flan proposes a vote on continuing the investigation at the Gotham Restaurant.,"At the Gotham Restaurant, Flan turns to the others and proposes a vote on whether to continue pursuing the investigation, no matter what they might discover.",temporal references
37,"6、EXT ST PETER'S EPISCOPAL CHURCH LITHGOW, NEW YORK DAY | 11、INT THE WHITE WALL",What does Flan state about Sidney while in bed with Ouisa?,Flan states that there is a god and his name is Sidney.,"Flan whispers that there is a god, and his name is Sidney.",character states
38,10、INT MILLBROOK CLUB BAR | 11、INT THE WHITE WALL,What does Flan state about the existence of a higher power while in bed with Ouisa?,Flan states that there is a god and his name is Sidney.,"Flan whispers that there is a god, and his name is Sidney.",character states
39,16、EXT CURBSIDE KENNEDY AIRPORT | 17、INT JFK THE TERMINAL | 25、INT PRECINCT,When does Flan suggest returning home?,Flan suggests returning home after speaking with Kitty and Larkin at Mortimer's Restaurant.,"After speaking with Kitty and Larkin at Mortimer's Restaurant, Flan turns to Ouisa and says it's time to go back to their place.",temporal references
