scene,question,answer,evidence,qa_type
58、INT. CHARLES RICKMAN'S OFFICE - DAY,What specific images are shown on the TV during the news report?,"Cars on fire, imploded building, panic in the street.","Images of what appear to be a terrible explosion fill the frame (stock footage from a terrorist attack in London perhaps?) Cars on fire, imploded building, panic in the street, etc...",detailed description
56、INT. HOSPITAL CORRIDORS,"In [56、INT. HOSPITAL CORRIDORS], What is the knife doing?",It is buried up to the handle in the father's chest.,The knife buried up to the handle in his chest.,objects/props
44、INT. SUBWAY TUNNEL - NIGHT,Why did Amy find Marla?,Because Marla tried to end her life.,I tried to end it. That's when you found me.,causal/relational queries
10、INT. MARLA'S ROOM - DAY,Why is Marla in an impossible angle?,A long boot-lace was tied around her neck and to the wall pipe.,A long boot-lace has been tied around Marla's neck and tied to the wall pipe on the toilet.,causal/relational queries
21、EXT. POLICE HEADQUARTERS - DAY,What does Charles believe about the origin of the word 'demon'?,It comes from the Greek word for 'knowledge'.,"CHARLES: Did you know, the word 'demon' comes from the Greek word for 'knowledge.'",dialogue/beliefs
32、INT. DEADER'S DUNGEON - DAY,"In [32、INT. DEADER'S DUNGEON - DAY], Where does Winter place the puzzle box?",On a makeshift altar at the head of the mattress,Winter takes the PUZZLE BOX and places on a makeshift altar at the head of the mattress.,scene localization
57、INT. WINTER'S ROOM - DAY,"In [57、INT. WINTER'S ROOM - DAY], What weapon does Winter offer Amy during the ritual?",THE FAMILIAR STILETTO,WINTER holds out a knife -- THE FAMILIAR STILETTO -- for her to take.,objects/props
26、INT. WINTER'S ROOM - DAY,What does Amy do with her bag during the conversation with Winter?,Opens her bag and produces the Puzzle Box,Amy opens her bag and produces the Puzzle Box,detailed description
54、INT. CORRIDOR - DAY,What does Amy do when she addresses him?,Screams out to him and shouts 'Leave her alone!',Amy screams out to him. AMY Leave her alone!,detailed description
14、INT. CHARLES RICKMAN'S OFFICE - NIGHT,What does Amy claim about her ability to handle sensitive situations?,I can't do the sensitive thing.,AMY: I can't do the sensitive thing.,dialogue/beliefs
14、INT. CHARLES RICKMAN'S OFFICE - NIGHT,What does Charles say about his responsibility for Amy's safety?,I don't want it to be my fault.,CHARLES: ...I don't want it to be my fault.,dialogue/beliefs
2、INT. CRACK DEN - NIGHT,"In [2、INT. CRACK DEN - NIGHT], What is Amy Klein's role during the party?","She is acting as a reporter, observing others.",She is studying the other partiers with a keen reporter's eye.,character states
37、INT. HOTEL BATHROOM - NIGHT,"In [37、INT. HOTEL BATHROOM - NIGHT], Where does Amy wash the blood from her hands?",In the sink of the white-tiled bathroom,the sink in the white-tiled bathroom,scene localization
28、INT. WINTER'S ROOM - DAY,Why is Amy Klein described as the infinitesimal speck?,She is what remains after subtracting infinite possibilities from her space.,"You, Amy Klein, are the infinitesimal speck that's left when we subtract the infinite possibilities that the space you occupy might have held.",causal/relational queries
28、INT. WINTER'S ROOM - DAY,What is the purpose of taking things away?,To create a hand by removing elements.,"You get it by taking things away. You, Amy Klein, are the infinitesimal speck...",causal/relational queries
1、INT. CRACK DEN - MORNING,"In [1、INT. CRACK DEN - MORNING], What is the man's behavioral state?",Asleep with his arm around the woman,A MAN asleep next to her with his arm around her,character states
31、INT. HALLWAY - DAY (FLASHBACK),Why is the girl kicking and screaming?,She is being carried away by the man.,"She is carried away out of sight, kicking and screaming.",causal/relational queries
41、INT. TOKEN BOOTH - NIGHT,What happens after Amy hears footsteps echoing towards her?,She sees the cop in a mirror.,"Through a large mirror at an intersection, she sees the source of the footsteps.",temporal references
