scene,question,answer,evidence,qa_type
34、INT. PALACE - FIGHT SEQUENCE,"In [34、INT. PALACE - FIGHT SEQUENCE], What emotional state does DALE exhibit when she shouts for FLASH?",Desperate,The pitiful shout sends FLASH'S adrenaline rushing.,character states
34、INT. PALACE - FIGHT SEQUENCE,"In [34、INT. PALACE - FIGHT SEQUENCE], What emotional state does FLASH display when he sees DALE being taken?",Despairing,"He looks up, with despairing eyes.",character states
33、INT. PALACE OF HALLS - SERIES OF DISSOLVES,"In [33、INT. PALACE OF HALLS - SERIES OF DISSOLVES], What is the ARMORED MAN's response to MING's loyalty question?",States loyalty and commits suicide,ARMORED MAN: 'Gladly!' ... PLUNGES FORWARD on to the fatal point.,character states
15、INT. GREENHOUSE - DAY,What action does Zarkov take with his revolver?,Lifts his revolver and draws a bead on the man's back,ZARKOV lifts his revolver and draws a bead on the man's back.,detailed description
27、INT. CAPSULE - SHOOTING FROM WITHIN,"In [27、INT. CAPSULE - SHOOTING FROM WITHIN], What is the physical condition of the three voyagers?","Crumpled on the floor, semi-conscious",The three voyagers are crumpled on the floor... semi-conscious,character states
12、INT. COCKPIT - CONTINUOUS,What does Flash say about his ability to land the plane?,I can fly but can't land.,FLASH: I can fly all right -- I've had a couple of lessons! -- just don't if I can land!,dialogue/beliefs
52、INT. COCKPIT,What does FLASH say about their mission?,"That's right, Princess and we're not pulling out until you put that gadget over my head and tune me in to Dale Arden!","FLASH: That's right, Princess and we're not pulling out until you put that gadget over my head and tune me in to Dale Arden!",dialogue/beliefs
38、INT. UNDERWATER (TANK),When does FLASH encounter AURA after recovering balance?,After he confronts the Luminous Fish and wheels away,"Recovering balance in a universe of bubbles, FLASH finds himself confronting an enormous savage LUMINOUS FISH. Wheeling himself away... FLASH encounters AURA.",temporal references
45、INT. MING'S DOME,When will Earth be shown as it will be?,When MING's plasma reaches full force.,"Now as it will be, when my plasma reaches full force....",temporal references
51、EXT. SHOOTING THROUGH BUBBLE TO EXT.,"In [51、EXT. SHOOTING THROUGH BUBBLE TO EXT.], Where is the scene set?",The windblown surface of the moon Ardentia,Showing the windblown surface of the moon ARDENTIA dead ahead.,scene localization
48、EXT. SPACE - A MOON OF ICE,"In [48、EXT. SPACE - A MOON OF ICE], Where is the spacecraft located during the curving pass?",Over the surface of a frozen sphere,Coming into SHOT in a curving pass over the surface,scene localization
50、INT. COCKPIT - ANOTHER SHOT,What does Aura say about the Sand Men?,They live on the moon and are part of Ming's rule.,Of course - the Sand Men. Every Moon is a kingdom -- separate and hostile to all the others. They have nothing in common but Ming's rule -- and their hatred of him.,dialogue/beliefs
40、INT. UNDERGROUND CORRIDOR,How long will the Lizardman Slaves suffer?,Forever,They will suffer for it here forever.,temporal references
50、INT. COCKPIT - ANOTHER SHOT,What does Aura believe about Prince Barin?,He does anything she asks because he loves her.,Because he does anything I ask. He loves me.,dialogue/beliefs
33、INT. PALACE OF HALLS - SERIES OF DISSOLVES,"In [33、INT. PALACE OF HALLS - SERIES OF DISSOLVES], How does DALE react to the ARMORED MAN's death?",Shrinks back in horror,"With a little cry of horror, DALE shrinks back into FLASH'S arms.",character states
58、EXT. ARBORIA - DAY,"In [58、EXT. ARBORIA - DAY], Where is the shuttle craft approaching from?",Amidst a green tangle of branches and leaves and vines,Green tangle of branches and leaves and vines,scene localization
7、INT. PLANE - DAY,What condition are FLASH and DALE's faces in?,faces bathed in the eerie light,faces bathed in the eerie light,detailed description
38、INT. UNDERWATER (TANK),When does AURA lead FLASH out of sight?,After they swim through the stalagmites,"Swims after her through a maze of stalagmites... AURA dives down, leads him OUT OF SIGHT through a low opening.",temporal references
