id,scene,question,answer,evidence,qa_type
30,27、INT. SLATE'S OFFICE - DAY | 31、INT. LODGE HALL | 34、INT. BEDROCK POLICE STATION - NIGHT,What does Fred state about his attitude toward the lodge members and their activities?,"Fred states that he does not care about the lodge members and dismisses them as jerks running around with furs on their heads, claiming he is more suited to be a country club guy.","Fred says, 'I don't wanna talk about it. Besides, who cares about a bunch of jerks running around with furs on their heads? I'm more of a country club guy myself anyway...'",character states
31,"7、EXT. BEDROCK STREET - TRAVELLING - DAY | 46、EXT. ""ROCKDONALD'S"" RESTAURANT - NIGHT | 7、EXT. BEDROCK STREET - TRAVELLING - DAY",What happens after the Radar Bird drops its stopwatch?,Sergeant Feldspar catches the stopwatch and Fred starts the car and speeds away.,"The Radar Bird, perched nearby, spots a flying lizard hovering close and immediately bolts in panic, dropping its stopwatch. Feldspar catches the device as it falls, startled. In that moment, Fred starts the car and speeds away.",temporal references
32,50、INT. FIBRESPHERE - NIGHT,When do Fred and Barney first see the xenosaurus after the crash?,Fred and Barney first see the xenosaurus as they are recovering from the crash and dust is still falling around them.,"Dust and debris continue to fall as Fred shakes off the daze from the crash... A large, scaly head rises among them. The xenosaurus leaps from the pile of tangled bodies, bounds into the air, and sprints away.",temporal references
33,41、INT. BARNEY'S WORKSHOP - NIGHT | 17、INT. SLATE'S OFFICE - DAY | 47、INT. SLATE NEEDLE | 48、EXT. BASE OF FIBRESPHERE AND SLATE NEEDLE - NIGHT,What happens immediately after Fred points out that Barney’s older models remain solid and unchanged?,The model continues to crumble beyond repair as Fred and Barney stand back and watch.,"The two stand back, watching as the model crumbles beyond repair.",temporal references
34,48、EXT. BASE OF FIBRESPHERE AND SLATE NEEDLE - NIGHT | 50、INT. FIBRESPHERE - NIGHT,When did Barney and Fred first see the xenosaurus?,Barney and Fred first saw the xenosaurus after they crashed into the Fibresphere and sat up.,"After crashing into the Fibresphere and sitting up, Barney and Fred notice a large, unfamiliar head among the scattered bodies, which is identified as the xenosaurus.",temporal references
35,38、EXT. FLINTSTONE HOUSE - DAY | 40、EXT. FLINTSTONE HOUSE - NIGHT | 39、EXT. SLATE CITY - NIGHT,What does Barney say about forgiving Fred after the wall collapses?,Barney says he can forgive Fred and adds that he has had lots of practice.,"Barney says yes, stepping closer with a smile, adding that he's had lots of practice.",character states
36,47、INT. SLATE NEEDLE | 17、INT. SLATE'S OFFICE - DAY,What happens after Poindexter stops playing the accordion but before Mr. Slate looks out the window?,"The destruction continues with another window panel bursting and the building shaking violently, causing Mr. Slate to lose his balance and pull Lava down.","The destruction continues even after Poindexter stops playing and throws the accordion aside. Another window panel bursts, and the building shakes violently. Slate, thrown off balance, grabs Lava for support and pulls him down.",temporal references
37,31、INT. LODGE HALL | 33、INT. ASSEMBLY LINE - NIGHT,What does Piltdown state about dignity in relation to procedure?,Piltdown states that dignity matters more than procedure.,"He declares that dignity matters more than procedure, and calls on the Buffaloes to stand together.",character states
38,9、INT. BUTCHER SHOP - DAY,What happens immediately after the chickensaurus breaks free from the ropes?,"The chickensaurus flaps its wings and crashes through the front window, escaping into the street.","The chickensaurus snaps the ropes, flaps its massive wings, and lunges through the front window of the butcher shop, shattering the glass as it bursts out and flees into the street.",temporal references
39,24、INT. LODGE - RECREATION AREA - LATER | 31、INT. LODGE HALL | 33、INT. ASSEMBLY LINE - NIGHT,Why does the lizard creature leave the bar after opening the bottles?,The lizard creature leaves the bar because it becomes delighted after its overbite is corrected when it bounces off a shelf.,"The lizard, muttering to itself, is tossed back under the counter, where it bounces off a shelf and emerges with its overbite corrected. It grabs a hat and coat and walks out, delighted.",causal/relational queries
