id,scene,question,answer,evidence,qa_type
20,17、EXT/INT.日/夜.一组蒙太奇 - 17-14、INT.日.利伯维尔 UEG 基地 太空电梯 轿厢,韩朵朵和刘培强为何能相视而笑？,因为乔希依旧昏迷,乔希依旧昏迷，二人隔着他相视而笑,causal/relational queries
21,15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢 | 16、INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,在升空过程中，乔希因高G力即将昏厥时试图与谁进行身体接触以寻求安慰？,乔希试图与韩朵朵和刘培强进行身体接触以寻求安慰。,乔希因紧张转向韩朵朵试图牵她的手未果，随后转而抓住了刘培强的手。,character states
22,15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢 | 17-14、INT.日.利伯维尔 UEG 基地 太空电梯 轿厢,在太空电梯升空过程中，乔希因高G力昏厥前试图与谁进行身体接触以缓解紧张情绪？,乔希试图与韩朵朵牵手以缓解紧张情绪，但未成功，转而抓住了刘培强的手。,乔希因紧张转向韩朵朵，试图牵她的手未果，随后抓住了刘培强的手。,character states
23,15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢 | 17-14、INT.日.利伯维尔 UEG 基地 太空电梯 轿厢,在太空电梯升空过程中，乔希因高G力昏厥前试图与谁进行身体接触以缓解紧张情绪？,乔希试图与韩朵朵牵手，但未成功，转而抓住了刘培强的手。,乔希因紧张转向韩朵朵，试图牵她的手，但未成功，转而抓住了刘培强的手。,character states
24,15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢 | 17-11、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 轿厢,在太空电梯发射前，韩朵朵的身体和情绪状态是怎样的？,韩朵朵戴好面罩，安全杠压在胸前，目光平视，呼吸略显急促，情绪显得紧张。,韩朵朵目光平视，呼吸略显急促，紧贴座椅，面罩已戴好，安全杠压在胸前。,character states
25,15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢 | 19、INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,在刘培强因表白被围观而试图逃离时，韩朵朵表现出怎样的心理状态？,韩朵朵表现出理解与耐心，并主动给予刘培强情感上的支持和等待的承诺。,韩朵朵在刘培强欲逃时喊住他，表示可以等他想好，并说‘反正她一直都在’，体现出她的包容与情感承诺。,character states
26,15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,在太空电梯升空过程中，乔希、刘培强和韩朵朵三人是在什么阶段因高G力相继昏厥的？,三人在太空电梯升空后，随着上升速度加快、G力迅速增强的过程中相继昏厥。,升空后G力增强，三人呼吸急促、视线模糊，最终相继失去意识。,temporal references
27,13、EXT.日.利伯维尔 UEG 基地 大门外 | 14、EXT/INT.日.利伯维尔 UEG 基地至太空电梯沿途/小巴车 | 6、EXT/INT.日.利伯维尔 战区废墟 返航途中/J20C 驾驶舱,在进入基地的过程中，刘培强目睹机器人制服闯入者后，他对机器人的反应表现出怎样的心理状态？,刘培强对机器人竟能自主移动感到惊讶。,刘培强盯着眼前的机器人，惊讶于它竟能自主移动。,character states
28,15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,在太空电梯升空过程中，乔希因高G力影响采取了什么行动来缓解紧张情绪？,乔希因紧张试图牵韩朵朵的手未果，转而抓住了刘培强的手。,乔希因紧张转向韩朵朵，试图牵她的手未成功，随后抓住了刘培强的手。,character states
29,5、EXT/INT.日.利伯维尔 战区废墟/J20C 驾驶舱 | 6、EXT/INT.日.利伯维尔 战区废墟 返航途中/J20C 驾驶舱,在返航途中，张鹏对刘培强表达了怎样的情绪状态？,张鹏表现出感慨和关切的情绪状态，他认为能活着很美好，并鼓励刘培强坚持下去。,张鹏在飞行途中说能活着就挺美好了，并叮嘱刘培强要扛住，显示出他对生存的感慨和对刘培强的关心。,character states
30,12、EXT/INT.日.利伯维尔 机场至UEG 基地沿途/小巴车 | 13、EXT.日.利伯维尔 UEG 基地 大门外,刘培强在看到韩朵朵制服抗议者后，内心产生了怎样的情感状态？,刘培强在看到韩朵朵制服抗议者后，内心产生了悸动，并短暂地联想到自己与她结婚生子的未来画面。,刘培强目睹韩朵朵制服抗议者后心生悸动，思绪中浮现出婚帖和自己抱着婴儿的画面。,character states
31,13、EXT.日.利伯维尔 UEG 基地 大门外 | 14、EXT/INT.日.利伯维尔 UEG 基地至太空电梯沿途/小巴车 | 15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢 | 19、INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,刘培强在向韩朵朵表白时，因什么情绪反应导致他试图离开驾驶区？,刘培强因慌乱和不知所措的情绪反应而试图离开驾驶区。,刘培强在被韩朵朵追问花是送给谁的时候支吾说不出话，表现出明显的慌乱，随即转身想离开。,character states
32,4、EXT.日.利伯维尔 战区废墟 | 5、EXT/INT.日.利伯维尔 战区废墟/J20C 驾驶舱 | 6、EXT/INT.日.利伯维尔 战区废墟 返航途中/J20C 驾驶舱,在返航途中，张鹏对刘培强表达了一种怎样的生存态度？,张鹏认为能活着就是美好的，鼓励刘培强要坚持下去。,张鹏在飞行途中对刘培强说活着就挺美好了，并叮嘱他要扛住。,character states
33,17-17、INT.日.利伯维尔 UEG 基地 太空电梯 轿厢 | 15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢 | 19、INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,在太空电梯升空过程中，韩朵朵面对不断增强的G力时表现出怎样的身体反应？,韩朵朵在持续增加的重力压迫下发出一声短促的叫声，呼吸变得急促，视线模糊，最终失去意识昏倒在座椅上。,韩朵朵在持续增加的重力压迫下发出一声短促的叫声，三人呼吸急促，视线模糊，身体逐渐失去控制，最终昏倒。,character states
34,15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢 | 16、INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,在太空电梯升空过程中，乔希因高G力影响表现出怎样的心理状态？,乔希表现出紧张和试图寻求联结的心理状态。,乔希因紧张转向韩朵朵试图牵手，未成功后又抓住刘培强的手，显示出他通过肢体接触缓解压力的意图。,character states
35,15、EXT/INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢 | 19、INT.日.利伯维尔 UEG 基地 太空电梯 02 号轿厢,在刘培强送花表白被乘客围观时，韩朵朵对他的态度表现出怎样的心理状态？,韩朵朵对刘培强表现出理解与包容的心理状态，她并未因他的退缩而责备，反而主动给予空间并承诺等待。,韩朵朵在刘培强欲逃离时喊住他，表示可以等他想好了再转交花，并说‘反正她一直都在’，体现出她的耐心与情感支持。,character states
