id,scene,question,answer,evidence,qa_type
13,44、EXT. THE CITY GATES OF LONDON - DAY,What is displayed above the city gate?,The severed heads of murderers sit on pikes.,"Above the gate, the severed heads of murderers sit on pikes.",detailed description
14,23、INT. HEDINGHAM CASTLE - GREAT HALL - NIGHT,"In [23、INT. HEDINGHAM CASTLE - GREAT HALL - NIGHT], What costume does Boy Oxford wear?",A winged costume for the character of 'Puck',wears a winged costume for the character of 'Puck',objects/props
15,5、EXT. BANKSIDE LONDON - 1604 NIGHT,"In [5、EXT. BANKSIDE LONDON - 1604 NIGHT], What is Jonson's emotional state as he approaches the theater?",He is frantic.,He frantically opens the wooden door to the theater,character states
16,38、INT. WHITEHALL PALACE - OLD ELIZABETH'S BEDROOM - DAY,"In [38、INT. WHITEHALL PALACE - OLD ELIZABETH'S BEDROOM - DAY], Where does Robert sneak into?",The room behind William Cecil,William Cecil hasn't realized that his son Robert has sneaked in the room behind him to listen in.,scene localization
17,62、INT./EXT. THE ROSE THEATER - DAY,"In [62、INT./EXT. THE ROSE THEATER - DAY], What is the behavioral state of the Mermaid's Wits while watching Shakespeare?",Watching with stony silence,He looks up to see the Mermaid's Wits all watching him with stony silence.,character states
18,54、INT. RICHMOND PALACE - GREAT HALL - NIGHT,What does Young Elizabeth say about Young Oxford's play?,We liked your play tonight very much. Your young King Henry reminded us of you.,Young Elizabeth: 'We liked your play tonight very much. Your young King Henry reminded us of you.',dialogue/beliefs
19,70、INT. CECIL HOUSE - WILLIAM CECIL'S STUDY - DAY,"In [70、INT. CECIL HOUSE - WILLIAM CECIL'S STUDY - DAY], What is William Cecil's physical condition?","Deathly ill, pale, and sweaty",William Cecil is pale and sweaty-- he is deathly ill,character states
20,62、INT./EXT. THE ROSE THEATER - DAY,"In [62、INT./EXT. THE ROSE THEATER - DAY], What is the emotional state of Jonson and the Wits after each performance?",More and more depressed,"And as each play is seen, Jonson and the rest of the Wits seem more and more depressed.",character states
21,63、INT. ROSE THEATER - DAY,What does Polonius suggest about giving voice to others?,"Give every man thy ear, but few thy voice.","""POLONIUS""
(over-acting)
...Beware of entrance to a quarrel,
but being in, bear it that the opposed
may beware of thee. Give every man
thy ear, but few thy voice, take each
man's censure, but reserve thy
judgment....",dialogue/beliefs
22,70、INT. CECIL HOUSE - WILLIAM CECIL'S STUDY - DAY,"In [70、INT. CECIL HOUSE - WILLIAM CECIL'S STUDY - DAY], What emotional state does Robert Cecil display when his father is angry?",Hurt,Robert Cecil looks hurt by his father's anger,character states
23,57、EXT. RICHMOND PALACE - BALCONY - SAME TIME,What does Bessie tell William Cecil about the queen's whereabouts?,The queen went riding with the Earl of Oxford.,BESSIE My lord. Her majesty went riding with the Earl of Oxford.,dialogue/beliefs
24,61、INT. THE MERMAID'S TAVERN - DAY,"In [61、INT. THE MERMAID'S TAVERN - DAY], What belief does Nashe express about Shakespeare's capabilities?",He's a one-trick pony.,NASHE: A one-trick pony. He'll never be able to do it again.,dialogue/beliefs
25,21、INT. CECIL HOUSE - GREAT HALL - DUSK,"In [21、INT. CECIL HOUSE - GREAT HALL - DUSK], What attire does Essex have when accompanying Elizabeth?",A splendid jewel-encrusted doublet,"Essex is on her arm, dressed in a splendid jewel-encrusted doublet.",objects/props
26,15、INT. THE ENTRY OF THE ROSE THEATER - CONTINUOUS,What does Ben Jonson state about the nature of the play during the premiere of Hamlet?,Ben Jonson states that the play is a comedy and not an act of treason.,Jonson insists the play is a comedy and not an act of treason.,character states
27,16、INT. A JAIL CELL - DAY | 27、EXT. OXFORD STONE - GARDEN - DAY | 28、EXT. MAZE - DAY,What does Jonson express when he learns his release from prison was not officially sanctioned?,Jonson expresses panic and concern upon learning his release was not officially sanctioned.,"Jonson grows uneasy and whispers in a panicked tone, asking if his release was not officially sanctioned.",character states
28,48、EXT/INT. ROSE THEATER - DAY | 15、INT. THE ENTRY OF THE ROSE THEATER - CONTINUOUS | 19、EXT. ESSEX HOUSE - DAY,What does Oxford state about the person he realizes is the playwright?,Oxford states that he is shocked to realize the playwright is an actor.,"Oxford stares in disbelief and exclaims, 'An actor?!' upon realizing that the playwright he has been discussing is not only present but performing before him.",character states
29,49、INT. OXFORD STONE - STUDY - DAY | 5、EXT. BANKSIDE LONDON - 1604 NIGHT | 9、EXT/INT. THE ROSE THEATER - CONTINUOUS,What happens after Jonson receives the manuscript from Oxford?,Jonson runs to the theater and enters it with the manuscript.,"Jonson runs up the street holding the manuscript, his steps quick and urgent. He reaches the large circular theater and grabs the wooden door, pulling it open as he steps inside.",temporal references
30,10、EXT. THE ROSE THEATER - NIGHT,What does Jonson do when he hears the fireworks ignite beneath the stage?,Jonson turns to look when he hears the fireworks ignite.,"The sound jolts Jonson. He turns just as the timbers of the theater give way, crashing down in a storm of sparks and smoke, while fireworks burst violently overhead.",character states
31,50、INT. OXFORD STONE - HALLWAY - DAY | 27、EXT. OXFORD STONE - GARDEN - DAY | 28、EXT. MAZE - DAY,What does Anne do when she sees Jonson leaving Oxford's study?,She sees Jonson but does not speak or call out to him.,"When she saw Jonson coming toward her, her eyes briefly widened. She did not speak, nor did she call out to him. She held her silence and continued on her way.",character states
32,24、INT. HEDINGHAM CASTLE - KITCHEN - LATER | 23、INT. HEDINGHAM CASTLE - GREAT HALL - NIGHT | 24、INT. HEDINGHAM CASTLE - KITCHEN - LATER,What does Young Elizabeth state about her hope for salvation if plays are sinful?,She hopes her salvation is delayed until very late in life if plays are truly sinful.,"Elizabeth says that if plays are truly sinful, she hopes her own salvation is delayed until very late in life.",character states
33,31、INT. CECIL HOUSE - HALLWAY - DAY | 32、INT. CECIL HOUSE - GREAT HALL - DAY,What does Young Oxford state about how long he will stay at the Cecil household?,"Young Oxford states that he will stay at the Cecil household only until he reaches maturity, as ordered by the Queen.","Oxford replies that he will stay only until he reaches maturity, as ordered by the Queen.",character states
34,38、INT. WHITEHALL PALACE - OLD ELIZABETH'S BEDROOM - DAY | 39、INT. CECIL HOUSE - GREAT HALL - DAY | 40、INT. WESTMINSTER ABBEY - DAY,What does William Cecil state he can do about the incident involving Young Oxford?,"William Cecil states that he can conceal the incident by claiming self-defense, asserting that the other man drew his sword first.","He declares that the incident can be concealed by claiming self-defense, saying the other man drew his sword first.",character states
35,17、INT. TENNIS COURT AT ESSEX HOUSE - DAY | 19、EXT. ESSEX HOUSE - DAY | 21、INT. CECIL HOUSE - GREAT HALL - DUSK,Why did Essex present Southampton's gift to the Queen instead of Southampton doing so himself?,"Essex presented the gift to the Queen because he was positioned at her side when she entered the hall and took the initiative to announce Southampton's offering, which prompted her to look toward Southampton in expectation.","Essex, standing at the Queen's side as she enters the hall, turns to her and says that the Lord of Southampton has a gift. Elizabeth's eyes brighten at the mention of a present. Southampton remains in place as the Queen looks toward him, her expression expectant, while Essex stands close beside her, watching.",causal/relational queries
36,19、EXT. ESSEX HOUSE - DAY | 21、INT. CECIL HOUSE - GREAT HALL - DUSK,What does Oxford state about the gift he gives to Southampton?,"Oxford states that he has a gift for Southampton to deliver, which is elaborate and carefully prepared, but he does not state the gift’s purpose, contents, or intended recipient.","He asks Southampton to deliver a gift—something elaborate and carefully prepared. The gift’s purpose, contents, and intended recipient are not spoken aloud.",character states
37,31、INT. CECIL HOUSE - HALLWAY - DAY | 32、INT. CECIL HOUSE - GREAT HALL - DAY | 33、INT. CECIL HOUSE - HALLWAY - DAY | 34、INT. CECIL HOUSE - YOUNG OXFORD'S ROOM - DAY,Why did the servant hide behind the tapestry when Young Oxford entered the chamber?,The servant hid because he heard Young Oxford's approaching footsteps and did not want to be seen while holding stolen parchments.,"The servant freezes at the sound of approaching footsteps, grabs a handful of parchments, and hides behind the tapestry as Young Oxford enters the chamber.",causal/relational queries
38,17、INT. TENNIS COURT AT ESSEX HOUSE - DAY | 18、INT. CHANGING ROOMS/ESSEX HOUSE - DAY | 19、EXT. ESSEX HOUSE - DAY,What does Southampton state about his belief regarding Essex's parentage?,"Southampton states that it is no rumor that Essex is the son of the Queen, insisting that anyone can see the Queen's likeness in him and that everyone believes he is her son.","Southampton insists it is no rumor—that anyone can see the Queen's likeness in Essex, and that everyone believes he is her son.",character states
39,15、INT. THE ENTRY OF THE ROSE THEATER - CONTINUOUS,Why does the nobleman leave the theater abruptly during the performance?,"The nobleman leaves abruptly because he is offended by Shakespeare's satirical portrayal of Fastidious, which mocks excessive vanity and inappropriate behavior, and the audience's laughter at his reaction suggests he feels personally targeted.","The audience notices, laughs louder, and points at his hasty exit, indicating his reaction is tied to the mockery of Fastidious, whom Shakespeare ridicules for his grooming habits and visits to places like the pig-house and whore-house.",causal/relational queries
40,28、EXT. MAZE - DAY | 49、INT. OXFORD STONE - STUDY - DAY | 28、EXT. MAZE - DAY,What does Oxford state about the plays he has written?,"Oxford states that he has written many plays, some of which have been performed at court and others that have never been seen, and that he intends for Jonson to put his name to all of them.","He reveals he has written many plays, some performed at court, others never seen. He intends for Jonson to put his name to all of them.",character states
