id,scene,question,answer,evidence,qa_type
12,15、EXT. NIAGARA FALLS - MAID OF THE MIST BOAT - DAY,"In [15、EXT. NIAGARA FALLS - MAID OF THE MIST BOAT - DAY], What is Bruce's emotional state when he learns about Evan Baxter?",Shocked and pale,His FACE GOES WHITE. He stands in shock.,character states
13,7、EXT. SMALL WONDERS DAY CARE - MORNING,Why does Grace place prayer beads on the mirror?,"To keep Bruce safe, as the kids made them",Prayer beads. The kids made 'em. Keep you safe.,causal/relational queries
14,47、EXT. CITY STREETS,What does Bruce's car do when it peels out?,"Peels out, races through traffic, dodging and passing cars right and left.","PEELS OUT, races through traffic, dodging and passing cars right and left.",detailed description
15,47、EXT. CITY STREETS,What actions do the pit crew members perform on Bruce's car?,"Jacks up the car, slaps on HUGE MAG TIRES, gases him up.","jacks up his car, slaps on HUGE MAG TIRES, gases him up, etc.",detailed description
16,4、INT. BEDROOM - MORNING,What belief does Bruce express about anchor sign-offs?,Every great anchor needs a signature sign-off.,Everything great anchor has his own signature sign-off.,dialogue/beliefs
17,1、INT. KOWOLSKI'S BAKERY - KITCHEN - DAY,"In [1、INT. KOWOLSKI'S BAKERY - KITCHEN - DAY], What is Bruce Nolan's emotional state after wearing the hair net?",Disgruntled,"Bruce spreads the hair net, bends down out of frame, comes up looking ridiculous and very disgruntled.",character states
18,3、INT. BRUCE AND GRACE'S APARTMENT - MORNING,When does Bruce throw a mock hissy fit?,After the covers are ripped out of frame,The covers are RIPPED OUT OF FRAME. Bruce throws a mock hissy fit.,temporal references
19,14、EXT. NIAGARA FALLS - DAY,"In [14、EXT. NIAGARA FALLS - DAY], What is Grace's emotional state when she warns Bruce?",Cautious,I just want to make sure we're not getting too ahead of ourselves,character states
20,52、EXT. ALLEY,What does 'PILE ON THE RABBIT' refer to?,The action where multiple Bruce's attack the gang,PILE ON THE RABBIT T HE B RUGES CONV ERGE ON TH E GA NG,terminology/abbreviation/concept
21,48、INT. DINER - DAY | 49、EXT. LAKE ERIE - DAY,What happens after God begins to move away from Bruce on the lake?,"Bruce starts moving carefully toward the shore, gradually increasing his speed until he is sprinting across the water to reach land.","After God walks away, Bruce is left standing on the surface of the lake. He starts moving carefully toward the shore, placing one foot in front of the other with hesitation. As he progresses, his steps grow faster, and soon he is sprinting across the water until he reaches the land.",temporal references
22,48、INT. DINER - DAY | 49、EXT. LAKE ERIE - DAY,Why does God give Bruce extra fingers?,"God gives Bruce extra fingers to get his attention, similar to how he did with Gandhi.","God notices Bruce looking at his hands and laughs, saying the extra fingers were meant to get his attention, just as they did with Gandhi.",causal/relational queries
23,35、INT. BRUCE AND GRACE'S APARTMENT - NIGHT | 46、INT. BRUCE'S CAR | 47、EXT. CITY STREETS,Why does Bruce leave the apartment abruptly after arguing with Grace?,"Bruce leaves the apartment abruptly because he becomes increasingly agitated during the argument, especially when Grace begins to cry, which triggers his feelings of guilt, prompting him to storm out.","He mutters about guilt and storms toward the door, grabbing his keys. Without another word, he leaves the apartment, slamming the door behind him.",causal/relational queries
24,4、INT. BEDROOM - MORNING | 40、EXT. STAIR WELL - CONTINUOUS | 46、INT. BRUCE'S CAR,How does Bruce react when he sees Sam urinating in the corner of the room?,Bruce reacts with frustration and calls out to Grace for help.,"Bruce sees Sam the dog urinating in the corner of the room. He immediately calls out to Grace for help... Bruce reacts with dismay, exclaiming in frustration over the mess.",character states
25,48、INT. DINER - DAY | 49、EXT. LAKE ERIE - DAY,Why does God give Bruce extra fingers when they are walking along the lake?,"God gives Bruce extra fingers to get his attention, just as he did with Gandhi.","God notices Bruce looking at his hands and laughs, saying the extra fingers were meant to get his attention, just as they did with Gandhi.",causal/relational queries
26,10、INT. NEWSROOM - DAY | 12、INT. HALLWAY - MOMENTS LATER,What does Bruce say about the upcoming anchor position?,Bruce says the upcoming anchor position has been driving him crazy.,"As he hands the plate back, he says the upcoming anchor position has been driving him crazy.",character states
27,33、EXT. OFFICE BUILDING - DAY | 46、INT. BRUCE'S CAR | 47、EXT. CITY STREETS,What does Bruce state while trying to start his car?,Bruce says the car should start.,"'Come on, start,' he says.",character states
28,1、INT. KOWOLSKI'S BAKERY - KITCHEN - DAY | 31、EXT. NIAGARA FALLS - CONTINUOUS,What does Bruce state about the city of Buffalo during his sign-off at the bakery?,Bruce states that Buffalo is the sweetest place to live.,"Bruce steps forward and speaks into the camera, describing the giant cookie as a symbol of Buffalo's pride, its hardworking people, and the love of family, calling the city the sweetest place to live.",character states
29,28、EXT. NIAGARA FALLS - CONTINUOUS | 33、EXT. OFFICE BUILDING - DAY | 34、EXT. PARKING LOT - DAY,Why did the gang attack Bruce after initially walking away?,"The gang attacked Bruce because he had defended the homeless man, which provoked them to return and assault him.","After the gang walks away, they suddenly stop, turn back, and charge at Bruce. They tackle him in a dog pile, kicking and punching before fleeing the scene.",causal/relational queries
30,34、EXT. PARKING LOT - DAY | 46、INT. BRUCE'S CAR | 47、EXT. CITY STREETS,What does Bruce say when he tries to start his car and it does not immediately start?,"Bruce says, 'Come on, start,' when trying to start his car.","He slumps back, then suddenly leans in again, pressing his hands on the steering wheel. 'Come on, start,' he says.",character states
31,14、EXT. NIAGARA FALLS - DAY | 15、EXT. NIAGARA FALLS - MAID OF THE MIST BOAT - DAY | 28、EXT. NIAGARA FALLS - CONTINUOUS | 33、EXT. OFFICE BUILDING - DAY | 34、EXT. PARKING LOT - DAY,Why does Bruce become visibly upset during the live broadcast from Niagara Falls?,"Bruce becomes visibly upset because Evan Baxter, not he, is announced as the new anchor, which dashes his hopes of getting the promotion.","Bruce's face goes pale when Susan Ortega introduces Evan Baxter as the new anchor, and he remains still, gripping the umbrella, indicating his shock and disappointment upon hearing the announcement.",causal/relational queries
32,31、EXT. NIAGARA FALLS - CONTINUOUS | 46、INT. BRUCE'S CAR | 47、EXT. CITY STREETS,What does Bruce state when he signs off from the live broadcast?,Bruce states that he is Bruce Nolan for Eyewitness News and tells the audience to get back to them.,"He says, 'I'm Bruce Nolan for Eyewitness News. Back to you fuckers,' before ending the segment.",character states
33,48、INT. DINER - DAY | 49、EXT. LAKE ERIE - DAY,What happens after Bruce sees the soup collapse back into the bowl?,"Bruce looks up and sees God standing beside his booth, who then tells him to take a walk.","The soup collapses back into the bowl, splashing down on a cockroach that had crawled across. He looks up to see God now standing beside his booth. Without another word, God says, 'Let's take a walk.'",temporal references
34,43、EXT. WAREHOUSE - DAY | 33、EXT. OFFICE BUILDING - DAY | 46、INT. BRUCE'S CAR | 47、EXT. CITY STREETS,What does Bruce state while trying to start his car?,Bruce says the car should start.,"He presses his hands on the steering wheel and says, 'Come on, start,' before the engine roars to life.",character states
35,48、INT. DINER - DAY | 49、EXT. LAKE ERIE - DAY,What happens after Bruce sees the sailboat pass by while walking on the lake with God?,"God reaches down, dips his hand into the water, retrieves a set of prayer beads, puts them in his pocket, and then begins to move away from Bruce.","A large sailboat passes close by, its sail visible as it glides past them. Bruce looks on in awe, watching the boat move through the water while he remains standing on the lake’s surface. God reaches down, dips his hand into the water, and pulls out a set of prayer beads, which he places in his pocket. He continues walking, then begins to move away from Bruce, leaving him alone on the water.",temporal references
