id,scene,question,answer,evidence,qa_type
20,49、INT. BARTON PARK - DINING ROOM - EVE,"In [49、INT. BARTON PARK - DINING ROOM - EVE], What is Marianne's emotional state when she glances at her sister?",Alarmed concern,MARIANNE flashes an unmistakable glance of alarmed concern at her sister,character states
21,35、INT. NORLAND PARK - MRS DASHWOOD'S DRESSING ROOM - DAY,Why is Mrs. Dashwood searching through her wardrobe?,To find the gown containing Sir John's letter.,searching through her wardrobe for the gown which contains SIR JOHN's letter,causal/relational queries
22,37、INT/EXT. NORLAND PARK - STABLES - DAY,Why does Fanny urgently demand Edward leave?,Because family affairs are in chaos due to his absence.,FANNY: 'Family affairs are in chaos owing to your absence. Mother is quite adamant that you should leave at once.',causal/relational queries
23,60、INT. BARTON COTTAGE - DINING ROOM - DAY,What does Elinor believe about the rain based on Marianne's statement?,It will rain regardless.,"ELINOR
Which invariably means it will.",dialogue/beliefs
24,8、INT. JOHN AND FANNY'S CARRIAGE - DAY,"In [8、INT. JOHN AND FANNY'S CARRIAGE - DAY], What does Fanny believe a brother would do for his sisters?",A brother would not do half so much for his real sisters.,What brother on earth would do half so much for his real sisters--let alone half-blood?,dialogue/beliefs
25,51、INT. BARTON PARK - MUSIC ROOM - EVE,When does the song end?,The song ends before Sir John greets Brandon.,The song finishes. Everyone claps. The MAN ventures out into the light and SIR JOHN springs from his seat.,temporal references
26,36、INT. NORLAND PARK - DINING ROOM - EVE,Why is Fanny thrilled?,Because the offer includes a charming cottage.,"FANNY: 'Oh, a cottage! How charming. A little cottage is always very snug.'",causal/relational queries
27,37、INT/EXT. NORLAND PARK - STABLES - DAY,Why does Edward mention his education to Elinor?,To confess something important about his past.,EDWARD: 'There is something of great importance I need... to tell you--' and later mentions his education in Plymouth.,causal/relational queries
28,44、EXT. BARTON COTTAGE - GARDEN - DAY,What causes Margaret's petticoats to snag and tear?,Her attempt to climb the impossible tree.,MARGARET tries to climb an impossible tree. Her petticoats snag and tear.,causal/relational queries
29,54、INT. KEEPER'S LODGE - BARTON PARK - DAY,What does Colonel Brandon say about Marianne Dashwood's opinion of him?,"Marianne Dashwood would no more think of me than she would of you, John.","COLONEL BRANDON
Marianne Dashwood would no more think of me than she would of you, John.",dialogue/beliefs
30,11、EXT. NORLAND PARK - MARGARET'S TREE-HOUSE - DAY,"In [11、EXT. NORLAND PARK - MARGARET'S TREE-HOUSE - DAY], What is Margaret's emotional state as indicated by her voice?",Truculent (defiant),disembodied and truculent young voice,character states
31,50、EXT. BARTON PARK - FRONT STEPS - EVE,Why does Colonel Brandon react to the song?,The song triggers his pained surprise.,"His head snaps up to the windows. An expression of pained surprise comes into his melancholy, brooding eyes.",causal/relational queries
32,27、INT. NORLAND PARK - DRAWING ROOM - ANOTHER DAY,What does 'first principles of sword-fighting' refer to in the passage?,Basic techniques of sword-fighting taught by Edward to Margaret.,EDWARD proceeds to teach her the first principles of sword-fighting.,terminology/abbreviation/concept
33,61、INT. BARTON COTTAGE - FRONT DOOR - DAY,What does Elinor ask the Stranger to do when they reach the door?,"In here, sir--this way. Margaret, open the door wider. Please, sir, lay her here.","ELINOR In here, sir--this way. Margaret, open the door wider. Please, sir, lay her here.",dialogue/beliefs
34,49、INT. BARTON PARK - DINING ROOM - EVE,"In [49、INT. BARTON PARK - DINING ROOM - EVE], What is Elinor's behavioral state during the conversation?",Tries to stay calm,ELINOR tries to stay calm,character states
35,13、INT. NORLAND PARK - SERVANTS' HALL - DAY,"In [13、INT. NORLAND PARK - SERVANTS' HALL - DAY], What is Betsy's status among the servants?",Retained servant and described as a capable woman,retain only Thomas and Betsy. a capable woman,character states
36,56、EXT. BARTON PARK - GARDENS - DAY,Why does Colonel Brandon say he hasn't played for them?,Because you have a far superior musician.,For the simple reason that you have a far superior musician he,dialogue/beliefs
37,70、INT. BARTON COTTAGE - ELINOR AND MARIANNE'S BEDROOM - DAY,What action does Elinor perform with the handkerchief?,She presses the handkerchief to her eyes,Tears stand in her eyes but she presses the handkerchief to them before they fall.,detailed description
38,56、EXT. BARTON PARK - GARDENS - DAY,"In [56、EXT. BARTON PARK - GARDENS - DAY], What does Mrs. Jennings say about Colonel Brandon's past love?",He loved a girl twenty years ago who was poor.,"He loved a girl once--twenty years ago now--a ward to his family, but they were not permitted to marry...",dialogue/beliefs
39,27、INT. NORLAND PARK - DRAWING ROOM - ANOTHER DAY | 26、INT. NORLAND PARK - LIBRARY - DAY | 28、INT. NORLAND PARK - VELVET ROOM - ANOTHER DAY,Why does Elinor express gratitude to Edward?,"Elinor expresses gratitude to Edward because he has been helping Margaret, which has positively changed her behavior.","Elinor says, 'Thank you so much for your help with Margaret, Mr Ferrars. She is a changed girl since your arrival,' indicating that Edward's involvement has had a beneficial effect on Margaret.",causal/relational queries
40,28、INT. NORLAND PARK - VELVET ROOM - ANOTHER DAY | 37、INT/EXT. NORLAND PARK - STABLES - DAY | 36、INT. NORLAND PARK - DINING ROOM - EVE,What does Mrs Dashwood state about Edward's future visit to Barton Cottage?,Mrs Dashwood states that Edward will always be welcome at Barton Cottage and tells him to come as soon as he can.,"Mrs Dashwood looked directly at Edward and told him to come as soon as he could, adding that he would always be welcome.",character states
41,37、INT/EXT. NORLAND PARK - STABLES - DAY | 28、INT. NORLAND PARK - VELVET ROOM - ANOTHER DAY | 37、INT/EXT. NORLAND PARK - STABLES - DAY | 36、INT. NORLAND PARK - DINING ROOM - EVE,What does Fanny state about Edward's need to go to London?,Fanny states that Edward is needed in London immediately because family affairs are in chaos and his mother insists on his presence.,"She tells him he is needed in London immediately, saying family affairs are in chaos and his mother insists on his presence.",character states
42,29、EXT. NORLAND PARK - GARDENS - DAY | 37、INT/EXT. NORLAND PARK - STABLES - DAY,What does Edward state about his ideal life?,"Edward states that his ideal life would be in the country, serving a small parish, giving short sermons, and keeping chickens.","He admits he hates London, with its lack of peace, and that his ideal life would be in the country, serving a small parish, giving short sermons, and keeping chickens.",character states
43,23、INT. NORLAND PARK - LIBRARY - DAY,Why does Edward shift his position and block Fanny's view of the atlas?,Edward shifts his position and blocks Fanny's view of the atlas to conceal the person pulling it under the table.,"He notices a large atlas moving across the floor, as if being pulled beneath the table. He shifts his position slightly, blocking Fanny’s view.",causal/relational queries
44,40、EXT. ROAD TO AND FROM BARTON COTTAGE - DAY | 36、INT. NORLAND PARK - DINING ROOM - EVE | 41、EXT. BARTON COTTAGE - GARDEN PATH - DAY,What does Elinor state about the kindness of Sir John and Mrs Jennings?,"Elinor states that if Sir John and Mrs Jennings continue being kind at their current rate, they may soon be overwhelmed by it.","Elinor says, 'Indeed, if they continue at this rate, we may soon be overwhelmed by their kindness.'",character states
45,29、EXT. NORLAND PARK - GARDENS - DAY | 37、INT/EXT. NORLAND PARK - STABLES - DAY | 36、INT. NORLAND PARK - DINING ROOM - EVE | 41、EXT. BARTON COTTAGE - GARDEN PATH - DAY,What does Edward state about his ideal life?,"Edward states that his ideal life would be in the country, serving a small parish, giving short sermons, and keeping chickens.","He admits he hates London, with its lack of peace, and that his ideal life would be in the country, serving a small parish, giving short sermons, and keeping chickens.",character states
46,21、INT. NORLAND PARK - DRAWING ROOM - DAY | 37、INT/EXT. NORLAND PARK - STABLES - DAY,Why did Marianne and Elinor look at each other in surprise after Edward explained his room mix-up?,"Marianne and Elinor looked at each other in surprise because Edward had initially gone to the wrong room by mistake, which was an unexpected error.",Edward calmly explained that he had initially gone to the wrong room by mistake but had since moved to the guest quarters and was now settled.,causal/relational queries
47,33、INT. NORLAND PARK - ELINOR'S BEDROOM - NIGHT | 49、INT. BARTON PARK - DINING ROOM - EVE,What does Marianne state about her feelings toward Edward becoming her brother?,Marianne states that she will give Edward her unanswering devotion if he becomes her brother.,"Marianne adds that she will give him her unanswering devotion if he becomes her brother, leaving Elinor visibly startled.",character states
48,25、INT. NORLAND PARK - ENTRANCE HALL OUTSIDE LIBRARY - DAY | 37、INT/EXT. NORLAND PARK - STABLES - DAY,What does Edward state about his education when speaking to Elinor?,Edward states that his education was less successful than it might have been and that it took place in Plymouth at a school run by a Mr. Pratt.,"He says it was less successful than it might have been, conducted in Plymouth at a school run by a Mr. Pratt.",character states
49,40、EXT. ROAD TO AND FROM BARTON COTTAGE - DAY | 36、INT. NORLAND PARK - DINING ROOM - EVE,What does Mrs Dashwood state about Edward's visit to Barton Cottage?,Mrs Dashwood states that Edward should visit as soon as he can and that he will always be welcome.,"Mrs Dashwood did not respond to Fanny, but instead looked directly at Edward and told him to come as soon as he could, adding that he would always be welcome.",character states
50,32、INT. NORLAND PARK - MORNING ROOM - DAY | 34、INT. NORLAND PARK - BREAKFAST ROOM - DAY | 36、INT. NORLAND PARK - DINING ROOM - EVE | 37、INT/EXT. NORLAND PARK - STABLES - DAY,What does Marianne state about the kind of man she seeks to love?,"Marianne states that she seeks a man who sings well, dances admirably, rides bravely, reads with passion, and shares all her tastes.","Marianne insists she only seeks a man who sings well, dances admirably, rides bravely, reads with passion, and shares all her tastes.",character states
51,38、INT. THE LADIES' CARRIAGE - OPEN ROAD - RAIN - EVE | 28、INT. NORLAND PARK - VELVET ROOM - ANOTHER DAY | 37、INT/EXT. NORLAND PARK - STABLES - DAY | 36、INT. NORLAND PARK - DINING ROOM - EVE,Why does Edward leave the estate earlier than planned?,Edward leaves earlier than planned because Fanny insists he must go to London immediately due to family affairs being in chaos and his mother demanding his presence.,"Fanny tells Edward he is needed in London immediately, saying family affairs are in chaos and his mother insists on his presence, and she remains firm in pulling him away despite his protest that he was leaving that afternoon.",causal/relational queries
52,41、EXT. BARTON COTTAGE - GARDEN PATH - DAY,What does Elinor state about the kindness of Sir John and Mrs Jennings?,"Elinor states that if Sir John and Mrs Jennings continue at their current rate, their kindness may soon become overwhelming.","Elinor, folding her gloves, says, 'Indeed, if they continue at this rate, we may soon be overwhelmed by their kindness.'",character states
53,21、INT. NORLAND PARK - DRAWING ROOM - DAY | 26、INT. NORLAND PARK - LIBRARY - DAY | 28、INT. NORLAND PARK - VELVET ROOM - ANOTHER DAY | 37、INT/EXT. NORLAND PARK - STABLES - DAY,What does Elinor express gratitude to Edward for?,"Elinor thanks Edward for helping Margaret, noting that Margaret has become a changed girl since his arrival.","Elinor says, 'Thank you so much for your help with Margaret, Mr Ferrars. She is a changed girl since your arrival.'",character states
