id,scene,question,answer,evidence,qa_type
26,8、INT. PEUGEOT -- MOVING -- NIGHT,"In [8、INT. PEUGEOT -- MOVING -- NIGHT], What is Raymond's emotional state while driving?",Nervous,Raymond bites his lip nervously as he drives.,character states
27,13、INT. BATHROOM -- CONTINUOUS -- DAY | 12、INT. CAFE -- LATIN QUARTER -- DAY,What does Sami state about why he ran when confronted by Marcel at the bar?,Sami states that he thought Marcel was someone else and says he wouldn't have run if he had known it was him.,Sami replies that he thought Marcel was someone else and says he wouldn't have run if he'd known it was him.,character states
28,2、EXT. HOUSE -- NIGHT | 6、EXT. HOUSE -- NIGHT | 8、INT. PEUGEOT -- MOVING -- NIGHT,What does Raymond state about how Daniel treats him?,Raymond states that Daniel is always pointing out his flaws.,"Raymond responds that Daniel is always pointing out his flaws, adding that his analyst recommends positive reinforcement instead.",character states
29,11、EXT. NOTRE DAME -- DAY,What does Sami do after he sees the police officers approaching in the plaza?,Sami flees into the crowd after seeing the police officers approaching.,He fled into the crowd after noticing two police officers appeared across the plaza.,character states
30,27、EXT. SIDE OF WAREHOUSE -- AFTERNOON | 29、EXT. SIDE OF WAREHOUSE -- MOMENTS LATER -- AFTERNOON,What does Raymond state when he approaches the door where the loud music is coming from?,"Raymond states that his name is Raymond, he is visiting next door, and he wonders if they could make the music a little less loud.","Raymond, speaking cheerfully and loudly over the music, says, 'Hello. My name is Raymond. I am visiting next door and I was wondering if you could make your music a little less loud.'",character states
31,5、INT. HOUSE FOYER -- NIGHT | 6、EXT. HOUSE -- NIGHT | 40、INT. IMPALA -- MOVING -- EVENING,What does Julien do while in the car with the others?,Julien studies the map and traces a route with his finger to find their way.,"Julien looks closely at a map, turning it slightly to catch the light from the window, his finger tracing a route while the others remain silent around him.",character states
32,36、INT. LIQUOR STORE -- EVENING | 37、EXT. LIQUOR STORE -- EVENING | 41、INT. RAPHAEL'S HOUSE -- EVENING,What does Raphael state he will do to the person responsible for the car theft?,Raphael states that he will kill the person responsible for the car theft and mount their head on his dashboard.,"Raphael declares that when he finds the person responsible for the theft, he will kill them and mount their head on his dashboard.",character states
33,13、INT. BATHROOM -- CONTINUOUS -- DAY | 14、INT. CAFE -- MORNING,What does Julien state about Zero's behavior around others?,Julien states that Zero is dangerous and might kill someone just for the offense.,"Julien tells Sami not to provoke Zero, warning that he is dangerous and might kill someone just for the offense.",character states
34,"24、INT. COFFEE SHOP -- LATER -- AFTERNOON | 48、EXT. ZAMMITO'S HOUSE, SIDE OF HOUSE -- NIGHT | 6、EXT. HOUSE -- NIGHT | 7、INT. PEUGEOT -- CONTINUOUS",When did the team decide to carry out the break-in?,The team decided to carry out the break-in that night.,"When Sami asks when they’ll go, Sophie says tonight, explaining the occupants won’t be home.",temporal references
35,"44、INT. BONANNO'S HOUSE, STUDY -- EVENING",What does Zammito state about the relationship between honor and respect?,Zammito states that honor without respect is like a horseless carriage.,"Zammito replies that they live and die by the rules they make, that they are men of honor, and that honor without respect is like a horseless carriage.",character states
36,7、INT. PEUGEOT -- CONTINUOUS,What happens immediately after Raymond turns the wheel sharply to the left?,"The Peugeot lurches forward and crashes into the rear of the Mercedes, shoving it out into the street.","The Peugeot lurches forward as Raymond releases the brake and turns the wheel sharply to the left. The car surges ahead, smashing into the rear of the Mercedes and shoving it out into the street.",temporal references
37,26、INT. SOPHIE'S WAREHOUSE -- AFTERNOON | 27、EXT. SIDE OF WAREHOUSE -- AFTERNOON | 29、EXT. SIDE OF WAREHOUSE -- MOMENTS LATER -- AFTERNOON,What happens after Raymond asks the biker to lower the music?,"The biker says 'No,' pours his beer over Raymond's head, tells him to 'Fuck off,' and slams the door.","The biker takes a sip of his beer, says, 'No,' and before Raymond can respond, pours the beer over his head. Then he says, 'Fuck off!' and slams the door shut.",temporal references
38,46、EXT. RESIDENTIAL STREET -- NIGHT | 6、EXT. HOUSE -- NIGHT | 40、INT. IMPALA -- MOVING -- EVENING | 43、EXT. WRIGLEY FIELD STADIUM -- NIGHT,When do Daniel and Julien flee to the car?,After the crew arrives in the upscale neighborhood and Raymond parks the car on the next street over.,"The crew steps out, pausing briefly as Daniel turns to Raymond and tells him to park the car on the next street over. Raymond gets back into the Impala and drives away, while the rest of the crew remains behind... Daniel and Julien run toward the street.",temporal references
39,7、INT. PEUGEOT -- CONTINUOUS,What happens immediately after Raymond turns the wheel sharply to the left?,"The car lunges forward, crashing into the rear of the Mercedes and shoving it out into the street.","Then he turned the wheel sharply to the left and released the brake. The car lunged forward, crashing into the rear of the Mercedes parked behind, shoving it out into the street as the Peugeot followed in a burst of motion.",temporal references
40,"47、EXT. ZAMMITO'S HOUSE -- NIGHT | 48、EXT. ZAMMITO'S HOUSE, SIDE OF HOUSE -- NIGHT",What happens after the alarm disarms?,"Julien signals to Zero, and they move quietly along the side of the house.","The alarm disarms. He nods silently to the others. Julien enters the code on the alarm panel and the system powers down. He signals to Zero, and the two of them move quietly along the side of the house.",temporal references
41,6、EXT. HOUSE -- NIGHT | 40、INT. IMPALA -- MOVING -- EVENING | 43、EXT. WRIGLEY FIELD STADIUM -- NIGHT,When does Julien study the map in relation to the group realizing they took a wrong turn?,"Julien studies the map while the car is moving, before the group realizes they took a wrong turn.","Julien looks closely at a map while the car moves down the street, and the group later realizes they took a wrong turn when the car is stopped in a parking lot.",temporal references
