scene,question,answer,evidence,qa_type
52、INT. KALE'S BEDROOM - LATE AFTERNOON - MOMENTS LATER,Why is Ashley using the binoculars to aim at Kale?,To accuse him of spying on the neighbor,Ashley points binoculars like a gun at Kale and asks if he's spying on neighbors,causal/relational queries
17、INT. 2ND FL HALL OUTSIDE BATHROOM - DAY,What visual detail is described about Kale's posture?,Leans against the door frame with a spent expression,"Kale opens the door, leans against the frame, spent",detailed description
42、INT. KALE'S BEDROOM - DAY,Why did Kale create the geometric diagram?,To support his line-of-sight spying theory.,"The penciled GEOMETRIC DIAGRAM of Kale's line-of-sight spying theory is mentioned, confirming he did the math.",causal/relational queries
50、INT. DAD'S OFFICE - THE NEXT DAY,Why is the FBI involved in the case mentioned?,The FBI believes the missing girl is linked to three Austin murders involving redheads.,The feds think your missing girl might be related to three murders in Austin. All redheads.,causal/relational queries
7、INT. CLASSROOM - DAY - CONTINUOUS,What does Minnie Tyco do during Ronnie's speech?,"She says 'Keep dreaming, perv' under her breath.","Minnie Tyco (under her breath) Keep dreaming, perv.",detailed description
4、INT. KALE'S HOUSE - KITCHEN - DAY - CONTINUOUS,What does Julie say about the burgers?,You're kidding. So I can actually put the burgers away this time?,You're kidding. So I can actually put the burgers away this time?,dialogue/beliefs
30、EXT. KALE'S HOUSE - FRONT PORCH - DAY - CONTINUOUS,"In [30、EXT. KALE'S HOUSE - FRONT PORCH - DAY - CONTINUOUS], What is Kale's emotional state after stepping on the substance?",Frustrated and angry,Kale instinctively STOMPS ON IT with his SOCKED FEET! KALE Oh shit! Shit water shit!,character states
49、INT. KALE'S BEDROOM - NIGHT - SHORT TIME LATER,What causes Kale to stop playing his PSP?,He notices the Mustang outside.,"Kale starts playing the PSP, then suddenly stops -- Kale (realizing) -- Mustang --",causal/relational queries
32、EXT. STREET - DAY - CONTINUOUS,"In [32、EXT. STREET - DAY - CONTINUOUS], What behavioral state does Kale exhibit after overhearing the conversation?",Stops cold and glances at the ankle bracelet,"Kale overhears, stops cold. He glances to the ANKLE BRACELET",character states
53、INT. KALE'S BEDROOM - EVENING - LATER,What do Kale and Ronnie do when Ashley mentions the fourth criterion?,They trade awkward glances and shake their heads to reassure themselves they don't have sexual dysfunction.,"Silence. Kale and Ronnie trade awkward glances, shaking their heads to each other as if reassuring themselves they don't suffer from such a condition.",detailed description
54、INT. KALE'S BEDROOM - NIGHT - LATER,Why did Ashley's family move according to her?,To keep dad on a shorter leash.,"ASHLEY
my mom thought it'd
help keep dad on a shorter leash.",dialogue/beliefs
1、EXT. BISHOP LAKE - DAY,"In [1、EXT. BISHOP LAKE - DAY], What is Kale's emotional state when he throws the rod aside?",Mock frustration,Kale throws the rod aside in mock disgust,character states
47、INT. DAD'S OFFICE - NIGHT - SECONDS LATER,Why does Ashley stop her yoga session?,Because Kale asked if she started without him.,"KALE: 'You started without me?' As if eerily on cue, Ashley suddenly stops.",causal/relational queries
45、EXT. KALE'S FRONT YARD - THE NEXT DAY,What causes Kale's spatial challenges according to his dialogue?,His ankle bracelet.,I'm a little spatially challenged at the moment. (re: ankle bracelet),causal/relational queries
49、INT. KALE'S BEDROOM - NIGHT - SHORT TIME LATER,Why does Kale get binoculars?,Because he noticed a dent in Giles' car.,"Kale (CONT'D) Holy shit. A dent -- Kale races to his closet, pulls down a pair of binoculars",causal/relational queries
36、EXT. KALE'S BACK YARD - THE NEXT DAY,"In [36、EXT. KALE'S BACK YARD - THE NEXT DAY], What is Kale's physical action involving the garden gnome?",Tying kite string around its hat.,Kale ties kite string around the gnome's hat,character states
6、INT. MORROW HIGH SCHOOL - HALLWAY - DAY,What does Ronnie's voiceover mention about their summer plans?,Visiting Hawaii and possibly visiting grandparents in Korea.,"Este verano, despus This summer, after visiting de visitar Hawaii, Hawaii, I will perhaps visitar a mis abuelos en Corea. Korea.",detailed description
45、EXT. KALE'S FRONT YARD - THE NEXT DAY,Why does Kale attempt to fall forward against the mailbox?,To grab the mail inside.,"Reaches around with his free hand, opens the door, going to grab the mail inside just as Ashley pulls the car into and up the drive.",causal/relational queries
