id,scene,question,answer,evidence,qa_type
24,50、EXT. DESERT - DAY,How do the Shiites react when the rocket explodes above the Humvee?,"Half hunch down, bracing for explosion while the other half crane their necks, looking up","REAR OF HUMVEE, SLOW MOTION: half the Shiites hunch down, bracing for an explosion while the other half crane their necks, looking straight up into the sky.",detailed description
25,"28、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY | 35、INT. BUNKER BASEMENT - LATER",Why does Archie decide to use a friend in the French Special Forces to transport the stolen gold?,"Archie decides to use a friend in the French Special Forces because the friend can hide the gold in oil-filled barrels and bury them, allowing for a covert extraction that avoids immediate detection.","Archie explains he has a friend in the French Special Forces who will hide the gold in oil-filled barrels and bury them. In a few weeks, the friend will drive the shipment to Yanbu, a port in Saudi Arabia.",causal/relational queries
26,1、EXT. IRAQI DESERT - DAY | 5、EXT. IRAQI DESERT - DAY,What does Troy Barlow state to the Iraqi soldiers who are pleading for mercy?,Troy Barlow tells them they won’t be hurt.,Troy tells them they won’t be hurt.,character states
27,27、INT. SECOND IRAQI BUNKER - DAY | 26、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY | 17、INT. STAIRWELL - BUNKER | 20、INT - THE CAB OF THE TANKER TRUCK,What does Archie state about the United States Marine Corps during the approach to the bunker?,Archie states that they are the United States Marine Corps and orders the soldiers to put their weapons down.,"Archie Gates uses a megaphone to announce, 'United States Marine Corps. Put your weapons down.'",character states
28,30、EXT. FRONT OF BUNKER TWO - DAY | 26、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY | 17、INT. STAIRWELL - BUNKER | 20、INT - THE CAB OF THE TANKER TRUCK,What does the Iraqi sergeant state about the prisoner when confronted by Vig?,The prisoner should stay and not be harmed.,"The sergeant stands his ground and speaks in Arabic, saying, 'Prisoner stay. Gabar matan.'",character states
29,40、EXT. BUNKER NUMBER TWO - DAY | 42、EXT. BUNKER NUMBER TWO - DAY | 29、INT. INNER ROOM - DAY,Why did Archie point his pistol at the Captain's face?,Archie pointed his pistol at the Captain's face to force them to take him to the basement.,"Archie turned, walked back into the main room, and pointed his pistol directly at the Captain's face. 'Take us to the basement,' he said.",causal/relational queries
30,35、INT. BUNKER BASEMENT - LATER | 6、INT. TELEVISION TRUCK - DAY,When do the military police arrest Archie Gates?,The military police arrest Archie Gates immediately after he finishes an encounter with Cathy Daitch and while she is still in the truck adjusting her clothes.,"Archie Gates lies on the floor catching his breath after an intense encounter with Cathy Daitch, who stands nearby adjusting her clothes. As she asks about a lead on the gold, the door to the truck slams open. Two military police officers rush in, grab Archie while his pants are still around his ankles, and drag him out.",temporal references
31,26、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY | 32、EXT. BUNKER - DAY,What does Vig state when he sees the Iraqi soldiers attacking the Shiite civilians?,Vig states that the United States Military is present.,"Vig, watching in horror, grabs the megaphone and announces the presence of the United States Military.",character states
32,"28、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY | 35、INT. BUNKER BASEMENT - LATER",When does Archie explain the plan for smuggling the gold out of the country?,Archie explains the plan for smuggling the gold after Troy and Doc finish placing gold bars into the bags and express concern about the shipping plan.,"After Troy and Doc finish placing five gold bars into each bag, they press Archie for details about the shipping plan, and Archie then explains the route involving a friend in the French Special Forces, oil-filled barrels, and a series of transfers to eventually reach Baltimore.",temporal references
33,40、EXT. BUNKER NUMBER TWO - DAY | 42、EXT. BUNKER NUMBER TWO - DAY,What does Archie state when he approaches the group during the attack on the man protecting the injured girl?,Archie demands that the violence stop.,"Archie approaches the group and demands the violence stop, but the soldier continues his attack.",character states
34,2、EXT. IRAQI DESERT - DAY (PRESENT) | 13、EXT. DESERT - LATER | 22、EXT. DESERT - DAY,"How does Archie describe the effects of a bullet wound and a tension pneumothorax, and what visual elements accompany his explanation?","Archie explains that a bullet creates a cavity of dead flesh that fills with bile and bacteria, similar to a septic tank, and describes tension pneumothorax as a condition where a small hole in the lung allows air to leak into the chest cavity with each breath, gradually compressing the organs and killing the person one breath at a time. His explanation is accompanied by a slow-motion visual of a bullet piercing muscle, the wound pulsing and filling with fluid.","Archie compares a bullet wound to a septic tank, describing how it tears through tissue, creating a cavity of dead flesh that fills with bile and bacteria. He then describes tension pneumothorax as a small hole in the lung letting air leak into the chest cavity with each breath, slowly compressing the organs. For a moment, the image shifts: in slow motion, a bullet pierces muscle, the wound pulsing and filling with fluid.",detailed description
35,30、EXT. FRONT OF BUNKER TWO - DAY | 16、EXT. BUNKER - DAY,Why did the free Shiites attack the unarmed Iraqi sergeant?,The free Shiites attacked the unarmed Iraqi sergeant because he tried to stop the bound Shiite prisoners from moving away from the bunker by shoving them back.,"The bound Shiite prisoners started moving away from the bunker. The unarmed Iraqi sergeant ran after them, shoving them back. Free Shiites responded by hurling rocks and swinging clubs at the sergeant, striking him as chaos erupted.",causal/relational queries
36,33、INT. BASEMENT | 27、INT. SECOND IRAQI BUNKER - DAY | 26、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY | 32、EXT. BUNKER - DAY,What does Vig state when he takes the megaphone during the confrontation?,Vig announces the presence of the United States Military.,"Vig, watching in horror, grabs the megaphone and announces the presence of the United States Military.",character states
37,"28、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY",What does Archie state about hitting someone with a pistol?,Archie states that one should never hit anyone with a pistol.,"He turns to Doc and says, 'Never hit anyone with your pistol, Doc.'",character states
38,31、INT. BUNKER NUMBER TWO - DAY | 20、INT - THE CAB OF THE TANKER TRUCK,What does the Iraqi Captain state about Saddam's intended action toward Archie?,The Iraqi Captain states that Saddam will have Archie executed.,"The Iraqi Captain shouts that Saddam will have him executed, blaming Archie.",character states
39,3、EXT. IRAQI DESERT ROAD - AMERICAN SOLDIERS IN COMBAT GEAR | 6、INT. TELEVISION TRUCK - DAY,What does Archie Gates state about Bill Smithson's story?,Archie Gates states that Bill Smithson only has the celebration story.,"When Cathy Daitch asks what Bill has, Archie replies, 'Just the celebration story,' and confirms again, 'That's it.'",character states
