scene,question,answer,evidence,qa_type
118 INT.  WAITING AREA.  HOSPITAL.  NIGHT.,What is the relationship between Citrine's arrival and Berlin's actions?,Citrine's arrival prompts Berlin to surrender his badge and weapon and leave.,Neither say anything because both know what this is about. Berlin stands and hands over his badge... A brief word from Citrine and he turns and walks away.,causal/relational queries
120 EXT.  VERANDA.  HOUSE.  DAWN.,Why does Berlin sit expressionless on the veranda despite the new items around him?,"He is overwhelmed by sorrow, guilt, and regret despite the preparations for happy times.",BERLIN sits in it with shock wearing on. Expressionless of sorrow. Though he suffers every sorrow and guilt and regret there is.,causal/relational queries
120 EXT.  VERANDA.  HOUSE.  DAWN.,What is the relationship between the new items on the veranda and Berlin's emotional state?,"The new items represent hope for happiness, contrasting with Berlin's inner despair.",All new paint and all new things in expectation of happy times. BERLIN sits in it with shock wearing on. Expressionless of sorrow.,causal/relational queries
133 INT.  INTERROGATION ROOM.  POLICE STATION.  DAY.,Why does St ANNE believe Berlin shot his partner a second time?,To make it look like the 'Serial Killer' was responsible.,"17 seconds later, you put another one in his throat .. Isn't that what happened?",causal/relational queries
143 INT.  LIVING ROOM.  HOUSE.  NIGHT.,Why does the psychopath want to kill Helena?,Because he believes she is a witness.,"Berlin says, 'Coz he thinks you're a witness.'",causal/relational queries
139 INT.  KITCHEN/LIVING ROOM/BEDROOM.  HOUSE.  DAY.,Why does the intruder call Helena 'Jenny' and refer to her as his 'little buddy'?,He manipulates her identity to assert control and establish a twisted sense of connection.,"The intruder says, 'You're my little buddy now' after threatening her with the knife.",causal/relational queries
174 EXT.  FREEWAY INTERSECTION.  NIGHT.,How does the camera depict the tail lights as Berlin's car moves away?,The tail lights dissolve into a river of red.,Watches tail lights dissolve into a river of red.,detailed description
151 INT.  WAITING AREA.  POLICE STATION.  DAY.,What specific detail does Berlin reveal about the murderer of Ross?,"The murderer has asthma and uses an inhaler, not a breath freshener.","the man that murdered Ross gets asthma - it's not a breath fresh- ner, darling - it's an asthma inhaler ..",detailed description
179 INT/EXT.  PHONE BOOTH.  GAS STATION.  NIGHT.,How does the camera movement depict the Chevrolet as Berlin drives away?,The camera ascends until the Chevrolet appears insignificant against the vast landscape.,Still it ascends until the Chevrolet is reduced to an insignificance by the landscape.,detailed description
150 INT.  INTERROGATION ROOM.  POLICE STATION.  DAY.,How does St ANNE react when he finds the notebook with Ross's accusation against Berlin?,"He confronts Berlin, reads the note aloud, and uses it to accuse him of lying.","Shakes his head in confirmation. And St ANNE finds a notebook. ... Well, he thought you did? .. Wrote it down in his book? ""John Berlin is a liar."" Right here, underlined.",character states
150 INT.  INTERROGATION ROOM.  POLICE STATION.  DAY.,What physical and emotional state is Berlin in by the end of the interrogation?,"Berlin is a wreck of despair, overwhelmed by grief and rage, barely maintaining his dignity.",Tears of grief and tears of rage. BERLIN can't restrain either. ... BERLIN is a wreck of despair. But somehow he keeps his dignity.,character states
176 INT.  CHEVY SEDAN.  FREEWAY.  NIGHT.,How is Berlin's perception of the phone ringing described in relation to his thoughts?,"The phone ringing is described as part of his thoughts, mixed with the nightmare he's hearing again.",The phone is still ringing like it's at the end of Berlin's brain. Like it's part of his thoughts mixed up with the nightmare he's hearing again.,detailed description
1 INT.  COMMUNITY HALL.   DAY.,What does Benny say about how he kept alcohol in his yard without violating his promise to his wife?,He buried a bottle under the lawn and drank from it through a straw.,I buried it under the lawn. Cut out a turf & stood it upright with a piece of tin-foil instead of a cork... I'm laying there with a straw stuck into the fucken lawn doing a quart of red,dialogue/beliefs
47 INT.  RESTAURANT/DINER.  TRINITY VALLEY.  DAY.,"What is Helena's demeanor when Berlin struggles to continue the conversation, and what does this suggest?","She sits frozen, waiting silently, suggesting discomfort or emotional distance.",HELENA sits frozen like she's waiting for results of an X-ray.,character states
55 INT.  INTERROGATION ROOM.  POLICE STATION.  DAY.,"In [55 INT.  INTERROGATION ROOM.  POLICE STATION.  DAY.], What is Carol Emerson's emotional state after being accused of lying during the polygraph test?","Distraught and on the verge of breaking down, showing visible fear and anxiety.",The quivering lip and flooding eyes amalgamate into a horrible sort of groan. She's bellied up and anxious to spill her beans.,character states
149 INT.  WAITING AREA.  POLICE STATION.  DAY.,What does Helena express she would do to get Berlin free?,She would do anything to get him free.,"HELENA: Oh, John, I'd do anything, anything, to get you free.",dialogue/beliefs
61 INT.  CHIEF'S OFFICE.  POLICE STATION.  DAY.,What is Berlin's emotional state when Citrine tells him the case is closed?,Resigned and unwilling to argue despite disagreement.,If there was any argument to be had BERLIN would be arguing it.,character states
32 INT.  CORRIDOR.  INSTITUTE.  DAY.,What does Ross express about the place he is in?,Ross loathes the place and its silence.,ROSS loathes this joint. Loathes its silence.,dialogue/beliefs
31 INT.  PRINCIPAL'S OFFICER.  INSTITUTE.  DAY.,What does Goodridge mean by 'college of higher education' in the context of the institution where Amber studied?,"It is an educational institution for students with severe visual disabilities, not a prison.","this isn't a prison, it's a college of higher education - a severe visual disability doesn't mean my students don't value their independence",terminology/abbreviation/concept
26 INT.  MERCEDES SEDAN.  CITY OF EUREKA.  NIGHT.,What item does Berlin have that he is urged to mail to the FBI?,The Zippo lighter.,ROSS: Why don't you dump it? Mail it off. Give the fucking F.B.I. a present?,objects/props
16 INT.  MORGUE.  COUNTY HOSPITAL.  EUREKA.  DAY.,What does the pathologist believe about the cause of the liver's condition?,"The liver damage was caused by heavy drinking, not just a few beers.","PATHOLOGIST: No, Freddy .. Not a few ..",dialogue/beliefs
4 EXT.  FREEWAY INTERSECTION.  DUSK.,What happens to the cigarette on the highway and what is the immediate visual effect?,"The cigarette shatters, creating an instant of red on the highway.",An instant of red as the cigarette shatters up the highway.,detailed description
24 INT.  (TELETYPE)/ADMIN.  POLICE STATION.  NIGHT.,What emotional state does Citrine display while reading the teletype transmission?,Citrine shows visible misgivings while reading the transmission.,Visible misgivings as he hauls it out and reads.,character states
41 EXT.  TRINITY VALLEY.  DAY.  (HELICOPTER),How is the landscape described as the Mercedes and Music travel north?,Forest plunges into dark ravines; sun colors mountains red; most of the valley is in shadow.,Forest plunging into dark ravines. The sun colors the mountains red. But most of the valley is in shadow.,detailed description
37 INT.  ANTI ROOM/ADMINISTRATION.  POLICE STATION.  DAY.,What is Berlin's emotional state when he sees the printout from the machine?,He is incredulous and shocked.,Can't believe what he's looking at.,character states
25 INT.  CRIME LAB.  POLICE STATION.  NIGHT.,What is Berlin's emotional or behavioral state when he is analyzing the fingerprint enhancement on the screen?,"He is bothered and focused, expressing concern about the striations on the fingertip.",BERLIN: Laser enhancement of the fingertip .. it's really bothering me .. See these striations right here?,character states
40 EXT.  QUAY/HARBOR.  HUMBOLDT BAY.  DAY.,What is Ross's emotional state when he refuses to help Berlin?,He does not enjoy saying no and is reluctant.,But he doesn't really believe it. And doesn't enjoy saying no.,character states
40 EXT.  QUAY/HARBOR.  HUMBOLDT BAY.  DAY.,How does Berlin react emotionally when admitting he was wrong?,He shows remarkable humility.,"Says it with remarkable humility considering he's the ""expert.""",character states
34 INT.  CORRIDOR.  INSTITUTE.  DAY.,What is Berlin's emotional state during the interaction with Ross?,"Frustrated and dismissive, refusing to acknowledge Ross's behavior.","He bells the elevator refusing to acknowledge ROSS's bullshit. Lips drill a whisper into his ear. ""Fifty fucken dollars, O.K.""",character states
36 EXT.  CITY DUMP.  CITY OF EUREKA.  NIGHT.,What is Berlin's physical condition while digging graves in the cold?,"He sweats in shirt sleeves and is breathless, needing to rest.",Despite the cold he sweats in shirt sleeves. Also breathless and rests to catch his wind.,character states
56 EXT.  ROSS'S BOAT.  HUMBOLDT BAY.  EUREKA.  DAY.,What is Helena's emotional state as she experiences the ocean spray?,"She is joyful, reacting as if getting sea in her face is the best invention ever.",She turns like getting sea in your face is the best invention ever.,character states
35 INT.  CHEVROLET.  TRINITY VALLEY.  DUSK.,What is Berlin's emotional state when Ross throws the Zippo out the window?,Angry and disbelieving due to losing a sentimental item.,BERLIN can't believe it. I don't believe you did that. I had a great sentimental attachment to that.,character states
35 INT.  CHEVROLET.  TRINITY VALLEY.  DUSK.,How does Ross feel about returning to the garbage dump?,Unwilling and fearful of what they might find.,"No way .. not me, Mister. I'm not going up there again. Might find someone's prick in a hot-dog roll.",character states
49 EXT/INT.  FIRE ESCAPE/APARTMENT.  INSTITUTE.  DUSK.,What is Helena's emotional state when Berlin stares at her intensely?,Uncomfortable due to the growing silence and intense stare.,The silence is almost uncomfortable. BERLIN continues to stare.,character states
49 EXT/INT.  FIRE ESCAPE/APARTMENT.  INSTITUTE.  DUSK.,What does Berlin feel when informing Helena about Amber's death?,"Sorry, indicating regret or sorrow.",BERLIN: Yes. I'm sorry.,character states
66 INT.  CRIME LAB.  POLICE STATION.  NIGHT.,What is Berlin's emotional state at the end of the passage?,"Frustrated and exhausted, wanting to leave.",Fuck this for a Friday night. He's had enough of it.,character states
52 INT.  CRIME LAB.  POLICE STATION.  DAY.,How does Berlin react emotionally when Ross questions whether the kid shot the dog?,Defensive and annoyed.,He looks at ROSS like what-are-you-looking-at-me-like-that-for?,character states
54 INT.  ANTI ROOM/INTERROGATION.  POLICE STATION.  DAY.,What emotional state does Ross display when hearing the expert's explanation?,Ross is devastated.,ROSS listens devastated as the EXPERT explains his lousy chart.,character states
59 EXT.  CAR PARK AT BEACH.  DUSK.,What is Berlin's emotional state when Helena tells him what Ross said about him?,Amused more than annoyed.,BERLIN is more amused than annoyed.,character states
