doc_title,chunk_id,description,scene_context
21、INT. CHAMBER - CONTINUOUS,doc_20_chunk_18,"sits in his chair, a shotgun in each hand, eyes wide. twitchier than they","Cellblock, elevator opening reveals Vriess"
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_49,"Vriess shuts his eyes, feeling it.",Shaft: Christie's body drops
35、INT. BETRY - CONTINUOUS,doc_34_chunk_0,Vriess punches it,
20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,doc_19_chunk_9,the fear on the boy's face telegraphs his-decision.,"Hall, soldiers running, sergeant orders to seal off sector."
16、INT. CARGO BAY - CONTINUOUS,doc_15_chunk_6,Vriess wheels out from under the machine in a second flat.,Under a machine
16、INT. CARGO BAY - CONTINUOUS,doc_15_chunk_6,"The second he's out he hits a lever and the back of the dolly flies up, transforming it-into a wheelchair.",Under a machine
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_26,"He smiles at Di Stephano, who looks a little uneasy about the turn the conversation has taken.",Preparing to dive
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_26,He joins the others who are getting ready to dive.,Preparing to dive
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_45,Vriess frantically tries to reload.,Alien approaching Christie and Vriess
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_45,Vriess grabs the ladder,Alien approaching Christie and Vriess
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_46,"Vriess takes the weight of both as Christie fires again, the alien flying off and down the shaft.","Shaft, during alien attack"
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_46,"He starts climbing up, impressively fast considering the burden hanging from his back.","Shaft, climbing to next door"
24、INT. THE GARDEN CONTINUOUS,doc_23_chunk_2,"Vriess checks it out, takes a huge bite of his pear.","Jungle, ST Just finds a truck"
24、INT. THE GARDEN CONTINUOUS,doc_23_chunk_2,He hauls himself up-into it.,"Jungle, ST Just finds a truck"
38、EXT. THE BETTY,doc_37_chunk_3,Vriess fights to control the ship as she climbs up toward the hatch.,"Cockpit, during the crisis with Ripley at the hatch"
29、INT. BY TANK - CONTINUOUS,doc_28_chunk_1,"Vriess is scrambling away, knocking over things to avoid the baby alien.",INT. BETTY: baby alien chase
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_8,realizes,"After freezing gas turns beasts to statues and St Just shoots one, everyone is silent and stunned."
24、INT. THE GARDEN CONTINUOUS,doc_23_chunk_1,holding a lucious ripe pear,"Food storage and lab area, crew discussion"
38、EXT. THE BETTY,doc_37_chunk_5,"Desperately pulling up as wooded, snowy mountains zoom dangerously close below.",Vehicle descending toward snowy mountains
40、EXT. SAME - LATER,doc_39_chunk_0,Vriess tosses 'Christie a bottle of whiskey.,Huge campfire: group sitting and watching flames
20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,doc_19_chunk_1,Vriess's fur is up,INT. NEXT HALL
20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,doc_19_chunk_1,"he moves slowly, carefully",INT. NEXT HALL
20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,doc_19_chunk_1,"He looks around, up at the ceiling.",INT. NEXT HALL
20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,doc_19_chunk_1,"he rolls out of the way just in time, back up as the blood plops to the floor",INT. NEXT HALL
20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,doc_19_chunk_8,"Vriess stops, still a good thirty feet from the beast.","Inside a building with pipes and rafters, Vriess faces a beast."
20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,doc_19_chunk_8,Strains to see.,"Inside a building with pipes and rafters, Vriess faces a beast."
20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,doc_19_chunk_8,"Vriess starts wheeling himself back away but SLOWLY, agonizingly slowly compared to the beast.","Inside a building with pipes and rafters, Vriess faces a beast."
20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,doc_19_chunk_8,"He turns the corner, spins around.","Inside a building with pipes and rafters, Vriess faces a beast."
20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,doc_19_chunk_11,Vriess spinning out and flying off the chair it tilts,"Inside a room, alien slamming against a closing door"
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_34,"Christie and Vriess break surface and both begin FIRING, back to back, in a circular sweep.",Underwater scene
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_47,Vriess is having increasing trouble.,"Climbing, no door found, Ripley leading"
23、INT. OBSERVATION ROOM TWO - CONTINUOUS,doc_22_chunk_47,"Vriess is moving very quickly, considering.","Climbing, no door found, Ripley leading"
