id,scene,question,answer,evidence,qa_type
17,52、INT. RELIANT BRIDGE,What is Khan doing as the engine room prepares to fire?,"Half out of his seat, sweating with anticipation.","Khan is half out of his seat, sweating with anticipation.",detailed description
18,56、INT. ENTERPRISE BRIDGE,When does Scotty respond to Kirk's call?,After Uhura turns off the intercom channels and there's a dead silence,"Uhura does. There is a dead silence. Then: UHURA Mr. Scott on discrete. KIRK Scotty, let's have it.",temporal references
19,49、INT. BRIDGE - THE RELIANT,What does Khan instruct the helmsman to do?,Slow to one-half impulse power,KHAN (almost sing-song with joy) Slow to one-half impulse power.,detailed description
20,56、INT. ENTERPRISE BRIDGE,When is the Medical Alert issued?,After the bridge is righting and crew members return to stations,"Crew members getting back to their stations. On speaker, we hear the CRIES AND SHOUTS of the Engine Room. INTERCOM VOICE Medical Alert: Engine Room.",temporal references
21,46、INT. KIRK'S QUARTERS,"In [46、INT. KIRK'S QUARTERS], What is Project Genesis?",A procedure to restructure molecular matter into identical mass,Genesis is a procedure whereby the molecular structure of any given matter can be restructured -- changed -- into anything else of identical mass.,terminology/abbreviation/concept
22,"25、INT. BRIDGE, ENTERPRISE","In [25、INT. BRIDGE, ENTERPRISE], What is Spock's emotional state during Saavik's first piloting?",Enjoying Kirk's reaction,Spock enjoys it,character states
23,18、INT. SPACE SHUTTLE,"In [18、INT. SPACE SHUTTLE], What is Sulu's emotional state when thanking Kirk?",Embarrassed,Sulu (embarrassed),character states
24,27、INT. ENTERPRISE BRIDGE,When does Kirk shake his head?,After Bones asks if he wants a tranquilizer,BONES (sotto voice) Would you like a tranquilizer? Kirk shakes his head,temporal references
25,22、INT. ENTERPRISE ENGINE ROOM - LOOKING DOWN,"In [22、INT. ENTERPRISE ENGINE ROOM - LOOKING DOWN], What is Kirk's emotional state when he calls Preston a tiger?",Amused,Kirk looks amused,character states
26,11、EXT. SURFACE CETI ALPHA V,"In [11、EXT. SURFACE CETI ALPHA V], What is Chekov's emotional state when he encounters the ruins?",Chekov is worried.,Chekov is worried; something about all this is familiar.,character states
27,44、EXT. SPACE STATION REGULA I,"In [44、EXT. SPACE STATION REGULA I], What does 'FILTERED' indicate about Uhura's voice?",The voice is processed or altered in transmission.,"OVER we can hear, FILTERED, UHURA'S VOICE:",terminology/abbreviation/concept
28,21、INT. ENTERPRISE DOCKING BAY,What causes Scotty to exchange a glance with Bones?,He is uncomfortable discussing his 'wee bout'.,"Uncomfortable, Scotty exchanges a glance with Bones -- BONES: Shore leave, Admiral.",causal/relational queries
29,6、EXT. DEEP SPACE - REGULA I SPACE STATION,"In [6、EXT. DEEP SPACE - REGULA I SPACE STATION], Where is the scientific complex located?",Orbiting the small barren plantoid Regula,"A functional cluster of modules serve as a scientific complex, a futuristic White Sands, orbiting a small barren plantoid in b.g.: Regula.",scene localization
30,46、INT. KIRK'S QUARTERS,"In [46、INT. KIRK'S QUARTERS], What is the Genesis device?",A torpedo used to initiate the Genesis effect on a planetary scale,Introduce what we call the Genesis device or 'torpedo' into the targeted area of a lifeless space body,terminology/abbreviation/concept
31,58、INT. ENTERPRISE BRIDGE,Why was diverting power to phasers ineffective?,Photon torpedoes were already approaching,"Divert everything to the phasers -- ... Too late -- On VISUAL SCREEN, Photon torpedoes approach",causal/relational queries
32,35、INT. BRIDGE OF RELIANT,How does Khan react as the scene moves in?,"Khan smiles, appearing more charming than ever.","Khan smiles, more charming than ever as we move in.",detailed description
33,21、INT. ENTERPRISE DOCKING BAY,"In [21、INT. ENTERPRISE DOCKING BAY], Why does Saavik stiffen when Kirk speaks to her?",Humor is not her forte.,Saavik stiffens slightly -- humor is not her forte.,causal/relational queries
34,4、EXT. DEEP SPACE - NEAR CETI ALPHA V,"In [4、EXT. DEEP SPACE - NEAR CETI ALPHA V], What is the relationship between the 16th planet visit and the Genesis project?",The 16th visit aims to find a suitable test site for Genesis.,This is the 16th planet... search for a lifeless planet... Genesis Experiments.,causal/relational queries
35,"8、INT. CORRIDOR, SPACE STATION REGULA I",What does Carol believe about Jim Kirk?,He was never a Boy Scout.,"CAROL: Jim Kirk was many things, but he was never a Boy Scout...",dialogue/beliefs
36,41、INT. ENTERPRISE BRIDGE,What is the function of 'Starfleet Command' in the passage?,It issues orders to assume command of the vessel.,"By order of Starfleet Command, as of now, I am assuming command of this vessel.",terminology/abbreviation/concept
37,"9、INT. KIRK'S APARTMENT, TERRA - NIGHT | 38、INT. ENTERPRISE CORRIDOR",What does Bones express after Kirk leaves the turbo lift?,Bones expresses regret by muttering an apology.,"After Kirk leaves the turbo lift, the doors close behind him. Bones stands alone in the lift, frowning slightly. He mutters under his breath, 'Sorry,' and shakes his head, annoyed with himself.",character states
38,12、INT. CARGO HOLD | 13、EXT. CARGO HOLD AIRBAY,What does Chekov state about the child when Terrell expresses concern for it?,Chekov states that they should not worry about the child and insists they must hurry.,"When Terrell says, 'But the child—', Chekov responds with 'Never mind! Hurry!' and continues pulling him toward the exit.",character states
39,12、INT. CARGO HOLD | 13、EXT. CARGO HOLD AIRBAY,Why do Terrell and Chekov stop moving when they emerge wearing helmets?,They stop because they see a ring of suited figures surrounding them.,"Terrell and Chekov emerge from a location, wearing helmets. They come to an abrupt stop as they see a ring of suited figures surrounding them.",causal/relational queries
40,11、EXT. SURFACE CETI ALPHA V | 12、INT. CARGO HOLD | 13、EXT. CARGO HOLD AIRBAY,What does Chekov state he saw inside the porthole?,Chekov states he saw a child's face inside the porthole.,Chekov insists he saw a face—a child's face—inside the porthole.,character states
41,16、INT. RELIANT BRIDGE | 32、INT. RELIANT BRIDGE | 49、INT. BRIDGE - THE RELIANT,What does Khan state about his intention regarding Kirk?,"Khan states that he intends to pursue Kirk across space and chase him across distant stars, declaring his intent to follow through at all costs.","Khan interrupts, declaring his intent to pursue Kirk across space. He orders the ship to change course for Regula I. After a moment of thought, Khan ignores Joachim's suggestion to remain free and unburdened by further conflict. He declares his intent to pursue Kirk at all costs, uttering a vow to chase him across distant stars.",character states
42,46、INT. KIRK'S QUARTERS,"What occurs during Admiral Kirk's request for access to the Project Genesis summary, and how does the system verify his identity and grant clearance?","Admiral Kirk enters the sick bay, dims the lights, and requests access to the Project Genesis summary. The computer prompts for identification, and Kirk provides his name and rank: James T. Kirk, Admiral, Starfleet General Staff, Security Class 1. The system performs a retina scan, displaying retina pattern graphics and coded read-outs. After the initial scan, the screen turns green with the message 'SECURITY CLEARANCE, CLASS 1 GRANTED.' A secondary security scan follows, indicated by a red line moving across the screen, which is then replaced by the word 'APPROVED' in green, allowing the transmission of the Genesis summary to begin.","Kirk addresses the computer, requesting security procedure and access to the Project Genesis summary. The computer prompts for identification. Kirk states his name and rank... The screen displays coded read-outs and retina pattern graphics. After a moment, the screen glows green, indicating approval. The message appears: SECURITY CLEARANCE, CLASS 1 GRANTED... A secondary security scan follows, marked by a red line across the screen, which is then replaced by the word APPROVED in green. The transmission begins...",detailed description
43,5、INT. BRIDGE OF RELIANT | 11、EXT. SURFACE CETI ALPHA V | 12、INT. CARGO HOLD | 13、EXT. CARGO HOLD AIRBAY,What does Chekov state about the energy flux detected by the dyno scanner?,Chekov states that the energy flux could be a particle of preanimate matter caught in the matrix.,Chekov suggests it could be a particle of preanimate matter caught in the matrix.,character states
44,34、INT. CAROL'S LAB | 39、INT. KIRK'S QUARTERS,Why does Kirk demand to speak with Starfleet Command after the transmission with Carol is cut off?,"Kirk demands to speak with Starfleet Command because the transmission from Carol was jammed, preventing him from learning who was taking Genesis or on whose authority, and he needed to get answers from the highest level.","The signal collapses into static, and Uhura reports the transmission was jammed at the source. Kirk then orders her to alert Starfleet Headquarters so he can talk with Starfleet Command.",causal/relational queries
45,11、EXT. SURFACE CETI ALPHA V | 12、INT. CARGO HOLD,What does Chekov state about seeing something before the gurgling sound occurs?,"Chekov states that he had previously seen something, indicating he had warned someone about it before.","Chekov stammers, 'I told you! I told you I saw a—' after hearing the gurgling sound, implying he had seen something earlier and had communicated this before the current moment.",character states
46,32、INT. RELIANT BRIDGE | 34、INT. CAROL'S LAB | 39、INT. KIRK'S QUARTERS,Why does Khan redirect the Reliant to Regula I?,"Khan redirects the Reliant to Regula I because Chekov reveals that Doctor Marcus, the civilian director of the Genesis Project, is stationed there, and that Admiral Kirk likely has access to Genesis information, making Regula I a key location for obtaining the project details.","Chekov confirms that Admiral Kirk would likely have access to Genesis details and identifies Doctor Marcus as the project's civilian director stationed on Regula I, after which Khan orders the ship to change course toward Regula I.",causal/relational queries
47,12、INT. CARGO HOLD | 13、EXT. CARGO HOLD AIRBAY,What does Chekov state about seeing something after hearing the gurgling sound?,"Chekov states that he had previously seen something, expressing fear and urgency upon hearing the gurgling sound.","Chekov stammers, 'I told you! I told you I saw a—' after hearing the gurgling sound, indicating he had seen something before.",character states
48,43、INT. SPOCK'S QUARTERS | 41、INT. ENTERPRISE BRIDGE | 45、INT. ENTERPRISE BRIDGE,What does Spock state about command responsibility when the Enterprise is called to investigate Regula I?,"Spock states that if they are to undertake actual duty, command must fall to the senior officer aboard.","Spock listens, then states that if they are to undertake actual duty, command must fall to the senior officer aboard.",character states
49,32、INT. RELIANT BRIDGE | 49、INT. BRIDGE - THE RELIANT,When does Khan order the Reliant to change course toward Regula I?,"Khan orders the Reliant to change course toward Regula I after learning from Chekov that Doctor Marcus, the civilian director of the Genesis Project, is stationed there.","After a moment of thought, Khan ignores Joachim's suggestion to remain free and unburdened by further conflict. He declares his intent to pursue Kirk at all costs... Without further hesitation, Khan orders the crew to prepare to alter course. The Reliant turns toward Space Station Regula I.",temporal references
50,"9、INT. KIRK'S APARTMENT, TERRA - NIGHT",Why does Bones give Kirk the antique reading glasses?,Bones gives Kirk the antique reading glasses because Kirk is allergic to the usual treatment for reading difficulties and needs an alternative to help him see clearly.,"Bones explains they are meant to help with reading, especially since Kirk is allergic to the usual treatment, and demonstrates how to use them, which Kirk immediately finds effective.",causal/relational queries
51,16、INT. RELIANT BRIDGE | 32、INT. RELIANT BRIDGE,What does Khan state about his intentions regarding Kirk?,Khan states that he intends to pursue Kirk across space and chase him across distant stars.,"Khan interrupts, declaring his intent to pursue Kirk across space. He declares his intent to pursue Kirk at all costs, uttering a vow to chase him across distant stars.",character states
