doc_title,chunk_id,fact,scene_context
317、INT. PANIC ROOM - NIGHT,doc_316_chunk_1,Sarah is too weak to speak.,"Room, Burnham kneels next to Sarah to open pouch."
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_3,Sarah sees a man in the hallway on the monitors.,"Panic room, monitors"
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_4,Sarah sees all three men accounted for downstairs.,Panic room: Sarah and Meg observe the three men accounted for.
321、INT. ENTRY FLOOR - NIGHT,doc_320_chunk_8,Sarah overhears a fragment of the private conversation between Burnham and Raoul.,
321、INT. ENTRY FLOOR - NIGHT,doc_320_chunk_9,Sarah initiates an 'ALL PAGE' announcement by pressing a button.,Argument between Burnham and Raoul
325、INT. PANIC ROOM - NIGHT,doc_324_chunk_0,Sarah sees her mother approaching the monitor in the bedroom while carrying a jacket.,Panic room: monitoring bedroom
332、INT. PANIC ROOM - NIGHT,doc_331_chunk_9,Sarah is being held by Raoul.,Raoul holding Sarah and dragging Meg toward the doorway
302、INT. MASTER BEDROOM - NIGHT,doc_301_chunk_0,Sarah recognizes her father's voice.,"Monitoring room, hearing father's voice"
334、INT. MASTER BEDROOM - NIGHT,doc_333_chunk_4,Sarah has her first face-to-face contact with Burnham.,"Panic room, after Raoul's death"
334、INT. MASTER BEDROOM - NIGHT,doc_333_chunk_4,Sarah sees the bonds protruding from Burnham's jacket.,"Panic room, after Raoul's death"
44、INT. SARAH'S BEDROOM - NIGHT,doc_43_chunk_0,Sarah is awake.,"Sarah's bedroom, Meg throws water on Sarah to wake her"
46、INT. SARAH'S BEDROOM - NIGHT,doc_45_chunk_0,Sarah is in the hallway.,top floor hallway
47、INT. HALLWAY - NIGHT,doc_46_chunk_0,Sarah is inside the elevator with Meg.,"Hallway, elevator escape attempt"
50、INT. THIRD FLOOR HALLWAY - NIGHT,doc_49_chunk_0,Sarah is inside the elevator.,"Hallway outside elevator, elevator moving down"
62、INT. MASTER BEDROOM - NIGHT,doc_61_chunk_1,Sarah is in a panic room.,panic room standoff
61、INT. PANIC ROOM - NIGHT,doc_60_chunk_0,Sarah is safe.,"After a scare, both are safe."
58、INT. MASTER BEDROOM - NIGHT,doc_57_chunk_0,The phone is under the bed.,"master bedroom, while running"
64、INT. LIVING ROOM - NIGHT,doc_63_chunk_6,Sarah gives a half-smile in response to Meg's action.,Panic Room
308、INT. PANIC ROOM - NIGHT,doc_307_chunk_0,"Sarah's face is completely white, her lips are blue, and her eyes are rolled back into her head.","House hallway and bedroom, during a crisis"
66、INT. PANIC ROOM - NIGHT,doc_65_chunk_3,Sarah has previously needed to comfort her mother.,"Room, during conversation with mother."
66、INT. PANIC ROOM - NIGHT,doc_65_chunk_1,Sarah discovers a small round portal.,Room: far wall at eye level
83、INT. PANIC ROOM - NIGHT,doc_82_chunk_0,Sarah found the waterproof matches and lighters.,Panic room
73、INT. PANIC ROOM - NIGHT,doc_72_chunk_1,"Sarah is located at the end of a long, impossibly narrow hall.","Long, impossibly narrow hall"
77、INT. PANIC ROOM - NIGHT,doc_76_chunk_0,Sarah sees the streamers floating above her.,panic room
92、INT. THIRD FLOOR HALLWAY - NIGHT,doc_91_chunk_2,Sarah refuses to close the panic room door.,Panic room
86、INT. PANIC ROOM - NIGHT,doc_85_chunk_1,Sarah hears the faint pounding sound and the high-pitched complaining voice.,common wall
63、INT. PANIC ROOM - NIGHT,doc_62_chunk_4,Sarah is encouraging for the first time.,"grilled area, button panel"
59、INT. PANIC ROOM - NIGHT,doc_58_chunk_0,Sarah is in the panic room.,"Panic room, after tumbling through the doorway."
92、INT. THIRD FLOOR HALLWAY - NIGHT,doc_91_chunk_4,Sarah observes that all three men are accounted for and are downstairs.,Panic room
93、INT. MASTER BEDROOM - NIGHT,doc_92_chunk_1,Sarah smacks the red button.,Panic room
92、INT. THIRD FLOOR HALLWAY - NIGHT,doc_91_chunk_3,Sarah sees a man appearing in the hallway on the monitors.,Panic Room
81、INT. PANIC ROOM - NIGHT,doc_80_chunk_0,Sarah finds a small metal handle folded back into the clover-leaf seal on the portal.,"On the floor, trying to filter air with rags."
88、INT. PANIC ROOM - NIGHT,doc_87_chunk_3,The flashlight is placed in the tube with sufficient space on both sides for Sarah and Meg to see through.,"Panic room, Sarah places flashlight in tube"
