scene,question,answer,evidence,qa_type
47、INT. LIBRARY - RESEARCH COMPUTER ROOM - LATE AFTERNOON,"In [47、INT. LIBRARY - RESEARCH COMPUTER ROOM - LATE AFTERNOON], What message appears on Sid's screen after she hits ALT + M?",YOU'RE GOING TO DIE TONIGHT.,"A message pops up on the screen. ""YOU'RE GOING TO DIE TONIGHT.""",objects/props
29、INT. FRONT PORCH - SANE,Why did Derek kick the window?,To get into the house.,Derek is going nuts trying to get into the house. He rears his foot back and kicks in the window.,causal/relational queries
39、INT. CAMPUS SECURITY STATION - AFTERNOON,What does Captain Tyler instruct Dewey to do if 'he' calls again?,Find help and don't engage him in conversation.,CAPTAIN TYLER If he calls again - find help. Don't engage him in conversation.,dialogue/beliefs
35、INT. CAMPUS SECURITY STATION - MORNING - MINUTES LATER,"In [35、INT. CAMPUS SECURITY STATION - MORNING - MINUTES LATER], What is Maureen Evans' relationship to Sidney Prescott?",She is Sidney Prescott's mother.,Maureen Evans - Maureen Prescott. Sidney Prescott's mother.,character states
28、INT. DELTA ZETA LIVING ROOM - SANE,"In [28、INT. DELTA ZETA LIVING ROOM - SANE], What is Sidney's emotional state when she hears the man's voice?",Tears immediately but refuses to crack,"Sidney closes her eyes. When she opens them tears are immediate But still, she refuses to crack.",character states
31、EXT. BACK YARD - SAME,What does Dewey say to Sidney after she encounters Cici's body?,It's okay. It's okay. It's just me.,DEWEY It's okay. It's okay. It's just me.,dialogue/beliefs
11、EXT. DORMITORY - MORNING - LITTLE LATER,"In [11、EXT. DORMITORY - MORNING - LITTLE LATER], What is Sidney's emotional state when reporters surround her?",She starts to panic and is mortified.,Sidney is mortified. She pushes and shoves but there is no escape. The questions come at her like lightning.,character states
11、EXT. DORMITORY - MORNING - LITTLE LATER,"In [11、EXT. DORMITORY - MORNING - LITTLE LATER], What behavioral action does Gale Weathers take to protect Sidney?",She moves in front of Sid to hold the crowd at bay.,"Gale moves in front of Sid, holding the crowd at bay.",character states
33、EXT. CAMPUS SECURITY STATION - MORNING,What does 'media event' refer to in the passage?,"A situation involving media coverage, as indicated by the presence of news trucks, cameras, and reporters.","The local campus security office has been converted into a media event. News trucks, cameras and REPORTERS stand guard outside...",terminology/abbreviation/concept
37、INT. STUDENT UNION - LATER,What does Debbie Salt believe about parents?,Parents are always responsible. It all starts in the home.,DEBBIE SALT / Parents are always responsible. It all starts in the home.,dialogue/beliefs
34、INT. CAMPUS SECURITY STATION - MORNING,What does Dewey believe about the killer's motive?,The killer was trying to get to her. That sorority girl was a distraction.,"DEWEY ""The killer was trying to get to her. That sorority girl was a distraction.""",dialogue/beliefs
42、INT. CINEPLEX MOVIE THEATRE - LITTLE LATER,Why did Johnny Depp's character kill Tori's mother?,She was sleeping with his dad and caused his mom to leave.,JOHNNY: Because she was sleeping with my dad. She's the reason my mom left.,causal/relational queries
9、INT. DARK THEATER - SECONDS LATER,What term describes the killer's appearance in the movie?,Ghost-masked Killer,ON SCREEN The Ghost Masked Killer stares back.,terminology/abbreviation/concept
44、EXT. CAMPUS LIBRARY - LATER,Why was Derek worried about Sid?,Because she didn't show up for the four o'clock shift.,DEREK: I had the four o'clock shift. You weren't there. You had us worried.,causal/relational queries
21、EXT. FRONT PORCH - SAME,"In [21、EXT. FRONT PORCH - SAME], What does Cici do when she hesitates?",She debates whether to go back inside,"She hesitates quickly, debating, then she moves back up the porch steps.",character states
26、INT. CHI OMEGA HOUSE - SAME,What does the Sheriff say about the blood in the house?,Lots of blood. But no body.,"SHERIFF
Lots of blood. But no body.",dialogue/beliefs
47、INT. LIBRARY - RESEARCH COMPUTER ROOM - LATE AFTERNOON,"In [47、INT. LIBRARY - RESEARCH COMPUTER ROOM - LATE AFTERNOON], What message appears on Sid's screen after the second ALT + M press?",THE POLICE CAN'T SAVE YOU.,"Another message pops up: ""THE POLICE CAN'T SAVE YOU.""",objects/props
38、INT. CAMPUS THEATRE - DAY,What does Randy apologize for to Sidney?,Going along with Gale and not having a good reason.,"RANDY ""I'm sorry, Sid, please. I never should have gone along with Gale... I'm just stupid.""",dialogue/beliefs
39、INT. CAMPUS SECURITY STATION - AFTERNOON,What does Gale express regarding the assignment?,He prefers Dewey for the task.,"GALE I'd prefer Dewey, Captain.",dialogue/beliefs
49、INT. CAMPUS SECURITY STATION - OUTER OFFICE,What caused Cotton to feel he has no rights?,Gale's role in his case,You made sure of that.,causal/relational queries
10、INT. DORM ROOM - MORNING,What does Sidney do after answering the phone?,She grabs a small device hooked to the phone and checks its display.,Sidney grabs a small device hooked to the phone. She takes a look at its display.,detailed description
14、INT. SCHOOL OF FILM - LATER,How does Sidney enter the large room where the class is held?,She peers in and slips in quietly,She comes upon an open door and peers in. She slips in quietly.,detailed description
24、EXT. DELTA ZETA LIVING ROOM - SANE,What does Sidney ask Derek about?,The forbidden subject.,SIDNEY... The forbidden subject.,dialogue/beliefs
20、INT. FOYER - SAME,"In [20、INT. FOYER - SAME], What behavioral action does Cici take when she believes someone is upstairs?",She flees the house through the front door.,"Cici unlocks the door, throws it open, and moves out onto the... (text cuts off).",character states
30、INT. KITCHEN - SAME,Why does Sid struggle with the lock?,Because the Ghost is right behind her.,She struggles with the lock as the Ghost is right behind her.,causal/relational queries
