scene,question,answer,evidence,qa_type
（十）村子的食堂及附近的地方。,"在[（十）村子的食堂及附近的地方。]中, 老板对万发的态度如何？",漠然且冷漠,老板：来坐呀！来坐呀！见到万发经过，老板只漠然地看他一眼，并不向他打招呼。,character states
（十七）万发家屋外。晨。,"在[（十七）万发家屋外。晨。]中, 简底接过牙粉时的状态如何？",不知如何感谢，手不知放哪儿,简底一副不知怎么感谢的神色，手都觉得不知道放哪儿好,character states
（二十）简家屋内。晚。,"在[（二十）简家屋内。晚。]中, 阿好在提到自己成为简底母亲时的情绪如何？",戏谑,阿好（语带戏谑）：昨天还是你的大嫂,character states
（八十五）树下小吃店。日（夏）。,"在[（八十五）树下小吃店。日（夏）。]中, 唱歌老者的神情如何？",有秘密要宣扬的愉快神情,接前场唱歌老者的一副有秘密要宣扬的那种愉快神情,character states
（三十四）村庄道路上。白天。,礼箱队的礼箱有什么特征？,浅浅的无盖的四方箱子，上面铺大红布，摆钱钞或金饰，或砖块,每一礼箱是浅浅的无盖的四方箱子，台湾俗称为“舍”，上面铺大红布，布上摆钱钞或金饰，或砖块,detailed description
（二十一）简家内。早上。,"在[（二十一）简家内。早上。]中, 阿好对内衣有何反应？",嗅嗅后撇嘴，认为臭,她把简底塞在墙角没洗的内衣内裤找出来，提在手中，鼻子还去嗅嗅，撇撇嘴，臭得很呢！,character states
（二十五）万发家内。晚。,阿好威胁要如何惩罚万发？,割你嘴舌,令爸就割你嘴舌，有听到莫？,detailed description
（四十）简家卧室。雨。,简为什么握阿好的手？,因为阿好用带着欲望的眼神看着他,△阿好把衣服递到简底面前，用带着欲望的眼神，看着半裸的简底。简底：阿好姊呀，你连衣服都帮我收进来啦，（看看阿好手上的衣服）还帮我拆得这么整齐！,causal/relational queries
（十五）万发家屋外。早晨。,"在[（十五）万发家屋外。早晨。]中, 阿好在简底叫她'大嫂'后有何反应？",变得十分女性，讲话动作娇模娇样,阿好忽然间变得十分女性，讲话动作也娇模娇样起来。,character states
（七十三）树下（小吃店）。日。,"在[（七十三）树下（小吃店）。日。]中, 车夫牵牛时表现出怎样的情绪？",万分疼爱,那爱唱歌的车夫万分疼爱地牵着牛,character states
（七十六）医院诊察室。日。,"在[（七十六）医院诊察室。日。]中, 阿好在医生质疑时有何反应？",脸色红到脖子，尴尬发窘。,阿好脸色红到脖子，脸是尴尬发窘，又不得不微笑。,character states
（十二）万发家厨房。黄昏时。,"在[（十二）万发家厨房。黄昏时。]中, 阿狗为什么惊叫？",误以为对面的鬼来了,阿狗：我还以为对面那个鬼又来啦！,character states
（十三）万发家前厅。黄昏近晚时。,阿好对阿狗说对面有人搬来住的看法是什么？,对面的房子几百年都没有人住了，有人搬进来，哪有可能？,阿好：对面的房子几百年都没有人住了，有人搬进来，哪有可能？,dialogue/beliefs
（四十八）村庄野地。雨。,"在[（四十八）村庄野地。雨。]中, 阿好与简底在何处翻滚？",大雨中的泥地上,△阿好与简底在大雨中的泥地上翻滚。,scene localization
（八十三）万发家厅内。晚。,"在[（八十三）万发家厅内。晚。]中, 万发在对话中表现出什么态度？",装冷漠,脸上尽量装冷漠。,character states
