scene,question,answer,evidence,qa_type
51、INT. SCIMITAR - BRIG - NIGHT,"In [51、INT. SCIMITAR - BRIG - NIGHT], What physical change is visible on Shinzon's face?",Tiny veins forming a spider-web pattern.,Tiny veins are now visible on Shinzon's face; the faintest sign of an intricate spider-web pattern of pale blue veins.,character states
33、INT. SCIMITAR - OBSERVATION LOUNGE - NIGHT,"In [33、INT. SCIMITAR - OBSERVATION LOUNGE - NIGHT], What is Shinzon's identity according to the passage?","Human, despite initial assumptions of being Reman.","The crew cannot see him clearly in the dim light but it is evident he is human. Assuming that he was Reman, they're surprised by this realization.",character states
62、INT. SCIMITAR - CORRIDORS - FOLLOWING,What movement does the Scorpion make through the ship?,zigs and zags through the ship at breakneck speed,zigs and zags through the ship at breakneck speed,detailed description
46、INT. ENTERPRISE - TURBOLIFT - MORNING,"In [46、INT. ENTERPRISE - TURBOLIFT - MORNING], What is Deanna's behavioral state during the telepathic struggle?",Forcing herself to concentrate and resist,She forces herself to concentrate... to resist telepathically... it is a mighty effort.,character states
60、INT. SCIMITAR CORRIDORS - FOLLOWING,How does Picard maneuver in the corridor?,"Banks sharply, careens off the far side but keeps control.",Picard banks sharply -- careens off the far side of the corridor but keeps control.,detailed description
30、INT. ENTERPRISE - BRIDGE - FOLLOWING,What does Picard say about the enemy's strategy?,It's an old psychological strategy to put him in a position of dominance and make us uneasy.,"PICARD It's an old psychological strategy, Number One. To put him in a position of dominance and make us uneasy.",dialogue/beliefs
43、INT. ENTERPRISE BRIDGE - NIGHT,"In [43、INT. ENTERPRISE BRIDGE - NIGHT], What is Geordi's emotional state when he reviews the sensor logs?",Grim,(grim),character states
48、INT. SCIMITAR - BRIDGE - DAY,When does Shinzon order tea relative to the engineers connecting the conduits?,After the engineers begin connecting the conduits,Shinzon goes to a replicator unit and orders tea... He takes it and sips as he watches his Engineers connecting the conduits,temporal references
11、INT. SENATE CHAMBER - NIGHT,What are the visual elements of the chamber where Shinzon stands?,"A large star chart floor and flickering torch light, with Reman warriors standing around.",The entire floor is a large star chart... cadres of Shinzon's fearsome REMAN WARRIORS stand around the chamber. Even more chilling now in the flickering torch light.,detailed description
11、INT. SENATE CHAMBER - NIGHT,"In [11、INT. SENATE CHAMBER - NIGHT], What is Shinzon's physical appearance and attire?","A dynamic young human in his twenties with pale, almost white skin, shining golden hair, and a striking Reman military uniform.","He is a dynamic young human in his twenties. Very handsome with pale, almost white skin and shining, golden hair. He wears a striking Reman military uniform.",detailed description
64、EXT. OVER ROMULUS - SPACE,"In [64、EXT. OVER ROMULUS - SPACE], What is the Scorpion slicing through?",The cloak of invisibility around the Scimitar,The Scorpion seems to appear from nowhere -- slicing through the cloak of invisibility around the Scimitar --,objects/props
58、INT. SCIMITAR - SHUTTLEBAY - FOLLOWING,What action does Picard take after the door closes?,Fires a disruptor blast to seal the door mechanism.,"When the door closes behind them, Picard turns and fires a disruptor blast -- sealing the door mechanism.",detailed description
58、INT. SCIMITAR - SHUTTLEBAY - FOLLOWING,"In [58、INT. SCIMITAR - SHUTTLEBAY - FOLLOWING], How are the Scorpion-class attack fliers described visually?","Extremely compact, streamlined, with disruptor turrets on each.",They are uniquely designed. Extremely compact and stream-lined. A disruptor turret on each.,detailed description
49、INT. ENTERPRISE - SICKBAY - DAY,Why does Picard deny Deanna's request?,He needs her to endure more assaults and assist him.,Permission denied. If you can possibly endure any more of these assaults. I need you at my side.,causal/relational queries
41、INT. ROMULAN SENATE CHAMBER - NIGHT,"In [41、INT. ROMULAN SENATE CHAMBER - NIGHT], What is Shinzon's physical condition?","His nose was broken four times, and his jaw was injured.",SHINZON: My nose was broken four times. And my jaw... But so much is the same.,character states
38、INT. ROMULAN SENATE CHAMBER - DAY,"In [38、INT. ROMULAN SENATE CHAMBER - DAY], What is Suran's emotional state during the conference?",Angry and impatient,"Commander Suran is angry, pacing. ... Then I don't understand the reason for the delay!",character states
"7、EXT. EARTH, ALASKA - PAVILION - LATER","In [7、EXT. EARTH, ALASKA - PAVILION - LATER], What type of replicators caused a glitch when the Captain tried to order tea?",Series Four replicators,"After we installed the new Series Four replicators, he tried to order his usual tea and there was a glitch.",objects/props
"7、EXT. EARTH, ALASKA - PAVILION - LATER","In [7、EXT. EARTH, ALASKA - PAVILION - LATER], What drink is Worf complaining about?",Romulan ale,WORF: Romulan ale should be illegal.,objects/props
43、INT. ENTERPRISE BRIDGE - NIGHT,"In [43、INT. ENTERPRISE BRIDGE - NIGHT], What is Picard's emotional state when he learns about the Thalaron?",Shocked,Picard is shocked.,character states
12、INT. ENTERPRISE - BRIDGE - DAY,What does Worf say about the electromagnetic signature?,I'm picking up an unusual electromagnetic signature from the Kolarin system.,I'm picking up an unusual electromagnetic signature from the Kolarin system.,dialogue/beliefs
22、INT. ENTERPRISE - ENGINEERING LAB - DAY,"In [22、INT. ENTERPRISE - ENGINEERING LAB - DAY], When is B-9 almost completely assembled?",After the second 'Time passes...',And still the B-9 is yammering away. He is almost completely assembled,temporal references
3、EXT. REMAN HOMEWORLD - NIGHT,Why does the boy disappear into the mine?,He is led there by the tall figure,the tall figure leads him firmly into one of the mines. The boy seems to disappear into this flaming crucible,causal/relational queries
14、EXT. ENTERPRISE - OVER KOLARUS III - SPACE,"In [14、EXT. ENTERPRISE - OVER KOLARUS III - SPACE], Where is the Enterprise located?",In orbit around the uncharted planet,The Enterprise is in orbit around the uncharted planet.,scene localization
"6、EXT. EARTH, ALASKA - PAVILION - DAY",How does Deanna respond to Picard's remarks?,She nods her head and coos sympathetically.,Deanna nods her head and coos sympathetically.,detailed description
