id,scene,question,answer,evidence,qa_type
11,39、EXT. FIELD - DAY,What action does Lee take against Andre in the huddle?,Lee punches Andre through his face guard.,IN HUDDLE Lee suddenly punches Andre through his face guard.,detailed description
12,33、EXT. BIG O STADIUM - DAY,What does 'scabs' refer to in the context of the passage?,Individuals who replace striking workers,LINDELL (to kid) Don't be asking for no autographs from the real players and then go in and watch the scabs!,terminology/abbreviation/concept
13,31、INT. McGINTY'S HOUSE - DAY,What does 'break a leg' mean in the context of the passage?,A theater expression for good luck before opening night.,Annabelles explanation about it being from the theater for opening night.,terminology/abbreviation/concept
14,27、INT. LOCKER ROOM - DAY,"In [27、INT. LOCKER ROOM - DAY], What is Roland Lamont's physical condition?",Suffering from a severe knee injury that ended his career.,My knee turned into wet toilet paper. End of career.,character states
15,"41、INT. BAR (QUEENS, NEW YORK)",What did the mafioso witness regarding Lou and the godfather's hat?,Lou kicked the ball that knocked the godfather's hat off,This is the same mafioso type who saw Lou kick the ball that knocked the godfather's hat off,detailed description
16,21、INT. BUS - MORNING,"In [21、INT. BUS - MORNING], What action is Jamal attempting?",Pulling out a nine-millimeter pistol,Jamal reaches into his jacket and starts to pull out a nine-millimeter pistol.,character states
17,5、INT. CONTROL BOOTH - DAY,What does Summerall say about the Redskins' running game?,That play sums up the Redskins' running game all day long.,"That play, my friends, sums up the Redskins' running game all day long.",dialogue/beliefs
18,57、INT. EDDIE MARTEL'S HOUSE - NIGHT,"In [57、INT. EDDIE MARTEL'S HOUSE - NIGHT], What is shown on the television?",Pacifico conducting and the entire restaurant singing,We're ON a TELEVISION showing Pacifico conducting and the entire restaurant singing.,objects/props
19,36、INT. TUNNEL - DAY,What is Shane doing while looking out at the field?,Looking out through a blow-up helmet while appearing scared.,Shane is looking out at the field through the blow-up helmet. He looks scared.,detailed description
20,42、EXT. BIG O - ON SHANE - DAY,What does Madden say about the field goal attempt?,This will be a forty-five yarder. That's a tough distance for your first N.F.L. field goal try.,MADDEN (V.O.) This will be a forty-five yarder. That's a tough distance for your first N.F.L. field goal try.,dialogue/beliefs
21,49、INT. HALLWAY - NIGHT,"In [49、INT. HALLWAY - NIGHT], Who possesses the key mentioned in the passage?",The Woman in Blue,"She checks the hallway, takes the key from Shane and sticks it in the lock.",objects/props
22,40、EXT. GAME - ANGLE ON SCOREBOARD - SECOND QUARTER,How does the huddle move after Shane's instruction?,move in unison with tiny steps to their left,Eleven bentover guys move in unison with tiny steps to their left.,detailed description
23,36、INT. TUNNEL - DAY,How does the crowd in the stands behave?,"A sparse crowd decked out in burgundy and gold cheers like mad, looking drunk.",A sparse crowd is in attendance... They look drunk already as they cheer like mad.,detailed description
24,37、INT. TUNNEL,What happens to Bateman after he trips inside the helmet?,He bounces twice and is shot out like a cannonball.,"He trips big-time into the side of the helmet. He bounces ... to the other side, bounces again and is shot out of the front of it like a cannon ball.",detailed description
25,44、EXT. FIELD - DAY,How does Earl make the interception?,Deftly steps in front of the guy and makes a diving catch,"Earl is covering the intended receiver. He deftly steps in front of the guy, and makes a diving catch.",detailed description
26,37、INT. TUNNEL,How are the cheerleaders affected when Bateman bounces out?,"They are knocked down, and one is knocked out of her shoes.",Cheerleaders are down and screaming in pain. One girl is knocked out of her shoes.,detailed description
27,45、EXT. FIELD - DAY,What does Shane ask the group to recall?,"Okay, let's all take a few seconds to think about what we were doing for a living... just last week.","SHANE Okay, let's all take a few seconds to think about what we were doing for a living... just last week.",dialogue/beliefs
28,2、EXT. MARINA DEL REY HARBOR - DAY,"In [2、EXT. MARINA DEL REY HARBOR - DAY], What role does Shane perform based on his actions?",A service provider who ties the dinghy and clips a bill for services rendered.,He ties the dinghy to the rear rail of the sailboat and clips a bill for services rendered on the sailboat's stern line.,character states
29,25、EXT. FIELD - DAY,"In [25、EXT. FIELD - DAY], What is Mickey Lee's physical condition?",A 450-pound ex-Sumo wrestler,He's a fourhundred-fifty-pound ex-Sumo wrestler crammed into a Redskin uniform.,character states
30,28、EXT. BIG O PARKING LOT - MORNING,"In [28、EXT. BIG O PARKING LOT - MORNING], What is Jamal's role according to his statement?",He is a guard who protects the quarterback.,We're the people who take care of the quarterback. We're the guards.,character states
31,17、EXT. HIGH SCHOOL PRACTICE FIELD - DAY,What does Roland express after receiving the phone call?,"Thank you, Lord!","ROLAND (to the sky) Thank you, Lord!",dialogue/beliefs
32,35、EXT. BIG O - DAY,What is the meaning of 'Sugar Bowl' in the passage?,A college football bowl game mentioned as an event where Shane Falco played.,Sugar Bowl Falco quarterbacked when Florida State creamed them?,terminology/abbreviation/concept
33,27、INT. LOCKER ROOM - DAY,"In [27、INT. LOCKER ROOM - DAY], What is Shane's emotional state?",Glad to be back playing.,SHANE ... just glad to be back playing.,character states
34,40、EXT. GAME - ANGLE ON SCOREBOARD - SECOND QUARTER | 47、EXT. FIELD - LATE AFTERNOON,Why did McGinty insist that Shane execute the same play again after being injured?,"McGinty insisted Shane execute the same play again to overcome his hesitation and fulfill his potential, believing Shane was the only one who could complete the play and must either embrace his destiny or give it up.","McGinty tells Shane he will go back in, run the same play, and throw to Franklin, stating that Shane is the only one who can do this and must either live his destiny or give it up for good.",causal/relational queries
35,34、INT. LOCKER ROOM - DAY | 40、EXT. GAME - ANGLE ON SCOREBOARD - SECOND QUARTER | 47、EXT. FIELD - LATE AFTERNOON,What does McGinty state that Shane must do after recovering on the bench?,"McGinty states that Shane must go back into the game, run the same play, and throw to Franklin, emphasizing that he is the only one who can do this and must either embrace his destiny or give it up.","McGinty stares into his eyes, speaking firmly: Shane will go back in, run the same play, and throw to Franklin. He tells Shane he is the only one who can do this, that he must either live his destiny or give it up for good.",character states
36,10、INT. O'NEIL'S BEDROOM - CLOSE ON O'NEIL - NIGHT,What conditions does McGinty state for returning as coach?,"McGinty states that he will return as coach only if he can choose the players himself, run the team without interference, and O'Neil stops telling Notre Dame stories.","McGinty sets the terms: he chooses the players, runs the team without interference, and O'Neil stops telling Notre Dame stories.",character states
37,43、INT. LOCKER ROOM - DAY (HALF-TIME) | 47、EXT. FIELD - LATE AFTERNOON,Why does McGinty use smelling salts on Shane?,McGinty uses smelling salts on Shane to revive him and push him to return to the game with confidence and determination.,"McGinty snaps open smelling salts and shoves them under Shane's nose. Shane jolts awake. McGinty stares into his eyes, speaking firmly: Shane will go back in, run the same play, and throw to Franklin. He tells Shane he is the only one who can do this, that he must either live his destiny or give it up for good.",causal/relational queries
38,10、INT. O'NEIL'S BEDROOM - CLOSE ON O'NEIL - NIGHT,Why does McGinty agree to return to coaching despite initially being reluctant?,"McGinty agrees to return to coaching because O'Neil accepts his conditions, which include full control over player selection, no interference in coaching decisions, and stopping the Notre Dame stories.","McGinty agrees to come back, but only if he can choose the players himself, with no interference, and if O'Neil stops telling Notre Dame stories. O'Neil smiles and accepts the deal.",causal/relational queries
39,10、INT. O'NEIL'S BEDROOM - CLOSE ON O'NEIL - NIGHT,Why does McGinty initially refuse O'Neil's request to return as head coach?,"McGinty initially refuses because he is enjoying the comforts of his retired life, such as golfing with the President, spending time with his family, and having a young wife.","McGinty resists, listing the comforts of his retired life—golfing with the President, walking his grandchildren to school, a young wife.",causal/relational queries
40,10、INT. O'NEIL'S BEDROOM - CLOSE ON O'NEIL - NIGHT,Why does McGinty agree to return to coaching despite initially resisting?,"McGinty agrees to return to coaching because O'Neil accepts his conditions, which include full control over player selection, no interference in coaching decisions, and stopping the Notre Dame stories.","As O'Neil presses him, McGinty falls silent, pours another glass of Scotch, and then looks at O'Neil. He agrees to come back, but only if he can choose the players himself, with no interference, and if O'Neil stops telling Notre Dame stories. O'Neil smiles and accepts the deal.",causal/relational queries
41,39、EXT. FIELD - DAY | 6、EXT. SIDELINES - DAY,What does O'Neil state about watching the game as the scene becomes chaotic?,O'Neil states that he is overwhelmed and wants the game turned off.,"O'Neil closes his eyes, overwhelmed, and tells Augustine to turn the game off.",character states
42,31、INT. McGINTY'S HOUSE - DAY | 39、EXT. FIELD - DAY | 40、EXT. GAME - ANGLE ON SCOREBOARD - SECOND QUARTER | 47、EXT. FIELD - LATE AFTERNOON,What does McGinty state that Shane must do after reviving him on the bench?,"McGinty states that Shane must go back into the game, run the same play, and throw to Franklin, emphasizing that he is the only one who can do this and must either live his destiny or give it up for good.","McGinty stares into his eyes, speaking firmly: Shane will go back in, run the same play, and throw to Franklin. He tells Shane he is the only one who can do this, that he must either live his destiny or give it up for good.",character states
43,29、INT. LOCKER ROOM BATHROOM - DAY | 34、INT. LOCKER ROOM - DAY | 47、EXT. FIELD - LATE AFTERNOON,Why did Shane need to nod his head during the snap?,"Shane needed to nod his head during the snap so that Brian Murray, who is deaf, could see the signal.","Evans reminds him to nod his head on the snap so Brian Murray, the deaf player, can see the signal.",causal/relational queries
44,9、INT. REDSKINS LOCKER ROOM - DAY | 21、INT. BUS - MORNING,Why does Wilson Jones support the players' strike despite being well-paid?,"Wilson Jones supports the strike because he has suffered serious injuries that left him unable to dress himself, and management refused his request for assistance, such as providing a valet.","Jones says there are days when he is so injured he cannot dress himself, and he asked management for help, like a valet, but they refused.",causal/relational queries
45,10、INT. O'NEIL'S BEDROOM - CLOSE ON O'NEIL - NIGHT,What does McGinty state he will do if O'Neil continues telling Notre Dame stories?,McGinty states that he will pull the plug on O'Neil personally if O'Neil starts telling Notre Dame stories.,"McGinty warns that if O'Neil starts with the Notre Dame stories, he will pull the plug on him personally.",character states
46,12、INT. METHAMPHETAMINE LAB - DAY,Why does Bateman look puzzled after checking his beeper?,"Bateman looks puzzled after checking his beeper because he receives a signal with an unfamiliar area code, 703, and does not know its location.","Bateman pulls his beeper from his pocket, frowns at the display, and asks, 'What area code is 703?'",causal/relational queries
47,47、EXT. FIELD - LATE AFTERNOON | 48、INT. WASHINGTON HILTON - BAR - NIGHT | 49、INT. HALLWAY - NIGHT,What does Shane state when the woman in red offers to take him to his room?,He states that he would like her to take him to his room.,"The woman leans in, asking if he is alright, and offers to take him to his room. He looks at her, then nods. 'I would like,' he says.",character states
48,31、INT. McGINTY'S HOUSE - DAY | 47、EXT. FIELD - LATE AFTERNOON,What does Shane state about being called names?,Shane states that it is okay and that he has been called worse.,"Shane interrupts, telling her it's okay and that he's been called worse.",character states
